GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001MA,B21001H_001EA,B21001H_002MA,B21001H_002EA,B21001H_003MA,B21001H_003EA,B21001H_004EA,B21001H_004MA,B21001H_005MA,B21001H_005EA,B21001H_006MA,B21001H_006EA,B21001H_007MA,B21001H_007EA,B21001H_008MA,B21001H_008EA,B21001H_009MA,B21001H_009EA,B21001H_010EA,B21001H_010MA,B21001H_011EA,B21001H_011MA,B21001H_012EA,B21001H_012MA,B21001H_013EA,B21001H_013MA,B21001H_014MA,B21001H_014EA,B21001H_015MA,B21001H_015EA,B21001H_016EA,B21001H_016MA,B21001H_017EA,B21001H_017MA,B21001H_018MA,B21001H_018EA,B21001H_019EA,B21001H_019MA,B21001H_020MA,B21001H_020EA,B21001H_021EA,B21001H_021MA,B21001H_022EA,B21001H_022MA,B21001H_023MA,B21001H_023EA,B21001H_024EA,B21001H_024MA,B21001H_025MA,B21001H_025EA,B21001H_026MA,B21001H_026EA,B21001H_027EA,B21001H_027MA,B21001H_028EA,B21001H_028MA,B21001H_029MA,B21001H_029EA,B21001H_030MA,B21001H_030EA,B21001H_031MA,B21001H_031EA,B21001H_032EA,B21001H_032MA,B21001H_033EA,B21001H_033MA,state
0400000US06,12362453,7043,6091741,4782,1574512,3846,69201,4839,1505311,6248,2123091,2604,204174,7474,1918917,8128,1142090,996,245427,6248,896663,6465,716337,614,326433,6201,389904,6101,535711,430,348292,5234,187419,5151,6270712,3956,1502018,2474,12717,1978,1489301,3222,2050905,1669,26517,2337,2024388,2837,1167455,828,17265,1774,1150190,1890,782227,747,7565,1381,774662,1367,768107,603,15023,1786,753084,1838,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2871935,3128,1413548,2949,412713,2142,26864,2464,385849,3030,511331,1823,70193,3867,441138,4019,257171,227,66919,3304,190252,3332,143685,364,71835,2658,71850,2695,88648,215,63735,1683,24913,1649,1458387,1118,396527,1290,6347,1309,390180,1910,512146,908,14968,1960,497178,2165,266278,49,6546,1021,259732,1023,154584,632,2738,676,151846,996,128852,605,2904,822,125948,1066,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2035728,2362,975087,1845,234401,1282,7658,1506,226743,1956,357034,959,29664,2703,327370,2863,186014,146,34448,2290,151566,2275,111161,150,49192,1958,61969,1950,86477,99,57550,2055,28927,2060,1060641,1235,229560,868,903,517,228657,1141,371538,492,3188,764,368350,932,195918,172,1706,600,194212,626,125555,234,522,285,125033,356,138070,149,1909,544,136161,575,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,481501,1565,229490,1110,59500,871,3202,944,56298,1146,76786,466,8963,1458,67823,1559,41966,111,11909,1340,30057,1327,30563,239,14018,919,16545,915,20675,182,14866,913,5809,913,252011,631,61387,146,964,533,60423,554,80531,429,1193,482,79338,643,46511,154,500,362,46011,383,34277,344,569,263,33708,421,29305,182,1027,495,28278,495,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,198494,1068,96892,910,46569,613,1536,663,45033,811,29638,625,1589,476,28049,741,10001,180,1517,654,8484,654,6675,197,1861,464,4814,464,4009,197,2122,500,1887,500,101602,469,54897,395,219,168,54678,424,24514,213,810,588,23704,623,10136,197,66,80,10070,80,6901,197,0,197,6901,197,5154,65,368,249,4786,259,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9149846,5359,4432289,3811,1001179,3201,51722,4109,949457,5326,1408182,1810,204710,7813,1203472,7814,798834,737,223700,6485,575134,6601,674712,470,323720,6649,350992,6667,549382,459,382554,5764,166828,5727,4717557,3003,981661,1769,10318,1880,971343,2718,1408068,2001,31803,3097,1376265,3723,871599,672,15966,2182,855633,2236,743636,423,9116,1359,734520,1467,712593,504,12156,1622,700437,1557,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4277529,3373,2068118,2932,566250,3010,26806,2799,539444,3964,771455,2122,94404,4605,677051,4632,359179,388,97516,3827,261663,3884,236058,675,112939,3841,123119,3925,135176,596,93590,2332,41586,2391,2209411,1492,572314,1452,5289,1292,567025,1849,781647,1288,13784,2106,767863,2681,383791,255,5469,1040,378322,1094,262896,595,3315,1191,259581,1308,208763,783,3398,855,205365,1135,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254153,1905,132102,1783,33384,1707,5945,1115,27439,1673,43292,764,8429,1431,34863,1408,28623,39,7420,938,21203,940,17482,177,8168,831,9314,831,9321,39,6384,701,2937,696,122051,545,33117,440,1691,626,31426,717,36997,238,1731,647,35266,703,25756,78,674,328,25082,336,15171,104,290,177,14881,207,11010,109,410,269,10600,287,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1003809,1062,494007,804,146111,582,5764,1304,140347,1450,167920,394,24682,2434,143238,2414,86486,145,26470,2505,60016,2514,56824,232,26770,1922,30054,1977,36666,188,24395,1501,12271,1486,509802,505,145165,243,868,472,144297,537,168727,321,4067,936,164660,1019,89200,111,1746,739,87454,746,58524,217,356,230,58168,318,48186,217,385,203,47801,291,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6475756,3638,3130552,3072,871798,1660,38064,3118,833734,3370,1125560,2436,107129,4324,1018431,4966,560150,509,118225,3619,441925,3654,329889,494,141929,3482,187960,3634,243155,176,157038,2834,86117,2837,3345204,1938,859982,1460,6129,1575,853853,2150,1136669,1008,13350,1690,1123319,1700,584006,553,5497,992,578509,1164,376618,243,2049,483,374569,563,387929,248,3694,824,384235,823,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4121431,2215,1998188,1878,579320,1498,25525,2650,553795,2898,718768,872,87364,4112,631404,4155,350206,334,86975,3739,263231,3757,209191,223,89720,3033,119471,3010,140703,177,91347,2578,49356,2574,2123243,990,574137,618,3721,1019,570416,1180,724050,626,9489,1150,714561,1367,364994,315,4697,990,360297,1022,237080,138,1779,610,235301,619,222982,108,1849,534,221133,528,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2121067,1461,1031957,1155,299180,971,13701,2036,285479,2422,350617,530,41740,2220,308877,2321,185253,328,44665,2337,140588,2371,109844,79,47311,1942,62533,1945,87063,144,55866,1721,31197,1705,1089110,569,292094,327,3227,987,288867,1044,351067,444,5306,848,345761,1017,187504,208,1943,447,185561,455,121555,149,787,291,120768,288,136890,75,1439,439,135451,447,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1730941,1797,838981,1649,246676,1549,13947,1967,232729,2322,284839,832,36677,2533,248162,2545,150961,114,37925,2273,113036,2253,87645,278,41610,1840,46035,1807,68860,220,45713,1577,23147,1593,891960,567,242220,521,1636,552,240584,776,292482,482,5198,1116,287284,1213,155226,60,2612,610,152614,611,97420,225,580,273,96840,308,104612,233,857,314,103755,410,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2932030,1658,1413762,1565,404337,1373,18260,2524,386077,2751,513002,1133,63090,3300,449912,3441,247133,202,60731,2884,186402,2903,155228,239,62998,2447,92230,2460,94062,253,58423,1898,35639,1923,1518268,713,406405,698,3864,1099,402541,1349,526204,547,6726,1085,519478,1295,263005,177,3840,857,259165,886,175032,153,1339,432,173693,438,147622,61,1412,454,146210,464,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2155701,1917,1045222,1616,306531,1502,19641,2230,286890,2586,364852,1265,42154,3365,322698,3480,183669,406,44296,2719,139373,2747,115280,549,49938,2376,65342,2335,74890,527,51144,1594,23746,1557,1110479,1084,306811,963,3532,1020,303279,1263,369811,688,4257,890,365554,1085,190729,243,1526,511,189203,599,129267,233,1609,567,127658,587,113861,270,1305,634,112556,708,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1011754,551,487889,444,121120,383,5476,1327,115644,1430,172816,185,24279,2127,148537,2101,95010,146,24864,1885,70146,1878,59062,25,27700,1418,31362,1422,39881,155,27662,972,12219,972,523865,217,120757,147,744,408,120013,419,180108,107,3808,794,176300,809,100244,137,1797,505,98447,507,63669,155,667,254,63002,254,59087,155,1568,518,57519,518,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2537109,1967,1220335,1756,323624,1489,16397,2112,307227,2721,435274,1086,57973,3757,377301,3914,227272,142,55492,3049,171780,3063,137758,99,60873,2601,76885,2582,96407,4,67208,1665,29199,1665,1316774,925,324424,695,5182,1093,319242,1169,454108,610,11065,1692,443043,1764,236892,160,3613,871,233279,900,153252,93,1358,420,151894,417,148098,69,2282,653,145816,675,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
