GEO_ID,B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,NAME,B08103_001EA,B08103_001MA,B08103_002MA,B08103_002EA,B08103_003EA,B08103_003MA,B08103_004MA,B08103_004EA,B08103_005EA,B08103_005MA,B08103_006EA,B08103_006MA,B08103_007MA,B08103_007EA,state
0400000US30,43.3,0.3,43.9,0.5,37.7,2.1,31.4,1.8,41.6,2.5,37.0,3.5,49.2,1.7,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41.9,0.2,42.1,0.3,37.7,1.0,38.1,10.3,36.6,3.9,37.1,2.7,50.6,0.7,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41.3,0.3,41.5,0.3,39.0,1.0,39.3,2.4,36.7,4.0,41.0,4.1,48.4,2.0,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,45.3,0.3,45.6,0.4,42.3,2.5,43.5,5.4,27.7,2.8,45.0,3.7,49.5,1.5,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,43.8,0.1,44.8,0.2,40.6,0.5,40.3,0.6,36.4,1.5,36.0,1.5,48.0,0.6,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,42.4,0.3,42.6,0.4,38.4,1.4,37.9,5.5,38.6,4.5,36.5,4.0,52.8,0.9,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,42.5,0.1,45.0,0.2,41.1,0.5,38.5,0.3,36.0,0.6,40.6,0.8,47.7,0.6,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42.1,0.2,42.5,0.2,38.5,0.5,35.1,1.5,30.4,1.7,39.6,2.2,46.5,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,41.0,0.4,41.1,0.5,37.2,1.6,29.0,8.7,37.6,4.9,44.0,5.2,47.3,2.1,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,43.0,0.1,43.5,0.1,38.6,0.7,38.0,1.7,28.2,1.2,40.3,1.2,48.8,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41.2,0.3,41.7,0.3,37.9,0.7,31.9,6.7,29.8,1.7,39.6,2.0,47.1,1.6,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42.2,0.2,43.4,0.3,38.8,1.1,34.3,1.3,30.4,1.0,36.2,1.6,48.0,0.8,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.7,0.1,44.7,0.1,39.9,0.5,38.6,1.0,32.2,1.0,35.6,1.3,48.1,0.5,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,43.0,0.4,44.3,0.5,37.3,2.1,36.7,4.7,23.5,1.7,35.0,4.9,48.0,1.9,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,41.9,0.2,42.4,0.2,38.3,0.8,34.5,4.4,26.2,1.3,40.8,2.2,47.0,1.2,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.4,0.4,42.5,0.5,38.1,1.5,51.1,9.9,37.5,7.5,34.2,3.6,51.2,2.5,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42.0,0.2,42.3,0.2,37.5,0.7,45.7,2.0,34.6,3.4,41.7,2.5,47.4,0.8,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.7,0.1,41.0,0.2,37.7,0.4,39.1,1.2,32.6,1.3,38.0,0.9,46.9,0.5,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37.3,0.3,37.5,0.3,35.4,0.7,34.3,1.5,27.1,1.6,36.0,2.2,44.6,1.1,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45.4,0.3,46.3,0.4,40.6,1.2,35.4,7.3,31.9,2.4,29.8,11.1,51.5,1.4,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42.3,0.2,42.8,0.2,39.6,0.6,38.8,0.9,28.2,0.9,37.9,2.3,45.5,1.1,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,42.0,0.2,42.6,0.3,39.2,0.6,37.5,0.7,32.7,1.4,41.6,0.9,47.3,0.8,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,42.9,0.3,43.5,0.4,40.7,1.1,40.0,5.5,32.9,3.7,36.0,6.1,48.9,2.1,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42.7,0.2,43.4,0.2,38.8,1.0,32.8,1.4,30.4,1.5,38.7,1.5,47.5,0.6,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,42.4,0.4,42.9,0.5,38.2,1.8,34.3,3.1,41.3,5.3,34.7,7.9,50.4,2.5,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,40.6,0.3,40.2,0.3,42.0,0.9,42.3,2.6,45.4,2.3,40.2,4.8,46.3,2.5,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,42.1,0.2,42.3,0.2,39.1,1.0,40.7,5.7,34.6,2.7,41.2,3.2,46.8,1.4,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41.0,0.5,41.1,0.6,37.4,3.0,37.0,6.3,40.4,2.3,42.9,3.5,47.1,2.8,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41.2,0.2,41.4,0.2,38.7,0.6,37.6,2.2,31.5,1.8,37.2,1.4,48.3,1.1,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,42.1,0.3,42.4,0.3,37.9,1.3,46.4,7.3,34.2,4.1,40.4,4.0,47.8,1.5,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
