GEO_ID,C05003H_001E,C05003H_001M,C05003H_002E,C05003H_002M,C05003H_003E,C05003H_003M,C05003H_004E,C05003H_004M,C05003H_005E,C05003H_005M,C05003H_006E,C05003H_006M,C05003H_007E,C05003H_007M,C05003H_008E,C05003H_008M,C05003H_009E,C05003H_009M,C05003H_010E,C05003H_010M,C05003H_011E,C05003H_011M,C05003H_012E,C05003H_012M,C05003H_013E,C05003H_013M,C05003H_014E,C05003H_014M,C05003H_015E,C05003H_015M,NAME,C05003H_001EA,C05003H_001MA,C05003H_002EA,C05003H_002MA,C05003H_003MA,C05003H_003EA,C05003H_004EA,C05003H_004MA,C05003H_005MA,C05003H_005EA,C05003H_006EA,C05003H_006MA,C05003H_007EA,C05003H_007MA,C05003H_008MA,C05003H_008EA,C05003H_009MA,C05003H_009EA,C05003H_010MA,C05003H_010EA,C05003H_011MA,C05003H_011EA,C05003H_012EA,C05003H_012MA,C05003H_013MA,C05003H_013EA,C05003H_014MA,C05003H_014EA,C05003H_015MA,C05003H_015EA,state
0400000US18,5289249,2878,2600231,2223,599457,1476,597185,1635,2272,701,2000774,1548,1973392,3214,27382,2774,2689018,1553,565550,1273,563517,1357,2033,751,2123468,966,2092132,3202,31336,3120,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2705704,1557,1331749,1420,298331,1119,297656,1181,675,293,1033418,1051,1021487,2254,11931,1919,1373955,994,284796,878,284120,941,676,308,1089159,566,1075404,1906,13755,1900,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2234826,609,1103107,1138,252399,1001,251468,1227,931,564,850708,458,840908,1694,9800,1632,1131719,946,238621,920,237670,946,951,415,893098,197,881312,1440,11786,1402,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3760302,1815,1845703,1867,421223,1836,419738,1988,1485,875,1424480,797,1412292,2300,12188,2123,1914599,2118,395886,1886,394353,2087,1533,735,1518713,623,1502047,1984,16666,1824,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2748748,2233,1352518,1793,298065,1403,297643,1460,422,279,1054453,1114,1042071,2259,12382,2071,1396230,1861,284535,1455,283736,1658,799,521,1111695,868,1098175,2277,13520,1964,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1250688,432,611318,173,122537,19,121919,471,618,472,488781,173,478491,1476,10290,1460,639370,335,115469,267,114984,478,485,372,523901,200,509200,1545,14701,1535,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3166263,1649,1549293,1134,312911,1022,307292,1745,5619,1619,1236382,414,1180245,4071,56137,3994,1616970,940,297704,772,293201,1418,4503,1282,1319266,576,1249087,3832,70179,3853,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5003798,4028,2421954,2555,475738,1051,469891,1647,5847,1328,1946216,2075,1784250,6689,161966,6067,2581844,2596,452108,1443,444717,2174,7391,1637,2129736,1852,1957432,6719,172304,6487,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7523647,2218,3708591,1296,793388,850,782834,1913,10554,1676,2915203,857,2791296,5001,123907,4904,3815056,1487,751177,1037,740652,1956,10525,1769,3063879,988,2930240,5343,133639,5216,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4424944,1553,2189461,1064,472716,707,469600,1179,3116,980,1716745,647,1687434,2676,29311,2469,2235483,974,449799,725,446272,1093,3527,858,1785684,586,1752898,2946,32786,2914,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1717214,1296,843049,2723,189495,2101,188388,2104,1107,545,653554,1469,650060,1725,3494,913,874165,2886,177441,2165,176708,2298,733,480,696724,1586,692462,1896,4262,896,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4848758,2668,2381462,2009,532989,1687,530425,1891,2564,789,1848473,1003,1820624,3051,27849,2860,2467296,2286,504370,1905,501551,2201,2819,826,1962926,901,1932405,2597,30521,2341,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,876782,396,440838,720,90984,633,90747,669,237,193,349854,318,345987,968,3867,895,435944,654,85971,625,85576,702,395,254,349973,250,344416,932,5557,921,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1509066,1411,744935,990,170213,623,169576,709,637,419,574722,664,568492,1239,6230,1056,764131,886,161475,653,160764,724,711,341,602656,513,595525,1397,7131,1255,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1455200,1000,741459,1164,130709,879,129909,1013,800,459,610750,623,580137,2820,30613,2895,713741,912,122341,900,121645,902,696,435,591400,395,553551,3050,37849,3062,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1212389,436,597531,499,122553,378,120931,909,1622,749,474978,265,460938,1739,14040,1655,614858,385,116457,299,114824,721,1633,681,498401,183,482029,1763,16372,1761,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5134994,5384,2498702,3226,518855,1576,509569,2599,9286,1869,1979847,2600,1788053,7246,191794,6868,2636292,2717,491071,1219,480757,1948,10314,1731,2145221,2078,1935726,6635,209495,6257,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,827066,1054,410523,1880,69308,1644,68127,1883,1181,845,341215,731,330629,1982,10586,1869,416543,1662,62627,1637,61900,1697,727,524,353916,453,343252,1695,10664,1641,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11227534,5742,5480741,2860,1091040,1439,1072631,2741,18409,2139,4389701,2254,3922750,9183,466951,9235,5746793,3474,1035193,1544,1015001,2541,20192,2238,4711600,2780,4194663,10950,516937,10532,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6292533,4146,3073489,3105,636220,2506,632571,2548,3649,962,2437269,1300,2382018,3859,55251,3766,3219044,3129,600673,2519,597138,2804,3535,1170,2618371,1363,2554195,5132,64176,4949,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,616194,315,313321,426,64354,424,64344,421,10,18,248967,78,245951,1100,3016,1106,302873,429,60318,399,60217,397,101,101,242555,146,238723,914,3832,883,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9309291,4101,4557419,2289,1007737,1601,1003104,1837,4633,1097,3549682,1403,3479398,3520,70284,3400,4751872,2883,957165,2258,952859,2528,4306,1375,3794707,1516,3716316,4531,78391,4504,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2585779,891,1271751,890,266068,752,264966,887,1102,475,1005683,370,993920,1627,11763,1537,1314028,893,251124,756,249814,916,1310,540,1062904,516,1045517,2030,17387,2038,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3026649,2315,1487724,1563,287468,917,284310,1352,3158,930,1200256,995,1162678,3374,37578,3298,1538925,1374,272627,858,269315,1304,3312,977,1266298,1058,1218145,3748,48153,3535,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10035953,3417,4895542,2102,982767,1033,977589,1327,5178,1169,3912775,1485,3809950,5774,102825,5513,5140411,1783,933668,937,927243,1753,6425,1403,4206743,1360,4090744,5211,115999,5028,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,791560,1670,380549,886,69857,500,68799,890,1058,715,310692,742,293953,2025,16739,1905,411011,1243,65745,529,64996,640,749,463,345266,820,322265,2563,23001,2391,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3016843,1645,1476673,1600,305100,1368,303343,1658,1757,734,1171573,659,1145872,2531,25701,2392,1540170,1509,289005,1342,287551,1476,1454,682,1251165,591,1222987,2982,28178,2882,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698504,1363,349589,1077,78691,780,78362,791,329,298,270898,633,268903,852,1995,675,348915,1109,73369,931,73210,924,159,142,275546,299,272627,838,2919,761,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4840886,2132,2362309,2881,512675,2412,509905,2500,2770,1044,1849634,1072,1822124,2320,27510,2319,2478577,2556,487132,2360,485237,2440,1895,607,1991445,941,1959567,2840,31878,2814,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11554528,5931,5722835,4249,1183044,3173,1173301,3700,9743,1971,4539791,2297,4391066,7176,148725,7108,5831693,4697,1116518,3436,1104929,4376,11589,2797,4715175,2344,4545058,7615,170117,7478,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2278904,919,1140610,597,342278,256,340727,622,1551,602,798332,436,779548,2039,18784,2058,1138294,467,323619,297,321992,803,1627,736,814675,411,791420,2405,23255,2489,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,588138,351,290089,160,57818,131,57491,305,327,277,232271,100,226636,851,5635,843,298049,239,54336,111,54181,168,155,140,243713,195,235081,1150,8632,1155,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5234502,2415,2584320,3233,531694,2987,522716,3863,8978,2073,2052626,982,1975810,4933,76816,4718,2650182,2882,502949,2834,495583,3084,7366,1340,2147233,1003,2051803,4805,95430,4790,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4927042,2712,2449464,1546,482191,1045,475255,1728,6936,1567,1967273,923,1866257,5512,101016,5511,2477578,1676,458162,968,450083,1571,8079,1318,2019416,1045,1897068,5766,122348,5821,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1721901,1156,845752,1522,177317,1160,177066,1178,251,162,668435,954,664161,1575,4274,1165,876149,1217,167759,1211,167654,1209,105,124,708390,405,703209,1117,5181,1040,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4738842,1164,2347563,840,491923,504,489752,861,2171,696,1855640,486,1825885,2398,29755,2371,2391279,533,466364,347,464164,749,2200,687,1924915,403,1892896,2654,32019,2635,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,487672,142,247696,859,54154,870,53752,968,402,404,193542,66,191900,773,1642,774,239976,874,52004,871,51903,872,101,138,187972,96,184318,982,3654,988,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23542,2809,11657,1729,2374,922,2195,884,179,220,9283,1473,8193,1392,1090,407,11885,1872,1826,795,1729,746,97,156,10059,1523,8921,1441,1138,606,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3212468,3115,1571492,2142,340663,1855,339517,1921,1146,730,1230829,832,1221119,1705,9710,1413,1640976,2208,322384,1747,321327,1791,1057,552,1318592,891,1304046,2487,14546,2266,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,460453,953,244246,520,50035,364,49465,596,570,426,194211,315,189807,860,4404,830,216207,761,45982,489,45642,666,340,323,170225,350,164881,1224,5344,1107,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3730370,2003,1845214,1532,340982,1087,337466,1497,3516,1036,1504232,1092,1436754,4093,67478,4015,1885156,1544,321233,1165,317682,1443,3551,1017,1563923,960,1481412,4475,82511,4469,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2179168,1780,1069939,1652,235804,1492,235028,1575,776,399,834135,387,826564,1480,7571,1438,1109229,1483,222887,1314,222489,1326,398,241,886342,395,877433,1783,8909,1760,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
