GEO_ID,B05003F_001E,B05003F_001M,B05003F_002E,B05003F_002M,B05003F_003E,B05003F_003M,B05003F_004E,B05003F_004M,B05003F_005E,B05003F_005M,B05003F_006E,B05003F_006M,B05003F_007E,B05003F_007M,B05003F_008E,B05003F_008M,B05003F_009E,B05003F_009M,B05003F_010E,B05003F_010M,B05003F_011E,B05003F_011M,B05003F_012E,B05003F_012M,B05003F_013E,B05003F_013M,B05003F_014E,B05003F_014M,B05003F_015E,B05003F_015M,B05003F_016E,B05003F_016M,B05003F_017E,B05003F_017M,B05003F_018E,B05003F_018M,B05003F_019E,B05003F_019M,B05003F_020E,B05003F_020M,B05003F_021E,B05003F_021M,B05003F_022E,B05003F_022M,B05003F_023E,B05003F_023M,NAME,B05003F_001EA,B05003F_001MA,B05003F_002EA,B05003F_002MA,B05003F_003MA,B05003F_003EA,B05003F_004MA,B05003F_004EA,B05003F_005MA,B05003F_005EA,B05003F_006EA,B05003F_006MA,B05003F_007MA,B05003F_007EA,B05003F_008MA,B05003F_008EA,B05003F_009MA,B05003F_009EA,B05003F_010MA,B05003F_010EA,B05003F_011EA,B05003F_011MA,B05003F_012EA,B05003F_012MA,B05003F_013MA,B05003F_013EA,B05003F_014MA,B05003F_014EA,B05003F_015MA,B05003F_015EA,B05003F_016MA,B05003F_016EA,B05003F_017EA,B05003F_017MA,B05003F_018MA,B05003F_018EA,B05003F_019MA,B05003F_019EA,B05003F_020MA,B05003F_020EA,B05003F_021EA,B05003F_021MA,B05003F_022EA,B05003F_022MA,B05003F_023MA,B05003F_023EA,state
0400000US06,4912894,55894,2507942,32200,789638,16901,740223,16796,49415,4266,3979,1039,45436,4028,1718304,21387,722888,14381,995416,16411,293514,9420,701902,14421,2404952,29779,759926,15610,707061,14922,52865,4220,4871,1170,47994,4234,1645026,19333,693380,12883,951646,14679,324283,8575,627363,12401,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,219565,13256,111361,7299,33029,3673,30185,3367,2844,1135,263,222,2581,1109,78332,5162,41462,3372,36870,3631,7904,1790,28966,3605,108204,7514,35371,4080,32428,3827,2943,1076,551,431,2392,868,72833,4669,42637,3256,30196,3079,8545,1734,21651,2547,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,163423,10914,85612,6936,23992,3105,22165,3043,1827,658,277,217,1550,641,61620,5254,31941,3255,29679,3712,7658,1883,22021,3467,77811,5702,23298,2796,21534,2774,1764,779,27,45,1737,781,54513,3831,29740,3106,24773,2614,8043,1422,16730,2291,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23251,4014,12622,2636,3870,1121,3431,1099,439,455,19,33,420,456,8752,1896,4459,1361,4293,1461,1348,919,2945,1087,10629,2351,3395,1358,3382,1361,13,22,0,182,13,22,7234,1575,2542,904,4692,1360,906,621,3786,1229,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,28401,4268,15637,2344,3577,993,3166,922,411,459,0,197,411,459,12060,1737,3776,986,8284,1718,1619,768,6665,1482,12764,2374,3207,776,2866,749,341,382,10,22,331,379,9557,1872,1759,779,7798,1609,1977,796,5821,1323,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,459361,23271,236775,13629,61989,6405,55808,5973,6181,1460,1081,533,5100,1463,174786,10504,77526,6691,97260,7929,31668,3526,65592,6690,222586,12335,64529,5654,58586,5388,5943,1538,731,426,5212,1502,158057,9148,66526,5445,91531,6206,40996,3702,50535,4690,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,297813,14511,166809,8632,57596,5436,52714,5192,4882,1299,565,496,4317,1277,109213,6026,28130,4246,81083,5978,15019,2619,66064,5377,131004,7843,50292,4152,45388,4239,4904,1512,349,306,4555,1408,80712,5049,25787,2951,54925,4506,12453,2066,42472,4107,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,15499,2568,8178,1532,1521,598,1459,584,62,100,0,177,62,100,6657,1251,4618,958,2039,941,398,261,1641,896,7321,1390,1884,656,1884,656,0,177,0,177,0,177,5437,1072,3535,999,1902,924,539,375,1363,895,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,46011,6380,23739,3165,7806,1663,6768,1514,1038,744,14,26,1024,743,15933,2321,6900,1785,9033,1755,2348,921,6685,1559,22272,4132,8968,2134,8595,2078,373,292,22,43,351,287,13304,2436,6498,2067,6806,1580,1696,652,5110,1451,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,731378,24796,385335,13379,128715,6335,120032,6304,8683,1916,1656,753,7027,1858,256620,8595,93092,5915,163528,7449,47649,3822,115879,6405,346043,13540,117103,7031,108073,6739,9030,1882,1625,901,7405,1593,228940,8325,90329,5556,138611,6333,43169,3400,95442,5671,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
