GEO_ID,C18105_001E,C18105_001M,C18105_002E,C18105_002M,C18105_003E,C18105_003M,C18105_004E,C18105_004M,C18105_005E,C18105_005M,C18105_006E,C18105_006M,C18105_007E,C18105_007M,C18105_008E,C18105_008M,C18105_009E,C18105_009M,C18105_010E,C18105_010M,C18105_011E,C18105_011M,C18105_012E,C18105_012M,C18105_013E,C18105_013M,C18105_014E,C18105_014M,C18105_015E,C18105_015M,C18105_016E,C18105_016M,C18105_017E,C18105_017M,C18105_018E,C18105_018M,C18105_019E,C18105_019M,C18105_020E,C18105_020M,C18105_021E,C18105_021M,NAME,C18105_001EA,C18105_001MA,C18105_002MA,C18105_002EA,C18105_003MA,C18105_003EA,C18105_004EA,C18105_004MA,C18105_005MA,C18105_005EA,C18105_006EA,C18105_006MA,C18105_007EA,C18105_007MA,C18105_008MA,C18105_008EA,C18105_009MA,C18105_009EA,C18105_010EA,C18105_010MA,C18105_011EA,C18105_011MA,C18105_012EA,C18105_012MA,C18105_013MA,C18105_013EA,C18105_014MA,C18105_014EA,C18105_015EA,C18105_015MA,C18105_016EA,C18105_016MA,C18105_017EA,C18105_017MA,C18105_018EA,C18105_018MA,C18105_019MA,C18105_019EA,C18105_020MA,C18105_020EA,C18105_021EA,C18105_021MA,state
0400000US06,34987590,6369,17214375,7363,3415742,3971,24041,2837,3391701,5099,11816597,6723,417697,9590,11398900,11616,1982036,3012,379605,7839,1602431,7978,17773215,5251,3271062,3334,14864,2041,3256198,3678,11981784,4242,506956,10259,11474828,11177,2520369,2794,695085,10086,1825284,10413,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4757771,3181,2356351,4248,454263,2288,2881,767,451382,2267,1633437,3669,55829,3701,1577608,5162,268651,1391,43312,2586,225339,2823,2401420,3085,437750,2208,2349,893,435401,2266,1636726,2764,75525,4877,1561201,5536,326944,1422,71827,3164,255117,3296,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3341549,1439,1615753,2355,305506,1227,2990,1094,302516,1626,1091233,2202,35731,2673,1055502,3426,219014,1191,33157,2430,185857,2501,1725796,2163,293249,1287,1760,701,291489,1270,1141926,1728,47460,3342,1094466,3722,290621,1391,64647,3048,225974,3182,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,846730,949,405952,1340,75856,827,525,469,75331,909,268894,960,12083,1724,256811,1942,61202,569,11175,1403,50027,1516,440778,994,72453,800,343,289,72110,789,292323,787,18506,1952,273817,2004,76002,683,17231,1531,58771,1631,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,582431,742,271038,908,34930,285,447,337,34483,432,207898,794,9020,1556,198878,1688,28210,316,5829,1167,22381,1181,311393,733,35303,275,277,256,35026,385,234492,636,13299,1536,221193,1649,41598,482,11512,1294,30086,1277,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17942110,5061,8663556,7270,1487418,4578,8502,1617,1478916,4810,5633240,5919,282640,9115,5350600,10305,1542898,3018,276854,7887,1266044,8308,9278554,6785,1434765,4789,9660,1616,1425105,5080,5945373,4955,326815,9942,5618558,10693,1898416,3412,450821,9475,1447595,9548,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9048306,5197,4349611,7837,931327,5485,5369,1503,925958,5810,2939296,6247,155199,7585,2784097,8314,478988,2652,100927,4136,378061,4166,4698695,7526,889729,5171,4637,1171,885092,5382,3177981,6012,185853,7449,2992128,9211,630985,2925,181779,5815,449206,6311,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1252695,2462,613364,2678,109322,808,358,218,108964,828,412707,2804,16214,2113,396493,3421,91335,939,16476,1506,74859,1684,639331,1698,104230,766,660,393,103570,906,420903,1332,17344,2155,403559,2723,114198,669,26988,2017,87210,1966,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1461946,2051,726443,3153,158790,2209,1702,1100,157088,2565,470784,2062,20043,2434,450741,2877,96869,875,16517,1365,80352,1417,735503,2818,151400,1837,1083,689,150317,1855,474175,2041,24301,2315,449874,3376,109928,1077,25084,2212,84844,2207,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11884344,2275,5788916,5557,1145047,3007,8505,1487,1136542,3228,3940161,4352,155380,5230,3784781,6247,703708,1879,133857,3328,569851,3909,6095428,5363,1099981,2692,7753,1319,1092228,2692,4066344,4048,191689,7313,3874655,7669,929103,2947,243894,5835,685209,6159,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
