GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,NAME,B17001_001EA,B17001_001MA,B17001_002MA,B17001_002EA,B17001_003MA,B17001_003EA,B17001_004MA,B17001_004EA,B17001_005EA,B17001_005MA,B17001_006EA,B17001_006MA,B17001_007EA,B17001_007MA,B17001_008MA,B17001_008EA,B17001_009EA,B17001_009MA,B17001_010MA,B17001_010EA,B17001_011EA,B17001_011MA,B17001_012EA,B17001_012MA,B17001_013MA,B17001_013EA,B17001_014MA,B17001_014EA,B17001_015MA,B17001_015EA,B17001_016EA,B17001_016MA,B17001_017EA,B17001_017MA,B17001_018EA,B17001_018MA,B17001_019MA,B17001_019EA,B17001_020MA,B17001_020EA,B17001_021MA,B17001_021EA,B17001_022EA,B17001_022MA,B17001_023EA,B17001_023MA,B17001_024EA,B17001_024MA,B17001_025MA,B17001_025EA,B17001_026MA,B17001_026EA,B17001_027EA,B17001_027MA,B17001_028EA,B17001_028MA,B17001_029EA,B17001_029MA,B17001_030MA,B17001_030EA,B17001_031MA,B17001_031EA,B17001_032MA,B17001_032EA,B17001_033EA,B17001_033MA,B17001_034EA,B17001_034MA,B17001_035EA,B17001_035MA,B17001_036MA,B17001_036EA,B17001_037MA,B17001_037EA,B17001_038EA,B17001_038MA,B17001_039EA,B17001_039MA,B17001_040EA,B17001_040MA,B17001_041MA,B17001_041EA,B17001_042MA,B17001_042EA,B17001_043MA,B17001_043EA,B17001_044EA,B17001_044MA,B17001_045EA,B17001_045MA,B17001_046MA,B17001_046EA,B17001_047MA,B17001_047EA,B17001_048MA,B17001_048EA,B17001_049EA,B17001_049MA,B17001_050EA,B17001_050MA,B17001_051EA,B17001_051MA,B17001_052MA,B17001_052EA,B17001_053EA,B17001_053MA,B17001_054MA,B17001_054EA,B17001_055EA,B17001_055MA,B17001_056EA,B17001_056MA,B17001_057MA,B17001_057EA,B17001_058MA,B17001_058EA,B17001_059MA,B17001_059EA,state
0400000US06,37303266,7131,6325319,64334,2934874,36553,323825,8084,68829,4512,369431,9847,170649,7067,58549,3913,121032,5081,427272,10408,373787,10055,332812,8413,295142,9756,228800,7266,94939,4584,69807,3652,3390445,35895,303694,9240,63655,4348,354156,10746,162292,6125,56283,3283,114977,5013,486779,11914,502918,11068,439384,8727,339347,8704,263811,7701,145251,5178,157898,5611,30977947,64509,15505780,36376,951229,8059,194070,6607,1151659,13912,609209,11755,204889,6219,428842,6337,1497762,10762,2361075,10764,2209459,9598,2257747,10170,1822601,7617,1068825,5430,748413,5083,15472167,36298,918333,9428,183068,7327,1111984,14760,571310,10933,208651,6711,403574,7376,1346954,12273,2145319,11242,2130317,8974,2281008,8795,1954429,7922,1202659,5699,1014561,5676,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5069071,2557,694842,20406,324979,10880,33942,3547,6580,1361,43918,3806,14921,1827,5500,975,9905,1672,58479,4021,42005,3684,33863,3143,30733,2730,28885,2751,10331,1368,5917,1152,369863,12491,33035,3182,7110,1483,35791,2946,15718,2113,5525,1382,12025,1546,67551,4527,54471,3681,40087,2931,37588,3028,30612,2563,14381,1652,15969,1451,4374229,20336,2200808,11672,136222,4022,30507,2928,169969,5397,83664,3555,29438,2149,54010,2929,180759,4430,336505,5206,320135,3984,324259,3077,282937,3233,158595,1836,93808,1425,2173421,12556,129601,3923,25254,2556,168882,5006,83676,4062,26150,2208,51491,2510,160721,4377,305713,4056,303404,3349,325556,3107,296379,2662,171118,2123,125476,1920,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3484178,1411,372390,14270,162589,6632,15801,1858,4072,1105,19857,2374,7898,1567,2056,616,6181,1160,22114,2834,18669,2066,16768,1826,21508,2401,15412,2037,7228,1091,5025,1102,209801,9954,17116,2398,3044,792,19838,2409,9904,1636,3972,1081,6797,1227,28322,3013,31678,2608,20992,2074,26034,2824,19371,2059,10424,1438,12309,1561,3111788,14576,1531184,7086,82150,2071,18105,2033,114689,4134,63728,3099,25024,1845,41679,2004,124828,3354,191076,2448,201914,2340,252252,2853,208978,2213,121135,1493,85626,1383,1580604,10155,75671,2465,18228,2136,108136,3603,60238,3350,20979,1743,39617,2190,109404,3334,183354,2902,213200,2280,262321,2731,221568,2229,139254,1747,128634,1999,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,890738,1221,107307,7877,44879,3961,5879,1185,588,376,5240,1255,2919,959,929,513,1647,639,7016,1565,5183,1063,4142,1031,4298,868,4234,1005,1727,510,1077,419,62428,4877,6062,1352,977,521,5598,1218,2260,804,1436,564,1340,465,11348,1927,8392,1595,6399,1150,5334,1091,5997,979,3836,892,3449,613,783431,7770,385580,3941,22253,1182,3899,770,29859,2125,14988,1678,5025,902,9730,1040,33570,1785,49927,1201,47948,1449,59459,1168,50524,1124,35872,741,22526,516,397851,5008,20686,1469,4409,1088,26136,2235,14987,1656,4751,1029,9246,943,29317,2069,48210,1609,52048,1438,63084,1137,56260,1079,38768,984,29949,1021,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,598151,630,108732,7746,48601,4240,4606,1160,705,412,5085,1179,1780,659,936,405,1615,614,10442,2007,6500,1521,4305,1173,4650,958,5486,1162,1819,530,672,302,60131,4661,4127,899,866,423,3755,942,2458,795,947,505,1743,650,12043,1827,10786,1420,6117,1110,6923,1038,4556,932,2863,795,2947,677,489419,7620,233409,4221,14872,1176,2861,916,11546,1353,4949,1127,1569,477,3566,701,17075,1997,56666,1609,37779,1180,32399,1113,24408,1286,15380,643,10339,420,256010,4762,14906,901,2651,726,11381,1114,5545,1058,1892,597,3516,706,18907,2048,63263,1430,35963,1072,30702,1098,31496,971,19166,805,16622,720,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18912479,5600,3238581,49032,1464996,23937,148984,5347,32967,3466,173106,9015,75588,4694,27010,2554,49246,3805,201834,9564,174253,9282,142228,6971,161355,6821,150975,6150,74785,4434,52665,3664,1773585,32497,149998,6260,30852,3248,165630,8852,70635,4968,27287,2912,49433,4049,232448,8349,246580,9429,205075,7434,199576,9034,171486,6572,109463,5209,115122,6388,15673898,48471,7710992,24414,389883,5508,80182,5268,496001,11196,259195,9128,89643,4338,184704,5743,649692,9942,972867,9622,1022116,8771,1154938,7574,996323,6463,802360,4807,613088,5038,7962906,32176,366065,6914,76985,4920,476883,10629,257162,8355,85854,4727,178347,5624,601744,9107,928375,9695,1000087,7993,1191485,9498,1126088,7056,897091,5753,776740,7027,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9652596,3256,1848533,37552,821051,19104,106777,6547,22172,2973,117994,6149,49337,3880,15250,2130,27550,2449,113622,6078,99117,5913,87719,6137,77075,4477,67126,4710,22474,2101,14838,1721,1027482,22003,98472,5459,22837,3045,115520,6639,51803,4146,14709,1977,29619,2633,143072,6729,158803,6627,124948,5863,103511,5567,77380,4549,44897,3333,41911,2826,7804063,37411,3854056,21676,232272,7251,53975,3893,307376,8442,166647,6485,53893,3731,109027,4217,339696,7285,538106,7540,562340,7200,585906,5677,463142,5019,289689,3520,151987,2774,3950007,21470,226219,6022,45609,3866,290146,7541,158918,6367,53182,3174,98158,4074,310478,7103,516646,7045,588951,6979,601301,6326,516222,4365,319486,3671,224691,4021,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1356822,1094,157243,9661,70000,4958,9147,1347,1313,441,9350,1507,3354,806,1383,484,2591,878,7393,1519,8057,1555,6937,1326,7389,1275,8445,1510,2595,594,2046,826,87243,5898,6503,1334,2299,894,9039,1442,3286,1029,1186,563,1782,747,10974,1613,13602,1749,9995,1932,8994,1378,10105,1568,4523,892,4955,1037,1199579,9654,606599,5354,36315,1364,8311,1463,40339,2254,20955,1702,5753,1047,14383,1313,55776,1852,92964,1904,79641,1629,84678,1496,80790,1605,50939,813,35755,1190,592980,5766,36458,1433,7482,1150,37298,2331,19977,1809,6396,908,14466,1157,46424,1635,78844,1892,75555,1921,83502,1486,81858,1507,53355,986,51365,1075,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1565511,1631,248494,13813,114312,7123,14013,1866,3162,1070,13338,2006,7064,1665,1730,772,4017,1302,20762,2223,15610,2210,9002,1487,10381,1530,7192,1207,4725,1351,3316,890,134182,8294,13501,1909,3032,1059,14490,3087,6407,1372,1956,812,3822,1070,23772,2325,20584,2221,15872,1934,9322,1427,9411,1294,5982,1422,6031,1063,1317017,13659,667577,7743,43847,2173,8848,1692,60720,3395,31382,2734,8724,1291,18724,1733,54464,2740,88576,2556,88299,2388,87546,1976,87619,1712,55133,1599,33695,855,649440,8540,40993,2135,8115,1678,53509,3376,28790,2917,10134,1536,18599,1989,49848,2456,81010,2436,80089,2916,93210,1930,87228,1695,56071,1785,41844,1251,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12573676,4182,1850562,32138,827950,19236,94310,4783,18869,2201,108559,5748,49494,3876,15879,1796,28468,2519,124826,6616,104397,6801,83272,4562,87416,4620,67060,3622,28002,2177,17398,1631,1022612,17936,92257,4203,19182,2134,101104,5577,48567,3731,15787,1875,31796,2275,153865,5445,159939,6328,119480,4815,100398,4351,81566,3945,46480,2998,52191,2616,10723114,32834,5317976,19291,315814,4573,62831,4147,403896,7704,217541,6806,75477,3195,150559,4103,450411,6333,767447,6612,745516,5331,795351,5413,674825,3768,393497,2424,264811,2153,5405138,18710,299695,4461,64476,3506,391438,8250,202907,6615,67729,3439,143298,3975,410678,5751,723104,6083,731624,5654,821452,5255,718305,4102,444833,3363,385599,3659,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
