GEO_ID,B22005A_001E,B22005A_001M,B22005A_002E,B22005A_002M,B22005A_003E,B22005A_003M,NAME,B22005A_001EA,B22005A_001MA,B22005A_002MA,B22005A_002EA,B22005A_003MA,B22005A_003EA,state
0400000US06,8457578,25556,645910,11962,7811668,25697,California,null,null,null,null,null,null,06
0400000US08,1751085,8859,136373,6146,1614712,10121,Colorado,null,null,null,null,null,null,08
0400000US09,1110308,7231,98421,4851,1011887,7505,Connecticut,null,null,null,null,null,null,09
0400000US10,251901,3214,25429,2298,226472,3553,Delaware,null,null,null,null,null,null,10
0400000US11,119050,2969,2280,736,116770,2991,District of Columbia,null,null,null,null,null,null,11
0400000US12,5806844,22331,720792,13879,5086052,23510,Florida,null,null,null,null,null,null,12
0400000US13,2246577,12282,237733,7640,2008844,13854,Georgia,null,null,null,null,null,null,13
0400000US15,151669,3006,11397,1767,140272,3109,Hawaii,null,null,null,null,null,null,15
0400000US16,547085,5471,72582,4532,474503,6871,Idaho,null,null,null,null,null,null,16
0400000US17,3654879,12665,319261,7433,3335618,13660,Illinois,null,null,null,null,null,null,17
0400000US18,2146849,9528,228443,6420,1918406,10976,Indiana,null,null,null,null,null,null,18
0400000US19,1155028,5889,127356,5255,1027672,6411,Iowa,null,null,null,null,null,null,19
0400000US20,982119,5617,83432,3563,898687,6830,Kansas,null,null,null,null,null,null,20
0400000US21,1522463,8221,253975,7541,1268488,9727,Kentucky,null,null,null,null,null,null,21
0400000US22,1137010,7991,116550,5741,1020460,8623,Louisiana,null,null,null,null,null,null,22
0400000US23,535329,4183,90614,3648,444715,4769,Maine,null,null,null,null,null,null,23
0400000US24,1337133,6938,93727,4069,1243406,7149,Maryland,null,null,null,null,null,null,24
0400000US25,2116175,10642,212912,7540,1903263,9759,Massachusetts,null,null,null,null,null,null,25
0400000US26,3128688,10327,433166,8885,2695522,12425,Michigan,null,null,null,null,null,null,26
0400000US27,1890081,6150,129355,4841,1760726,7357,Minnesota,null,null,null,null,null,null,27
0400000US28,686848,6057,77263,4035,609585,6706,Mississippi,null,null,null,null,null,null,28
0400000US29,2003414,10030,234932,6630,1768482,10677,Missouri,null,null,null,null,null,null,29
0400000US30,376303,3749,38703,2877,337600,4305,Montana,null,null,null,null,null,null,30
0400000US31,667008,4409,50089,3005,616919,4693,Nebraska,null,null,null,null,null,null,31
0400000US32,761464,7715,81628,4362,679836,7976,Nevada,null,null,null,null,null,null,32
0400000US33,495773,4607,40310,3232,455463,5821,New Hampshire,null,null,null,null,null,null,33
0400000US34,2335019,10546,147237,5696,2187782,11360,New Jersey,null,null,null,null,null,null,34
0400000US35,588604,6683,79828,4204,508776,6690,New Mexico,null,null,null,null,null,null,35
0400000US36,5072850,13701,534604,11344,4538246,16822,New York,null,null,null,null,null,null,36
0400000US37,2731213,13656,288942,7706,2442271,13834,North Carolina,null,null,null,null,null,null,37
0400000US38,270519,2736,17377,1876,253142,3033,North Dakota,null,null,null,null,null,null,38
0400000US39,3845516,11923,477831,7853,3367685,13278,Ohio,null,null,null,null,null,null,39
0400000US40,1127134,5574,132050,4047,995084,6180,Oklahoma,null,null,null,null,null,null,40
0400000US41,1353425,7348,252450,7266,1100975,9211,Oregon,null,null,null,null,null,null,41
0400000US42,4220647,11584,418734,9302,3801913,14084,Pennsylvania,null,null,null,null,null,null,42
0400000US44,354996,3734,45139,2886,309857,4115,Rhode Island,null,null,null,null,null,null,44
0400000US45,1259206,9389,134167,6190,1125039,10368,South Carolina,null,null,null,null,null,null,45
0400000US46,294252,3009,22358,1977,271894,3302,South Dakota,null,null,null,null,null,null,46
0400000US47,1997158,10087,288862,8272,1708296,12171,Tennessee,null,null,null,null,null,null,47
0400000US48,6900753,23394,847246,13595,6053507,24930,Texas,null,null,null,null,null,null,48
0400000US49,812726,5735,72249,3802,740477,6407,Utah,null,null,null,null,null,null,49
0400000US50,250101,2853,34895,2441,215206,2866,Vermont,null,null,null,null,null,null,50
0400000US51,2220729,11481,150629,6429,2070100,11693,Virginia,null,null,null,null,null,null,51
0400000US53,2186697,10874,294034,8038,1892663,11311,Washington,null,null,null,null,null,null,53
0400000US54,703788,5738,105688,4106,598100,6568,West Virginia,null,null,null,null,null,null,54
0400000US55,2058573,8018,219058,6290,1839515,9428,Wisconsin,null,null,null,null,null,null,55
0400000US56,209943,3126,13490,1642,196453,3385,Wyoming,null,null,null,null,null,null,56
0400000US72,872911,10701,319915,8329,552996,9645,Puerto Rico,null,null,null,null,null,null,72
0400000US01,1315608,8562,146059,5012,1169549,9152,Alabama,null,null,null,null,null,null,01
0400000US02,188219,2595,12668,1575,175551,2965,Alaska,null,null,null,null,null,null,02
0400000US04,1996144,9554,245228,7556,1750916,11624,Arizona,null,null,null,null,null,null,04
0400000US05,917745,6891,112245,4878,805500,8281,Arkansas,null,null,null,null,null,null,05
