GEO_ID,B20017_001E,B20017_001M,B20017_002E,B20017_002M,B20017_003E,B20017_003M,B20017_004E,B20017_004M,B20017_005E,B20017_005M,B20017_006E,B20017_006M,B20017_007E,B20017_007M,NAME,B20017_001MA,B20017_001EA,B20017_002EA,B20017_002MA,B20017_003MA,B20017_003EA,B20017_004MA,B20017_004EA,B20017_005MA,B20017_005EA,B20017_006EA,B20017_006MA,B20017_007EA,B20017_007MA,state
0400000US06,30502,104,34516,450,50139,177,11986,94,25676,175,41956,163,10930,89,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31326,227,36589,405,50509,370,11277,291,26244,341,40402,397,10172,251,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,36914,388,45223,855,61097,466,11930,329,30489,396,47900,1250,12019,275,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,31770,621,36976,1225,50689,606,10374,698,28005,1507,41120,650,10150,600,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,44980,2362,47490,2318,66754,2848,11526,1121,41777,875,60116,2427,11282,747,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26604,152,30352,196,40889,207,10986,144,23787,312,34202,403,10371,137,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28282,406,32239,295,43707,894,10023,263,24351,387,35479,355,9367,279,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31475,359,35553,627,45748,890,12354,729,28081,920,38040,1172,11523,345,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23730,659,30320,437,41664,647,9785,598,18608,812,31296,515,8649,534,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,31329,153,37474,438,51262,218,10933,173,25867,214,40309,249,10234,155,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27386,235,33840,679,45620,324,9907,344,21988,251,33419,581,9199,273,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,29546,514,35650,384,45305,458,9407,502,23239,537,35106,381,8983,314,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,28554,502,34261,836,44765,903,9183,506,22730,488,34131,947,8825,309,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,26430,225,31332,293,42321,471,9335,390,21929,243,32157,329,8862,333,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,27273,320,35691,511,47249,780,10555,310,21294,253,31586,290,8941,346,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27160,375,32039,552,42280,628,10573,507,22759,796,35057,789,10440,386,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,39240,609,45005,682,57447,1246,11100,267,33389,744,49000,795,11162,251,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,36386,274,42255,312,60243,353,11332,257,30983,282,47651,749,11609,200,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
