GEO_ID,C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,NAME,C17025_001MA,C17025_001EA,C17025_002MA,C17025_002EA,C17025_003EA,C17025_003MA,C17025_004EA,C17025_004MA,C17025_005EA,C17025_005MA,C17025_006MA,C17025_006EA,C17025_007MA,C17025_007EA,C17025_008EA,C17025_008MA,C17025_009EA,C17025_009MA,C17025_010EA,C17025_010MA,C17025_011EA,C17025_011MA,state
0400000US06,37303266,7131,6325319,64334,4396317,50533,1929002,31271,542237,13233,1386765,25930,30977947,64509,22711119,62628,8266828,45411,4318092,36705,3948736,35368,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5069071,2557,694842,20406,594472,18357,100370,7663,21734,3003,78636,7044,4374229,20336,3975782,20419,398447,13177,176994,7293,221453,10727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3484178,1411,372390,14270,317163,11735,55227,5054,16854,2358,38373,4538,3111788,14576,2680496,17885,431292,12413,213491,8815,217801,9691,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,890738,1221,107307,7877,97129,7351,10178,2482,3832,1398,6346,1731,783431,7770,716963,7669,66468,4408,33897,2846,32571,3390,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,598151,630,108732,7746,96129,7204,12603,2116,3305,833,9298,2035,489419,7620,414983,8103,74436,4533,31979,3026,42457,4126,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18912479,5600,3238581,49032,2500621,44386,737960,24542,265908,12343,472052,19529,15673898,48471,12703675,46726,2970223,30771,1651564,23831,1318659,23167,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9652596,3256,1848533,37552,1645477,35854,203056,11704,45601,5612,157455,10813,7804063,37411,7085599,38144,718464,17440,303977,11546,414487,17560,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1356822,1094,157243,9661,124445,8203,32798,3729,10757,1798,22041,2988,1199579,9654,984963,12037,214616,9102,127702,5550,86914,6701,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1565511,1631,248494,13813,225358,12416,23136,4050,4371,1250,18765,3961,1317017,13659,1244610,13514,72407,6070,32574,4064,39833,4825,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12573676,4182,1850562,32138,1567166,25891,283396,12452,82295,5602,201101,10997,10723114,32834,9236638,30824,1486476,22475,748766,16495,737710,20833,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
