GEO_ID,B16005D_001E,B16005D_001M,B16005D_002E,B16005D_002M,B16005D_003E,B16005D_003M,B16005D_004E,B16005D_004M,B16005D_005E,B16005D_005M,B16005D_006E,B16005D_006M,B16005D_007E,B16005D_007M,B16005D_008E,B16005D_008M,B16005D_009E,B16005D_009M,B16005D_010E,B16005D_010M,B16005D_011E,B16005D_011M,NAME,B16005D_001MA,B16005D_001EA,B16005D_002MA,B16005D_002EA,B16005D_003MA,B16005D_003EA,B16005D_004MA,B16005D_004EA,B16005D_005EA,B16005D_005MA,B16005D_006MA,B16005D_006EA,B16005D_007MA,B16005D_007EA,B16005D_008EA,B16005D_008MA,B16005D_009MA,B16005D_009EA,B16005D_010EA,B16005D_010MA,B16005D_011MA,B16005D_011EA,state
0400000US06,4852186,16484,1598327,19151,845419,19309,752908,14234,633664,13288,119244,4986,3253859,21403,274862,8989,2978997,22454,1349804,21368,1629193,18547,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,136873,4055,45307,3307,28380,3028,16927,2176,13979,2132,2948,986,91566,3615,12455,1701,79111,3890,36455,3054,42656,3701,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,136817,2221,33371,2468,13573,2028,19798,2229,16784,2116,3014,785,103446,2827,15060,1954,88386,3192,47718,3146,40668,2917,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28437,1418,6834,1203,3499,1033,3335,840,3171,866,164,202,21603,1559,2364,815,19239,1465,12045,1544,7194,1327,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20766,1389,8309,1175,5732,1069,2577,646,2280,605,297,252,12457,1233,3229,829,9228,1223,5479,1060,3749,864,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,460993,6994,123777,5803,66599,4917,57178,3994,47972,4190,9206,1769,337216,6771,62030,5139,275186,8146,144422,6478,130764,6722,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,315467,5677,81727,4826,38871,3810,42856,3953,37108,3592,5748,1222,233740,5334,24008,3622,209732,5907,100284,4890,109448,6573,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,513276,9547,323793,9283,278251,9489,45542,3589,28889,2430,16653,2356,189483,8159,21194,2235,168289,8182,58518,4011,109771,6965,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20090,2685,6842,1972,5471,1750,1371,656,1169,623,202,228,13248,2086,3446,989,9802,1605,4707,1316,5095,1221,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,580934,5406,153822,6289,72661,5259,81161,4673,70290,4335,10871,1696,427112,6619,39432,3424,387680,6974,214333,7076,173347,6641,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,102121,3526,22182,2393,10558,1885,11624,2203,10230,2131,1394,517,79939,3199,8467,1523,71472,3147,34546,2851,36926,2987,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,53298,1871,11811,1679,4947,1124,6864,1249,5022,1156,1842,702,41487,1986,7056,1608,34431,1745,14458,1657,19973,2045,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,65652,2516,15886,1831,6801,1367,9085,1600,7386,1639,1699,784,49766,2222,6184,1456,43582,2584,19818,2185,23764,2256,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,51449,2921,13432,1967,6720,1861,6712,1345,5575,1197,1137,513,38017,2162,7181,1351,30836,2164,15237,1884,15599,1934,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67024,2393,22622,2273,7092,1652,15530,1733,13058,1725,2472,832,44402,2401,5118,1129,39284,2354,16759,2077,22525,1811,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13504,1241,2646,909,881,402,1765,731,1765,731,0,155,10858,1231,1630,635,9228,1343,3947,936,5281,1274,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,319998,3695,79921,4564,35687,3690,44234,3161,36479,2948,7755,1437,240077,4495,32744,3694,207333,5257,115567,4958,91766,4619,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,357043,3888,104365,4583,45240,4292,59125,4384,51521,4132,7604,1508,252678,5289,26727,3266,225951,5116,100215,4746,125736,5839,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,233684,3728,57628,4017,24483,2967,33145,3615,28669,3341,4476,959,176056,4247,24187,2439,151869,4499,80013,3970,71856,4701,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,208990,3125,65697,3935,20519,2285,45178,3580,34599,2980,10579,1725,143293,3924,20035,1971,123258,4065,60802,3524,62456,3903,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22990,2151,5629,1309,1985,844,3644,1151,2930,1137,714,289,17361,1778,2669,1006,14692,1774,7448,1483,7244,1455,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96367,3085,23937,2486,12690,1929,11247,1696,9479,1636,1768,631,72430,3184,10300,1764,62130,3025,28952,2802,33178,3090,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6434,1137,1871,671,1416,672,455,235,255,171,200,162,4563,994,1378,562,3185,791,1384,501,1801,610,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34195,1746,6746,1041,3014,744,3732,1005,3003,969,729,422,27449,1646,2738,754,24711,1664,9089,1400,15622,1659,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
