GEO_ID,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,NAME,B14001_001MA,B14001_001EA,B14001_002MA,B14001_002EA,B14001_003EA,B14001_003MA,B14001_004MA,B14001_004EA,B14001_005MA,B14001_005EA,B14001_006MA,B14001_006EA,B14001_007MA,B14001_007EA,B14001_008EA,B14001_008MA,B14001_009MA,B14001_009EA,B14001_010MA,B14001_010EA,state
0400000US06,36575440,13562,10678252,28487,591188,11678,520325,12125,2017042,16362,2047531,18111,2250021,12917,2745166,21848,506979,14174,25897188,26975,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4989990,4419,1395046,9723,89363,4515,72856,4622,280897,6387,272652,6771,269107,5734,328655,9047,81516,4031,3594944,9719,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3479966,3754,954957,8253,64718,3728,44882,3643,171214,4457,190773,4447,204704,3812,220951,6372,57715,3209,2525009,7803,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,882536,1884,236066,3847,14250,1638,11009,1712,45048,2590,44254,3162,48765,1983,60950,2601,11790,1782,646470,4053,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,608482,1577,159737,3807,12886,1512,7876,1155,21469,1837,18567,2045,26824,1746,44327,2585,27788,2928,448745,3907,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18689114,8594,4688008,21985,283912,9510,234235,6660,891884,14496,908092,16353,934579,9047,1214969,19659,220337,8779,14001106,22815,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9540591,7214,2797844,20311,193811,7089,148479,6133,555178,10101,578791,10788,549699,8238,647456,14124,124430,6681,6742747,19689,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1340261,2178,336071,4731,21389,2050,19065,2081,63496,2732,66044,3197,65953,2477,81969,4093,18155,2020,1004190,4421,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1529311,2426,454364,6647,20738,2236,23489,2323,95136,4216,98126,4291,92670,2752,107988,5401,16217,2227,1074947,6227,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12403972,7323,3478102,15404,235555,6454,169461,6565,674876,10147,695085,10671,724105,8029,779075,11173,199945,8129,8925870,15840,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
