GEO_ID,C27016_001E,C27016_001M,C27016_002E,C27016_002M,C27016_003E,C27016_003M,C27016_004E,C27016_004M,C27016_005E,C27016_005M,C27016_006E,C27016_006M,C27016_007E,C27016_007M,C27016_008E,C27016_008M,C27016_009E,C27016_009M,C27016_010E,C27016_010M,C27016_011E,C27016_011M,C27016_012E,C27016_012M,C27016_013E,C27016_013M,C27016_014E,C27016_014M,C27016_015E,C27016_015M,C27016_016E,C27016_016M,C27016_017E,C27016_017M,C27016_018E,C27016_018M,C27016_019E,C27016_019M,C27016_020E,C27016_020M,C27016_021E,C27016_021M,C27016_022E,C27016_022M,C27016_023E,C27016_023M,C27016_024E,C27016_024M,C27016_025E,C27016_025M,C27016_026E,C27016_026M,C27016_027E,C27016_027M,C27016_028E,C27016_028M,C27016_029E,C27016_029M,C27016_030E,C27016_030M,C27016_031E,C27016_031M,C27016_032E,C27016_032M,C27016_033E,C27016_033M,C27016_034E,C27016_034M,C27016_035E,C27016_035M,C27016_036E,C27016_036M,C27016_037E,C27016_037M,C27016_038E,C27016_038M,C27016_039E,C27016_039M,C27016_040E,C27016_040M,C27016_041E,C27016_041M,NAME,C27016_001MA,C27016_001EA,C27016_002MA,C27016_002EA,C27016_003MA,C27016_003EA,C27016_004EA,C27016_004MA,C27016_005EA,C27016_005MA,C27016_006MA,C27016_006EA,C27016_007MA,C27016_007EA,C27016_008MA,C27016_008EA,C27016_009EA,C27016_009MA,C27016_010EA,C27016_010MA,C27016_011MA,C27016_011EA,C27016_012MA,C27016_012EA,C27016_013MA,C27016_013EA,C27016_014MA,C27016_014EA,C27016_015EA,C27016_015MA,C27016_016EA,C27016_016MA,C27016_017MA,C27016_017EA,C27016_018MA,C27016_018EA,C27016_019MA,C27016_019EA,C27016_020EA,C27016_020MA,C27016_021EA,C27016_021MA,C27016_022MA,C27016_022EA,C27016_023MA,C27016_023EA,C27016_024MA,C27016_024EA,C27016_025EA,C27016_025MA,C27016_026EA,C27016_026MA,C27016_027EA,C27016_027MA,C27016_028MA,C27016_028EA,C27016_029MA,C27016_029EA,C27016_030EA,C27016_030MA,C27016_031EA,C27016_031MA,C27016_032EA,C27016_032MA,C27016_033MA,C27016_033EA,C27016_034MA,C27016_034EA,C27016_035EA,C27016_035MA,C27016_036EA,C27016_036MA,C27016_037EA,C27016_037MA,C27016_038EA,C27016_038MA,C27016_039MA,C27016_039EA,C27016_040MA,C27016_040EA,C27016_041MA,C27016_041EA,state
0400000US06,37219610,9501,9439847,71259,3106702,34288,2768904,35419,337798,15802,5481440,42741,3129533,33187,2351907,31313,851705,15395,820138,15488,31567,3401,4421268,64129,1225060,26558,1070086,24767,154974,10268,2663781,40125,1541338,27912,1122443,21325,532427,12874,519740,12255,12687,2109,10227612,85306,2383739,31521,2210744,29685,172995,9921,6505209,56898,4797559,44710,1707650,28654,1338664,19100,1317321,18748,21343,2532,13130883,73417,2388689,32079,2337443,31445,51246,4583,8962637,48921,8253849,47845,708788,16294,1779557,19828,1767529,19616,12028,1953,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5047369,3540,1022696,22931,321940,13051,281906,12320,40034,4755,615767,13700,376177,11841,239590,10831,84989,4066,83377,4127,1612,708,527274,19381,156387,8908,131794,7734,24593,4046,300701,12396,188510,8219,112191,7825,70186,4060,69575,4033,611,392,1523890,25088,374954,11140,342713,11181,32241,4102,956083,16377,759389,14970,196694,9026,192853,5711,192082,5608,771,537,1973509,26417,359553,9901,348658,9741,10895,2445,1366389,19295,1278267,18033,88122,6067,247567,6534,247016,6550,551,310,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3479573,1863,551208,16727,166256,7596,156663,7626,9593,2150,316685,10622,230241,8277,86444,5740,68267,3590,67138,3524,1129,583,277137,14690,70398,6436,65023,5444,5375,2545,153321,9358,108490,6886,44831,5069,53418,3499,52891,3417,527,451,925453,24341,212230,9136,203699,9111,8531,2010,555484,16453,457729,14025,97755,7291,157739,5321,156166,5358,1573,799,1725775,22828,335896,8911,330219,8608,5677,1468,1159668,16416,1103942,15306,55726,4311,230211,5456,228473,5504,1738,968,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,888425,1535,163438,10018,52813,4752,50267,4613,2546,875,92906,6280,72418,5449,20488,3139,17719,1765,17671,1759,48,81,96634,7400,28332,4317,26836,4176,1496,791,51290,4302,37118,3638,14172,2721,17012,2152,16816,2137,196,266,275754,10259,61143,4804,58964,4685,2179,839,167845,7026,140752,6371,27093,3400,46766,2366,46374,2341,392,322,352599,10433,58556,4214,57895,4180,661,355,238336,7134,229336,6920,9000,1950,55707,2679,55194,2726,513,443,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596222,982,147550,8026,39122,3293,38304,3399,818,531,94631,5434,83226,5055,11405,1806,13797,1688,13514,1674,283,236,47664,5450,10975,2256,10703,2204,272,449,29748,3745,24963,3089,4785,2103,6941,1111,6941,1111,0,197,119592,7605,18421,2953,18107,2948,314,276,86156,5510,76693,5005,9463,1880,15015,1669,14871,1684,144,143,281416,7675,39359,2946,39005,2825,354,306,208002,5596,199766,5411,8236,1577,34055,1876,34055,1876,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18875285,6505,4891015,54301,1412288,27128,1214774,26101,197514,11285,2818205,32466,1451511,25171,1366694,24030,660522,14742,638789,14350,21733,3545,2503292,47911,589656,20866,506752,19016,82904,7639,1437246,31550,814655,20407,622591,21260,476390,11163,468879,10835,7511,1725,5835552,54860,1112939,21294,997410,19317,115529,7443,3579863,36898,2620001,33266,959862,22450,1142750,14576,1130331,14363,12419,2269,5645426,51794,826757,18301,794492,18202,32265,4326,3657017,38004,3280995,34418,376022,15660,1161652,14770,1156427,14565,5225,1319,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9616298,5009,2673987,38368,921249,21041,808683,19182,112566,8397,1526377,23511,774867,18771,751510,18062,226361,6923,222410,6750,3951,1320,1180088,33493,333183,15109,291443,13818,41740,5982,690631,20458,428124,15791,262507,12145,156274,5676,153597,5348,2677,1457,2809442,47938,665331,18620,615764,18465,49567,4545,1779407,34076,1396345,26964,383062,16446,364704,9123,361825,8991,2879,1207,2952781,40947,547699,15570,534668,15331,13031,2617,2042448,28394,1886074,26040,156374,11612,362634,8816,361049,8622,1585,885,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1330687,2566,231301,10628,72927,5480,70276,5264,2651,1166,133002,6207,105884,5665,27118,3466,25372,2266,24764,2202,608,338,127301,8529,35584,3541,33795,3535,1789,804,74574,5796,63132,4919,11442,2261,17143,1605,16852,1592,291,264,430737,15500,105477,5749,100565,5659,4912,1529,263495,10266,235917,9255,27578,3305,61765,3535,61232,3398,533,430,541348,13336,85378,4607,84267,4629,1111,527,354717,8967,341449,8732,13268,1971,101253,3705,100791,3754,462,507,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1563253,1841,390694,15012,133139,8242,119985,7908,13154,2165,220790,8548,124756,6333,96034,6015,36765,3359,36442,3301,323,298,234052,11665,74781,6177,65205,5974,9576,2806,125149,6973,81366,5776,43783,4883,34122,2701,33815,2710,307,220,533381,14914,143060,7078,134021,7514,9039,2086,317070,8598,259502,8317,57568,4062,73251,4198,73150,4214,101,170,405126,14572,67937,6694,64296,6330,3641,1787,274530,10212,254154,9615,20376,2971,62659,3267,62621,3265,38,47,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12566464,4333,2715561,36866,891011,18995,850504,18945,40507,5116,1553742,21831,946427,17060,607315,15741,270808,6551,262434,6512,8374,1699,1351901,31508,370831,14304,353447,13995,17384,2693,760559,18719,497713,15289,262846,10654,220511,5954,218180,5970,2331,792,3710905,46100,879498,19387,848377,19355,31121,3898,2278982,29903,1841213,25283,437769,12517,552425,8736,547642,8809,4783,1330,4788097,37584,878593,15458,867899,15469,10694,1960,3320437,26932,3133287,26246,187150,7385,589067,8412,585050,8208,4017,1037,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
