GEO_ID,B17010H_001E,B17010H_001M,B17010H_002E,B17010H_002M,B17010H_003E,B17010H_003M,B17010H_004E,B17010H_004M,B17010H_005E,B17010H_005M,B17010H_006E,B17010H_006M,B17010H_007E,B17010H_007M,B17010H_008E,B17010H_008M,B17010H_009E,B17010H_009M,B17010H_010E,B17010H_010M,B17010H_011E,B17010H_011M,B17010H_012E,B17010H_012M,B17010H_013E,B17010H_013M,B17010H_014E,B17010H_014M,B17010H_015E,B17010H_015M,B17010H_016E,B17010H_016M,B17010H_017E,B17010H_017M,B17010H_018E,B17010H_018M,B17010H_019E,B17010H_019M,B17010H_020E,B17010H_020M,B17010H_021E,B17010H_021M,B17010H_022E,B17010H_022M,B17010H_023E,B17010H_023M,B17010H_024E,B17010H_024M,B17010H_025E,B17010H_025M,B17010H_026E,B17010H_026M,B17010H_027E,B17010H_027M,B17010H_028E,B17010H_028M,B17010H_029E,B17010H_029M,B17010H_030E,B17010H_030M,B17010H_031E,B17010H_031M,B17010H_032E,B17010H_032M,B17010H_033E,B17010H_033M,B17010H_034E,B17010H_034M,B17010H_035E,B17010H_035M,B17010H_036E,B17010H_036M,B17010H_037E,B17010H_037M,B17010H_038E,B17010H_038M,B17010H_039E,B17010H_039M,B17010H_040E,B17010H_040M,B17010H_041E,B17010H_041M,NAME,B17010H_001MA,B17010H_001EA,B17010H_002EA,B17010H_002MA,B17010H_003EA,B17010H_003MA,B17010H_004EA,B17010H_004MA,B17010H_005MA,B17010H_005EA,B17010H_006MA,B17010H_006EA,B17010H_007MA,B17010H_007EA,B17010H_008EA,B17010H_008MA,B17010H_009EA,B17010H_009MA,B17010H_010EA,B17010H_010MA,B17010H_011MA,B17010H_011EA,B17010H_012MA,B17010H_012EA,B17010H_013EA,B17010H_013MA,B17010H_014EA,B17010H_014MA,B17010H_015EA,B17010H_015MA,B17010H_016MA,B17010H_016EA,B17010H_017MA,B17010H_017EA,B17010H_018MA,B17010H_018EA,B17010H_019EA,B17010H_019MA,B17010H_020EA,B17010H_020MA,B17010H_021MA,B17010H_021EA,B17010H_022MA,B17010H_022EA,B17010H_023MA,B17010H_023EA,B17010H_024EA,B17010H_024MA,B17010H_025EA,B17010H_025MA,B17010H_026EA,B17010H_026MA,B17010H_027MA,B17010H_027EA,B17010H_028EA,B17010H_028MA,B17010H_029MA,B17010H_029EA,B17010H_030EA,B17010H_030MA,B17010H_031EA,B17010H_031MA,B17010H_032MA,B17010H_032EA,B17010H_033MA,B17010H_033EA,B17010H_034MA,B17010H_034EA,B17010H_035EA,B17010H_035MA,B17010H_036EA,B17010H_036MA,B17010H_037EA,B17010H_037MA,B17010H_038MA,B17010H_038EA,B17010H_039EA,B17010H_039MA,B17010H_040MA,B17010H_040EA,B17010H_041EA,B17010H_041MA,state
0400000US18,1397442,11555,122283,4064,45494,2726,27093,2217,5094,1025,8875,1377,13124,1556,18401,1820,76789,3913,15239,1843,11853,1644,3471,959,2467,905,5915,1120,3386,1050,61550,3659,54402,3584,14343,1758,12638,1706,27421,2819,7148,1308,1275159,11229,1049053,10960,405482,7972,72339,4471,76418,3699,256725,5605,643571,8803,226106,6465,73323,3641,41964,2878,10429,1841,4096,1054,27439,2470,31359,2951,152783,6004,84995,4688,12289,1669,8732,1575,63974,4538,67788,4012,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,725682,6341,52033,2789,17357,1448,7918,1149,1553,565,2893,717,3472,762,9439,1182,34676,2493,6559,1336,5570,1370,737,356,1609,737,3224,1010,989,402,28117,2049,24951,1918,7640,1361,4723,968,12588,1374,3166,618,673649,6787,566238,6394,213181,5029,40908,2646,41715,2486,130558,4386,353057,5093,107411,4711,35152,3041,22038,2180,5723,1099,2045,648,14270,1548,13114,1588,72259,3118,44127,2564,5895,1119,5077,985,33155,2460,28132,1751,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,596926,5369,42354,2897,14556,1925,9315,1557,2053,692,3407,830,3855,863,5241,982,27798,2275,6314,1162,5079,1066,1303,603,683,397,3093,895,1235,405,21484,2106,19929,2042,5170,802,5174,1095,9585,1259,1555,418,554572,5938,464401,6152,183240,4763,35771,2551,34616,2451,112853,3901,281161,5252,90171,4500,30885,2676,19196,2146,4105,876,1950,805,13141,1714,11689,1454,59286,3242,36539,2479,5384,1228,4057,954,27098,2278,22747,2147,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1009929,9786,132500,4573,52419,3609,28054,2663,5923,1334,7320,1240,14811,1767,24365,2139,80081,3891,14604,1709,10975,1632,2622,985,2137,735,6216,1251,3629,826,65477,3691,54277,3207,11664,1661,12413,1865,30200,2648,11200,1577,877429,9612,716714,8957,274734,6131,53695,3760,48390,3090,172649,5208,441980,6929,160715,5542,52949,3355,26172,2692,7300,1602,2048,810,16824,2040,26777,2369,107766,4167,58980,3509,7663,1380,7086,1334,44231,2847,48786,3022,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,721134,6502,63105,4043,24385,2401,11662,2045,2188,809,3349,800,6125,1399,12723,1758,38720,3086,6003,1153,4864,1075,1091,616,1253,615,2520,740,1139,435,32717,2973,28307,2991,5846,1435,6530,1615,15931,2109,4410,900,658029,7080,538919,8433,213747,5530,39639,2796,38308,2721,135800,4618,325172,6821,119110,5094,42856,3209,24619,2571,6209,1501,2916,975,15494,2044,18237,2146,76254,4036,42528,3338,6695,1483,4324,1033,31509,2801,33726,2374,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,332812,5129,30861,2360,12162,1402,6798,1286,1100,576,2854,911,2844,790,5364,750,18699,2259,3974,1033,3397,983,1212,502,182,138,2003,808,577,320,14725,1846,13411,1774,3763,922,3218,1044,6430,1215,1314,556,301951,5085,249034,4414,82169,3542,14824,1339,13001,1620,54344,3005,166865,3784,52917,3454,18265,1943,10539,1742,1893,668,647,279,7999,1503,7726,955,34652,2723,20057,2274,2495,677,1726,579,15836,1931,14595,1258,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,838162,7573,35483,3059,13973,1920,6956,1271,738,442,1660,538,4558,1000,7017,1242,21510,2205,3613,909,2334,779,631,490,436,332,1267,546,1279,544,17897,2084,15243,1792,3617,981,3100,884,8526,1256,2654,743,802679,7708,665830,8704,258648,5565,51693,3405,42533,2585,164422,4991,407182,7087,136849,5515,44922,3128,22996,2149,4132,1182,2289,810,16575,1888,21926,2314,91927,4334,47148,3504,7400,1407,4602,1187,35146,2900,44779,2848,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1254679,9836,61749,3852,20195,2169,9779,1706,2555,933,2386,877,4838,1175,10416,1442,41554,3369,5467,1080,3791,846,1218,548,505,341,2068,515,1676,684,36087,3239,29825,2834,5142,1053,7443,1663,17240,2273,6262,1297,1192930,9630,968452,9864,384922,6984,74441,3964,59016,3652,251465,5567,583530,9401,224478,6219,65954,3562,28754,2337,5201,1346,1710,608,21843,2418,37200,2752,158524,5561,75918,4328,9673,1627,6608,1270,59637,3492,82606,3544,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1988609,12365,175948,4825,72059,3347,42793,2668,7333,1205,14001,1606,21459,1899,29266,1874,103889,4544,19005,1821,14343,1610,4098,949,1670,567,8575,1198,4662,896,84884,4149,72212,3752,15901,1733,15825,1814,40486,2766,12672,1505,1812661,12935,1501893,11285,548904,7269,93108,4304,94020,4099,361776,6000,952989,8862,310768,8111,102522,4751,52402,3574,11466,1431,5169,980,35767,2998,50120,2709,208246,6904,106973,5072,17204,1821,11086,1417,78683,4267,101273,4392,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1189564,7985,58761,3216,20725,1805,9327,1160,1309,417,4289,940,3729,743,11398,1245,38036,2736,7064,1198,5215,1047,1935,722,608,291,2672,630,1849,500,30972,2442,27244,2220,8004,1000,5615,781,13625,1758,3728,912,1130803,7449,956471,7859,371720,6057,74080,3533,69522,3140,228118,4930,584751,6073,174332,5417,62191,3596,34924,2659,8270,1342,4090,869,22564,2108,27267,2501,112141,4202,68456,3678,11041,1547,7174,1240,50241,3373,43685,2830,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,465311,6537,50808,4101,22759,2330,13507,2021,2780,907,3941,1234,6786,1469,9252,1628,28049,3196,6249,1828,3842,1511,703,418,1136,968,2003,929,2407,894,21800,2644,17280,2350,4318,1044,3435,965,9527,1848,4520,1152,414503,6411,340701,6867,130534,5495,24806,2463,24320,2480,81408,4066,210167,5074,73802,4268,22716,2265,11754,1725,2622,841,1267,531,7865,1245,10962,1481,51086,3514,28208,2863,4003,1020,3495,1173,20710,2328,22878,2001,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1277380,10991,116426,5026,48142,3181,24778,2359,4594,945,8377,1290,11807,1688,23364,1922,68284,3483,12416,1951,9419,1583,2820,923,1489,505,5110,1178,2997,901,55868,3161,49146,2894,11034,1533,10402,1387,27710,2509,6722,1059,1160954,10758,956645,10821,359018,8177,67710,3515,67704,3687,223604,6553,597627,8476,204309,6524,66511,3677,37347,3160,7239,1234,4506,1022,25602,2736,29164,2370,137798,4818,77962,4052,16624,1906,6781,1179,54557,3367,59836,3391,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,234149,4628,20092,2077,8750,1246,4534,894,692,369,1804,604,2038,595,4216,747,11342,1481,2390,742,1995,717,211,231,385,329,1399,628,395,292,8952,1386,7466,1312,2126,784,1698,568,3642,891,1486,634,214057,4943,181407,4299,63568,3054,12805,1570,12292,1365,38471,2180,117839,3383,32650,2918,13735,1884,8195,1384,1860,674,630,367,5705,1072,5540,1326,18915,2053,11391,1554,1738,616,877,374,8776,1340,7524,1148,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,402304,5262,24952,1935,9399,994,5494,885,941,433,2154,521,2399,553,3905,692,15553,1700,2691,801,1937,729,570,460,369,342,998,392,754,375,12862,1437,11870,1371,3125,689,2649,576,6096,1056,992,373,377352,5482,319194,4969,123148,3793,23502,1795,27905,1921,71741,3233,196046,3991,58158,2796,19611,1761,12411,1356,2301,647,1577,473,8533,1183,7200,1237,38547,2199,22814,1850,3096,747,2660,696,17058,1463,15733,1732,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,381141,7254,28824,2823,11842,1786,6205,1556,490,323,2590,725,3125,1234,5637,1126,16982,2368,3580,1198,2331,891,432,433,389,311,1510,630,1249,651,13402,1927,10998,1737,1681,715,2537,856,6780,1314,2404,834,352317,6558,275229,5576,91272,4332,16940,1735,17808,1831,56524,3511,183957,4945,77088,4500,26504,2432,13169,1876,3430,1083,1550,691,8189,1531,13335,1872,50584,3486,27877,2934,4593,1250,3562,1179,19722,2338,22707,2002,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,319952,5648,19933,2104,7336,1352,4091,1050,229,164,1397,714,2465,812,3245,772,12597,1764,2086,778,1569,642,390,313,210,183,969,486,517,410,10511,1683,9802,1700,1956,744,2566,903,5280,1144,709,343,300019,5515,246756,5520,89908,3683,14944,1617,12644,1631,62320,3170,156848,4423,53263,3698,17433,1639,9795,1435,1894,710,934,445,6967,1374,7638,1316,35830,3184,21079,2561,2919,1071,1275,538,16885,2313,14751,1475,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1368151,8744,55749,3534,25842,2274,14342,1836,2750,692,5119,1238,6473,1398,11500,1632,29907,2698,4682,1083,3283,954,494,300,545,460,2244,761,1399,606,25225,2603,19254,2441,3351,845,2742,762,13161,1867,5971,984,1312402,8917,1090190,8812,443948,7957,76479,3784,73526,3586,293943,6677,646242,7730,222212,6076,68722,3757,25353,2494,4280,1000,1918,780,19155,2048,43369,2945,153490,5057,66908,3466,9238,1636,4480,881,53190,3305,86582,3511,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
