GEO_ID,C19037H_001E,C19037H_001M,C19037H_002E,C19037H_002M,C19037H_003E,C19037H_003M,C19037H_004E,C19037H_004M,C19037H_005E,C19037H_005M,C19037H_006E,C19037H_006M,C19037H_007E,C19037H_007M,C19037H_008E,C19037H_008M,C19037H_009E,C19037H_009M,C19037H_010E,C19037H_010M,C19037H_011E,C19037H_011M,C19037H_012E,C19037H_012M,C19037H_013E,C19037H_013M,C19037H_014E,C19037H_014M,C19037H_015E,C19037H_015M,C19037H_016E,C19037H_016M,C19037H_017E,C19037H_017M,C19037H_018E,C19037H_018M,C19037H_019E,C19037H_019M,C19037H_020E,C19037H_020M,C19037H_021E,C19037H_021M,C19037H_022E,C19037H_022M,C19037H_023E,C19037H_023M,C19037H_024E,C19037H_024M,C19037H_025E,C19037H_025M,C19037H_026E,C19037H_026M,C19037H_027E,C19037H_027M,C19037H_028E,C19037H_028M,C19037H_029E,C19037H_029M,C19037H_030E,C19037H_030M,C19037H_031E,C19037H_031M,C19037H_032E,C19037H_032M,C19037H_033E,C19037H_033M,C19037H_034E,C19037H_034M,C19037H_035E,C19037H_035M,C19037H_036E,C19037H_036M,C19037H_037E,C19037H_037M,C19037H_038E,C19037H_038M,C19037H_039E,C19037H_039M,C19037H_040E,C19037H_040M,C19037H_041E,C19037H_041M,C19037H_042E,C19037H_042M,C19037H_043E,C19037H_043M,C19037H_044E,C19037H_044M,C19037H_045E,C19037H_045M,NAME,C19037H_001EA,C19037H_001MA,C19037H_002EA,C19037H_002MA,C19037H_003EA,C19037H_003MA,C19037H_004MA,C19037H_004EA,C19037H_005MA,C19037H_005EA,C19037H_006EA,C19037H_006MA,C19037H_007EA,C19037H_007MA,C19037H_008EA,C19037H_008MA,C19037H_009MA,C19037H_009EA,C19037H_010MA,C19037H_010EA,C19037H_011EA,C19037H_011MA,C19037H_012EA,C19037H_012MA,C19037H_013EA,C19037H_013MA,C19037H_014EA,C19037H_014MA,C19037H_015MA,C19037H_015EA,C19037H_016MA,C19037H_016EA,C19037H_017EA,C19037H_017MA,C19037H_018EA,C19037H_018MA,C19037H_019EA,C19037H_019MA,C19037H_020MA,C19037H_020EA,C19037H_021MA,C19037H_021EA,C19037H_022EA,C19037H_022MA,C19037H_023EA,C19037H_023MA,C19037H_024EA,C19037H_024MA,C19037H_025EA,C19037H_025MA,C19037H_026MA,C19037H_026EA,C19037H_027MA,C19037H_027EA,C19037H_028EA,C19037H_028MA,C19037H_029EA,C19037H_029MA,C19037H_030EA,C19037H_030MA,C19037H_031MA,C19037H_031EA,C19037H_032MA,C19037H_032EA,C19037H_033EA,C19037H_033MA,C19037H_034MA,C19037H_034EA,C19037H_035EA,C19037H_035MA,C19037H_036EA,C19037H_036MA,C19037H_037MA,C19037H_037EA,C19037H_038EA,C19037H_038MA,C19037H_039MA,C19037H_039EA,C19037H_040EA,C19037H_040MA,C19037H_041EA,C19037H_041MA,C19037H_042EA,C19037H_042MA,C19037H_043MA,C19037H_043EA,C19037H_044EA,C19037H_044MA,C19037H_045EA,C19037H_045MA,state
0400000US06,6325940,21110,173792,6276,29788,2697,13590,1950,26410,2764,23327,2193,26032,2901,29304,2623,12935,1816,7613,1257,2577,910,2216,914,1733422,14672,82220,5789,47169,3370,95167,5504,114266,5093,186165,7558,312479,7584,254036,8218,331620,9093,152021,5949,158279,5611,2640917,13416,127790,5765,95287,4559,159175,5416,156444,6190,235316,6448,407803,9743,354999,8726,500031,11523,263286,6378,340786,6696,1777809,9378,82747,4354,134294,6289,250168,7492,215485,6727,259280,7460,299168,6709,177573,4737,189541,6349,76795,3411,92758,3935,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1532181,7677,68196,3467,12497,2033,7058,1566,13057,1908,9494,1711,10674,1626,10286,1757,3002,769,1463,647,353,481,312,266,505813,6217,17714,2417,10202,1504,33212,2855,38482,2965,68441,4447,109529,4985,81869,3990,86962,3558,32694,3148,26708,2490,631696,6121,34071,2682,20536,2062,36559,2981,43366,2782,72018,3609,112705,4357,91293,3715,117508,4311,51358,3113,52282,2585,326476,3823,17577,1473,23465,2183,47402,3024,42781,2351,50635,2709,60686,2807,34531,2212,27624,2070,10024,1165,11751,1523,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1018149,6486,17067,2082,2751,907,1029,548,2305,794,1845,747,2942,869,3614,1081,1394,436,823,468,164,160,200,254,260660,4321,8707,1528,4814,1361,9252,1838,14536,2061,23649,2535,53069,3647,42911,2799,56201,3449,22388,2019,25133,2134,456097,4270,15859,2009,11203,1733,18617,2008,17758,2025,38484,2386,69808,3950,66520,3390,101861,4410,51709,3656,64278,3456,284325,3442,12386,1610,20285,1887,43267,2707,38345,2743,40587,2521,46926,2653,29765,2004,30064,2114,9697,1190,13003,1115,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239952,3154,7038,1294,1497,516,618,351,537,296,1166,753,979,481,1458,670,215,225,246,230,286,352,36,61,63980,2313,1968,644,1105,625,4116,1025,3833,881,7011,1144,13725,1712,12398,1768,13008,1603,3895,1036,2921,693,97198,2266,3067,775,2035,608,7165,1378,7233,1205,11333,1642,17986,1569,15013,2024,19155,2044,7704,1374,6507,1054,71736,1818,3704,818,4536,849,11358,1336,9200,1188,11950,1280,12174,1374,7762,1129,6869,1013,2021,529,2162,609,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108213,2429,7180,1087,1154,474,393,304,530,340,396,262,1536,521,1180,491,709,340,1013,399,269,146,0,197,56624,2011,1510,587,188,186,437,304,2422,931,3248,920,7961,1523,8950,1189,13136,1424,7695,1281,11077,1287,28326,1149,895,425,476,305,1014,421,940,386,1242,554,1731,637,2184,643,6407,1010,3608,785,9829,1187,16083,888,678,362,250,206,1147,522,958,491,1186,492,2113,665,1101,493,3475,718,1557,552,3618,663,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4668029,19568,117553,5238,23993,2387,10874,1925,21996,2491,21349,2208,17814,2600,14318,2060,3876,1158,2489,914,489,414,355,314,1074889,11265,55318,4401,36143,3492,87063,4992,110607,5313,168928,7760,229026,8407,155753,6313,145303,6639,44511,3542,42237,3364,1804653,12282,122744,6255,74410,4434,151593,6320,161862,5822,237197,7593,344493,8958,230420,6860,270410,7005,99501,4747,112023,5195,1670934,9771,94452,4843,131127,5431,278588,7274,233487,6397,274516,7525,289592,7406,151675,5542,124700,5172,39626,2931,53171,3186,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2118331,11928,79007,4737,16118,2346,6694,1282,13943,1962,13414,2143,13763,2162,10134,1820,2921,943,1886,730,127,141,7,13,655991,8106,38070,3301,17821,2405,41611,3384,58136,4238,94057,5299,144046,5736,93018,4570,104119,5540,35703,3025,29410,2422,862563,7085,53296,3761,34063,2916,64183,3664,66672,3527,96379,5291,158670,6460,121258,5031,138160,5466,59004,3620,70878,3917,520770,5599,32815,2852,47996,3093,88732,4350,69081,3724,84620,3862,87680,3626,44098,2779,38690,2711,13629,1577,13429,1754,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,140124,2892,6107,947,240,248,142,139,882,536,564,284,1038,425,2083,612,507,369,328,330,174,220,149,179,44522,1932,2140,642,876,467,2735,853,3769,1020,6136,947,9485,1578,7591,1609,7569,1161,1932,614,2289,674,56501,1967,5853,1247,1884,759,3969,998,2508,662,5831,1115,9063,1194,7867,1322,10371,1269,4716,748,4439,851,32994,1144,1423,461,922,327,4405,1026,2448,651,3874,869,4839,899,4568,928,5171,1083,2594,603,2750,696,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,515695,4816,29768,2459,4037,1014,2471,1083,6190,1369,6250,1209,6122,1383,3087,900,1470,731,141,125,0,187,0,187,161066,3914,9651,1697,7164,1618,16002,1957,17789,2599,27158,2679,38059,3176,22055,2605,16262,1924,3779,1378,3147,1120,195446,3633,9751,1323,8795,1660,17328,1761,19163,1822,28178,2739,42980,2914,26833,1978,27183,2362,8711,1453,6524,1203,129415,2281,10171,1566,11845,1387,22846,2033,20423,1620,20634,1960,21596,1818,9217,1254,7929,1281,2379,609,2375,674,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3330225,12229,104793,4515,23563,2572,8271,1379,19118,2362,14020,1814,15734,1817,14073,1870,6165,1227,2992,908,545,422,312,242,1007473,9099,42807,3333,26244,2305,61454,3917,69269,3931,122964,5285,205189,5452,170143,6566,183746,6590,63318,3421,62339,3384,1359991,6142,65532,3650,37272,3030,86578,3589,87352,4441,143977,5287,249786,6627,205814,6119,251843,7039,112354,4737,119483,4483,857968,5354,46832,2922,69707,3295,147982,4542,121881,4978,139570,4790,143680,4239,77669,3189,65257,3148,23004,1824,22386,1975,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
