GEO_ID,C13004_001E,C13004_001M,C13004_002E,C13004_002M,C13004_003E,C13004_003M,C13004_004E,C13004_004M,C13004_005E,C13004_005M,C13004_006E,C13004_006M,C13004_007E,C13004_007M,NAME,C13004_001EA,C13004_001MA,C13004_002EA,C13004_002MA,C13004_003EA,C13004_003MA,C13004_004MA,C13004_004EA,C13004_005MA,C13004_005EA,C13004_006MA,C13004_006EA,C13004_007EA,C13004_007MA,state
0400000US25,1577841,4500,71062,3959,50214,3385,20848,2194,1506779,6264,638696,8814,868083,10685,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2275059,4565,113524,4436,68314,3388,45210,2962,2161535,6355,935876,9987,1225659,11150,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1239702,3434,71496,3328,53350,3097,18146,1872,1168206,4376,553760,7024,614446,7785,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,707649,3766,40342,3335,20377,2482,19965,2568,667307,4850,279800,7144,387507,8127,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1389201,5242,80522,4309,47801,3149,32721,3588,1308679,6949,597339,10269,711340,11319,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212660,2248,10722,1370,6991,1100,3731,878,201938,2562,99928,2733,102010,3650,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,416560,2222,26036,2243,18455,2018,7581,1237,390524,3292,193160,4564,197364,4559,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,662048,2584,36848,3037,23077,2468,13771,2036,625200,3619,271776,7164,353424,7431,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,296697,2292,12726,1878,8862,1500,3864,950,283971,2456,136402,4319,147569,4352,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2112029,5311,110710,5399,75931,4336,34779,3138,2001319,7332,912225,9379,1089094,10573,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,472910,2683,26721,2195,14863,2054,11858,1631,446189,3372,183700,5456,262489,5607,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4758588,7113,232957,7095,152031,5677,80926,4102,4525631,10219,1856625,15753,2669006,14059,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2322755,6361,134592,6784,85321,4547,49271,4372,2188163,9848,1035644,11644,1152519,12626,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,152576,1891,11298,1527,7786,1261,3512,872,141278,2470,68474,2880,72804,3103,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2628649,5848,150228,6163,86700,5155,63528,4291,2478421,8216,1094679,11487,1383742,13640,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,871265,3978,52871,2850,34561,2542,18310,1833,818394,4469,395311,5408,423083,6920,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,898416,3784,44846,3633,30393,2824,14453,2137,853570,5232,383208,6526,470362,7713,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2872151,6098,147366,5922,89748,4885,57618,3686,2724785,8365,1210366,9541,1514419,11419,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,241489,1914,10985,1561,6558,1200,4427,1148,230504,2657,93619,3644,136885,3820,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1104521,4120,60338,3670,30536,2758,29802,2812,1044183,5316,463774,7964,580409,7599,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,179169,2080,14121,1927,8737,1392,5384,1141,165048,2406,78359,3089,86689,3245,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1530917,5290,82948,5097,51028,3692,31920,3477,1447969,7188,669828,9941,778141,10930,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6417952,11432,402664,11380,263468,8755,139196,6523,6015288,15396,2883833,22482,3131455,22114,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,698650,2652,54610,3151,45448,2799,9162,1711,644040,4112,335195,5531,308845,5759,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,133912,1252,5996,1044,3647,601,2349,792,127916,1613,58065,2113,69851,2358,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1985374,5206,108111,5578,75476,4445,32635,3469,1877263,7856,897976,10376,979287,11392,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1623984,5174,90205,4935,64969,3436,25236,2915,1533779,7388,720846,9640,812933,10677,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,405257,3110,18646,2247,10782,1581,7864,1479,386611,3839,182709,5238,203902,5758,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1300192,3995,70619,3612,47911,2899,22708,2088,1229573,4899,562005,7711,667568,7871,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,128370,1743,7937,1533,5649,1147,2288,810,120433,2124,58963,2417,61470,2950,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,904168,3169,35797,3450,15947,2466,19850,2431,868371,4136,292339,7328,576032,7606,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1135845,4944,63224,4382,35905,3411,27319,2774,1072621,6978,494703,8286,577918,9121,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,174217,2180,10601,1462,6509,1129,4092,1011,163616,2506,80181,2976,83435,3233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1509677,4533,89617,4917,54813,3747,34804,2981,1420060,6144,603051,10844,817009,11494,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,675034,4142,39051,2561,25447,2218,13604,1650,635983,4636,311672,6345,324311,6176,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
