GEO_ID,B18104_001E,B18104_001M,B18104_002E,B18104_002M,B18104_003E,B18104_003M,B18104_004E,B18104_004M,B18104_005E,B18104_005M,B18104_006E,B18104_006M,B18104_007E,B18104_007M,B18104_008E,B18104_008M,B18104_009E,B18104_009M,B18104_010E,B18104_010M,B18104_011E,B18104_011M,B18104_012E,B18104_012M,B18104_013E,B18104_013M,B18104_014E,B18104_014M,B18104_015E,B18104_015M,B18104_016E,B18104_016M,B18104_017E,B18104_017M,B18104_018E,B18104_018M,B18104_019E,B18104_019M,B18104_020E,B18104_020M,B18104_021E,B18104_021M,B18104_022E,B18104_022M,B18104_023E,B18104_023M,B18104_024E,B18104_024M,B18104_025E,B18104_025M,B18104_026E,B18104_026M,B18104_027E,B18104_027M,B18104_028E,B18104_028M,B18104_029E,B18104_029M,B18104_030E,B18104_030M,B18104_031E,B18104_031M,B18104_032E,B18104_032M,B18104_033E,B18104_033M,NAME,B18104_001EA,B18104_001MA,B18104_002EA,B18104_002MA,B18104_003EA,B18104_003MA,B18104_004EA,B18104_004MA,B18104_005EA,B18104_005MA,B18104_006EA,B18104_006MA,B18104_007MA,B18104_007EA,B18104_008MA,B18104_008EA,B18104_009EA,B18104_009MA,B18104_010EA,B18104_010MA,B18104_011EA,B18104_011MA,B18104_012EA,B18104_012MA,B18104_013EA,B18104_013MA,B18104_014EA,B18104_014MA,B18104_015EA,B18104_015MA,B18104_016EA,B18104_016MA,B18104_017MA,B18104_017EA,B18104_018MA,B18104_018EA,B18104_019EA,B18104_019MA,B18104_020EA,B18104_020MA,B18104_021EA,B18104_021MA,B18104_022EA,B18104_022MA,B18104_023EA,B18104_023MA,B18104_024EA,B18104_024MA,B18104_025EA,B18104_025MA,B18104_026EA,B18104_026MA,B18104_027EA,B18104_027MA,B18104_028MA,B18104_028EA,B18104_029MA,B18104_029EA,B18104_030EA,B18104_030MA,B18104_031EA,B18104_031MA,B18104_032EA,B18104_032MA,B18104_033EA,B18104_033MA,state
0400000US06,34987590,6369,17214375,7363,3415742,3971,128695,5359,3287047,6707,4690216,6825,140485,6715,4549731,9857,7126381,5933,285629,8190,6840752,10149,1163816,2547,61763,4020,1102053,4825,818220,2646,122618,4614,695602,5119,17773215,5251,3271062,3334,57120,4278,3213942,4621,4574937,3413,98672,5601,4476265,6813,7406847,3472,283082,8832,7123765,8581,1347910,2438,81824,4065,1266086,4671,1172459,2953,217210,6819,955249,6812,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4757771,3181,2356351,4248,454263,2288,18117,1862,436146,2648,619699,3533,17671,2230,602028,3967,1013738,3151,36220,2892,977518,4147,168926,1211,6504,1034,162422,1608,99725,1230,12379,1560,87346,1883,2401420,3085,437750,2208,9420,1477,428330,2611,603726,2494,14966,2062,588760,3201,1033000,2453,38721,3129,994279,4067,185499,1542,7476,1418,178023,1946,141445,1522,19361,1977,122084,2201,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3341549,1439,1615753,2355,305506,1227,14872,1761,290634,2031,375873,1816,13978,2004,361895,2468,715360,1950,30443,2428,684917,3157,128363,850,5357,1020,123006,1219,90651,906,8611,1232,82040,1427,1725796,2163,293249,1287,6969,1276,286280,1851,378717,1592,10738,1722,367979,2292,763209,1627,27473,2642,735736,2907,149678,1028,5889,1259,143789,1511,140943,1185,18531,1791,122412,2087,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,846730,949,405952,1340,75856,827,3707,1014,72149,1288,98955,895,2960,801,95995,1269,169939,909,7558,1385,162381,1521,37599,604,1240,619,36359,827,23603,506,2401,685,21202,706,440778,994,72453,800,1618,475,70835,815,103201,685,2622,707,100579,905,189122,996,7731,1310,181391,1588,42604,513,1492,456,41112,642,33398,785,4508,871,28890,1016,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,582431,742,271038,908,34930,285,2993,806,31937,839,99374,745,3232,775,96142,1102,108524,844,7225,1240,101299,1435,17199,376,774,425,16425,529,11011,369,1917,617,9094,681,311393,733,35303,275,1441,569,33862,664,118676,384,3621,898,115055,937,115816,532,6476,1001,109340,1154,22029,324,587,342,21442,488,19569,458,1943,467,17626,617,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17942110,5061,8663556,7270,1487418,4578,75280,4986,1412138,6509,2015338,5494,79103,5960,1936235,8151,3617902,6414,173662,6519,3444240,9409,877145,3068,45186,3459,831959,4370,665753,3224,75907,3915,589846,4750,9278554,6785,1434765,4789,42819,3482,1391946,6135,2052883,4782,60218,5264,1992665,6766,3892490,4537,179654,6455,3712836,7763,1006554,2839,49764,3527,956790,4584,891862,3134,138378,6224,753484,6704,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9048306,5197,4349611,7837,931327,5485,49318,3774,882009,6462,1105808,5449,43610,3981,1062198,6772,1833488,5933,94395,5257,1739093,7721,312163,2983,19960,2175,292203,3405,166825,2708,26684,2227,140141,3242,4698695,7526,889729,5171,19969,2579,869760,5793,1166909,5679,35918,3503,1130991,7232,2011072,4907,91822,5196,1919250,7012,364383,2756,23586,2189,340797,3611,266602,2430,55609,3263,210993,3493,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1252695,2462,613364,2678,109322,808,3611,898,105711,1282,151413,2393,4392,1186,147021,2777,261294,1602,10653,1444,250641,2073,53534,634,3485,926,50049,1009,37801,885,5626,940,32175,1149,639331,1698,104230,766,1906,595,102324,920,151548,1062,3514,1008,148034,1552,269355,827,9570,1543,259785,1755,57878,480,2686,675,55192,838,56320,651,9717,1296,46603,1329,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1461946,2051,726443,3153,158790,2209,9371,1630,149419,2696,181234,2210,9182,1731,172052,2838,289550,1657,15012,1902,274538,2254,59858,866,2739,706,57119,1045,37011,656,3381,656,33630,845,735503,2818,151400,1837,4391,1275,147009,2227,179184,1885,6593,1674,172591,2609,294991,1827,14499,1937,280492,2856,62053,919,2936,716,59117,1219,47875,738,6982,1160,40893,1375,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11884344,2275,5788916,5557,1145047,3007,47581,3408,1097466,4137,1489427,4180,49573,4058,1439854,6087,2450734,4024,93211,4145,2357523,4923,421499,2035,19068,2150,402431,2997,282209,1493,29418,1927,252791,2382,6095428,5363,1099981,2692,25229,2753,1074752,3436,1494316,3315,35505,2935,1458811,3854,2572028,3571,95124,4597,2476904,5157,491313,1655,24137,2439,467176,2829,437790,2809,64768,3403,373022,4358,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6012985,2770,2935336,3740,595446,3097,37778,3405,557668,4383,729538,3500,29927,2581,699611,4062,1237459,3699,64908,3682,1172551,5095,227287,1455,11567,1458,215720,2094,145606,1527,17708,1732,127898,2242,3077649,3788,565832,2878,18094,1898,547738,3267,740081,3271,26294,2476,713787,4317,1291180,2596,65653,3984,1225527,4564,258080,1336,12714,1408,245366,1811,222476,1733,29457,2240,193019,2921,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2832867,2224,1400046,3469,269380,2555,13199,1379,256181,2712,352133,1993,14388,1783,337745,2700,582375,2253,23651,2369,558724,3186,112566,980,4112,706,108454,1155,83592,868,7260,799,76332,1129,1432821,3265,255050,2343,8707,1468,246343,2824,343839,1770,11582,1671,332257,2493,584406,2183,23921,2033,560485,2689,124381,1295,4361,909,120020,1224,125145,1220,12656,1216,112489,1500,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2623998,2455,1288852,3563,263400,2151,13555,1430,249845,2507,333250,3033,14707,1687,318543,3375,525436,2429,24345,2219,501091,3287,97143,1305,4036,794,93107,1521,69623,1110,7220,958,62403,1528,1335146,2914,255099,1985,6797,1124,248302,2414,327940,2117,11765,1598,316175,2596,543210,2158,24915,2308,518295,2859,107244,1218,5019,894,102225,1305,101653,1410,12936,1232,88717,1708,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4016045,2807,1951423,3984,380550,2290,30189,2478,350361,3187,468005,2937,29733,2948,438272,4043,844281,3253,61168,3936,783113,5209,163277,980,12808,1470,150469,1762,95310,1105,13387,1289,81923,1554,2064622,3273,358803,2324,15530,2185,343273,3215,485124,2702,23838,2451,461286,3500,888325,2413,66681,3516,821644,4170,187236,1323,14917,1760,172319,2099,145134,1321,24992,1864,120142,2337,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4189604,3158,2013682,4450,413792,3316,30685,2879,383107,4371,524483,3654,24639,2711,499844,4729,825650,4051,51820,3696,773830,5590,156033,1727,12711,1429,143322,2289,93724,1658,13979,1475,79745,2117,2175922,3522,394355,2607,15112,2247,379243,3378,556970,3164,22240,2357,534730,4345,897728,3667,55247,3400,842481,4867,181894,1519,13252,1582,168642,2024,144975,1832,29015,2316,115960,2871,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1249513,1039,609177,2113,102787,1081,9976,2232,92811,2652,128585,1316,8193,1335,120392,1955,278577,1425,19492,1885,259085,2253,59704,523,3751,746,55953,821,39524,722,4092,696,35432,970,640336,2135,96518,1261,5422,1285,91096,1615,131459,1365,7577,1366,123882,1949,292146,1129,18132,1882,274014,2026,64154,608,2331,635,61823,811,56059,638,7244,1021,48815,1109,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5423575,2495,2593483,3265,496868,2004,24163,2218,472705,2852,654010,3135,24016,2262,629994,4164,1123876,3331,40553,3285,1083323,4418,195122,1297,7425,1370,187697,1755,123607,1366,15435,1650,108172,2041,2830092,3112,479629,1960,14431,2195,465198,3088,678526,2433,17347,2326,661179,3180,1251834,2398,44975,3972,1206859,4566,229968,1299,10754,1558,219214,1912,190135,1479,27818,2142,162317,2483,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6202992,1199,2985943,2335,526346,1493,34147,3251,492199,3174,767822,2121,32267,3271,735555,3932,1296831,2618,59860,3597,1236971,4195,232348,1223,11522,1359,220826,1643,162596,1484,19946,1892,142650,2475,3217049,2264,507767,1616,15848,2113,491919,2830,790441,1479,25853,2897,764588,3158,1391841,1525,60659,3573,1331182,3651,270576,1069,14053,1801,256523,2212,256424,1781,34398,2751,222026,3131,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
