GEO_ID,B17020G_001E,B17020G_001M,B17020G_002E,B17020G_002M,B17020G_003E,B17020G_003M,B17020G_004E,B17020G_004M,B17020G_005E,B17020G_005M,B17020G_006E,B17020G_006M,B17020G_007E,B17020G_007M,B17020G_008E,B17020G_008M,B17020G_009E,B17020G_009M,B17020G_010E,B17020G_010M,B17020G_011E,B17020G_011M,B17020G_012E,B17020G_012M,B17020G_013E,B17020G_013M,B17020G_014E,B17020G_014M,B17020G_015E,B17020G_015M,B17020G_016E,B17020G_016M,B17020G_017E,B17020G_017M,NAME,B17020G_001EA,B17020G_001MA,B17020G_002EA,B17020G_002MA,B17020G_003EA,B17020G_003MA,B17020G_004MA,B17020G_004EA,B17020G_005MA,B17020G_005EA,B17020G_006EA,B17020G_006MA,B17020G_007EA,B17020G_007MA,B17020G_008EA,B17020G_008MA,B17020G_009EA,B17020G_009MA,B17020G_010MA,B17020G_010EA,B17020G_011MA,B17020G_011EA,B17020G_012EA,B17020G_012MA,B17020G_013EA,B17020G_013MA,B17020G_014EA,B17020G_014MA,B17020G_015MA,B17020G_015EA,B17020G_016MA,B17020G_016EA,B17020G_017EA,B17020G_017MA,state
0400000US06,1640831,32021,275328,14322,45509,4255,6650,1316,36708,3820,35769,4529,139601,7639,7040,1439,4051,838,1365503,28966,189790,8361,30370,2834,182319,8014,181609,8085,708799,17565,43152,3030,29464,2591,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,167004,8620,26801,3880,3997,1039,612,395,5197,1579,4003,1095,11927,1968,769,390,296,189,140203,8178,18610,2417,4439,1267,20949,2639,16683,2386,74683,4109,2714,674,2125,573,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,89113,6106,15844,2631,3452,959,461,328,3065,1107,1932,852,6581,1567,353,277,0,193,73269,5663,9771,1962,2667,714,11597,1890,12130,2178,34599,3373,1711,637,794,356,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23305,3537,3578,1217,976,687,0,182,561,391,348,268,1608,759,27,46,58,101,19727,3234,4467,1361,369,294,3735,1298,2647,1363,7762,1550,568,314,179,165,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,14337,2589,2276,1258,116,187,103,170,289,283,358,340,1201,634,117,177,92,108,12061,2263,2511,804,446,270,625,345,633,362,7311,1547,179,168,356,239,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,449009,15409,101133,8460,21540,2862,4280,1170,18470,3022,11875,2486,40636,4193,2554,911,1778,644,347876,16113,46392,4324,10556,2225,46378,4257,38627,3820,178876,9062,16299,1907,10748,1780,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,195124,12187,45877,5846,9190,2111,1709,812,10277,2518,5482,1198,17688,2613,1249,845,282,224,149247,10791,23369,2411,4548,1006,23198,3256,22947,3522,68310,6267,4027,1153,2848,941,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317071,12391,37523,4875,5790,1404,1117,557,6249,1680,3785,1040,19437,2269,792,515,353,192,279548,11914,32480,2433,5666,1012,33807,2903,33105,2405,156919,7579,11757,1384,5814,1013,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,38166,3849,8051,1805,1768,640,349,275,1166,497,950,562,3721,986,97,103,0,187,30115,3735,2996,1011,392,219,5211,1593,5212,1249,14466,2249,1581,723,257,221,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,275014,11377,56246,5787,13125,1902,2943,960,10488,1981,8425,2113,19931,2246,998,379,336,277,218768,10299,35998,3297,7217,1527,37247,3991,30420,2616,98304,6669,6273,1117,3309,679,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,133432,7208,36026,4211,9130,1809,2374,695,7068,1278,4578,1015,12290,2157,337,235,249,235,97406,7230,16396,2263,3644,1125,16657,2489,16683,2531,39766,3439,2753,691,1507,474,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56433,4938,13793,2718,3598,1217,609,407,2373,877,1484,573,5365,1393,299,273,65,92,42640,4022,7425,1410,1493,946,7716,1291,7747,1257,17145,2410,567,319,547,287,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,87298,6192,21804,3307,4108,1117,682,503,4672,1076,2994,1087,8830,1603,295,289,223,163,65494,4601,9298,1473,1736,659,10802,1831,10408,1793,30208,3276,1842,653,1200,426,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,82612,6102,24694,3498,4982,1227,558,415,4942,1310,3556,885,9775,1716,529,285,352,232,57918,4722,9015,1473,2325,874,9571,1956,9262,1618,24039,2368,2645,758,1061,494,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75995,6139,19523,3611,3931,1585,1551,744,3387,1040,1742,817,8128,1688,458,311,326,194,56472,5437,9970,1918,1545,665,9060,1805,6797,1257,25891,3268,2215,572,994,378,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24613,2285,7436,1590,1478,595,182,133,1508,654,795,409,3448,763,7,12,18,22,17177,2214,1342,503,117,144,2645,745,3319,838,8532,1437,843,357,379,264,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,180008,9062,20979,3920,3901,1190,918,492,3732,1083,3062,1315,8759,1898,358,218,249,209,159029,8575,24926,2381,5992,1140,24637,2736,20891,3075,76295,5068,4127,841,2161,564,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,175625,8599,34491,4108,5100,1207,1054,495,6095,1396,3527,957,17075,2474,1269,581,371,225,141134,8316,18211,2297,3727,873,19052,2150,15046,2028,78660,6557,4219,878,2219,695,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,245830,9791,68759,5199,14357,1908,3360,990,12060,2171,10732,1703,27136,2756,660,282,454,263,177071,8363,26457,2842,4810,972,29597,2456,27013,2456,79046,5022,6363,1092,3785,868,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,132017,7246,29018,4029,6398,1427,1244,592,4912,1191,4982,1248,11090,1712,185,131,207,208,102999,6628,18320,1974,4001,1117,20537,2635,17294,1829,40357,3181,1934,587,556,257,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,31457,3484,8331,2141,2093,771,313,328,1129,704,1976,1109,2677,863,83,113,60,79,23126,3360,3506,1230,789,464,3548,1269,3284,1092,9933,1919,1234,472,832,426,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
