GEO_ID,B24011_001E,B24011_001M,B24011_002E,B24011_002M,B24011_003E,B24011_003M,B24011_004E,B24011_004M,B24011_005E,B24011_005M,B24011_006E,B24011_006M,B24011_007E,B24011_007M,B24011_008E,B24011_008M,B24011_009E,B24011_009M,B24011_010E,B24011_010M,B24011_011E,B24011_011M,B24011_012E,B24011_012M,B24011_013E,B24011_013M,B24011_014E,B24011_014M,B24011_015E,B24011_015M,B24011_016E,B24011_016M,B24011_017E,B24011_017M,B24011_018E,B24011_018M,B24011_019E,B24011_019M,B24011_020E,B24011_020M,B24011_021E,B24011_021M,B24011_022E,B24011_022M,B24011_023E,B24011_023M,B24011_024E,B24011_024M,B24011_025E,B24011_025M,B24011_026E,B24011_026M,B24011_027E,B24011_027M,B24011_028E,B24011_028M,B24011_029E,B24011_029M,B24011_030E,B24011_030M,B24011_031E,B24011_031M,B24011_032E,B24011_032M,B24011_033E,B24011_033M,B24011_034E,B24011_034M,B24011_035E,B24011_035M,B24011_036E,B24011_036M,NAME,B24011_001EA,B24011_001MA,B24011_002EA,B24011_002MA,B24011_003MA,B24011_003EA,B24011_004MA,B24011_004EA,B24011_005EA,B24011_005MA,B24011_006EA,B24011_006MA,B24011_007EA,B24011_007MA,B24011_008MA,B24011_008EA,B24011_009MA,B24011_009EA,B24011_010MA,B24011_010EA,B24011_011EA,B24011_011MA,B24011_012EA,B24011_012MA,B24011_013MA,B24011_013EA,B24011_014MA,B24011_014EA,B24011_015MA,B24011_015EA,B24011_016EA,B24011_016MA,B24011_017EA,B24011_017MA,B24011_018MA,B24011_018EA,B24011_019MA,B24011_019EA,B24011_020MA,B24011_020EA,B24011_021MA,B24011_021EA,B24011_022MA,B24011_022EA,B24011_023EA,B24011_023MA,B24011_024EA,B24011_024MA,B24011_025EA,B24011_025MA,B24011_026MA,B24011_026EA,B24011_027MA,B24011_027EA,B24011_028MA,B24011_028EA,B24011_029EA,B24011_029MA,B24011_030EA,B24011_030MA,B24011_031MA,B24011_031EA,B24011_032MA,B24011_032EA,B24011_033MA,B24011_033EA,B24011_034EA,B24011_034MA,B24011_035EA,B24011_035MA,B24011_036EA,B24011_036MA,state
0400000US06,32873,313,61032,155,65095,587,70356,525,58584,1418,80140,875,81458,737,82307,1304,62067,1602,42284,341,40693,652,82342,4316,38476,1406,40514,592,65829,1192,80640,607,41195,525,18038,176,23322,555,50553,1613,26684,919,80177,1527,15411,235,18086,340,14656,455,29468,420,25986,441,30899,190,28645,827,15986,482,30494,408,37703,1281,26210,227,26938,357,32433,716,20099,381,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35110,358,52467,826,59578,1803,62235,1291,52181,1169,72295,1387,74513,2229,75149,3921,59861,4282,36795,859,37360,1660,63431,7639,33216,2481,32046,2288,55607,1904,61926,1066,35895,1114,17215,396,23033,1379,41126,2605,29826,2481,52407,3461,12659,827,17434,923,15142,919,30334,389,30684,761,30146,553,34863,1560,22032,2716,32290,929,40218,1239,30183,743,31225,840,31704,1044,22112,1044,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,41061,314,65366,961,77457,1713,82575,3900,70668,2987,76416,2055,78606,3463,76801,3857,66355,5717,48836,2024,42092,1844,77438,10119,46072,2631,43382,3627,62492,2169,71198,1578,45205,4514,21530,424,27177,1196,46487,5513,26513,5416,69740,5829,15642,951,22587,1467,18242,2704,32332,766,31454,1212,32886,1307,41335,1098,13781,2666,40016,2430,47109,3733,31508,675,35886,1455,32087,1992,21324,1165,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36208,743,55164,1712,61899,2461,67687,4655,56253,4382,62486,3930,57877,10189,75234,12997,57351,8274,40644,1643,40637,2177,80662,22687,41280,1639,20262,7381,58002,4899,67149,3804,36810,8204,19929,1466,27653,2126,38270,6134,26415,4712,51736,3058,12588,1569,21471,2241,16318,2765,30765,831,27257,3536,31613,1033,40805,1744,26206,9689,35865,3167,51480,1836,27672,2398,29885,6016,32670,8148,22404,4138,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,50891,921,71828,1968,80532,3437,86790,6017,72925,5333,79424,4081,78291,5503,75867,15979,84517,10043,58091,3042,50861,6744,102413,9451,39368,7075,57915,3878,65564,12904,76301,11811,31230,8049,23894,2636,30419,5379,47943,9613,40872,9138,61841,18926,20795,1636,22462,2632,19142,4656,37287,3406,30496,4557,40362,2149,29733,3433,-666666666,-222222222,29529,4696,30692,6314,27996,4674,26908,4737,30951,2903,22732,7229,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29680,340,46792,348,52045,410,56083,1199,47433,1163,60783,683,61693,985,61652,1186,48450,4502,36945,441,35456,1069,54872,3036,36161,494,31005,1015,50533,588,61239,600,33627,1632,18203,331,23549,680,36569,911,25686,975,46101,1239,15112,410,16785,305,16205,464,25552,263,23561,883,26330,238,27850,942,16131,1045,25694,535,33938,1331,25369,464,26608,472,29634,1221,17390,904,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,31169,207,51168,325,60195,1143,61609,817,55272,1614,65239,2348,70153,2441,62472,4001,52000,3255,40507,516,34925,1435,68178,5462,40582,703,31728,919,49782,1498,58148,3054,34599,2321,16180,368,21667,727,33894,1565,30381,1492,36220,973,11800,367,16302,549,13373,1038,26699,346,25376,800,27305,388,30250,575,17316,1941,25480,717,38055,2130,26903,437,27191,516,32027,677,20871,661,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,33135,1088,50752,613,53179,2883,60378,2910,46767,2200,60410,3530,60517,7210,62051,3819,51377,4086,40431,1962,39170,9782,63800,8231,39354,3501,30455,2920,62673,3004,71600,5232,42548,3963,23971,993,26749,2068,34770,5364,27139,4954,62026,3853,19935,1360,27465,1533,17366,2761,27950,1213,22447,1330,30907,701,39009,2909,15092,7561,41158,1046,41267,1840,27858,2678,29651,6320,30402,5129,25289,5185,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26842,445,41966,868,47021,2208,50333,2006,41835,3742,53434,6254,51591,6469,60674,6069,44769,8063,31247,904,29408,4936,60870,12308,31867,1073,18201,6723,44605,4354,52144,3500,25769,2500,14311,1153,21358,2025,40303,4622,30407,8110,44040,4928,10942,831,13235,2169,13258,1817,22941,1105,22949,2570,22938,1184,29669,1755,20942,1080,30484,1941,36559,1105,28552,2686,28760,2581,32205,2736,21657,1458,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35115,223,55920,489,65486,942,70578,816,60349,732,70231,1155,73187,2750,70730,1419,51206,2235,40896,447,37920,1472,80487,3890,39199,1513,36303,1350,52322,821,61016,607,36710,927,17669,313,21598,504,50729,2542,27458,2735,67094,1835,13288,547,19907,517,14521,761,29203,621,27917,1498,29609,554,40298,374,21198,2973,39180,2520,42130,647,29814,703,30539,499,34514,1975,22244,603,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
