GEO_ID,C24040_001E,C24040_001M,C24040_002E,C24040_002M,C24040_003E,C24040_003M,C24040_004E,C24040_004M,C24040_005E,C24040_005M,C24040_006E,C24040_006M,C24040_007E,C24040_007M,C24040_008E,C24040_008M,C24040_009E,C24040_009M,C24040_010E,C24040_010M,C24040_011E,C24040_011M,C24040_012E,C24040_012M,C24040_013E,C24040_013M,C24040_014E,C24040_014M,C24040_015E,C24040_015M,C24040_016E,C24040_016M,C24040_017E,C24040_017M,C24040_018E,C24040_018M,C24040_019E,C24040_019M,C24040_020E,C24040_020M,C24040_021E,C24040_021M,C24040_022E,C24040_022M,C24040_023E,C24040_023M,C24040_024E,C24040_024M,C24040_025E,C24040_025M,C24040_026E,C24040_026M,C24040_027E,C24040_027M,C24040_028E,C24040_028M,C24040_029E,C24040_029M,C24040_030E,C24040_030M,C24040_031E,C24040_031M,C24040_032E,C24040_032M,C24040_033E,C24040_033M,C24040_034E,C24040_034M,C24040_035E,C24040_035M,C24040_036E,C24040_036M,C24040_037E,C24040_037M,C24040_038E,C24040_038M,C24040_039E,C24040_039M,C24040_040E,C24040_040M,C24040_041E,C24040_041M,C24040_042E,C24040_042M,C24040_043E,C24040_043M,C24040_044E,C24040_044M,C24040_045E,C24040_045M,C24040_046E,C24040_046M,C24040_047E,C24040_047M,C24040_048E,C24040_048M,C24040_049E,C24040_049M,C24040_050E,C24040_050M,C24040_051E,C24040_051M,C24040_052E,C24040_052M,C24040_053E,C24040_053M,C24040_054E,C24040_054M,C24040_055E,C24040_055M,NAME,C24040_001EA,C24040_001MA,C24040_002EA,C24040_002MA,C24040_003EA,C24040_003MA,C24040_004EA,C24040_004MA,C24040_005EA,C24040_005MA,C24040_006EA,C24040_006MA,C24040_007EA,C24040_007MA,C24040_008EA,C24040_008MA,C24040_009EA,C24040_009MA,C24040_010EA,C24040_010MA,C24040_011MA,C24040_011EA,C24040_012EA,C24040_012MA,C24040_013EA,C24040_013MA,C24040_014EA,C24040_014MA,C24040_015EA,C24040_015MA,C24040_016MA,C24040_016EA,C24040_017EA,C24040_017MA,C24040_018EA,C24040_018MA,C24040_019EA,C24040_019MA,C24040_020EA,C24040_020MA,C24040_021MA,C24040_021EA,C24040_022MA,C24040_022EA,C24040_023EA,C24040_023MA,C24040_024EA,C24040_024MA,C24040_025EA,C24040_025MA,C24040_026MA,C24040_026EA,C24040_027MA,C24040_027EA,C24040_028EA,C24040_028MA,C24040_029EA,C24040_029MA,C24040_030EA,C24040_030MA,C24040_031MA,C24040_031EA,C24040_032MA,C24040_032EA,C24040_033MA,C24040_033EA,C24040_034EA,C24040_034MA,C24040_035EA,C24040_035MA,C24040_036MA,C24040_036EA,C24040_037MA,C24040_037EA,C24040_038MA,C24040_038EA,C24040_039EA,C24040_039MA,C24040_040EA,C24040_040MA,C24040_041EA,C24040_041MA,C24040_042MA,C24040_042EA,C24040_043MA,C24040_043EA,C24040_044EA,C24040_044MA,C24040_045EA,C24040_045MA,C24040_046EA,C24040_046MA,C24040_047MA,C24040_047EA,C24040_048MA,C24040_048EA,C24040_049MA,C24040_049EA,C24040_050EA,C24040_050MA,C24040_051EA,C24040_051MA,C24040_052EA,C24040_052MA,C24040_053EA,C24040_053MA,C24040_054EA,C24040_054MA,C24040_055MA,C24040_055EA,state
0400000US06,11064931,39611,6510256,29693,197633,8233,172136,7795,25497,2536,546108,13106,986119,13184,280778,6947,654625,14329,456732,11317,370820,9526,85912,4559,229859,7471,394449,10374,247207,8214,147242,6657,955331,13499,594031,11692,4872,1376,356428,11039,668079,12519,271027,7343,397052,10575,488703,14464,139891,6693,348812,11666,296874,8936,354966,9175,4554675,24508,49037,3715,47221,3519,1816,564,56883,4407,401553,9476,116334,4155,445732,10940,131610,6209,104932,5755,26678,2794,121294,6072,420205,11258,306262,9612,113943,5893,540851,11878,387575,10176,5219,1158,148057,6995,1435892,18520,447128,10253,988764,15332,335651,11465,89438,4663,246213,9499,221995,9298,277638,8808,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1741899,14366,1012533,11137,41718,3113,17741,1763,23977,2535,109576,5576,113345,5461,40106,2959,97526,5227,67667,3918,51674,3639,15993,1841,34847,2653,67203,4165,44326,3193,22877,2597,157577,6136,108954,4442,1209,570,47414,4127,97028,4586,41971,2728,55057,3915,74920,4717,20919,2388,54001,4564,44699,3532,66321,4144,729366,10130,10921,1525,4561,960,6360,1349,11872,1915,39658,2726,14182,1824,69742,4403,21140,2553,16544,2260,4596,1143,20612,2089,73670,3872,53754,3268,19916,2182,88881,5221,62554,3876,425,246,25902,2797,239230,6844,87864,4177,151366,5811,56812,3893,13714,1489,43098,3476,34207,3263,48439,3467,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1179823,11447,670617,8201,3239,936,2729,821,510,453,61040,4645,113157,4698,26251,2446,61582,3793,35010,3100,25880,2409,9130,1864,20789,2110,74148,3596,60170,3069,13978,2089,89768,4372,58472,3352,1255,523,30041,3024,83678,4632,39217,3237,44461,3044,43207,3411,15488,1776,27719,3388,25795,2620,32953,2465,509206,7377,1104,587,1066,576,38,64,5324,1020,49998,3346,8488,1363,42149,2813,10967,1856,8499,1628,2468,751,13360,2045,60417,3673,53158,3652,7259,1208,48732,3462,34610,2678,1216,453,12906,2112,199850,6530,71045,4096,128805,5138,28045,2430,10284,1538,17761,2044,19436,2383,21336,2067,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,297786,5911,159390,4330,2911,882,2367,777,544,384,15763,1881,22958,2334,5286,1000,16751,2208,12191,1755,9910,1532,2281,797,2727,743,14273,2193,12333,1964,1940,639,18592,2635,12027,1885,258,214,6307,1677,18411,1901,7385,1304,11026,1459,10661,1793,3240,816,7421,1535,6792,1349,12074,1549,138396,3698,668,363,596,354,72,120,1293,532,10229,1517,1564,570,12798,1838,2686,800,2197,792,489,258,2470,739,20570,1817,18310,1826,2260,778,13378,1774,8823,1348,407,453,4148,933,49803,2991,15917,1840,33886,2707,6648,1419,1260,582,5388,1274,4981,1146,11308,1518,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,243294,5286,121646,3716,76,97,76,97,0,197,6012,1430,2550,865,563,332,4832,1052,4588,1176,4418,1165,170,165,5797,1213,8916,1424,4886,1149,4030,948,31054,2688,27207,2746,24,40,3823,897,14081,1800,7511,1290,6570,1130,10694,1745,2603,730,8091,1585,9820,1658,22663,2334,121648,3837,79,127,79,127,0,197,778,450,674,316,527,369,4235,1098,3038,816,2476,774,562,236,6599,1242,5757,1026,3337,814,2420,644,23614,2283,19435,2064,196,174,3983,898,28998,2569,12808,1810,16190,1960,8997,1612,3442,967,5555,1267,13814,2063,24538,2102,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5711050,29624,3137455,20523,49097,4351,42639,4363,6458,1166,313954,10788,266322,8495,139337,6377,393605,13203,239708,8452,194198,7904,45510,3526,81342,5600,237185,7864,144421,7314,92764,5304,438405,13496,227532,9435,3405,1042,207468,9756,328323,9428,127516,6110,200807,7164,296834,11986,89396,5670,207438,9479,139908,6717,213435,9287,2573595,19659,11459,1924,10181,1766,1278,596,32739,2960,95657,5108,51724,3483,284324,9181,80652,5576,68067,4871,12585,1937,46042,3619,266507,8680,197855,7519,68652,4581,291542,10167,179949,7409,2468,933,109125,6829,909144,18141,286815,9713,622329,14734,232923,8691,54568,4663,178355,8774,120956,5656,149926,5732,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3040931,22698,1695974,15356,30287,2728,26515,2669,3772,968,163073,8452,282188,9463,69447,4508,172878,7435,151461,6764,124073,5774,27388,2798,48127,3777,100381,5765,68555,5179,31826,2965,230982,9489,142909,7904,1610,597,86463,5228,155644,6210,79884,4185,75760,5689,101711,6633,19215,2179,82496,6155,72467,5014,117328,6899,1344957,16793,5340,1298,4595,1190,745,437,12528,1694,123468,6653,25668,2534,138465,6748,46705,4192,39364,3915,7341,1438,33136,3509,121872,6559,95525,5636,26347,3123,144253,6501,92840,5310,2732,1011,48681,4114,462846,11002,184805,7065,278041,9207,88295,5972,11071,2329,77224,5312,53751,4000,88630,5970,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,444093,7503,245461,5807,4865,1139,4782,1120,83,93,26858,2335,10518,1482,7276,1283,23560,2708,21780,1824,16943,1572,4837,1182,4446,975,11493,1455,4943,962,6550,1092,31465,3006,15559,2105,36,61,15870,2070,24474,2193,11241,1458,13233,1754,35350,2587,6615,1333,28735,2490,9781,1514,33595,3009,198632,4635,2377,933,2377,933,0,177,2989,727,4394,874,3374,900,23843,2653,7642,1209,6232,1146,1410,562,2331,574,20495,2210,13319,1685,7176,1477,17842,2301,9717,1433,75,90,8050,1543,58759,3386,26403,2108,32356,2707,27019,2569,3128,738,23891,2472,9290,1422,18277,1989,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,453589,8283,271680,5888,24059,1814,20840,1865,3219,651,29440,3173,42935,3395,14240,1853,28459,2863,19664,2343,14299,2057,5365,1239,5359,1745,11580,2039,7068,1659,4512,1159,26818,2953,17921,2384,0,187,8897,1838,29304,2639,14201,1668,15103,2242,14040,1579,3952,966,10088,1784,9845,1575,15937,1708,181909,5937,2923,850,2590,763,333,293,3178,1087,13427,2192,3397,925,20101,1984,3096,771,2329,752,767,365,4125,1220,15278,2261,11806,2000,3472,1001,14658,1481,9649,1481,47,63,4962,1071,68171,3945,25164,2825,43007,3161,13068,2245,2398,837,10670,2108,7714,1554,12773,1627,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4176588,20851,2359993,14089,42067,2930,33435,2724,8632,1164,172723,6800,474158,10825,103197,4913,217085,8467,218198,7003,189842,6192,28356,2796,51598,3615,178827,6263,137758,5787,41069,2952,293299,8653,191159,7145,3555,855,98585,4795,243500,7270,117592,5324,125908,5894,138681,5139,30604,3289,108077,5177,102211,5065,124449,6094,1816595,15444,6692,1188,5695,1082,997,406,20759,2313,181525,6159,41274,3053,154270,5655,59569,3772,50676,3391,8893,1366,37281,2922,187919,6557,159472,6320,28447,2708,202122,5757,131791,5369,2445,728,67886,4468,659071,11654,227826,7348,431245,9013,110081,6049,20657,2277,89424,5862,77009,5079,79023,3780,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
