GEO_ID,C08128_001E,C08128_001M,C08128_002E,C08128_002M,C08128_003E,C08128_003M,C08128_004E,C08128_004M,C08128_005E,C08128_005M,C08128_006E,C08128_006M,C08128_007E,C08128_007M,C08128_008E,C08128_008M,C08128_009E,C08128_009M,C08128_010E,C08128_010M,C08128_011E,C08128_011M,C08128_012E,C08128_012M,C08128_013E,C08128_013M,C08128_014E,C08128_014M,C08128_015E,C08128_015M,C08128_016E,C08128_016M,C08128_017E,C08128_017M,C08128_018E,C08128_018M,C08128_019E,C08128_019M,C08128_020E,C08128_020M,C08128_021E,C08128_021M,C08128_022E,C08128_022M,C08128_023E,C08128_023M,C08128_024E,C08128_024M,C08128_025E,C08128_025M,C08128_026E,C08128_026M,C08128_027E,C08128_027M,C08128_028E,C08128_028M,C08128_029E,C08128_029M,C08128_030E,C08128_030M,NAME,C08128_001EA,C08128_001MA,C08128_002EA,C08128_002MA,C08128_003MA,C08128_003EA,C08128_004MA,C08128_004EA,C08128_005MA,C08128_005EA,C08128_006MA,C08128_006EA,C08128_007MA,C08128_007EA,C08128_008EA,C08128_008MA,C08128_009MA,C08128_009EA,C08128_010MA,C08128_010EA,C08128_011EA,C08128_011MA,C08128_012EA,C08128_012MA,C08128_013EA,C08128_013MA,C08128_014MA,C08128_014EA,C08128_015MA,C08128_015EA,C08128_016MA,C08128_016EA,C08128_017MA,C08128_017EA,C08128_018EA,C08128_018MA,C08128_019EA,C08128_019MA,C08128_020MA,C08128_020EA,C08128_021EA,C08128_021MA,C08128_022EA,C08128_022MA,C08128_023EA,C08128_023MA,C08128_024EA,C08128_024MA,C08128_025MA,C08128_025EA,C08128_026MA,C08128_026EA,C08128_027MA,C08128_027EA,C08128_028EA,C08128_028MA,C08128_029EA,C08128_029MA,C08128_030EA,C08128_030MA,state
0400000US49,1296763,8455,1032003,9798,203621,6285,59353,3816,1786,611,981257,8637,787091,10157,163584,5066,29795,2380,787,356,158411,7008,129851,5927,21329,2233,6707,1237,524,398,32473,3324,25810,2770,6362,1418,301,238,0,181,62809,3896,49397,3552,9465,1220,3806,920,141,142,61813,3734,39854,3087,2881,841,18744,1907,334,276,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,318829,4556,243655,4719,44438,2507,29997,2240,739,313,234408,4634,183732,4297,34732,2136,15565,1510,379,235,32522,2488,25648,2327,4224,835,2640,638,10,19,3781,804,3324,737,439,244,7,11,11,21,24925,2131,18727,1964,3627,753,2502,501,69,52,23193,1919,12224,1415,1416,418,9283,1097,270,191,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3967188,18571,2870880,22416,892654,14681,199062,7189,4592,1109,3067222,20066,2265093,21178,685265,12751,114565,5638,2299,674,393282,10827,283155,10217,88260,4813,20984,2277,883,457,174525,6727,111557,6284,59681,4044,3287,1079,0,192,144409,5867,99172,4852,35731,3088,9352,1468,154,128,187750,6797,111903,5760,23717,2790,50874,3586,1256,564,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3181100,15447,2431065,16625,551183,11535,194603,6543,4249,993,2297264,17657,1783265,17057,402145,9347,108916,5403,2938,947,340987,11125,268367,10279,55661,3724,16563,2389,396,268,185379,8227,141962,7345,39700,3356,3717,1082,0,192,182233,7060,133361,5758,36188,3236,12361,1802,323,264,175237,6460,104110,4946,17489,2150,53046,3703,592,336,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,733687,9255,562402,8635,138471,5249,32238,2587,576,391,599271,9193,462830,7971,115596,4617,20269,2102,576,391,77490,4417,58818,3583,14749,2309,3923,1082,0,182,5356,1138,4063,967,1051,494,242,233,0,182,30399,2766,23630,2471,4513,1097,2256,650,0,182,21171,2177,13061,1867,2562,778,5548,1058,0,182,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2799940,11057,2306201,14328,349621,7217,139629,4746,4489,718,2245736,12905,1889325,14638,276030,5816,78146,3916,2235,551,250241,7483,206097,6971,32746,2590,11032,1297,366,217,50384,3063,39186,2869,10492,1459,669,368,37,61,144186,4774,107743,4629,24249,2222,11645,1289,549,217,109393,4430,63850,3410,6104,1121,38137,2150,1302,358,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,285940,4681,206787,4490,58012,3739,20737,1881,404,211,216595,5203,158602,5300,46416,3162,11456,1553,121,141,33043,2962,25701,2694,5673,1099,1655,742,14,28,4379,954,3737,917,609,336,10,13,23,45,16135,2603,10785,2019,4337,1329,815,411,198,149,15788,1997,7962,1525,977,434,6801,1082,48,64,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1053975,12607,720138,12071,241495,7607,90828,4616,1514,614,849901,11254,590787,10992,199297,7228,59036,4014,781,441,102432,5263,68623,4445,24812,2714,8785,1696,212,241,27214,2819,18184,2188,5972,1248,3058,966,0,214,53221,4123,33195,3294,9919,1695,9930,1701,177,182,21207,2395,9349,1506,1495,574,10019,1528,344,320,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1970822,16683,1522651,17137,338048,8359,107148,5686,2975,760,1680837,16054,1308871,15860,297461,8570,72743,4460,1762,654,186834,7639,145854,6439,26967,2460,13394,2094,619,409,8096,1441,5687,1075,2073,788,308,252,28,47,44100,3224,31749,2761,8277,1405,3857,951,217,175,50955,3258,30490,2446,3270,940,16846,1925,349,251,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,356567,5362,230816,6631,103851,4100,21362,2261,538,271,235946,5800,153571,5749,70757,3386,11425,1638,193,163,47473,4331,29219,3120,16002,2542,2109,707,143,189,5746,1261,4296,1157,1250,430,200,208,0,143,47503,3974,31953,3975,13429,1178,2045,512,76,81,19899,2496,11777,1854,2413,714,5583,1149,126,96,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2721795,15551,2142221,16652,416709,10908,158952,7014,3913,925,2088074,16942,1666303,17161,327010,8940,92671,5540,2090,644,300566,9972,237270,8701,44342,3305,18324,2416,630,396,54614,4654,43869,4493,8849,1338,1677,600,219,238,130237,5897,97493,5251,24733,2713,7830,1581,181,198,148304,6579,97286,5685,11775,2022,38450,2869,793,496,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1233150,10763,934816,11697,219609,7122,75564,4474,3161,1144,1013982,10229,778461,10791,184960,6310,48828,3063,1733,878,137885,6996,103823,6855,25526,2477,7985,1469,551,519,5748,1345,3689,1125,1896,814,163,168,0,184,32868,2749,25199,2562,4242,792,3222,775,205,196,42667,3540,23644,2753,2985,800,15366,2236,672,516,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
