GEO_ID,C23002H_001E,C23002H_001M,C23002H_002E,C23002H_002M,C23002H_003E,C23002H_003M,C23002H_004E,C23002H_004M,C23002H_005E,C23002H_005M,C23002H_006E,C23002H_006M,C23002H_007E,C23002H_007M,C23002H_008E,C23002H_008M,C23002H_009E,C23002H_009M,C23002H_010E,C23002H_010M,C23002H_011E,C23002H_011M,C23002H_012E,C23002H_012M,C23002H_013E,C23002H_013M,C23002H_014E,C23002H_014M,C23002H_015E,C23002H_015M,C23002H_016E,C23002H_016M,C23002H_017E,C23002H_017M,C23002H_018E,C23002H_018M,C23002H_019E,C23002H_019M,C23002H_020E,C23002H_020M,C23002H_021E,C23002H_021M,C23002H_022E,C23002H_022M,C23002H_023E,C23002H_023M,C23002H_024E,C23002H_024M,C23002H_025E,C23002H_025M,C23002H_026E,C23002H_026M,C23002H_027E,C23002H_027M,NAME,C23002H_001MA,C23002H_001EA,C23002H_002EA,C23002H_002MA,C23002H_003EA,C23002H_003MA,C23002H_004MA,C23002H_004EA,C23002H_005MA,C23002H_005EA,C23002H_006MA,C23002H_006EA,C23002H_007EA,C23002H_007MA,C23002H_008EA,C23002H_008MA,C23002H_009EA,C23002H_009MA,C23002H_010MA,C23002H_010EA,C23002H_011MA,C23002H_011EA,C23002H_012MA,C23002H_012EA,C23002H_013MA,C23002H_013EA,C23002H_014EA,C23002H_014MA,C23002H_015EA,C23002H_015MA,C23002H_016EA,C23002H_016MA,C23002H_017EA,C23002H_017MA,C23002H_018MA,C23002H_018EA,C23002H_019MA,C23002H_019EA,C23002H_020EA,C23002H_020MA,C23002H_021EA,C23002H_021MA,C23002H_022EA,C23002H_022MA,C23002H_023MA,C23002H_023EA,C23002H_024MA,C23002H_024EA,C23002H_025EA,C23002H_025MA,C23002H_026EA,C23002H_026MA,C23002H_027EA,C23002H_027MA,state
0400000US06,12757534,8502,6329647,4428,5077599,4317,4030456,13890,78428,4316,3952028,14560,3543776,17527,408252,9273,1047143,14010,1252048,782,290790,5346,267208,5346,23582,2202,961258,5471,6427887,5492,4877553,5221,3402084,15529,7714,1469,3394370,15469,3085069,17449,309301,9705,1475469,15762,1550334,983,223405,6245,206253,6291,17152,2043,1326929,6217,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2974149,3135,1473478,2485,1241145,2483,1039628,5810,20685,2372,1018943,6504,948088,6955,70855,4073,201517,6077,232333,317,60370,3158,56824,2991,3546,797,171963,3081,1500671,2020,1217235,1985,901908,7964,2279,466,899629,7878,842406,8278,57223,3714,315327,7966,283436,266,47617,2259,44137,2119,3480,699,235819,2253,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2102439,3195,1011535,2134,813897,2116,680780,4113,5814,1085,674966,4421,618748,6201,56218,4094,133117,4284,197638,180,51525,2157,46875,2130,4650,936,146113,2196,1090904,2064,827279,2017,635031,5393,561,371,634470,5351,588955,5775,45515,3014,192248,5714,263625,300,42452,2433,40435,2329,2017,532,221173,2488,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,496402,1691,238024,1100,186786,1092,147016,2198,1745,731,145271,2391,134474,2581,10797,1616,39770,2270,51238,239,11169,1270,10011,1214,1158,356,40069,1244,258378,943,194796,862,138729,2979,38,46,138691,2985,130130,3270,8561,1396,56067,2936,63582,344,10471,1224,10042,1228,429,225,53111,1302,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,202395,727,99963,584,89279,584,77129,2033,2396,734,74733,1961,71847,2009,2886,802,12150,1943,10684,197,4389,536,4200,561,189,197,6295,536,102432,421,90377,417,78273,1610,349,330,77924,1688,75292,1861,2632,978,12104,1598,12055,65,3287,818,3241,811,46,76,8768,805,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9409962,6839,4580106,4376,3356012,4374,2581296,11415,30272,2998,2551024,11020,2282120,14555,268904,10281,774716,11736,1224094,665,204261,5849,183955,5853,20306,2117,1019833,5911,4829856,4651,3373627,4589,2317167,14710,4188,1267,2312979,14940,2102588,16586,210391,8351,1056460,14727,1456229,650,169945,5570,156184,5529,13761,1725,1286284,5611,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4446110,4350,2169700,3508,1798466,3486,1417193,8473,30528,2467,1386665,8564,1263667,10251,122998,4985,381273,9387,371234,286,77970,3373,72918,3344,5052,790,293264,3363,2276410,3233,1804751,3151,1200085,11197,3105,1075,1196980,11018,1100625,10442,96355,5022,604666,10798,471659,469,57056,3194,53528,3056,3528,908,414603,3223,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,280626,647,154508,413,127705,412,105686,2155,20961,1752,84725,2742,79386,2803,5339,906,22019,2150,26803,39,7656,1090,7063,1016,593,339,19147,1093,126118,582,99937,563,67497,2346,1680,477,65817,2367,61276,2559,4541,1149,32440,2229,26181,153,4781,760,4601,734,180,153,21400,824,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1041834,1719,513708,1362,420218,1366,331705,4115,1611,572,330094,4223,305053,4784,25041,2789,88513,4295,93490,130,17975,1577,16926,1555,1049,446,75515,1579,528126,1491,421416,1418,289978,5169,331,263,289647,5149,269361,5153,20286,2595,131438,4841,106710,298,12763,1767,12166,1730,597,299,93947,1767,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6684164,5143,3241628,3981,2668584,3853,2200970,9117,9908,1272,2191062,9293,2009539,9920,181523,6650,467614,8977,573044,499,126634,4125,120129,3879,6505,1012,446410,4050,3442536,3225,2677989,3153,2002624,11162,2484,1059,2000140,11193,1858770,11671,141370,4778,675365,11527,764547,367,109515,4317,103694,4213,5821,1054,655032,4403,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
