GEO_ID,B21001I_001E,B21001I_001M,B21001I_002E,B21001I_002M,B21001I_003E,B21001I_003M,B21001I_004E,B21001I_004M,B21001I_005E,B21001I_005M,B21001I_006E,B21001I_006M,B21001I_007E,B21001I_007M,B21001I_008E,B21001I_008M,B21001I_009E,B21001I_009M,B21001I_010E,B21001I_010M,B21001I_011E,B21001I_011M,B21001I_012E,B21001I_012M,B21001I_013E,B21001I_013M,B21001I_014E,B21001I_014M,B21001I_015E,B21001I_015M,B21001I_016E,B21001I_016M,B21001I_017E,B21001I_017M,B21001I_018E,B21001I_018M,B21001I_019E,B21001I_019M,B21001I_020E,B21001I_020M,B21001I_021E,B21001I_021M,B21001I_022E,B21001I_022M,B21001I_023E,B21001I_023M,B21001I_024E,B21001I_024M,B21001I_025E,B21001I_025M,B21001I_026E,B21001I_026M,B21001I_027E,B21001I_027M,B21001I_028E,B21001I_028M,B21001I_029E,B21001I_029M,B21001I_030E,B21001I_030M,B21001I_031E,B21001I_031M,B21001I_032E,B21001I_032M,B21001I_033E,B21001I_033M,NAME,B21001I_001MA,B21001I_001EA,B21001I_002MA,B21001I_002EA,B21001I_003MA,B21001I_003EA,B21001I_004MA,B21001I_004EA,B21001I_005MA,B21001I_005EA,B21001I_006EA,B21001I_006MA,B21001I_007MA,B21001I_007EA,B21001I_008MA,B21001I_008EA,B21001I_009MA,B21001I_009EA,B21001I_010EA,B21001I_010MA,B21001I_011EA,B21001I_011MA,B21001I_012MA,B21001I_012EA,B21001I_013MA,B21001I_013EA,B21001I_014MA,B21001I_014EA,B21001I_015EA,B21001I_015MA,B21001I_016MA,B21001I_016EA,B21001I_017MA,B21001I_017EA,B21001I_018MA,B21001I_018EA,B21001I_019MA,B21001I_019EA,B21001I_020EA,B21001I_020MA,B21001I_021EA,B21001I_021MA,B21001I_022MA,B21001I_022EA,B21001I_023MA,B21001I_023EA,B21001I_024MA,B21001I_024EA,B21001I_025MA,B21001I_025EA,B21001I_026MA,B21001I_026EA,B21001I_027EA,B21001I_027MA,B21001I_028EA,B21001I_028MA,B21001I_029EA,B21001I_029MA,B21001I_030EA,B21001I_030MA,B21001I_031MA,B21001I_031EA,B21001I_032EA,B21001I_032MA,B21001I_033EA,B21001I_033MA,state
0400000US13,560957,2500,304594,2748,154073,3166,3073,1012,151000,3313,120381,2873,5859,1392,114522,3030,19022,1629,3233,942,15789,1472,6800,1137,2196,828,4604,778,4318,1125,558,347,3760,1037,256363,2668,120620,2851,1639,965,118981,2807,103366,2508,1746,829,101620,2622,16985,1393,172,200,16813,1370,8728,1787,14,25,8714,1792,6664,1151,162,185,6502,1192,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,78542,853,38346,762,18382,1003,2970,986,15412,1075,12695,807,2390,694,10305,970,4822,380,1414,535,3408,687,1652,311,882,334,770,306,795,331,541,250,254,238,40196,312,17887,488,595,524,17292,791,14214,385,516,343,13698,483,4437,110,5,8,4432,110,2178,249,24,45,2154,247,1480,246,0,177,1480,246,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,110575,567,58036,893,28146,1138,483,441,27663,1185,21544,1047,926,520,20618,1141,5453,851,905,483,4548,748,2042,663,445,295,1597,582,851,527,92,115,759,495,52539,880,24791,1266,0,187,24791,1266,20681,1156,18,32,20663,1160,3574,582,46,82,3528,578,2464,583,0,187,2464,583,1029,469,30,59,999,476,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1366006,2048,708415,1932,317055,2032,7594,1577,309461,2420,282655,1724,8040,1423,274615,1866,65423,1021,5112,1163,60311,1145,28716,979,3277,849,25439,1152,14566,904,2440,710,12126,998,657591,1585,282991,1776,1648,684,281343,1913,258927,1472,1256,537,257671,1581,63275,819,294,259,62981,779,31731,625,73,74,31658,605,20667,619,39,64,20628,609,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,249967,2116,129849,2420,63439,2336,1507,605,61932,2396,50192,1820,1937,649,48255,1785,9260,832,1917,665,7343,911,4314,641,1211,380,3103,653,2644,522,887,416,1757,408,120118,1699,56598,2359,403,324,56195,2324,44375,1575,593,452,43782,1659,10760,988,32,47,10728,992,4324,637,0,184,4324,637,4061,719,40,63,4021,729,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,94046,1407,49814,1211,25363,1532,486,273,24877,1527,18512,1324,843,369,17669,1378,3826,848,350,269,3476,762,1331,461,275,201,1056,426,782,341,354,247,428,230,44232,1374,22691,1122,79,79,22612,1111,16537,1498,316,335,16221,1555,2592,716,12,32,2580,714,1191,584,0,151,1191,584,1221,559,126,157,1095,501,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,188463,1145,98146,1180,46817,1359,922,466,45895,1341,38478,1176,2137,829,36341,1434,7830,663,1044,524,6786,705,3882,619,792,336,3090,584,1139,341,386,227,753,323,90317,972,43043,1193,469,306,42574,1212,33541,1031,262,225,33279,1066,8069,749,0,165,8069,749,3263,704,0,165,3263,704,2401,710,21,46,2380,708,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,83154,1817,44889,1804,21432,1406,668,562,20764,1286,18709,1961,1774,586,16935,1983,2919,665,551,321,2368,690,1073,448,451,348,622,327,756,321,460,278,296,192,38265,1511,18563,1355,317,318,18246,1424,14079,1144,470,349,13609,1144,3004,671,29,54,2975,650,1545,563,244,297,1301,540,1074,401,0,181,1074,401,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,145795,1215,80765,1854,35291,1679,1054,566,34237,1714,32232,1627,2666,758,29566,1755,6909,871,1203,482,5706,744,3703,803,657,302,3046,745,2630,743,1232,530,1398,565,65030,1432,25952,1573,546,361,25406,1608,22769,1537,456,313,22313,1549,7638,869,103,105,7535,866,3983,661,0,193,3983,661,4688,830,166,274,4522,854,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11596,760,5503,909,2442,560,129,186,2313,538,1897,597,392,318,1505,605,619,426,37,58,582,436,263,180,158,172,105,81,282,193,220,192,62,78,6093,683,2900,690,239,346,2661,731,2234,587,0,155,2234,587,658,341,0,155,658,341,152,130,18,42,134,118,149,124,0,155,149,124,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,344956,1151,180722,1334,88700,1516,1981,764,86719,1627,70963,1363,3739,1015,67224,1293,13386,753,1633,700,11753,947,4696,698,1143,512,3553,637,2977,510,1094,410,1883,543,164234,991,73014,1053,1183,675,71831,1151,64324,991,1000,411,63324,1045,15172,911,120,147,15052,914,6941,593,0,190,6941,593,4783,577,61,105,4722,577,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,454894,686,219767,896,107419,805,1882,767,105537,1107,79640,687,2706,817,76934,1070,19269,509,1500,587,17769,713,9625,531,1289,551,8336,716,3814,376,289,175,3525,380,235127,785,103975,602,257,287,103718,612,88098,425,381,297,87717,517,24249,692,0,195,24249,692,11527,422,46,79,11481,425,7278,523,0,195,7278,523,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,281580,632,142669,1004,64004,1503,935,459,63069,1523,55008,1275,2844,884,52164,1443,13149,971,2077,486,11072,1025,6522,652,1824,466,4698,675,3986,719,1312,420,2674,597,138911,904,59426,1317,394,454,59032,1310,52872,1259,434,244,52438,1283,13995,737,74,73,13921,743,6257,885,0,161,6257,885,6361,808,139,126,6222,784,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,157018,992,83667,1343,41519,1464,471,319,41048,1530,33067,1138,1866,705,31201,1281,4884,710,814,424,4070,705,2435,728,748,402,1687,658,1762,512,850,424,912,428,73351,1242,34846,1226,241,189,34605,1246,29908,1293,592,491,29316,1254,4909,608,39,66,4870,598,2532,602,0,139,2532,602,1156,402,22,37,1134,402,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,51161,2509,30636,2224,16757,2005,333,255,16424,1973,11191,1335,589,389,10602,1369,1748,622,469,337,1279,540,509,320,158,185,351,249,431,394,53,98,378,374,20525,1381,10306,1292,80,134,10226,1266,7046,974,71,131,6975,967,1864,568,273,277,1591,532,668,453,0,198,668,453,641,438,0,198,641,438,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,136983,2033,71329,1897,35174,1831,1855,772,33319,1831,25661,1333,1977,709,23684,1437,5458,824,1009,391,4449,708,3323,690,1417,501,1906,515,1713,651,1013,574,700,351,65654,1653,30923,1673,529,470,30394,1627,24258,1589,600,430,23658,1557,5744,927,75,76,5669,928,3049,548,0,177,3049,548,1680,464,0,177,1680,464,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20226,861,9654,1069,4303,772,442,392,3861,689,3860,837,781,429,3079,845,780,396,159,151,621,345,461,278,178,182,283,215,250,231,204,226,46,57,10572,972,4294,789,0,157,4294,789,3177,564,114,125,3063,573,1955,579,0,157,1955,579,713,397,75,118,638,394,433,260,34,61,399,267,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,105393,879,55252,920,27193,1415,384,320,26809,1446,20805,1245,1328,508,19477,1373,5005,702,722,362,4283,683,1447,435,475,273,972,360,802,301,304,192,498,241,50141,838,24100,952,55,51,24045,954,19341,967,288,195,19053,966,3813,654,0,149,3813,654,1714,512,107,174,1607,500,1173,469,12,27,1161,460,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,484085,607,247354,959,110967,1147,3794,1259,107173,1565,99610,1125,5239,1220,94371,1570,21925,767,2118,589,19807,856,9729,306,2320,583,7409,594,5123,387,2212,544,2911,436,236731,744,101172,1013,610,336,100562,1128,93500,971,425,267,93075,1049,23123,631,155,124,22968,658,11838,520,34,37,11804,520,7098,472,0,200,7098,472,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25297,910,11949,944,5289,876,50,82,5239,864,5359,779,552,413,4807,782,604,314,132,184,472,345,558,302,288,261,270,240,139,177,14,30,125,165,13348,700,5182,725,0,181,5182,725,5520,598,53,78,5467,608,1410,368,0,181,1410,368,465,315,0,181,465,315,771,389,0,181,771,389,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1160561,542,581560,652,244475,865,5566,1396,238909,1512,233029,757,9481,1583,223548,1729,60009,759,5367,1043,54642,1035,28747,858,2767,648,25980,954,15300,643,2048,541,13252,789,579001,411,218465,866,1769,846,216696,1257,231260,852,828,420,230432,858,66930,331,211,219,66719,408,36520,706,126,146,36394,745,25826,702,79,115,25747,717,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,676637,316,332210,311,125641,1030,4496,1180,121145,1561,119972,1014,13892,1785,106080,2096,44665,464,10532,1482,34133,1427,25185,674,9524,1096,15661,1083,16747,601,7945,938,8802,869,344427,64,123066,969,718,473,122348,989,121864,964,1423,800,120441,1204,47696,353,778,480,46918,541,28935,716,293,218,28642,758,22866,710,254,261,22612,697,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2557529,1780,1244677,2132,531474,2211,8023,1635,523451,2618,470232,1730,16648,2332,453584,2742,133779,987,12435,1958,121344,2148,69365,723,9209,1222,60156,1441,39827,866,7214,1198,32613,1268,1312852,1884,496126,1905,2242,959,493884,1835,484889,1246,1575,569,483314,1259,163472,1144,453,268,163019,1129,96742,956,124,155,96618,939,71623,930,192,244,71431,933,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,505175,3111,268525,3273,131508,3023,2364,981,129144,3120,113112,2867,6105,1343,107007,2712,14076,1691,2140,663,11936,1501,7291,1169,1604,638,5687,1133,2538,699,1297,582,1241,458,236650,2282,114736,2871,1131,487,113605,2891,97143,2810,1240,590,95903,2955,13883,1347,259,257,13624,1341,7245,1118,261,300,6984,1085,3643,821,0,193,3643,821,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US39,234824,1665,122127,1869,58462,2046,1293,475,57169,2114,44919,1706,4379,1024,40540,1731,10627,754,1936,573,8691,742,4829,625,1474,475,3355,681,3290,569,1039,361,2251,547,112697,1426,50578,1583,807,369,49771,1584,40588,1411,785,393,39803,1412,11352,891,81,97,11271,892,5888,851,117,161,5771,839,4291,716,0,182,4291,716,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,213358,914,113637,1159,57917,1370,1855,665,56062,1518,42629,1296,2109,668,40520,1347,7952,646,1236,379,6716,663,3382,517,896,355,2486,547,1757,487,410,272,1347,446,99721,1023,48862,1193,272,199,48590,1230,36912,1333,525,274,36387,1358,7907,656,120,97,7787,672,3565,668,59,72,3506,658,2475,597,111,154,2364,542,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,290120,621,153752,1127,76501,1931,1334,590,75167,2080,58638,1662,1988,640,56650,1770,12230,849,1702,629,10528,992,4079,707,1072,498,3007,601,2304,724,1199,506,1105,558,136368,990,64368,1347,29,57,64339,1336,52791,1642,439,332,52352,1723,10640,791,199,192,10441,820,5043,827,0,193,5043,827,3526,707,0,193,3526,707,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
