GEO_ID,C08014_001E,C08014_001M,C08014_002E,C08014_002M,C08014_003E,C08014_003M,C08014_004E,C08014_004M,C08014_005E,C08014_005M,C08014_006E,C08014_006M,C08014_007E,C08014_007M,C08014_008E,C08014_008M,C08014_009E,C08014_009M,C08014_010E,C08014_010M,C08014_011E,C08014_011M,C08014_012E,C08014_012M,C08014_013E,C08014_013M,C08014_014E,C08014_014M,C08014_015E,C08014_015M,NAME,C08014_001MA,C08014_001EA,C08014_002EA,C08014_002MA,C08014_003EA,C08014_003MA,C08014_004MA,C08014_004EA,C08014_005MA,C08014_005EA,C08014_006EA,C08014_006MA,C08014_007MA,C08014_007EA,C08014_008EA,C08014_008MA,C08014_009MA,C08014_009EA,C08014_010MA,C08014_010EA,C08014_011EA,C08014_011MA,C08014_012MA,C08014_012EA,C08014_013EA,C08014_013MA,C08014_014EA,C08014_014MA,C08014_015MA,C08014_015EA,state
0400000US06,16282218,42401,574012,15965,3349958,31415,6541073,49680,5817175,51524,8896246,28924,305158,9965,1695758,20452,3637409,28959,3257921,31081,7385972,30547,268854,9963,1654200,18444,2903664,29925,2559254,27266,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2513773,15473,60786,4339,518876,12692,1086556,17915,847555,18432,1362940,9209,32837,3044,247720,8668,598736,10400,483647,10440,1150833,11061,27949,2823,271156,7608,487820,10169,363908,9940,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1701771,12213,59561,4179,341132,11445,739554,15360,561524,15075,877573,7851,28486,2937,150041,6559,399458,8324,299588,8640,824198,7811,31075,2730,191091,7494,340096,8787,261936,8222,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,419382,5513,10848,2070,79398,4480,189036,7859,140100,7472,211465,4071,4987,1338,34583,2912,98916,5201,72979,4591,207917,4070,5861,1181,44815,3368,90120,3879,67121,4118,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,314187,6007,89852,5495,132095,6670,66493,5164,25747,4792,152373,4125,42243,3396,63876,3997,34287,3280,11967,2483,161814,4276,47609,3411,68219,4216,32206,2677,13780,2747,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8111003,33073,259209,12005,2061599,29962,3690949,37603,2099246,33037,4235692,22111,147800,9096,971511,20597,1988284,24375,1128097,21186,3875311,23130,111409,7036,1090088,18350,1702665,22372,971149,17074,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4170016,24859,117413,6998,946858,20747,1793172,29104,1312573,28430,2206515,16898,64517,5119,436079,13763,983267,17500,722652,16439,1963501,15661,52896,3951,510779,12550,809905,16096,589921,15372,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,652905,7364,23815,2933,148595,6616,235795,9570,244700,10122,353065,5298,13093,1831,82467,4962,126660,5314,130845,6654,299840,4922,10722,1821,66128,3804,109135,5739,113855,4711,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,693742,7823,11254,1943,110859,6208,292059,9090,279570,9766,377665,4890,6236,1208,54298,3942,162788,5602,154343,5859,316077,6381,5018,1209,56561,3718,129271,5462,125227,5848,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5883394,22219,292724,9901,1368276,19664,2492899,27021,1729495,25043,3071612,13177,138724,7243,643909,12494,1347356,15785,941623,15232,2811782,16485,154000,6265,724367,11911,1145543,15703,787872,13499,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2927149,15867,83533,5307,574090,12163,1270553,20919,998973,21507,1543452,10834,46260,3465,257520,7298,690731,12648,548941,12363,1383697,11031,37273,3219,316570,8607,579822,11526,450032,11112,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1504762,8296,28005,2591,257454,7340,659799,11963,559504,10862,789576,6265,15675,1625,115936,4770,351214,7153,306751,6567,715186,6081,12330,1574,141518,4538,308585,7102,252753,5967,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1373470,9406,24052,2848,260477,8896,588921,12397,500020,11343,736177,5920,12935,2130,121729,5823,324359,7607,277154,6542,637293,7359,11117,1518,138748,5265,264562,6880,222866,6891,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1825406,13199,44111,4486,368078,8989,796653,14654,616564,14619,954200,9422,23456,3170,163097,6159,432957,9471,334690,9263,871206,8676,20655,2205,204981,6347,363696,7264,281874,7826,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1953460,12033,63294,4246,488768,11967,858232,14976,543166,14198,1021252,8061,33628,2823,222512,6522,469094,9604,296018,8673,932208,8475,29666,2783,266256,8826,389138,8810,247148,8536,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,622899,7221,12709,1775,123130,5327,295327,8036,191733,8035,319929,4305,6493,1245,54407,3353,158218,4550,100811,4702,302970,4704,6216,1325,68723,3191,137109,4403,90922,4238,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2887545,12909,128310,6901,624050,12930,1166796,19460,968389,18489,1466898,8826,60412,4932,270478,7545,617180,12268,518828,11861,1420647,10433,67898,3741,353572,8677,549616,11266,449561,10144,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3210945,17576,189674,7697,766349,16286,1413851,20196,841071,17983,1635969,11491,92371,6030,359212,10278,742061,13192,442325,11454,1574976,11487,97303,4412,407137,9565,671790,10753,398746,9353,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4155666,18150,113914,5332,860843,12154,1828328,20230,1352581,18655,2146780,11421,56219,3631,392086,7878,973297,11926,725178,10994,2008886,13785,57695,3614,468757,9089,855031,12828,627403,11618,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2702120,12624,58376,3561,483530,10353,1212536,17457,947678,14374,1411947,9059,31117,2487,216663,7049,650773,10099,513394,8631,1290173,8714,27259,2666,266867,6957,561763,9518,434284,7850,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1169570,11493,27118,2842,252642,8713,481338,11678,408472,12139,607272,8863,14490,1793,104184,5169,260122,7039,228476,7550,562298,7873,12628,1887,148458,6197,221216,7376,179996,6669,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2703880,14780,75264,4857,563298,10922,1155350,19657,909968,17735,1388720,10765,38034,3136,251278,7607,611283,12083,488125,9534,1315160,10406,37230,3169,312020,7976,544067,10728,421843,10780,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,469389,5477,9528,1797,86023,4448,186101,6392,187737,7153,249818,3839,5279,1347,40445,2832,102448,3699,101646,4122,219571,3956,4249,973,45578,2661,83653,3988,86091,4089,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,934375,6432,18125,2297,167172,5752,408452,8848,340626,8131,496834,4399,9130,1525,75603,3596,223562,5615,188539,5492,437541,4591,8995,1221,91569,4026,184890,4554,152087,4029,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1213552,9813,45540,4016,286431,8645,529027,12435,352554,12558,654740,5663,24114,2689,144727,6209,287140,8282,198759,8641,558812,7135,21426,2617,141704,5557,241887,7290,153795,6566,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,665807,6728,12041,2124,114808,5669,315993,9690,222965,8048,346766,4214,6134,1335,54461,3602,167137,5466,119034,4754,319041,5059,5907,1272,60347,3889,148856,5601,103931,4566,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4094889,18994,274790,10514,922955,17201,1692566,23098,1204578,20062,2163495,12240,151598,7121,453384,10907,913936,12917,644577,12380,1931394,13712,123192,6132,469571,10174,778630,13677,560001,11654,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,860055,10033,16834,3041,184471,6748,348162,10201,310588,9561,454248,6754,10223,2189,84526,4679,189814,6933,169685,6481,405807,6167,6611,1401,99945,4416,158348,5488,140903,5489,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8829257,26961,1990674,23777,2293431,26379,2743878,25144,1801274,24836,4572688,20291,980499,16293,1153014,17319,1475544,17103,963631,15673,4256569,17223,1010175,13311,1140417,15513,1268334,13519,837643,13021,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4217096,21900,112293,7121,888174,18303,1811616,26974,1405013,22239,2201111,12806,61029,4714,400702,11347,978441,16385,760939,12585,2015985,14688,51264,3826,487472,11015,833175,14508,644074,14529,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,369516,3962,8511,1916,60163,3858,151587,5342,149255,5678,200743,3039,4228,1124,29131,2535,83530,3143,83854,3821,168773,2789,4283,1280,31032,2518,68057,3206,65401,3236,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5135077,19837,151484,6822,1053916,17222,2219327,26226,1710350,22200,2664508,14111,81945,4591,457482,10012,1195021,14756,930060,15382,2470569,16612,69539,4012,596434,12542,1024306,14945,780290,11785,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1662766,9438,31989,3021,352585,7685,731637,11394,546555,12507,900430,7110,17311,2347,169187,5349,405832,7293,308100,7888,762336,7664,14678,1626,183398,4819,325805,6993,238455,6609,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1687428,12259,60376,5691,361002,10236,727479,14121,538571,15488,891161,9503,32892,4134,172124,7486,389198,9680,296947,9120,796267,9016,27484,2998,188878,6052,338281,7098,241624,8377,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5743514,19719,291892,11656,1233965,17589,2450650,24384,1767007,26123,2994920,14464,143816,7974,572743,10818,1315796,14488,962565,16764,2748594,16124,148076,6168,661222,12216,1134854,13987,804442,12538,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,491379,7288,15972,2565,113983,6279,215268,7077,146156,6959,250830,4887,9430,2129,54097,4352,110943,4544,76360,4020,240549,5520,6542,996,59886,4029,104325,4883,69796,3925,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1968077,15056,49233,3872,440241,12992,853492,17243,625111,17313,1015293,10785,26197,2936,192862,7922,458480,11429,337754,10434,952784,9835,23036,2290,247379,8006,395012,9919,287357,8988,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,411533,5288,7655,1700,73708,3927,164209,5364,165961,5940,215674,3649,3709,799,33886,2553,86121,3300,91958,3199,195859,3866,3946,1273,39822,2663,78088,3164,74003,3677,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2756642,14999,55824,3951,564642,12285,1158818,17352,977358,19687,1453463,11093,28644,2573,253250,8453,628366,11318,543203,12762,1303179,11084,27180,2492,311392,7555,530452,8968,434155,10492,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11532430,30879,263893,11254,2555855,31855,5108563,43614,3604119,41381,6355707,21743,143536,8423,1262030,21238,2893063,26095,2057078,26214,5176723,24815,120357,6208,1293825,21224,2215500,26462,1547041,23167,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1287105,8453,23345,2828,210821,8772,523214,12388,529725,12734,720389,5521,12050,1742,108145,6067,304660,7899,295534,8258,566716,6723,11295,1804,102676,5519,218554,6956,234191,6979,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,312621,4411,6495,1080,63451,3728,149927,4667,92748,4673,162210,2680,3857,955,29367,2188,79008,2855,49978,2868,150411,2966,2638,654,34084,2450,70919,2690,42770,2335,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3903701,18475,107867,7767,756693,15952,1582734,19670,1456407,23511,2036587,12839,56882,5218,337672,9194,859892,12731,782141,13006,1867114,14120,50985,4353,419021,11054,722842,12253,674266,13482,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3149694,15316,90806,5271,632105,14141,1293611,16684,1133172,20208,1702346,11548,50043,4148,307232,8899,717336,11075,627735,13248,1447348,10722,40763,3199,324873,8953,576275,9016,505437,10520,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,727261,9147,19669,2208,164361,6400,314764,9634,228467,8547,381033,5982,10465,1510,75966,3810,169020,6024,125582,5189,346228,5881,9204,1402,88395,4338,145744,5647,102885,4940,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2770497,10705,72910,4877,518997,10433,1279379,14161,899211,13875,1437030,7221,36366,2914,237920,6769,676706,8195,486038,8877,1333467,7967,36544,3183,281077,7082,602673,8324,413173,7850,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,282700,4668,3539,1100,52656,4445,108238,6263,118267,5167,153733,3411,1606,713,25283,2804,60508,4413,66336,3458,128967,3259,1933,738,27373,2711,47730,2994,51931,2778,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1051363,12562,45481,3652,331849,9254,447978,11553,226055,10501,561571,8844,23833,2521,163193,5797,245319,6593,129226,6428,489792,8196,21648,2206,168656,6716,202659,7594,96829,6008,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1959226,16823,40985,4021,401236,11101,795422,15498,721583,16546,1043258,10696,21747,2683,177993,8158,441873,9108,401645,9738,915968,10805,19238,2320,223243,6765,353549,9202,319938,8857,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,341395,5268,18831,1433,81370,4025,135848,6954,105346,6252,182874,4086,10311,1198,42530,2854,72204,4092,57829,4077,158521,3544,8520,833,38840,2397,63644,4059,47517,3429,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2701522,15679,79623,5389,661147,14084,1201264,18375,759488,14345,1447651,10790,43627,4111,319296,9750,661325,11689,423403,9508,1253871,11189,35996,2784,341851,8944,539939,10655,336085,8778,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1224415,10750,25184,2810,267978,7648,537129,12206,394124,12746,645568,6993,12232,1696,125396,5484,289486,8018,218454,7589,578847,7232,12952,1910,142582,4693,247643,6120,175670,7061,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
