GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001EA,B19037H_001MA,B19037H_002EA,B19037H_002MA,B19037H_003EA,B19037H_003MA,B19037H_004MA,B19037H_004EA,B19037H_005EA,B19037H_005MA,B19037H_006MA,B19037H_006EA,B19037H_007EA,B19037H_007MA,B19037H_008EA,B19037H_008MA,B19037H_009MA,B19037H_009EA,B19037H_010EA,B19037H_010MA,B19037H_011EA,B19037H_011MA,B19037H_012EA,B19037H_012MA,B19037H_013EA,B19037H_013MA,B19037H_014EA,B19037H_014MA,B19037H_015MA,B19037H_015EA,B19037H_016EA,B19037H_016MA,B19037H_017EA,B19037H_017MA,B19037H_018EA,B19037H_018MA,B19037H_019EA,B19037H_019MA,B19037H_020MA,B19037H_020EA,B19037H_021EA,B19037H_021MA,B19037H_022EA,B19037H_022MA,B19037H_023EA,B19037H_023MA,B19037H_024EA,B19037H_024MA,B19037H_025EA,B19037H_025MA,B19037H_026MA,B19037H_026EA,B19037H_027EA,B19037H_027MA,B19037H_028EA,B19037H_028MA,B19037H_029EA,B19037H_029MA,B19037H_030EA,B19037H_030MA,B19037H_031MA,B19037H_031EA,B19037H_032EA,B19037H_032MA,B19037H_033EA,B19037H_033MA,B19037H_034EA,B19037H_034MA,B19037H_035MA,B19037H_035EA,B19037H_036EA,B19037H_036MA,B19037H_037EA,B19037H_037MA,B19037H_038EA,B19037H_038MA,B19037H_039EA,B19037H_039MA,B19037H_040EA,B19037H_040MA,B19037H_041EA,B19037H_041MA,B19037H_042MA,B19037H_042EA,B19037H_043EA,B19037H_043MA,B19037H_044EA,B19037H_044MA,B19037H_045EA,B19037H_045MA,B19037H_046EA,B19037H_046MA,B19037H_047EA,B19037H_047MA,B19037H_048MA,B19037H_048EA,B19037H_049MA,B19037H_049EA,B19037H_050MA,B19037H_050EA,B19037H_051EA,B19037H_051MA,B19037H_052EA,B19037H_052MA,B19037H_053MA,B19037H_053EA,B19037H_054MA,B19037H_054EA,B19037H_055EA,B19037H_055MA,B19037H_056EA,B19037H_056MA,B19037H_057EA,B19037H_057MA,B19037H_058EA,B19037H_058MA,B19037H_059MA,B19037H_059EA,B19037H_060EA,B19037H_060MA,B19037H_061MA,B19037H_061EA,B19037H_062EA,B19037H_062MA,B19037H_063EA,B19037H_063MA,B19037H_064MA,B19037H_064EA,B19037H_065EA,B19037H_065MA,B19037H_066EA,B19037H_066MA,B19037H_067EA,B19037H_067MA,B19037H_068EA,B19037H_068MA,B19037H_069EA,B19037H_069MA,state
0400000US06,6325940,21110,173792,6276,29788,2697,13590,1950,13051,1932,13359,1973,12553,1667,10774,1588,10634,1770,9078,1525,6320,1444,13570,1714,15734,2161,12935,1816,5089,1043,2524,640,2577,910,2216,914,1733422,14672,82220,5789,47169,3370,41835,3434,53332,4257,52043,3567,62223,3772,56101,4256,68975,4851,61089,4261,128292,6026,184187,5999,254036,8218,200733,6991,130887,5519,152021,5949,158279,5611,2640917,13416,127790,5765,95287,4559,73701,4182,85474,3656,73226,4714,83218,4795,76558,3835,81286,3852,77472,3747,163535,6435,244268,7258,354999,8726,295929,7848,204102,7961,263286,6378,340786,6696,1777809,9378,82747,4354,134294,6289,132701,5047,117467,5334,107703,4745,107782,5211,96456,4218,82801,3802,80023,3372,134100,5047,165068,4836,177573,4737,120094,4287,69447,3627,76795,3411,92758,3935,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1532181,7677,68196,3467,12497,2033,7058,1566,5855,980,7202,1466,4662,1036,4832,1265,4715,1215,3113,762,2846,977,5781,1297,4505,1249,3002,769,1092,607,371,236,353,481,312,266,505813,6217,17714,2417,10202,1504,15301,2352,17911,1840,15723,1929,22759,2656,22166,2309,24427,2481,21848,2371,46886,3147,62643,3843,81869,3990,55674,3318,31288,2159,32694,3148,26708,2490,631696,6121,34071,2682,20536,2062,17431,1794,19128,2222,18909,1872,24457,2071,21995,1891,25434,2377,24589,1731,48012,2902,64693,3171,91293,3715,69786,3907,47722,2756,51358,3113,52282,2585,326476,3823,17577,1473,23465,2183,22598,1929,24804,2265,22575,1781,20206,1800,17382,1901,17400,1745,15853,1566,27237,1638,33449,2278,34531,2212,17644,1557,9980,1313,10024,1165,11751,1523,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1018149,6486,17067,2082,2751,907,1029,548,1110,537,1195,553,722,360,1123,672,883,466,1507,756,552,341,2359,829,1255,515,1394,436,534,342,289,317,164,160,200,254,260660,4321,8707,1528,4814,1361,4256,1262,4996,1336,6496,1365,8040,1516,6515,1212,9124,1492,8010,1745,21057,2477,32012,2753,42911,2799,33733,2504,22468,2235,22388,2019,25133,2134,456097,4270,15859,2009,11203,1733,7934,1351,10683,1583,8364,1286,9394,1308,12625,1441,13109,1907,12750,1463,28326,2598,41482,2701,66520,3390,61022,3708,40839,2942,51709,3656,64278,3456,284325,3442,12386,1610,20285,1887,22255,2004,21012,1721,20999,2137,17346,1634,16051,1640,13575,1462,10961,1137,22451,1940,24475,1707,29765,2004,17851,1707,12213,1264,9697,1190,13003,1115,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239952,3154,7038,1294,1497,516,618,351,244,187,293,251,677,715,489,252,150,183,701,418,128,153,593,401,865,537,215,225,182,203,64,108,286,352,36,61,63980,2313,1968,644,1105,625,1154,486,2962,947,1849,587,1984,644,1861,608,3171,859,1979,625,5795,1189,7930,1321,12398,1768,8667,1466,4341,854,3895,1036,2921,693,97198,2266,3067,775,2035,608,2848,912,4317,1031,3312,977,3921,1019,3619,810,4473,1184,3241,765,7607,1134,10379,1203,15013,2024,12514,1756,6641,1025,7704,1374,6507,1054,71736,1818,3704,818,4536,849,5882,1036,5476,973,4870,871,4330,823,4593,994,4201,721,3156,684,5620,1106,6554,964,7762,1129,4457,844,2412,612,2021,529,2162,609,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108213,2429,7180,1087,1154,474,393,304,140,110,390,318,156,169,240,199,438,259,597,343,501,311,369,247,811,439,709,340,779,349,234,142,269,146,0,197,56624,2011,1510,587,188,186,228,189,209,237,1379,879,1043,462,523,322,1298,561,1427,628,3449,1381,4512,910,8950,1189,7723,1364,5413,810,7695,1281,11077,1287,28326,1149,895,425,476,305,456,269,558,356,496,351,444,293,357,279,437,280,448,386,898,458,833,405,2184,643,3663,944,2744,631,3608,785,9829,1187,16083,888,678,362,250,206,614,373,533,328,483,353,475,327,409,297,424,288,353,254,903,572,1210,448,1101,493,2889,669,586,335,1557,552,3618,663,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4668029,19568,117553,5238,23993,2387,10874,1925,9633,1745,12363,1825,11059,1804,10290,1585,5846,1249,6188,1455,5780,1485,7469,1706,6849,1258,3876,1158,2014,800,475,275,489,414,355,314,1074889,11265,55318,4401,36143,3492,37007,3432,50056,4038,51377,4043,59230,3985,54414,3980,63967,5150,50547,4099,97168,5173,131858,6741,155753,6313,96066,5605,49237,3412,44511,3542,42237,3364,1804653,12282,122744,6255,74410,4434,72778,4504,78815,4404,78375,3856,83487,4658,74311,4076,85435,4457,77451,3876,148330,6125,196163,6560,230420,6860,173943,6485,96467,4388,99501,4747,112023,5195,1670934,9771,94452,4843,131127,5431,143917,5370,134671,5175,121689,4054,111798,4633,104036,4769,92453,4019,78027,3778,142104,5142,147488,6393,151675,5542,81252,4298,43448,2931,39626,2931,53171,3186,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2118331,11928,79007,4737,16118,2346,6694,1282,6644,1461,7299,1576,7128,1620,6286,1365,5218,1233,5200,1282,3345,845,5626,1252,4508,1088,2921,943,1441,605,445,357,127,141,7,13,655991,8106,38070,3301,17821,2405,19467,2575,22144,2268,29138,3315,28998,2864,34121,3238,33373,3557,26563,2886,61593,4195,82453,5013,93018,4570,67950,4785,36169,2968,35703,3025,29410,2422,862563,7085,53296,3761,34063,2916,31239,2584,32944,2668,32732,2924,33940,2671,31079,3157,32142,2925,33158,3081,63893,3836,94777,5072,121258,5031,85737,4346,52423,3429,59004,3620,70878,3917,520770,5599,32815,2852,47996,3093,44879,3539,43853,3100,36470,3176,32611,2407,30181,2730,27560,2052,26879,2084,39201,2960,48479,2854,44098,2779,24691,2029,13999,1557,13629,1577,13429,1754,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,140124,2892,6107,947,240,248,142,139,286,364,596,380,299,186,265,209,263,214,383,293,392,274,416,275,1667,549,507,369,163,193,165,271,174,220,149,179,44522,1932,2140,642,876,467,1327,612,1408,560,1776,676,1993,655,1846,597,1941,653,2349,691,3288,1012,6197,1279,7591,1609,5454,981,2115,664,1932,614,2289,674,56501,1967,5853,1247,1884,759,2213,793,1756,722,1072,357,1436,622,2594,750,1789,586,1448,465,3649,935,5414,988,7867,1322,5874,1068,4497,861,4716,748,4439,851,32994,1144,1423,461,922,327,1962,742,2443,736,839,390,1609,554,1431,670,1310,497,1133,358,2302,607,2537,656,4568,928,2946,666,2225,736,2594,603,2750,696,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,515695,4816,29768,2459,4037,1014,2471,1083,3501,941,2689,899,3080,978,3170,976,1984,773,2519,896,1619,696,1572,641,1515,731,1470,731,91,101,50,78,0,187,0,187,161066,3914,9651,1697,7164,1618,8098,1387,7904,1333,7143,1397,10646,2085,10543,2028,8649,1551,7966,1397,15926,2484,22133,2503,22055,2605,11593,1744,4669,1157,3779,1378,3147,1120,195446,3633,9751,1323,8795,1660,7550,1101,9778,1465,9027,1182,10136,1282,9517,1952,9437,1192,9224,1602,18181,2049,24799,2222,26833,1978,17913,2052,9270,1488,8711,1453,6524,1203,129415,2281,10171,1566,11845,1387,11415,1457,11431,1270,12104,1335,8319,1059,7671,1239,7569,1448,5394,984,10589,1463,11007,1303,9217,1254,5480,1003,2449,700,2379,609,2375,674,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3330225,12229,104793,4515,23563,2572,8271,1379,9650,1732,9468,1685,7378,1152,6642,1377,6256,1259,5839,1155,3639,870,7092,1066,6981,1621,6165,1227,2078,704,914,535,545,422,312,242,1007473,9099,42807,3333,26244,2305,29310,2493,32144,2708,30971,2806,38298,2980,38111,2911,45339,2931,39514,2978,82230,3774,122959,4241,170143,6566,114291,6135,69455,3811,63318,3421,62339,3384,1359991,6142,65532,3650,37272,3030,41612,2903,44966,2408,38393,3043,48959,2727,48015,2527,49330,3181,46632,2798,100969,4473,148817,5345,205814,6119,151783,5249,100060,5216,112354,4737,119483,4483,857968,5354,46832,2922,69707,3295,79947,4141,68035,2989,64828,3191,57053,3464,53730,2523,46670,3019,39170,2438,67024,2739,76656,3513,77669,3189,41692,2269,23565,1894,23004,1824,22386,1975,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
