GEO_ID,B27001A_001E,B27001A_001M,B27001A_002E,B27001A_002M,B27001A_003E,B27001A_003M,B27001A_004E,B27001A_004M,B27001A_005E,B27001A_005M,B27001A_006E,B27001A_006M,B27001A_007E,B27001A_007M,B27001A_008E,B27001A_008M,B27001A_009E,B27001A_009M,B27001A_010E,B27001A_010M,B27001A_011E,B27001A_011M,B27001A_012E,B27001A_012M,B27001A_013E,B27001A_013M,B27001A_014E,B27001A_014M,B27001A_015E,B27001A_015M,B27001A_016E,B27001A_016M,B27001A_017E,B27001A_017M,B27001A_018E,B27001A_018M,B27001A_019E,B27001A_019M,B27001A_020E,B27001A_020M,B27001A_021E,B27001A_021M,B27001A_022E,B27001A_022M,B27001A_023E,B27001A_023M,B27001A_024E,B27001A_024M,B27001A_025E,B27001A_025M,B27001A_026E,B27001A_026M,B27001A_027E,B27001A_027M,B27001A_028E,B27001A_028M,NAME,B27001A_001MA,B27001A_001EA,B27001A_002MA,B27001A_002EA,B27001A_003EA,B27001A_003MA,B27001A_004EA,B27001A_004MA,B27001A_005MA,B27001A_005EA,B27001A_006MA,B27001A_006EA,B27001A_007MA,B27001A_007EA,B27001A_008EA,B27001A_008MA,B27001A_009EA,B27001A_009MA,B27001A_010MA,B27001A_010EA,B27001A_011MA,B27001A_011EA,B27001A_012EA,B27001A_012MA,B27001A_013MA,B27001A_013EA,B27001A_014EA,B27001A_014MA,B27001A_015EA,B27001A_015MA,B27001A_016MA,B27001A_016EA,B27001A_017EA,B27001A_017MA,B27001A_018MA,B27001A_018EA,B27001A_019EA,B27001A_019MA,B27001A_020EA,B27001A_020MA,B27001A_021MA,B27001A_021EA,B27001A_022MA,B27001A_022EA,B27001A_023EA,B27001A_023MA,B27001A_024MA,B27001A_024EA,B27001A_025EA,B27001A_025MA,B27001A_026EA,B27001A_026MA,B27001A_027MA,B27001A_027EA,B27001A_028EA,B27001A_028MA,state
0400000US06,23319074,57106,1723353,15255,1624926,15708,98427,6474,3581893,21928,3272717,21828,309176,12704,2258388,11528,1645426,14113,612962,14378,3166946,14607,2229069,17850,937877,15534,3033668,13951,2321495,16176,712173,15638,3331223,11763,2671573,14113,659650,11404,2916653,7491,2482131,11907,434522,10702,1815527,6132,1787453,6311,28074,2911,1491423,5169,1479909,4926,11514,1815,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4309161,16465,320008,6114,298886,6268,21122,3104,654628,6241,597375,7970,57253,6381,400738,3557,312127,4533,88611,4867,610514,5201,464230,6201,146284,6113,581411,4526,478326,5488,103085,5569,620245,3470,525952,5677,94293,5593,573745,2199,504329,4599,69416,4150,323539,1784,321280,1848,2259,730,224333,1636,223535,1631,798,518,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2767976,10845,160511,3679,156297,3725,4214,1134,401304,4543,388197,5340,13107,3049,238528,2639,211392,3606,27136,3470,306622,3581,257551,3788,49071,4010,337981,3145,303859,3543,34122,3300,462527,2308,420458,3877,42069,3295,401597,1914,372921,2436,28676,2400,244379,1173,242766,1291,1613,668,214527,932,213359,1367,1168,884,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,630463,3977,40217,1664,39045,1882,1172,553,84034,1666,81104,1640,2930,947,59653,1076,51686,1809,7967,1909,74209,1573,61187,2120,13022,1897,72754,1372,65362,1565,7392,1469,94863,1240,84891,1975,9972,1707,90758,569,83022,1495,7736,1430,65578,788,65396,779,182,263,48397,669,48397,669,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,247082,4182,14824,923,14775,932,49,86,12904,1088,12809,1104,95,118,34855,789,33652,876,1203,549,77058,1714,73319,2100,3739,1235,36726,1297,35567,1327,1159,571,24628,933,23371,929,1257,699,21639,741,20515,771,1124,488,14595,494,14595,494,0,197,9853,261,9812,275,41,69,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14548616,22981,853928,8811,789348,9029,64580,4947,1855932,11148,1638991,13541,216941,11042,1212200,6310,828015,10508,384185,10145,1665153,7073,1093319,13206,571834,12246,1770211,6536,1261304,13427,508907,12719,2124382,6868,1591454,14182,532928,13887,2004906,5029,1627769,9333,377137,9363,1646851,4068,1624613,5528,22238,3525,1415053,3415,1406708,3565,8345,1546,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5894862,16440,435717,6168,408175,5734,27542,3922,908630,8335,828050,8826,80580,6872,529345,5711,390671,7073,138674,7176,745647,7370,510848,8951,234799,9861,803125,5069,619573,7557,183552,7536,868482,4692,701446,7527,167036,7609,761895,2693,652860,5635,109035,5043,505182,2241,502795,2131,2387,867,336839,2205,334516,2311,2323,1109,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,317832,3553,19988,1262,19438,1201,550,476,26696,1128,25736,1208,960,453,24312,1239,21033,1353,3279,1031,48994,2057,43024,2080,5970,1187,40519,1171,35421,1609,5098,1396,46242,750,40994,1482,5248,1426,57803,942,52049,1394,5754,1205,33553,445,33299,465,254,219,19725,593,19725,593,0,177,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1440665,6931,122586,2802,114087,3207,8499,2128,253877,3420,231920,4599,21957,3245,136038,2583,104052,3256,31986,3624,185416,2682,136318,3763,49098,3953,174691,2729,132561,3763,42130,3363,186454,1891,149124,3362,37330,3164,180768,992,154532,2485,26236,2340,117770,913,117294,894,476,331,83065,744,82892,752,173,158,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9252473,24570,646594,7059,629219,7456,17375,2262,1391736,10157,1348865,10778,42871,3831,839226,4826,691837,7166,147389,6904,1240682,7734,979664,7950,261018,8993,1186669,5691,1001245,7897,185424,7383,1379007,4674,1196885,7543,182122,6459,1216988,3566,1081076,5926,135912,5465,739020,2504,731170,3039,7850,1611,612551,2960,609888,3015,2663,744,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
