GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,NAME,B08012_001EA,B08012_001MA,B08012_002MA,B08012_002EA,B08012_003MA,B08012_003EA,B08012_004MA,B08012_004EA,B08012_005EA,B08012_005MA,B08012_006EA,B08012_006MA,B08012_007MA,B08012_007EA,B08012_008MA,B08012_008EA,B08012_009EA,B08012_009MA,B08012_010EA,B08012_010MA,B08012_011EA,B08012_011MA,B08012_012EA,B08012_012MA,B08012_013MA,B08012_013EA,B08012_014EA,B08012_014MA,B08012_015MA,B08012_015EA,B08012_016EA,B08012_016MA,B08012_017EA,B08012_017MA,B08012_018MA,B08012_018EA,B08012_019EA,B08012_019MA,B08012_020EA,B08012_020MA,B08012_021EA,B08012_021MA,B08012_022EA,B08012_022MA,B08012_023EA,B08012_023MA,B08012_024MA,B08012_024EA,B08012_025EA,B08012_025MA,B08012_026EA,B08012_026MA,B08012_027EA,B08012_027MA,B08012_028EA,B08012_028MA,B08012_029MA,B08012_029EA,B08012_030EA,B08012_030MA,B08012_031EA,B08012_031MA,B08012_032EA,B08012_032MA,B08012_033EA,B08012_033MA,B08012_034EA,B08012_034MA,B08012_035MA,B08012_035EA,B08012_036MA,B08012_036EA,B08012_037MA,B08012_037EA,B08012_038EA,B08012_038MA,B08012_039MA,B08012_039EA,state
0400000US06,15567196,43055,322514,9648,1307673,20602,2088857,25271,2410314,27379,2316275,26781,881633,15010,2345526,23369,382289,11886,619210,14089,1254614,19563,1138548,17755,499743,11820,8564742,30820,167087,7001,649937,13352,1073842,18241,1271251,17833,1253355,18244,481392,10141,1338617,20286,215070,8599,358581,11203,729382,14469,706327,13832,319901,10053,7002454,31042,155427,6653,657736,13575,1015015,14933,1139063,16512,1062920,18895,400241,9549,1006909,14979,167219,7139,260629,6908,525232,11663,432221,10617,179842,7255,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2370579,16220,84345,5021,252414,8755,337861,8879,378388,9675,360036,9356,152017,6969,331534,8594,65847,3974,89680,4540,165984,6433,104348,5593,48125,3403,1294507,9532,47141,3632,125764,5555,173845,5529,201643,7648,192169,6652,83127,4945,185242,6961,36733,2725,49707,3380,100156,5016,67372,4112,31608,2881,1076072,11813,37204,2723,126650,5487,164016,6424,176745,6459,167867,5976,68890,4416,146292,5270,29114,2610,39973,3134,65828,4063,36976,2948,16517,1973,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1656785,12692,48645,4248,171326,7239,255807,6512,266598,8495,265685,9817,98500,5359,214281,7043,46951,2621,55744,3505,102693,5575,87911,4782,42644,3046,854407,8592,24070,3092,79309,4926,125444,5133,131161,5559,132343,5544,48927,3556,110927,5059,26409,2309,31195,2979,60409,3854,53999,3582,30214,2443,802378,7600,24575,2351,92017,4817,130363,5122,135437,5313,133342,6320,49573,3642,103354,4494,20542,2011,24549,2461,42284,3226,33912,2763,12430,1515,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,403316,5869,10787,1677,36035,2977,59588,4201,69444,3510,61343,3765,26072,2300,51309,4289,11650,1877,15500,1982,29186,3364,21498,2138,10904,1396,203320,4320,6436,1201,18113,2024,29413,2510,31905,2810,28264,2431,12502,1758,26253,2323,6128,1215,7333,1333,15799,2185,13992,1898,7182,1041,199996,4202,4351,1087,17922,2320,30175,3385,37539,2653,33079,2527,13570,1654,25056,3041,5522,1247,8167,1425,13387,2016,7506,1201,3722,927,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,311014,6284,3365,1067,13561,2210,24275,2549,40295,3758,50417,3823,21448,2664,62901,4222,15717,1838,15935,2602,33629,2639,21836,2557,7635,1298,151288,4197,1763,830,7969,1651,11210,1557,21417,2076,24374,2620,10517,1722,30855,2676,6658,1131,6710,1319,15383,1605,10265,1823,4167,905,159726,4271,1602,677,5592,1099,13065,1978,18878,2722,26043,2435,10931,1702,32046,2900,9059,1481,9225,2029,18246,1972,11571,1696,3468,1089,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7757026,33094,145170,8111,585716,14617,1004703,21171,1230977,19164,1271607,22718,512161,12585,1273170,22759,238913,9902,309747,9667,641035,18011,382414,10649,161413,8009,4040364,22612,78849,5466,284905,10177,493914,14003,615811,14079,653664,14619,255720,8421,680040,16301,127879,6394,169887,7705,349690,13619,225741,8525,104264,6609,3716662,23636,66321,4973,300811,10745,510789,14655,615166,14224,617943,14336,256441,8505,593130,12847,111034,6406,139860,6110,291345,9769,156673,6914,57149,4388,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4011658,24001,98513,5554,332923,11474,532475,15001,637623,13391,588337,13770,240481,10085,575998,14133,124098,6675,159624,6804,377585,11947,247964,9100,96037,6355,2129166,15977,53828,4512,165967,7476,266687,9711,318142,10722,307824,9255,125714,7240,315801,9792,69687,5388,84973,5241,213717,8579,146077,7348,60749,4913,1882492,16253,44685,3113,166956,7298,265788,10251,319481,8375,280513,9270,114767,5921,260197,8813,54411,3922,74651,5232,163868,6815,101887,4833,35288,3441,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,640879,7415,14874,2082,62420,3909,88893,5159,95708,4641,93606,4382,30975,2966,105977,4267,16292,2232,25995,2270,53182,3965,38415,3029,14542,1812,351568,5229,9983,1700,34590,2772,47631,3895,52162,3199,52194,3238,16797,2228,61279,2981,7580,1456,12529,1453,30081,3100,18481,2004,8261,1321,289311,5082,4891,1081,27830,2661,41262,2985,43546,2782,41412,2881,14178,1680,44698,3166,8712,1317,13466,1756,23101,2151,19934,2213,6281,1107,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,656748,8247,37576,3170,108181,6152,119165,5460,117549,5763,89920,5629,40218,4411,65016,4174,11146,2128,13211,1899,25201,2753,17609,2598,11956,1707,359183,4998,19747,2045,60057,4592,61134,3669,62745,3596,48452,3698,20512,2487,36412,3591,6767,1590,7311,1329,14746,2192,12182,2108,9118,1317,297565,6696,17829,2201,48124,3635,58031,3868,54804,4077,41468,4103,19706,3033,28604,2639,4379,1222,5900,1233,10455,1554,5427,1095,2838,829,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5683562,23005,159369,5423,545729,13026,743685,13612,734633,12787,748042,14262,334714,9984,801716,16020,181875,6638,273082,7625,555939,12312,453194,9138,151584,6165,2967412,13811,80350,3832,258906,8368,356831,9300,361308,8995,376989,8906,173774,6657,435153,10086,100189,5369,156799,6089,310856,9066,265540,7000,90717,4519,2716150,16588,79019,3836,286823,8622,386854,9802,373325,9669,371053,9357,160940,6199,366563,10999,81686,4304,116283,4526,245083,7143,187654,6160,60867,3724,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
