GEO_ID,B13016_001E,B13016_001M,B13016_002E,B13016_002M,B13016_003E,B13016_003M,B13016_004E,B13016_004M,B13016_005E,B13016_005M,B13016_006E,B13016_006M,B13016_007E,B13016_007M,B13016_008E,B13016_008M,B13016_009E,B13016_009M,B13016_010E,B13016_010M,B13016_011E,B13016_011M,B13016_012E,B13016_012M,B13016_013E,B13016_013M,B13016_014E,B13016_014M,B13016_015E,B13016_015M,B13016_016E,B13016_016M,B13016_017E,B13016_017M,NAME,B13016_001EA,B13016_001MA,B13016_002MA,B13016_002EA,B13016_003MA,B13016_003EA,B13016_004MA,B13016_004EA,B13016_005MA,B13016_005EA,B13016_006MA,B13016_006EA,B13016_007MA,B13016_007EA,B13016_008MA,B13016_008EA,B13016_009EA,B13016_009MA,B13016_010EA,B13016_010MA,B13016_011MA,B13016_011EA,B13016_012MA,B13016_012EA,B13016_013MA,B13016_013EA,B13016_014EA,B13016_014MA,B13016_015EA,B13016_015MA,B13016_016MA,B13016_016EA,B13016_017MA,B13016_017EA,state
0400000US06,9566715,8215,505431,12881,24197,2225,93003,5644,124762,5692,136290,5395,86445,4628,29211,2377,11523,1629,9061284,14353,1298873,5318,1311231,6688,1217832,5643,1182307,6032,1169430,12132,1290542,11655,1591069,8468,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1264490,3344,69995,3413,3044,885,13261,2041,18280,1980,19669,2002,11447,1933,3581,932,713,344,1194495,4922,161855,2556,163881,3137,163099,2359,161381,2381,157660,4365,172287,3988,214332,3350,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,865205,3029,38839,3109,1485,582,4942,1236,8001,1256,13850,1732,6242,1021,3512,1106,807,351,826366,4395,124478,1761,106163,1804,98988,1508,95394,2051,97876,3500,127685,3498,175782,2929,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,222132,1392,12961,2218,700,434,1967,768,3234,1057,3651,836,2266,1106,769,452,374,315,209171,2708,30573,1224,30255,1006,26164,1092,24041,1111,27437,1894,28131,1833,42570,1339,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,192543,956,7632,1053,368,249,1292,598,1912,597,1959,633,1797,586,115,142,189,169,184911,1399,21401,1593,30140,1622,39187,603,31054,636,20914,1533,19729,1529,22486,892,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4467985,8400,224836,8016,10376,1880,44756,4273,62672,4129,52709,4290,38080,3742,11410,1614,4833,1078,4243149,11882,571780,5466,602776,5723,534576,4623,532584,5207,538723,10776,621685,10292,841025,7350,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2525314,7658,157038,6185,8740,1630,32492,3300,38861,3189,38787,3631,21002,2822,11837,2000,5319,1118,2368276,10253,335586,6097,316913,5924,295760,4250,308146,5049,322318,8176,361577,7541,427976,5001,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,321458,1934,20898,2101,921,464,3811,951,6166,1223,5585,1088,3108,785,1170,421,137,119,300560,2686,38518,1040,42306,1184,41361,1196,40273,1252,39929,2320,42232,2254,55941,1520,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372138,2642,24546,2778,1284,591,6619,1476,8329,1583,4772,1065,2211,856,739,464,592,428,347592,3925,55396,2500,49659,2472,43471,1832,45729,1519,44982,2840,48684,2820,59671,1920,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3162903,5749,158016,5614,8326,1567,28498,2674,38315,3038,48094,3236,23913,2765,7443,1437,3427,825,3004887,7477,424654,3546,410884,3850,405441,3907,395646,3720,389897,6286,432572,6888,545793,4574,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
