GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001MA,B27001I_001EA,B27001I_002MA,B27001I_002EA,B27001I_003EA,B27001I_003MA,B27001I_004EA,B27001I_004MA,B27001I_005EA,B27001I_005MA,B27001I_006MA,B27001I_006EA,B27001I_007MA,B27001I_007EA,B27001I_008EA,B27001I_008MA,B27001I_009EA,B27001I_009MA,B27001I_010EA,B27001I_010MA,B27001I_011EA,B27001I_011MA,B27001I_012MA,B27001I_012EA,B27001I_013MA,B27001I_013EA,B27001I_014EA,B27001I_014MA,B27001I_015EA,B27001I_015MA,B27001I_016EA,B27001I_016MA,B27001I_017MA,B27001I_017EA,B27001I_018MA,B27001I_018EA,B27001I_019EA,B27001I_019MA,B27001I_020EA,B27001I_020MA,B27001I_021EA,B27001I_021MA,B27001I_022EA,B27001I_022MA,B27001I_023MA,B27001I_023EA,B27001I_024MA,B27001I_024EA,B27001I_025MA,B27001I_025EA,B27001I_026EA,B27001I_026MA,B27001I_027EA,B27001I_027MA,B27001I_028MA,B27001I_028EA,state
0400000US51,666414,3520,86532,2376,80235,2642,6297,1750,134602,2185,116767,3744,17835,2915,76671,3150,45469,3216,31202,2834,129736,3902,66553,4666,63183,5295,106994,3048,58310,4664,48684,4618,72771,2667,47359,3188,25412,2860,35932,1799,24598,2204,11334,1534,14949,1422,13236,1440,1713,861,8227,1099,7500,1207,727,585,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,795403,1385,113665,2183,106674,3007,6991,2088,199702,2046,180245,3413,19457,3333,101403,2228,55190,2759,46213,2963,130206,2518,63861,4068,66345,4307,113169,2224,60975,3182,52194,3061,72631,2198,42672,3224,29959,3191,39723,1280,27601,1860,12122,1715,17157,1243,15884,1281,1273,579,7747,840,7335,832,412,344,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22630,1668,4606,879,4512,882,94,109,3977,752,3836,750,141,125,2860,590,2254,665,606,358,3254,950,2084,680,1170,561,2804,937,2269,934,535,299,1955,671,1626,602,329,277,1540,506,1336,493,204,168,994,354,994,354,0,182,640,363,640,363,0,182,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,349785,932,52625,2021,49519,2016,3106,1246,87453,1961,73976,2892,13477,2582,43108,1966,30103,2395,13005,1726,58727,2933,32326,2762,26401,2545,47620,2597,26951,2181,20669,2408,31455,1711,21688,1584,9767,1634,17111,966,12181,1082,4930,820,7118,710,6494,664,624,499,4568,874,4122,902,446,290,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53424,710,6412,970,5772,880,640,430,11413,1031,8570,965,2843,932,7577,1440,5173,1332,2404,818,8326,1636,4154,1179,4172,1211,6518,1116,3435,855,3083,1083,5306,982,3792,946,1514,711,4272,911,3522,845,750,379,1947,756,1914,763,33,56,1653,854,1653,854,0,185,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3607155,4044,252551,3667,245309,3975,7242,1738,590345,3625,562723,5127,27622,3867,378845,2995,346470,4742,32375,3561,446078,3668,385695,4522,60383,3860,467156,2852,417286,4365,49870,3535,470603,1647,425590,3926,45013,3494,431989,1273,400562,3018,31427,2747,331653,1549,329234,1641,2419,640,237935,1495,235739,1677,2196,816,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,182796,3277,32195,1901,29866,2136,2329,1250,39636,2488,33762,3005,5874,1609,22061,2500,13142,2088,8919,1644,37027,2954,10783,2134,26244,3233,25827,2269,10307,1743,15520,1941,13445,2025,8305,1349,5140,1519,7648,1337,5081,1006,2567,1099,3237,753,3158,752,79,135,1720,574,1583,553,137,240,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40914,849,5471,490,5097,618,374,228,9557,514,8515,591,1042,523,5527,1051,4000,980,1527,691,7186,925,5306,973,1880,598,4940,893,3557,795,1383,582,3920,1046,2850,956,1070,435,2939,499,2129,457,810,402,946,289,920,293,26,43,428,391,428,391,0,143,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1936580,2279,239920,2904,208533,3849,31387,2990,465051,2962,374930,7158,90121,6779,241474,1649,145105,6332,96369,6381,287493,1955,172347,4952,115146,4861,263064,1847,159618,6298,103446,6316,201811,1442,132096,4317,69715,4216,129251,783,91760,2855,37491,2775,66238,867,62573,1378,3665,950,42278,901,40650,1242,1628,731,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,195224,1052,28476,1797,27221,2048,1255,734,51257,2003,43880,2466,7377,1600,24802,2275,11540,1712,13262,1572,32510,2815,15120,2263,17390,2390,29015,2354,15097,2366,13918,2000,17487,1938,10872,1779,6615,1325,7570,1226,5484,916,2086,1025,3474,989,3191,942,283,356,633,320,541,285,92,135,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
