GEO_ID,C16004_001E,C16004_001M,C16004_002E,C16004_002M,C16004_003E,C16004_003M,C16004_004E,C16004_004M,C16004_005E,C16004_005M,C16004_006E,C16004_006M,C16004_007E,C16004_007M,C16004_008E,C16004_008M,C16004_009E,C16004_009M,C16004_010E,C16004_010M,C16004_011E,C16004_011M,C16004_012E,C16004_012M,C16004_013E,C16004_013M,C16004_014E,C16004_014M,C16004_015E,C16004_015M,C16004_016E,C16004_016M,C16004_017E,C16004_017M,C16004_018E,C16004_018M,C16004_019E,C16004_019M,C16004_020E,C16004_020M,C16004_021E,C16004_021M,C16004_022E,C16004_022M,C16004_023E,C16004_023M,C16004_024E,C16004_024M,C16004_025E,C16004_025M,C16004_026E,C16004_026M,C16004_027E,C16004_027M,C16004_028E,C16004_028M,C16004_029E,C16004_029M,C16004_030E,C16004_030M,C16004_031E,C16004_031M,C16004_032E,C16004_032M,C16004_033E,C16004_033M,C16004_034E,C16004_034M,C16004_035E,C16004_035M,C16004_036E,C16004_036M,C16004_037E,C16004_037M,C16004_038E,C16004_038M,C16004_039E,C16004_039M,C16004_040E,C16004_040M,C16004_041E,C16004_041M,C16004_042E,C16004_042M,C16004_043E,C16004_043M,NAME,C16004_001EA,C16004_001MA,C16004_002MA,C16004_002EA,C16004_003MA,C16004_003EA,C16004_004EA,C16004_004MA,C16004_005MA,C16004_005EA,C16004_006EA,C16004_006MA,C16004_007EA,C16004_007MA,C16004_008MA,C16004_008EA,C16004_009EA,C16004_009MA,C16004_010MA,C16004_010EA,C16004_011EA,C16004_011MA,C16004_012EA,C16004_012MA,C16004_013MA,C16004_013EA,C16004_014MA,C16004_014EA,C16004_015EA,C16004_015MA,C16004_016EA,C16004_016MA,C16004_017EA,C16004_017MA,C16004_018EA,C16004_018MA,C16004_019MA,C16004_019EA,C16004_020EA,C16004_020MA,C16004_021EA,C16004_021MA,C16004_022EA,C16004_022MA,C16004_023EA,C16004_023MA,C16004_024MA,C16004_024EA,C16004_025MA,C16004_025EA,C16004_026EA,C16004_026MA,C16004_027EA,C16004_027MA,C16004_028EA,C16004_028MA,C16004_029EA,C16004_029MA,C16004_030MA,C16004_030EA,C16004_031MA,C16004_031EA,C16004_032EA,C16004_032MA,C16004_033EA,C16004_033MA,C16004_034EA,C16004_034MA,C16004_035MA,C16004_035EA,C16004_036MA,C16004_036EA,C16004_037EA,C16004_037MA,C16004_038EA,C16004_038MA,C16004_039EA,C16004_039MA,C16004_040EA,C16004_040MA,C16004_041MA,C16004_041EA,C16004_042MA,C16004_042EA,C16004_043EA,C16004_043MA,state
0400000US18,6113177,2538,1165262,3370,1048189,5873,72097,4218,54037,3738,18060,2711,29770,2970,21230,2425,8540,1675,10888,2002,6702,1788,4186,1413,4318,1753,3389,1646,929,629,4058489,3498,3695869,9524,197104,6780,102078,6278,95026,5258,91809,5641,73001,4966,18808,2516,56416,3205,25786,3310,30630,2620,17291,2675,12786,2319,4505,1270,889426,2326,852230,2851,13859,1549,6151,1034,7708,1129,17225,2231,10473,1738,6752,1432,4195,1024,1703,675,2492,780,1917,778,999,408,918,509,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2878189,2164,526669,2684,477288,4023,31758,2326,24773,2446,6985,1192,8748,1771,6009,1443,2739,965,6412,1039,3801,818,2611,792,2463,999,1687,876,776,485,1881902,2417,1735055,5123,77051,2701,39184,2797,37867,2673,30531,3653,21986,2683,8545,1821,29704,1905,13213,1619,16491,1871,9561,1816,6794,1523,2767,916,469618,1809,457249,1998,3891,920,2260,626,1631,608,5672,1046,4101,812,1571,619,2354,560,752,428,1602,426,452,288,213,143,239,251,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2684487,1807,519859,2136,448298,4653,55854,3397,45911,3035,9943,1755,6532,1308,5763,1203,769,435,7871,1369,5332,1394,2539,887,1304,625,923,463,381,262,1770404,2165,1560802,6398,137341,4653,69069,3659,68272,4000,25569,3034,20695,2587,4874,1017,36502,2784,17445,2140,19057,2196,10190,2383,6870,1705,3320,1302,394224,1549,375063,1858,8349,940,3566,732,4783,916,6589,1135,5743,1023,846,365,3816,975,739,430,3077,920,407,209,370,193,37,59,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4103742,1986,741306,2350,697037,4536,24725,2801,18364,2252,6361,1616,8959,1907,7159,1838,1800,643,7040,1253,5330,1183,1710,627,3545,1789,2350,1218,1195,943,2748810,2625,2604756,6052,74874,4162,35645,2731,39229,3539,32158,2587,24151,2538,8007,1305,25933,2247,13547,1881,12386,1780,11089,2622,7567,2212,3522,1166,613626,2097,602482,2310,3394,750,2076,656,1318,403,4970,948,3146,716,1824,813,2582,543,1002,404,1580,445,198,140,179,138,19,25,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4292613,2663,809844,2956,762808,3999,27302,2911,21587,2488,5715,1430,9924,1794,9153,1671,771,447,8182,1406,6350,1387,1832,581,1628,811,1528,792,100,126,2885019,2857,2640601,7443,114565,5154,62509,4358,52056,4072,81506,5113,69144,4464,12362,2135,41757,2331,22738,2051,19019,1689,6590,1336,4661,1078,1929,698,597750,2450,527798,3533,11434,1418,5360,1203,6074,1183,52998,2965,41111,2517,11887,1580,4907,1040,750,391,4157,876,613,599,223,187,390,544,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1263002,939,199797,1356,186434,2700,3292,1520,3043,1482,249,250,5169,1759,4499,1746,670,326,2921,749,2526,712,395,291,1981,769,1473,686,508,332,837232,1405,783342,4020,8390,1853,6998,1779,1392,425,33405,3240,27008,2869,6397,1520,8179,1015,3787,864,4392,1078,3916,923,2164,620,1752,620,225973,737,203855,2271,924,375,808,368,116,100,19760,1899,15253,1683,4507,916,993,519,165,156,828,501,441,291,356,279,85,87,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5519938,1612,978310,1927,810747,5807,84454,3904,66153,3505,18301,2884,39881,3962,35225,3767,4656,1005,29858,2598,21623,2461,8235,1535,13370,2323,11428,2097,1942,719,3778947,2163,3080297,14055,290615,8724,139961,6585,150654,7761,177647,9262,133199,8245,44448,3642,150211,5586,86898,4055,63313,4285,80177,7217,59440,5700,20737,3140,762681,1726,678944,3425,18911,1133,8086,1268,10825,1060,33901,2726,21068,2006,12833,1939,24815,1611,8408,1346,16407,1690,6110,1389,3217,787,2893,1040,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6282285,988,1037396,1168,811849,8244,109679,4236,89089,4318,20590,2771,69045,4944,57153,4325,11892,2660,33937,2550,26565,2496,7372,1636,12886,2502,10718,2250,2168,916,4283858,1884,3272607,14786,385141,6522,212567,6774,172574,5741,382903,11564,253450,7510,129453,8732,185387,6785,92832,5813,92555,4838,57820,5336,35519,3891,22301,2904,961031,1864,794505,5777,31624,1451,7293,1067,24331,1299,106292,4959,51520,3711,54772,3531,22918,1483,3764,866,19154,1526,5692,1275,2508,745,3184,990,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9311715,1749,1695978,2180,1511844,6982,76848,4170,61268,3929,15580,1648,47117,3702,39979,3699,7138,1318,21751,2216,15834,1818,5917,1303,38418,3955,30984,3983,7434,1364,6173114,2668,5579175,10722,188563,6322,113003,5574,75560,4767,192294,7116,134839,5979,57455,3700,97580,4654,54745,3614,42835,3819,115502,6137,66317,4700,49185,3792,1442623,1840,1344428,3491,18873,1454,10783,1334,8090,1037,50552,2720,29474,2022,21078,2060,11954,1177,4126,826,7828,1055,16816,1887,5432,970,11384,1493,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5031558,1721,930219,2369,799667,5809,55222,3306,40825,2950,14397,1870,17565,2236,14375,1958,3190,1008,35250,2157,23296,2094,11954,1652,22515,3394,18208,2891,4307,1165,3371429,2145,2995254,8980,131868,4419,66409,4187,65459,4023,71792,4963,56114,3965,15678,2298,109806,3966,59338,3554,50468,3462,62709,4512,35819,3110,26890,3039,729910,1492,685906,2623,7071,1150,3276,716,3795,872,21803,2028,15730,1560,6073,1066,8901,1106,1944,704,6957,984,6229,1086,2778,597,3451,917,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2782530,2322,545273,2446,525513,3335,13833,2142,11195,1814,2638,1053,2301,872,1661,742,640,430,2440,770,1808,789,632,288,1186,593,1057,560,129,169,1834533,2002,1760002,5051,45552,3305,26497,2820,19055,2392,10673,1951,8346,1550,2327,837,13754,2613,7647,2341,6107,1398,4552,1216,3333,957,1219,656,402724,1682,396198,1639,1604,457,1068,362,536,326,3185,751,2408,728,777,437,1194,674,440,391,754,620,543,243,284,174,259,224,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5647397,2449,1029115,3176,957231,5172,34183,2913,26563,2703,7620,1636,20119,2825,14995,2271,5124,1215,11221,1565,7548,1522,3673,933,6361,2000,5033,1550,1328,915,3733957,3284,3493224,6863,98258,4962,56828,4298,41430,3657,66985,4704,48706,4236,18279,2539,54434,3481,25772,2580,28662,2893,21056,3553,14217,2636,6839,1824,884325,2302,856866,2591,7640,1210,4927,1060,2713,588,12416,1827,9241,1471,3175,903,6174,898,2275,637,3899,740,1229,518,867,417,362,284,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,946302,954,161301,1274,154618,1902,2578,707,1859,544,719,423,2085,902,1488,775,597,366,534,248,239,169,295,185,1486,570,1445,575,41,69,626416,1208,598077,2748,10343,1665,7766,1399,2577,676,8217,1451,6678,1230,1539,565,3403,767,1892,561,1511,552,6376,1180,5317,1051,1059,638,158585,1000,153314,1120,1438,615,853,446,585,335,2631,666,2133,573,498,251,501,334,53,74,448,322,701,231,581,201,120,126,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1723524,1369,330801,1833,280111,3290,37452,2632,28554,2465,8898,1684,4432,1138,2730,873,1702,708,4405,904,2654,890,1751,625,4401,1538,3157,1130,1244,765,1135751,1534,1004537,4022,85736,2559,37320,2679,48416,2821,18088,2123,12414,1670,5674,1259,19945,1752,8261,1548,11684,1304,7445,1367,4057,904,3388,1027,256972,1002,245643,1336,4045,726,1955,563,2090,560,5197,1003,3804,770,1393,567,1727,498,360,264,1367,397,360,229,200,126,160,185,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2576019,1369,481510,1486,322244,5768,134540,4905,113881,4707,20659,2825,6296,1260,5767,1195,529,344,14930,3054,11311,2450,3619,1383,3500,1464,2947,1425,553,461,1735023,1360,1182171,9441,380329,6171,187572,7073,192757,7335,46558,4785,34599,3905,11959,2107,107697,5330,64773,4803,42924,3821,18268,3319,12273,2412,5995,1824,359486,1286,293988,3316,28578,1790,12669,1765,15909,1606,13315,1852,8531,1451,4784,1242,21824,1600,9377,1552,12447,1666,1781,540,999,306,782,428,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1255212,859,209516,1284,191199,2711,6367,1583,4686,1455,1681,760,6274,1713,5384,1603,890,616,2930,960,2484,924,446,320,2746,1312,2432,1049,314,478,851599,1575,788618,3810,18036,1850,11347,1689,6689,1631,28276,2856,21376,2705,6900,1419,13053,1599,7023,1362,6030,1500,3616,1414,2466,1119,1150,756,194097,1200,175852,2057,1046,565,522,324,524,452,14936,1921,10945,1465,3991,906,1822,773,369,307,1453,752,441,256,435,255,6,12,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
