GEO_ID,C15010H_001E,C15010H_001M,C15010H_002E,C15010H_002M,C15010H_003E,C15010H_003M,C15010H_004E,C15010H_004M,C15010H_005E,C15010H_005M,C15010H_006E,C15010H_006M,NAME,C15010H_001EA,C15010H_001MA,C15010H_002EA,C15010H_002MA,C15010H_003MA,C15010H_003EA,C15010H_004EA,C15010H_004MA,C15010H_005EA,C15010H_005MA,C15010H_006EA,C15010H_006MA,state
0400000US30,190360,5429,68971,3584,20770,2327,27125,2329,35628,2596,37866,2485,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,317167,5688,85398,3631,33964,2318,68005,3354,66117,3128,63683,2709,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,290937,7200,94408,3858,24059,2309,68152,4252,41073,3118,63245,3229,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,298324,6974,101654,4303,25861,2228,60367,3471,39684,2538,70758,4226,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1490547,15391,503944,11280,108486,4314,321678,6964,208998,6266,347441,7988,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,242235,5687,92149,4109,19483,2024,34018,2977,38431,3654,58154,3979,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3164493,21952,1050447,14244,249261,8500,565616,13611,430753,10557,868416,12687,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1398088,15894,450482,10154,128402,6306,289479,8486,207292,6326,322433,7641,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,118530,4584,31107,2560,16000,2008,23454,1942,26119,2201,21850,2385,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1695092,16311,484499,10035,176027,5850,367233,9848,313433,8471,353900,8408,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,479894,7764,129131,4455,47756,2818,108172,3721,101267,3955,93568,3827,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,695171,11267,265522,7020,59926,3893,103559,4882,85169,4592,180995,6118,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2097685,19541,672915,9792,206819,6402,414257,9563,354655,7891,449039,8207,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,195788,6087,62984,3285,17909,1984,36930,2611,27733,2500,50232,3523,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,628993,12968,196089,6796,52171,2952,139656,5995,101613,4702,139464,5517,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,133422,4615,39347,2450,18667,2029,23838,2384,27662,2226,23908,1957,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,874659,10842,251209,7276,85420,4201,200190,6480,146406,5116,191434,6382,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2913180,24432,947608,16204,236144,8420,677215,13399,437124,10694,615089,14487,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,448491,8451,139436,5131,42278,2960,87304,3778,72837,3776,106636,3766,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,148422,3954,55295,2921,11180,1271,17872,1599,21433,1726,42642,2535,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1438152,14346,551945,10552,105567,4821,259175,7701,158433,5112,363032,8711,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1184492,14831,459038,10082,101487,4970,186206,6187,142717,4734,295044,9353,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,225635,6780,61117,3642,25840,2463,44268,3073,51039,3315,43371,3120,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,957651,12957,291325,7223,106147,4342,187654,5451,170325,4234,202200,6859,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,87589,4220,29041,2502,7439,1513,12939,1790,19776,2345,18394,2144,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,7246,1433,2673,862,812,510,2006,739,1053,550,702,389,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,583580,11118,161534,5941,57396,3668,141696,5754,109513,4827,113441,5656,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,106186,4416,41466,3185,10362,1574,14531,1628,15060,1819,24767,2451,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,912297,13964,292817,7737,83381,4778,190682,6142,145587,5888,199830,7999,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,344952,8847,94265,4695,36396,3141,76459,3759,75811,4184,62021,3859,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
