GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001EA,B12002I_001MA,B12002I_002MA,B12002I_002EA,B12002I_003MA,B12002I_003EA,B12002I_004EA,B12002I_004MA,B12002I_005EA,B12002I_005MA,B12002I_006EA,B12002I_006MA,B12002I_007MA,B12002I_007EA,B12002I_008MA,B12002I_008EA,B12002I_009MA,B12002I_009EA,B12002I_010EA,B12002I_010MA,B12002I_011EA,B12002I_011MA,B12002I_012EA,B12002I_012MA,B12002I_013MA,B12002I_013EA,state
0400000US06,10549387,758,5313563,1197,2510741,17686,2287170,18321,126116,5936,69628,3514,319908,10095,5235824,990,2110889,17004,2202969,17457,215170,7586,264277,7500,442519,10841,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,760301,883,387605,1447,165366,4419,171244,4650,10149,1938,5226,1145,35620,2980,372696,1442,128851,4373,169794,5251,15065,2143,17632,1983,41354,2753,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,371302,536,184448,684,92455,3211,70737,3547,4703,1277,1934,649,14619,1957,186854,718,83448,2896,64404,3052,6279,1202,8410,1231,24313,2314,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,53741,504,28081,402,12726,1168,13069,1061,505,466,306,216,1475,550,25660,572,9712,1228,11918,1268,850,531,849,378,2331,724,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,49423,-555555555,25590,-555555555,15854,1177,7460,1325,360,448,225,202,1691,975,23833,-555555555,12340,900,6874,1130,551,515,1309,548,2759,835,District of Columbia,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3532337,1935,1732017,2820,696635,10727,788735,11716,45241,4360,29381,2790,172025,6370,1800320,2479,567315,9064,756136,11154,75982,5754,144651,5781,256236,8010,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,606101,3488,330848,3161,147287,5360,156678,5162,7990,1959,4721,1533,14172,1837,275253,2998,91398,4972,140807,5142,12050,1851,9308,1815,21690,3048,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,90762,311,46879,493,22434,1747,18848,1491,1091,708,710,480,3796,889,43883,486,18009,1364,18255,1461,1058,494,2158,560,4403,965,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,121010,1059,63630,1327,26572,2260,28868,2176,855,596,1380,634,5955,1377,57380,1317,18784,2040,28830,2126,2548,1201,1109,548,6109,1342,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1478241,2245,766749,2028,349410,7355,347851,7983,16472,2286,9685,2015,43331,3241,711492,1966,280434,5138,315707,6762,22221,2293,34375,2409,58755,3697,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,272401,2204,141774,2372,65864,2969,61077,3235,2262,807,1172,449,11399,1554,130627,1850,53432,2628,56143,2847,4642,1127,5631,1095,10779,1781,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,103454,1742,54736,1438,24156,1627,24813,1712,1319,707,552,392,3896,1142,48718,1547,18686,2056,21815,1815,1917,732,1176,632,5124,1233,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,207709,1196,108590,1323,45940,2504,50424,2518,3086,933,1154,464,7986,1199,99119,1184,32863,2230,51092,2433,3879,950,3204,718,8081,1392,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,90241,1951,49060,1901,19825,1896,24333,2247,1362,554,339,227,3201,825,41181,1569,14335,1584,19410,1577,1498,589,1070,422,4868,1076,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,155431,1496,85784,2070,37988,2559,35560,2769,3716,1407,1582,516,6938,1558,69647,1725,25220,2301,30015,2273,917,410,4819,960,8676,1798,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12809,867,6186,1024,2981,693,1958,699,0,155,245,200,1002,460,6623,799,2760,744,3037,728,108,127,125,109,593,324,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,370344,877,194390,1130,91534,3055,84701,3515,5581,1292,1781,821,10793,1785,175954,1206,70225,3567,76423,3872,5302,1194,5530,1077,18474,2464,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,490665,757,238751,1035,131160,3395,79300,3757,10100,2005,2253,802,15938,2849,251914,980,121351,3425,76709,3814,14547,2052,11597,1394,27710,2698,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,307918,1249,156461,1527,69937,3190,67647,3031,3429,1083,2462,606,12986,1476,151457,1350,56728,2307,65604,2928,5680,1166,8015,950,15430,1675,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,171318,1308,90834,1573,42616,2371,39003,2501,1754,699,818,338,6643,1457,80484,1527,33936,2543,34058,2066,2987,838,1186,450,8317,1364,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,56914,2575,33400,2328,16490,1995,13430,1485,544,336,603,393,2333,804,23514,1591,9491,1395,10109,1306,1087,677,763,474,2064,893,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,151256,2168,79222,2116,35261,2649,36124,2111,1561,703,923,426,5353,1180,72034,2050,26065,1931,32304,2185,3660,1148,2912,738,7093,1350,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,22213,841,10668,1073,4255,809,4928,991,351,247,79,92,1055,484,11545,988,4679,1073,4394,841,232,200,939,495,1301,496,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,115182,1020,61545,1009,28257,1925,27857,1830,896,441,372,207,4163,1164,53637,1029,19363,1863,24855,2024,1742,574,2056,705,5621,1182,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,526982,612,269978,923,118542,3780,120700,4326,6871,1511,2953,954,20912,2223,257004,790,91967,3522,114527,4859,10552,1616,10394,1435,29564,3301,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27418,895,13026,1029,6689,1130,4935,1037,240,204,212,193,950,486,14392,821,5376,779,5647,969,670,493,756,428,1943,647,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1236835,410,621679,973,298093,5234,257627,5533,16786,2212,6396,1252,42777,3469,615156,945,248044,5242,239710,6833,32661,2781,31304,2848,63437,3928,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,724887,640,356973,885,145846,3941,157888,4598,5565,1204,8437,1164,39237,3420,367914,765,126854,4184,155875,4732,10958,1926,27085,2247,47142,3385,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2723833,1556,1331806,2237,687202,10186,489334,9316,43181,4044,18455,2136,93634,5161,1392027,1977,608905,8145,453573,9089,88341,4778,85232,4018,155976,6494,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,556982,3362,301646,3468,142495,5095,137075,4822,8137,1764,2224,780,11715,1817,255336,2693,96758,4275,122914,4050,10782,2008,7209,1253,17673,2494,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11347,701,6365,637,3142,581,2596,625,0,141,24,54,603,380,4982,660,2501,747,1981,470,32,44,82,107,386,210,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,254067,2171,132192,2148,63044,2707,52894,2224,2789,785,1367,439,12098,1518,121875,1700,49228,1949,47260,2035,4760,1250,5965,1119,14662,1887,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,232979,941,124970,1094,49458,2460,60740,2574,4554,1243,1038,345,9180,1389,108009,1192,36180,1788,53495,1898,4874,877,4478,911,8982,1169,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,317699,1560,168198,1694,78379,3863,70841,3657,5038,1635,1726,931,12214,2095,149501,1586,58983,2664,67132,3474,6502,1450,4262,852,12622,1992,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,546960,1253,279338,1597,146511,3425,98146,3970,9724,1852,3876,941,21081,2796,267622,1339,124502,3790,89853,3679,14738,1975,14450,1986,24079,2122,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,98961,548,48582,550,25951,1617,17216,1740,2117,715,506,346,2792,964,50379,539,21836,1500,16563,1716,2704,842,1768,627,7508,1272,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,169699,2400,94638,1926,43078,2889,42508,2509,3837,1128,1324,666,3891,1141,75061,2182,25406,2452,39110,2482,3148,979,2320,586,5077,1440,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16295,1006,9020,851,4268,703,3282,681,428,328,275,217,767,514,7275,1021,3224,847,2721,767,682,503,169,157,479,343,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,204347,2288,111962,2240,51901,3029,49875,3242,2551,890,777,527,6858,1392,92385,2018,35350,2678,45274,2563,2741,954,2800,926,6220,1356,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7059452,2368,3544674,3495,1424799,13641,1695875,17402,103268,6534,57254,3517,263478,8559,3514778,3315,1177887,11669,1616979,16495,175390,8304,203275,6882,341247,9938,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,250520,768,129250,1044,53758,2818,61551,3082,3602,1230,1683,733,8656,1980,121270,981,42567,2310,57783,2742,5438,1292,3538,946,11944,1863,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7480,584,3860,611,2183,571,1021,367,59,70,97,94,500,351,3620,551,1668,391,1147,406,41,72,160,132,604,267,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,495935,2795,256390,2804,118421,4729,119252,5294,5208,1209,1674,670,11835,2248,239545,2363,90129,4000,111782,4455,7993,1448,7954,1528,21687,2497,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,538552,957,283712,1572,128213,4071,125810,4484,6579,1675,2813,936,20297,2138,254840,1461,100062,3617,115404,4806,9875,1871,7013,1220,22486,2589,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15880,1370,7574,983,2563,724,3920,776,193,183,36,54,862,413,8306,1055,3288,856,3305,709,124,142,516,321,1073,455,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,232570,1358,123124,1857,60168,2876,49039,2579,2973,808,1484,543,9460,1404,109446,1430,45052,2138,45611,2631,4594,1110,3038,722,11151,1545,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,39067,991,20180,895,9736,1198,8474,1127,486,380,51,65,1433,617,18887,921,6347,986,8064,1038,308,370,1221,580,2947,963,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2947500,3343,1387572,3014,582877,7453,562373,9138,35127,3097,39694,2752,167501,6207,1559928,2822,546169,9082,555170,10247,52234,4019,166258,4811,240097,7712,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,119757,2385,66288,2150,28574,2269,32422,2107,1424,765,348,282,3520,1123,53469,1815,16397,1708,29903,2072,1163,695,1900,617,4106,1076,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30719,557,15595,510,7036,946,6779,932,313,304,129,166,1338,416,15124,484,5665,861,6974,952,460,445,514,380,1511,618,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
