GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001MA,C17016_001EA,C17016_002MA,C17016_002EA,C17016_003EA,C17016_003MA,C17016_004EA,C17016_004MA,C17016_005EA,C17016_005MA,C17016_006MA,C17016_006EA,C17016_007MA,C17016_007EA,C17016_008EA,C17016_008MA,C17016_009EA,C17016_009MA,state
0400000US31,474564,6359,43306,2669,11779,1474,18893,1976,12634,1587,431258,6410,279267,5460,72977,3384,79014,2218,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,650833,9331,81805,4772,14813,2257,31425,2858,35567,3108,569028,9141,314952,6637,108448,5629,145628,4646,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341718,5965,23062,2624,2327,889,8389,1557,12346,1838,318656,6051,183348,5298,66971,3841,68337,2826,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2211642,11388,182374,6218,26564,2503,61014,4153,94796,4960,2029268,11090,1173410,10981,384434,10431,471424,8170,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501421,8215,84047,4110,15690,1905,27651,2633,40706,2983,417374,7998,225587,6481,72359,4443,119428,4188,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4587857,19910,560748,9815,97832,5067,187307,6963,275609,7421,4027109,19840,2285720,19258,749287,9791,992102,11399,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2472230,16171,331842,8395,59397,3650,118764,5506,153681,6603,2140388,16167,1199674,13838,387893,8634,552821,9985,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175380,3955,12342,1328,3209,750,5273,833,3860,715,163038,3810,103964,3451,31245,2221,27829,1318,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913312,14675,349081,8678,48751,3249,135226,6025,165104,6039,2564231,14280,1440776,12625,457590,8523,665865,7932,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957067,7641,125048,3631,22288,1678,42923,2691,59837,2813,832019,7593,484763,7696,131251,4730,216005,4048,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,964892,8222,117202,5776,16188,2293,50479,3795,50535,3703,847690,8772,422505,7455,188689,5675,236496,6038,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3202089,14021,304659,8110,41306,3687,100417,5232,162936,5038,2897430,15690,1613998,14502,535734,10304,747698,9566,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257419,5346,23710,2237,2167,716,7542,1424,14001,1991,233709,5060,129178,4563,48078,3008,56453,2631,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1204041,11533,169766,6595,27594,2311,56790,3865,85382,4502,1034275,12278,564648,9952,168152,6375,301475,6782,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,206668,3783,17777,1672,3108,605,7674,1110,6995,959,188891,3737,119962,3460,33015,2319,35914,2088,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1641665,13839,224722,7137,37303,2852,76396,4175,111023,5077,1416943,12805,799478,11553,230966,6217,386499,7688,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6239195,24705,875385,13529,208986,8144,294004,9150,372395,9990,5363810,23248,3316593,21878,854992,14033,1192225,13476,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,666661,6750,64059,4846,12584,1679,28131,2823,23344,2741,602602,7131,358499,7196,117303,5111,126800,3380,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160878,3335,11857,1293,1972,678,4475,838,5410,917,149021,3255,79221,2466,37062,2102,32738,2033,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2044422,13958,175030,5740,30025,2311,63519,3585,81486,3596,1869392,14307,1149332,12261,305996,8703,414064,8650,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1687786,13965,156411,7225,19793,2627,64475,4227,72143,4571,1531375,14981,844848,10976,317639,7573,368888,7933,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471536,7578,60924,3222,7619,1405,18003,2169,35302,2487,410612,7533,200115,5466,61436,3701,149061,4844,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1461573,10805,130464,4622,22557,1997,53749,3202,54158,3105,1331109,10318,759848,8374,268846,5618,302415,4190,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,146745,3551,12425,1418,2763,864,5705,1175,3957,961,134320,3718,78841,3561,27737,2369,27742,1808,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,895380,12009,363735,8335,43346,2875,67483,3878,252906,6758,531645,9801,254280,7418,56715,3994,220650,5889,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1233937,11653,180873,5448,30345,3526,58286,3042,92242,4299,1053064,10642,588977,9990,155496,6154,308591,7026,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,166400,3894,12542,1458,1120,472,5827,1006,5595,1049,153858,3775,86186,3655,38132,2393,29540,2247,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1560687,15808,212634,6251,41455,3632,71792,4774,99387,4355,1348053,14877,722184,10786,233803,7181,392066,9088,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758601,8707,110938,4523,23961,2521,34738,2661,52239,3462,647663,8295,362666,7076,103179,4778,181818,4564,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
