GEO_ID,C24030_001E,C24030_001M,C24030_002E,C24030_002M,C24030_003E,C24030_003M,C24030_004E,C24030_004M,C24030_005E,C24030_005M,C24030_006E,C24030_006M,C24030_007E,C24030_007M,C24030_008E,C24030_008M,C24030_009E,C24030_009M,C24030_010E,C24030_010M,C24030_011E,C24030_011M,C24030_012E,C24030_012M,C24030_013E,C24030_013M,C24030_014E,C24030_014M,C24030_015E,C24030_015M,C24030_016E,C24030_016M,C24030_017E,C24030_017M,C24030_018E,C24030_018M,C24030_019E,C24030_019M,C24030_020E,C24030_020M,C24030_021E,C24030_021M,C24030_022E,C24030_022M,C24030_023E,C24030_023M,C24030_024E,C24030_024M,C24030_025E,C24030_025M,C24030_026E,C24030_026M,C24030_027E,C24030_027M,C24030_028E,C24030_028M,C24030_029E,C24030_029M,C24030_030E,C24030_030M,C24030_031E,C24030_031M,C24030_032E,C24030_032M,C24030_033E,C24030_033M,C24030_034E,C24030_034M,C24030_035E,C24030_035M,C24030_036E,C24030_036M,C24030_037E,C24030_037M,C24030_038E,C24030_038M,C24030_039E,C24030_039M,C24030_040E,C24030_040M,C24030_041E,C24030_041M,C24030_042E,C24030_042M,C24030_043E,C24030_043M,C24030_044E,C24030_044M,C24030_045E,C24030_045M,C24030_046E,C24030_046M,C24030_047E,C24030_047M,C24030_048E,C24030_048M,C24030_049E,C24030_049M,C24030_050E,C24030_050M,C24030_051E,C24030_051M,C24030_052E,C24030_052M,C24030_053E,C24030_053M,C24030_054E,C24030_054M,C24030_055E,C24030_055M,NAME,C24030_001EA,C24030_001MA,C24030_002EA,C24030_002MA,C24030_003EA,C24030_003MA,C24030_004MA,C24030_004EA,C24030_005EA,C24030_005MA,C24030_006MA,C24030_006EA,C24030_007EA,C24030_007MA,C24030_008MA,C24030_008EA,C24030_009EA,C24030_009MA,C24030_010EA,C24030_010MA,C24030_011EA,C24030_011MA,C24030_012MA,C24030_012EA,C24030_013EA,C24030_013MA,C24030_014EA,C24030_014MA,C24030_015EA,C24030_015MA,C24030_016EA,C24030_016MA,C24030_017MA,C24030_017EA,C24030_018EA,C24030_018MA,C24030_019EA,C24030_019MA,C24030_020EA,C24030_020MA,C24030_021MA,C24030_021EA,C24030_022EA,C24030_022MA,C24030_023MA,C24030_023EA,C24030_024EA,C24030_024MA,C24030_025EA,C24030_025MA,C24030_026MA,C24030_026EA,C24030_027EA,C24030_027MA,C24030_028MA,C24030_028EA,C24030_029MA,C24030_029EA,C24030_030EA,C24030_030MA,C24030_031EA,C24030_031MA,C24030_032MA,C24030_032EA,C24030_033EA,C24030_033MA,C24030_034MA,C24030_034EA,C24030_035EA,C24030_035MA,C24030_036EA,C24030_036MA,C24030_037MA,C24030_037EA,C24030_038EA,C24030_038MA,C24030_039MA,C24030_039EA,C24030_040MA,C24030_040EA,C24030_041EA,C24030_041MA,C24030_042EA,C24030_042MA,C24030_043MA,C24030_043EA,C24030_044MA,C24030_044EA,C24030_045MA,C24030_045EA,C24030_046EA,C24030_046MA,C24030_047EA,C24030_047MA,C24030_048MA,C24030_048EA,C24030_049MA,C24030_049EA,C24030_050MA,C24030_050EA,C24030_051EA,C24030_051MA,C24030_052EA,C24030_052MA,C24030_053EA,C24030_053MA,C24030_054MA,C24030_054EA,C24030_055MA,C24030_055EA,state
0400000US06,16778061,43364,9081463,27617,310397,9567,280940,9498,29457,2618,892877,15394,1144377,15436,340937,8321,998928,17212,588798,12415,494225,11464,94573,4815,300278,9148,493213,12558,292245,8549,200968,8346,1291301,15129,747722,13346,5682,1463,537897,13101,1011146,16412,464968,11002,546178,12376,883863,16555,245768,8795,638095,14002,422669,10334,402679,10257,7696598,31470,101921,5538,99329,5387,2592,739,90725,5807,516442,11081,162657,5440,893281,15446,180211,7246,148741,6633,31470,2896,174844,6698,565384,12787,385905,9760,179479,7070,849315,15352,571821,11783,6446,1372,271048,9207,2507150,20658,941615,15003,1565535,16180,817421,15110,201953,6399,615468,13606,494204,12649,343043,9820,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2559194,14129,1373285,8775,52909,3825,23888,2303,29021,2757,165459,7161,131078,5748,47220,3124,143360,6121,85348,4296,68043,4083,17305,1874,42624,3318,79797,4753,50606,3500,29191,3005,205786,7020,132284,5147,1256,581,72246,4572,141603,5937,69164,3978,72439,4173,143319,6571,40043,3453,103276,6278,62276,4477,72506,4407,1185909,10666,14524,1754,7364,1290,7160,1372,19569,2198,50833,3027,18272,2064,134745,6290,32571,2870,27402,2760,5169,1159,29274,2652,94252,4638,64880,3698,29372,2578,140997,5578,92669,4263,537,279,47791,3489,386074,8644,152327,5663,233747,7078,139413,6987,33249,2737,106164,6326,68742,3735,56643,3602,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1760162,12115,898984,7987,4937,1315,4340,1229,597,498,88866,5317,129092,5058,30036,2586,99726,4589,45417,3510,35614,2703,9803,1914,23417,2312,84412,3936,67058,3346,17354,2270,116849,5556,69621,3502,1296,539,45932,4075,124981,5276,64997,3654,59984,3712,79887,4666,27046,2499,52841,4117,34914,2939,36450,2448,861178,7726,2067,733,1913,709,154,152,8139,1364,60537,3536,12211,1499,92016,4534,18711,2154,15787,1981,2924,794,18861,2429,77468,4202,64331,4024,13137,1740,77056,4231,52313,3193,1374,497,23369,2663,347252,8588,135607,4803,211645,6439,74624,4033,23496,2286,51128,3487,44511,3674,27725,2408,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,427114,5448,214352,3955,3771,1085,3227,999,544,384,23720,2428,27392,2523,6155,1165,25067,2738,15981,2249,13053,1878,2928,1178,3516,833,17932,2305,15044,1972,2888,826,24917,3009,14175,2024,258,214,10484,1867,25209,2181,11122,1459,14087,1722,18429,2290,4996,1013,13433,2174,9065,1458,13198,1613,212762,4035,1243,446,1171,440,72,120,2159,559,12793,1765,2236,736,27409,2525,4355,1025,3866,1013,489,258,3562,940,24370,1839,20772,1963,3598,890,18977,2097,11201,1520,431,454,7345,1351,74836,3697,27980,2728,46856,2883,17547,2542,3313,950,14234,2295,10659,1586,12616,1686,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326957,6480,157029,4238,76,97,76,97,0,197,9614,2012,3031,865,1030,494,6781,1342,7030,1473,6721,1378,309,276,6783,1165,10114,1601,5210,1169,4904,1125,38352,2966,32350,2911,66,80,5936,1164,19099,2092,11187,1510,7912,1353,17712,2270,4946,1129,12766,1987,12186,1947,25221,2604,169928,4138,132,154,79,127,53,89,1054,515,1085,426,611,374,8631,1632,3652,961,2939,812,713,350,7584,1362,6514,1136,3585,851,2929,700,32330,2645,24993,2414,196,174,7141,1309,47290,3024,23895,2307,23395,2378,14375,1973,4974,1237,9401,1488,18078,2335,28592,2329,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8277586,31488,4288774,21985,73260,5353,65426,5220,7834,1280,462986,12235,314307,9504,166705,7188,589528,15625,298057,9701,248504,9348,49553,3652,96450,6103,293076,7944,167890,7594,125186,5616,603359,16069,290069,11468,3625,1150,309665,11489,453039,11081,200091,7084,252948,8390,504682,14493,143672,6287,361010,13049,200511,7539,232814,9845,3988812,22498,19585,2156,18045,1977,1540,599,48910,3825,122254,5749,70259,3707,548830,13225,108029,6398,94510,6102,13519,1995,63436,4053,341897,10001,240854,8230,101043,5417,437563,11567,254195,8381,3004,1011,180364,8902,1326155,19654,471861,11468,854294,17177,492372,13282,111662,5950,380710,12886,239369,8345,170153,5869,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4263543,24438,2231438,16182,38773,3572,34565,3432,4208,1015,243933,10371,321539,9646,80039,4455,258801,8519,184573,8168,155047,7304,29526,2911,58419,4269,118745,5538,78292,5035,40453,3045,297491,9766,166390,8081,1834,662,129267,6041,212346,8168,115176,5453,97170,6408,190202,8796,38723,3356,151479,8405,98296,5588,128281,7019,2032105,15525,8177,1485,7432,1437,745,437,22512,2670,148500,6730,33462,3260,249475,8537,62887,4665,54762,4195,8125,1728,42641,3900,151218,7581,114596,6242,36622,3773,208278,7566,127244,5724,3179,1109,77855,5320,681353,11941,282145,8370,399208,10389,210238,8823,26827,3229,183411,8494,110798,5639,102566,6471,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,648504,7446,339042,5422,7715,1436,7632,1435,83,93,41165,2845,13666,1760,8626,1421,36391,3087,28281,1934,23372,1776,4909,1185,5376,1057,15131,1821,5675,988,9456,1415,43228,3134,19402,2181,80,95,23746,2214,35116,2328,17308,1823,17808,1947,55063,3440,11411,1811,43652,3217,13022,1791,36262,3251,309462,5078,3246,1110,3246,1110,0,177,4448,898,6697,1221,5083,1183,44023,3740,10648,1379,8971,1330,1677,604,3944,777,25750,2396,15569,1749,10181,1692,28190,2653,14314,1691,152,155,13724,1974,89433,4010,41567,2885,47866,3119,50090,3324,7087,1187,43003,3228,17135,2102,20775,2025,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,710247,8035,383464,5018,34436,2338,30075,2365,4361,792,47573,3617,50755,3459,16791,2069,42829,3271,24125,2532,18358,2316,5767,1265,6616,1826,14483,2085,8697,1723,5786,1348,38802,3448,23067,2649,0,187,15735,2491,44085,3259,22038,2337,22047,2613,30439,2602,8194,1377,22245,2447,14134,1899,18396,2151,326783,6459,5556,1070,5179,978,377,329,5996,1327,17255,2316,4393,1057,43566,3169,7449,1433,6328,1449,1121,447,6484,1646,21802,2574,15758,2376,6044,1185,24456,1894,15433,1776,47,63,8976,1380,121228,5133,46111,3510,75117,4159,36458,3859,6830,1339,29628,3575,16608,2153,15532,1844,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6030591,21059,3135624,12789,53993,3300,43824,3134,10169,1278,272554,8486,539193,11518,121996,5470,334782,9873,273724,8963,242799,7975,30925,2794,66549,4021,209905,7778,156930,6845,52975,3840,377226,9489,225950,7637,3833,900,147443,5559,340895,8538,178313,6304,162582,6214,268000,7629,65931,4139,202069,6491,138278,6411,138529,6132,2894967,16218,9470,1455,8386,1363,1084,423,29788,2624,225687,7173,52640,3593,327443,7911,85412,4429,74979,4250,10433,1460,57684,3592,231888,6996,190131,6619,41757,3361,293936,7128,179102,5744,2837,797,111997,5610,1044411,13411,391171,8569,653240,11704,280478,8072,57973,3647,222505,7819,157436,7072,98694,3986,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
