GEO_ID,B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,NAME,B01001G_001MA,B01001G_001EA,B01001G_002EA,B01001G_002MA,B01001G_003MA,B01001G_003EA,B01001G_004EA,B01001G_004MA,B01001G_005EA,B01001G_005MA,B01001G_006MA,B01001G_006EA,B01001G_007EA,B01001G_007MA,B01001G_008EA,B01001G_008MA,B01001G_009MA,B01001G_009EA,B01001G_010EA,B01001G_010MA,B01001G_011EA,B01001G_011MA,B01001G_012EA,B01001G_012MA,B01001G_013EA,B01001G_013MA,B01001G_014MA,B01001G_014EA,B01001G_015EA,B01001G_015MA,B01001G_016EA,B01001G_016MA,B01001G_017EA,B01001G_017MA,B01001G_018EA,B01001G_018MA,B01001G_019MA,B01001G_019EA,B01001G_020MA,B01001G_020EA,B01001G_021EA,B01001G_021MA,B01001G_022EA,B01001G_022MA,B01001G_023EA,B01001G_023MA,B01001G_024MA,B01001G_024EA,B01001G_025MA,B01001G_025EA,B01001G_026EA,B01001G_026MA,B01001G_027EA,B01001G_027MA,B01001G_028MA,B01001G_028EA,B01001G_029EA,B01001G_029MA,B01001G_030MA,B01001G_030EA,B01001G_031MA,B01001G_031EA,state
0400000US06,1683860,31751,843350,18100,123558,6427,96473,4773,95572,5340,53302,3526,34263,2633,78166,4383,62625,4338,53048,4025,82534,4242,76070,3850,49700,3400,22794,2010,12219,1740,3026,696,840510,18848,114542,5807,90209,4935,92156,5358,51955,3899,34757,2381,78647,4592,60476,4208,52392,3165,85846,4371,77825,4591,53542,2517,28405,2083,15051,1845,4707,1149,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,172713,8702,87475,5267,11185,1799,13061,2166,8148,1378,5700,986,4892,1125,8313,1626,6330,1113,5740,1329,8856,1428,7943,1421,4583,938,1597,546,945,433,182,189,85238,5419,12123,1797,10735,1953,9839,1432,5619,1030,3325,938,9243,1647,5468,1275,4945,1077,9547,1467,6328,1117,4578,942,1886,652,1154,382,448,311,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,93884,5950,45875,3570,7167,1378,6579,1347,5905,1219,3580,1073,1892,626,4077,1131,2058,716,2934,898,3867,1012,4094,1062,2417,746,1031,437,182,182,92,109,48009,4331,6397,1401,6419,1024,5710,1358,3688,845,3021,923,3946,1235,3326,861,2499,769,4521,1162,4601,1024,2328,671,1033,431,272,188,248,184,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23953,3638,11717,1905,2967,993,1652,664,1416,638,601,344,967,644,964,510,878,512,426,334,605,386,628,487,200,157,364,234,49,81,0,182,12236,2314,2476,890,1838,816,1788,912,534,462,975,802,401,330,138,172,526,304,1643,746,455,362,1043,408,231,209,159,174,29,35,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,15871,2753,7894,1652,1547,587,395,288,385,270,295,238,259,213,795,449,657,320,492,381,1013,682,1242,571,556,376,29,48,135,167,94,167,7977,1747,1080,482,819,413,311,272,351,314,777,511,422,256,902,451,740,419,1227,550,703,375,150,134,267,240,228,171,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,458760,15562,228371,10464,35978,3467,31252,2938,23340,3115,12079,1991,8349,1588,20309,2809,16317,2497,11490,2092,19234,2291,19926,2057,16122,2015,9000,1295,4399,1002,576,320,230389,8910,32601,3026,29373,2696,23767,2885,12689,2153,10598,2319,18443,2416,12486,1441,13235,1808,22104,2653,20808,2357,16699,2293,9869,1639,5344,1213,2373,715,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,201856,12310,96731,7024,16235,2095,15260,2362,11291,2257,7319,1571,4608,1290,7191,1676,5495,1327,4220,932,10136,1873,7643,1486,4231,865,1854,567,1230,697,18,38,105125,7332,16852,2512,15546,2408,12539,2287,7077,1472,5554,1438,7409,1694,6059,1166,5979,1355,9971,2184,7230,1353,5532,1096,3477,1242,1205,573,695,370,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,323725,12485,163701,6696,19088,1680,17308,1650,16685,1866,8552,960,5635,821,14642,1825,12663,1357,12912,1450,18969,2028,18159,2018,11489,1310,5327,799,1479,448,793,375,160024,7300,19381,1611,14971,1906,18376,1938,8604,1064,6244,940,13841,1523,12467,1450,10397,1459,16614,1684,16752,1525,11091,1324,7222,1216,2551,669,1513,660,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,39524,3855,20142,2159,2610,917,3089,952,3372,1012,1366,621,707,383,1898,593,1143,622,1283,544,1099,488,1537,636,1237,399,768,392,33,40,0,187,19382,2863,2292,679,1835,733,1785,603,1905,712,960,388,1529,618,1293,592,908,386,2849,1186,1522,588,1214,466,1064,606,226,217,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,282835,11522,139335,6781,24008,2765,23852,2317,18564,2357,8749,1242,5585,1156,10873,1643,7763,1327,6785,1240,12027,1961,10169,1473,5528,932,4103,755,995,404,334,209,143500,7081,25555,2565,20777,2484,16994,2495,9124,1491,6554,1373,12168,1685,8196,1394,7740,1272,12827,2018,11657,1537,6287,1164,3189,781,1986,579,446,271,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,141815,7369,72568,4905,13985,2150,10853,1717,10491,1662,5940,1234,3722,999,5482,1309,3244,902,3138,833,4467,1025,5308,1050,3428,922,1616,519,809,338,85,92,69247,4251,12119,1853,11107,1750,9102,1621,5176,878,3754,874,6058,1284,4064,1300,3244,826,4919,1008,3977,924,2863,689,1839,561,856,378,169,114,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59977,4965,31110,2875,5495,1167,5219,1092,4418,966,2812,718,1001,454,2064,679,2535,731,1835,659,2663,655,1415,622,1060,362,326,203,203,180,64,71,28867,2958,6099,1073,4631,1107,4093,848,1666,504,1369,493,2659,850,1335,530,1258,464,2109,737,1383,426,1347,483,540,393,337,219,41,39,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,91493,6249,45195,3359,6883,1228,6340,1165,5775,945,3318,709,3259,954,3288,817,3056,952,2983,917,3720,831,2944,817,1787,497,1198,425,442,301,202,183,46298,4047,6815,1143,7106,1434,5860,1291,3423,944,2691,818,4710,1286,2085,715,2089,608,3178,890,4160,944,1908,578,1086,566,714,332,473,298,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,87211,6226,42945,3619,6882,1362,6225,1060,6511,1235,3143,1024,1272,658,4789,1125,1896,632,1710,649,2679,780,3871,947,2217,785,1305,483,417,246,28,48,44266,4038,7273,1430,5842,1318,6409,1551,3345,884,1870,765,2864,839,3204,940,2037,585,3699,962,2573,639,2067,663,1988,699,1022,476,73,81,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,78475,6207,38180,3341,7230,1543,5252,1009,3833,986,2495,718,1722,728,2361,699,2297,889,2862,1093,3060,788,2906,849,2521,883,1251,439,362,240,28,54,40295,3892,6720,1605,6934,1577,4943,1233,1255,467,1980,795,2731,734,2037,694,1385,504,3673,957,3629,946,2480,708,1581,513,849,281,98,127,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
