GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001EA,B13012_001MA,B13012_002EA,B13012_002MA,B13012_003EA,B13012_003MA,B13012_004EA,B13012_004MA,B13012_005EA,B13012_005MA,B13012_006EA,B13012_006MA,B13012_007EA,B13012_007MA,B13012_008EA,B13012_008MA,B13012_009EA,B13012_009MA,B13012_010EA,B13012_010MA,B13012_011MA,B13012_011EA,B13012_012MA,B13012_012EA,B13012_013MA,B13012_013EA,B13012_014MA,B13012_014EA,B13012_015MA,B13012_015EA,state
0400000US06,9301210,10956,503795,12884,338074,9310,187474,7111,150600,6760,165721,7501,94069,5088,71652,4409,8797415,16223,3865251,22614,2688070,21858,1177181,15714,4932164,23365,3348475,25985,1583689,20019,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1232700,3927,69995,3413,53974,3123,32096,2369,21878,2640,16021,2044,9895,1446,6126,1467,1162705,5278,557208,8888,414363,8729,142845,5235,605497,9474,458299,8485,147198,5935,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,840242,3512,38839,3109,26500,2336,18550,1835,7950,1390,12339,2128,9317,2009,3022,916,801403,4960,344783,7238,270399,6631,74384,3752,456620,7303,339697,5869,116923,5366,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,215911,1476,12961,2218,8390,1651,4891,1093,3499,1281,4571,1246,3216,998,1355,631,202950,2740,84455,3938,67122,3289,17333,2016,118495,4203,85022,4237,33473,2678,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,189682,1149,7632,1053,4407,864,3197,761,1210,505,3225,806,1711,576,1514,585,182050,1476,41299,2720,33592,2406,7707,1402,140751,2942,108093,3645,32658,2607,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4354383,10067,224493,7985,130563,5853,80284,4487,50279,3991,93930,6898,63039,6100,30891,3336,4129890,13353,1753406,18060,1309491,17362,443915,10749,2376484,21169,1678918,22200,697566,14257,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2457320,7586,156624,6223,96307,5750,57532,3929,38775,3887,60317,4579,39865,3924,20452,2569,2300696,10149,1037073,15211,740789,12633,296284,9770,1263623,15534,856590,15753,407033,9898,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,313828,1978,20898,2101,13664,1642,8053,1325,5611,1039,7234,1332,5295,1235,1939,591,292930,2687,136282,3774,101947,3809,34335,2685,156648,4463,112784,3826,43864,2665,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,360025,2849,24546,2778,17643,2162,8840,1484,8803,1426,6903,1585,4773,1418,2130,811,335479,3986,175865,4880,126916,4810,48949,3985,159614,5436,114647,5361,44967,3334,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3079232,6308,157650,5621,101251,4194,65299,3617,35952,2827,56399,3688,38617,3373,17782,1913,2921582,7480,1280885,13511,973525,13491,307360,7270,1640697,13678,1206073,14636,434624,9528,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1515614,4306,89175,4700,53004,3439,31794,2368,21210,2315,36171,2997,23768,2790,12403,1840,1426439,6061,657501,8807,501263,8009,156238,6302,768938,10380,553198,10702,215740,5493,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
