GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001MA,B18101H_001EA,B18101H_002MA,B18101H_002EA,B18101H_003EA,B18101H_003MA,B18101H_004EA,B18101H_004MA,B18101H_005EA,B18101H_005MA,B18101H_006MA,B18101H_006EA,B18101H_007MA,B18101H_007EA,B18101H_008EA,B18101H_008MA,B18101H_009EA,B18101H_009MA,B18101H_010EA,B18101H_010MA,state
0400000US06,14689060,10205,2452816,3298,77433,5201,2375383,5996,9491154,7658,841612,16102,8649542,16359,2745090,3308,967942,10467,1777148,10657,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3547973,3954,703944,818,21479,2347,682465,2444,2340676,3672,191275,7524,2149401,8120,503353,964,154348,4230,349005,4282,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2477338,3098,470093,1240,14595,1956,455498,2232,1565423,2559,118150,5231,1447273,5705,441822,1049,137866,3691,303956,3669,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,581288,1633,106226,304,4469,1249,101757,1265,363292,1534,37256,2894,326036,3256,111770,668,35313,1893,76457,1926,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,219516,1073,21664,275,672,365,20992,426,175396,968,5241,1153,170155,1452,22456,151,5607,981,16849,997,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10810873,8269,1779495,3436,69253,4717,1710242,5239,6399705,6272,692955,15544,5706750,16592,2631673,2480,857160,13630,1774513,13457,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5370784,4614,1148280,1357,47195,4172,1101085,4511,3399304,4488,364090,10376,3035214,11307,823200,1498,306604,5993,516596,5787,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,291072,2030,40204,395,1829,651,38375,774,199096,1954,18708,1914,180388,2756,51772,536,16790,1455,34982,1445,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1316290,1359,324754,382,14669,2219,310085,2210,795304,1230,89531,5652,705773,5688,196232,520,68704,3068,127528,2970,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7998711,4498,1604022,1337,56558,4041,1547464,4147,5107400,3708,419125,10575,4688275,10865,1287289,2411,432876,6617,854413,6592,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5220348,3465,1162861,1452,53667,3531,1109194,3930,3279737,2742,361920,8368,2917817,8656,777750,1293,276819,5926,500931,5804,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
