GEO_ID,C07008_001E,C07008_001M,C07008_002E,C07008_002M,C07008_003E,C07008_003M,C07008_004E,C07008_004M,C07008_005E,C07008_005M,C07008_006E,C07008_006M,C07008_007E,C07008_007M,C07008_008E,C07008_008M,C07008_009E,C07008_009M,C07008_010E,C07008_010M,C07008_011E,C07008_011M,C07008_012E,C07008_012M,C07008_013E,C07008_013M,C07008_014E,C07008_014M,C07008_015E,C07008_015M,C07008_016E,C07008_016M,C07008_017E,C07008_017M,C07008_018E,C07008_018M,C07008_019E,C07008_019M,C07008_020E,C07008_020M,C07008_021E,C07008_021M,C07008_022E,C07008_022M,C07008_023E,C07008_023M,C07008_024E,C07008_024M,C07008_025E,C07008_025M,C07008_026E,C07008_026M,C07008_027E,C07008_027M,C07008_028E,C07008_028M,C07008_029E,C07008_029M,C07008_030E,C07008_030M,NAME,C07008_001MA,C07008_001EA,C07008_002MA,C07008_002EA,C07008_003EA,C07008_003MA,C07008_004EA,C07008_004MA,C07008_005EA,C07008_005MA,C07008_006EA,C07008_006MA,C07008_007EA,C07008_007MA,C07008_008EA,C07008_008MA,C07008_009EA,C07008_009MA,C07008_010EA,C07008_010MA,C07008_011EA,C07008_011MA,C07008_012MA,C07008_012EA,C07008_013MA,C07008_013EA,C07008_014EA,C07008_014MA,C07008_015EA,C07008_015MA,C07008_016EA,C07008_016MA,C07008_017EA,C07008_017MA,C07008_018MA,C07008_018EA,C07008_019EA,C07008_019MA,C07008_020EA,C07008_020MA,C07008_021EA,C07008_021MA,C07008_022EA,C07008_022MA,C07008_023MA,C07008_023EA,C07008_024MA,C07008_024EA,C07008_025EA,C07008_025MA,C07008_026EA,C07008_026MA,C07008_027EA,C07008_027MA,C07008_028MA,C07008_028EA,C07008_029MA,C07008_029EA,C07008_030MA,C07008_030EA,state
0400000US06,30416010,2937,11142349,42922,14030742,53313,3699584,32533,1543335,14688,25767221,49029,8905727,50785,12426131,48127,3041356,29294,1394007,13789,3099476,40372,1448636,23065,1088402,26309,460412,12458,102026,5622,909954,20979,485475,11502,265063,12591,131675,6354,27741,3005,421316,16127,204767,10328,152366,8961,52330,4709,11853,1553,218043,10980,97744,7120,98780,6366,13811,1740,7708,1446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4152392,2040,1284855,13686,2099524,21210,584201,13770,183812,5608,3346119,15594,892551,13917,1831466,19081,458691,11777,163411,5495,388154,11866,189181,9035,123237,7806,66056,4458,9680,1276,218140,8672,111592,6035,65890,5123,35689,3846,4969,1163,169807,8043,79261,4986,64631,5720,20953,2904,4962,1126,30172,3444,12270,1894,14300,2338,2812,691,790,298,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2945674,1273,996116,13703,1418950,16790,353983,9127,176625,5196,2590091,12429,816423,14601,1308751,15616,302275,8519,162642,4952,211206,9322,100751,6064,64789,5543,35949,3132,9717,1520,56617,4818,31840,3654,15384,2562,7577,1521,1816,666,68380,5113,38995,3611,20607,2991,7305,1517,1473,498,19380,3095,8107,1640,9419,2208,877,372,977,458,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,746748,660,244110,5705,353611,8433,102949,5450,46078,3024,645448,6911,189167,6046,326311,8779,87465,5335,42505,2619,61700,5817,34518,4545,15465,2619,9786,1717,1931,779,6513,1597,3333,1088,1547,675,1369,727,264,209,30049,3737,15720,2377,9082,2106,3923,1116,1324,846,3038,871,1372,556,1206,510,406,275,54,92,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,539055,396,309752,6135,144080,6186,60772,3602,24451,1730,427184,4788,225072,6847,125451,5320,53038,3592,23623,1768,53286,4602,39125,3999,8823,1681,4669,1109,669,375,0,197,0,197,0,197,0,197,0,197,50371,4523,39800,4330,7592,1574,2936,786,43,69,8214,1821,5755,1479,2214,959,129,113,116,141,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16016557,3446,4985480,32177,7364000,44054,2526572,26975,1140505,14892,13508469,37145,3910914,34450,6512779,42027,2056292,25018,1028484,14262,1432141,30009,627831,20205,454329,15474,286465,10220,63516,4492,487834,16323,248115,10289,128921,8589,90965,6658,19833,2745,452151,14109,155101,7843,198506,11219,76422,6342,22122,2781,135962,8390,43519,4052,69465,5516,16428,2454,6550,1347,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7830116,4910,2602966,22697,3687164,34062,1097549,18788,442437,9825,6600020,23252,2006400,22557,3302896,31536,889541,17344,401183,9603,590633,21758,281200,12466,182764,10524,106609,6901,20060,2630,377830,13444,195644,9309,103245,8056,67588,5107,11353,1675,220054,9643,101402,6131,78413,6426,31857,2616,8382,1541,41579,5597,18320,3381,19846,3034,1954,755,1459,612,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1137619,763,379863,7555,562731,9916,124780,5020,70245,3230,966521,7582,309473,6857,490207,9473,101619,4744,65222,3259,103843,6841,44967,4466,38779,4259,16418,2223,3679,926,5465,1648,2809,1018,1523,945,702,433,431,401,44177,4676,15916,2223,22891,3194,4658,1419,712,437,17613,2063,6698,1320,9331,1592,1383,668,201,159,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1239521,1574,322533,7805,681760,12096,170220,6436,65008,4071,1022251,9500,229495,8420,603340,11125,132289,6262,57127,3759,117117,7087,49459,4765,40564,4513,23037,3038,4057,933,45749,4396,21179,3188,14973,2583,7264,1279,2333,818,48087,4306,18980,2670,20584,3155,7227,1628,1296,505,6317,1568,3420,1189,2299,977,403,300,195,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10344646,2497,3580864,23199,4928514,34586,1221443,19034,613825,11021,8956954,23066,2852779,24370,4516359,31500,1027059,16963,560757,10280,876883,18563,448579,13164,259341,9817,133212,5885,35751,2634,277975,10135,155531,6348,73371,5978,38042,3011,11031,1721,176767,8100,99447,5316,51611,4292,20817,2404,4892,821,56067,4523,24528,2737,27832,4002,2313,657,1394,526,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5218923,3385,1570212,17235,2597085,25477,738297,13952,313329,6773,4444483,19439,1194851,17630,2371740,26048,598125,12573,279767,6343,446235,12217,210189,8561,124192,7196,90621,5194,21233,2032,196218,8546,101307,5824,54195,4874,32175,2553,8541,1466,111263,7470,53220,4685,38887,4291,15883,2106,3273,923,20724,2744,10645,2062,8071,1585,1493,525,515,319,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2472319,2240,700698,9481,1303908,13965,313153,8313,154560,3782,2105614,9503,511315,10279,1200320,13632,254276,8036,139703,4011,207310,8278,103856,5622,57541,4679,36192,2809,9721,1106,86442,4854,48255,3995,22824,2703,12247,1713,3116,796,63546,4552,32459,3056,19808,2811,9762,1655,1517,607,9407,1416,4813,921,3415,981,676,314,503,338,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2281272,2255,642262,9521,1191915,12522,313652,7530,133443,3999,1893065,11952,464344,9241,1064645,13438,246070,6888,118006,3814,214370,10936,92302,5899,70731,5833,41768,3282,9569,1530,89289,4601,48375,3735,22376,2724,15268,1856,3270,780,69670,5029,31067,3133,27029,3339,9434,1462,2140,564,14878,2398,6174,1379,7134,1610,1112,550,458,301,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3530921,2571,980794,11820,1769760,18688,543126,12397,237241,5717,3012253,12494,759460,12396,1601743,18553,436324,10553,214726,5681,284529,10081,122249,6397,89445,6470,59899,3979,12936,1737,125355,7550,56378,4040,35922,4245,27771,2856,5284,1112,93685,6070,37129,3093,34831,3835,17940,2199,3785,1027,15099,2693,5578,1074,7819,2343,1192,420,510,272,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
