GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,B17001H_058M,B17001H_059E,B17001H_059M,NAME,B17001H_001MA,B17001H_001EA,B17001H_002EA,B17001H_002MA,B17001H_003EA,B17001H_003MA,B17001H_004MA,B17001H_004EA,B17001H_005EA,B17001H_005MA,B17001H_006MA,B17001H_006EA,B17001H_007MA,B17001H_007EA,B17001H_008EA,B17001H_008MA,B17001H_009MA,B17001H_009EA,B17001H_010MA,B17001H_010EA,B17001H_011MA,B17001H_011EA,B17001H_012MA,B17001H_012EA,B17001H_013EA,B17001H_013MA,B17001H_014EA,B17001H_014MA,B17001H_015MA,B17001H_015EA,B17001H_016MA,B17001H_016EA,B17001H_017MA,B17001H_017EA,B17001H_018MA,B17001H_018EA,B17001H_019EA,B17001H_019MA,B17001H_020MA,B17001H_020EA,B17001H_021MA,B17001H_021EA,B17001H_022MA,B17001H_022EA,B17001H_023MA,B17001H_023EA,B17001H_024EA,B17001H_024MA,B17001H_025EA,B17001H_025MA,B17001H_026EA,B17001H_026MA,B17001H_027MA,B17001H_027EA,B17001H_028MA,B17001H_028EA,B17001H_029EA,B17001H_029MA,B17001H_030EA,B17001H_030MA,B17001H_031EA,B17001H_031MA,B17001H_032MA,B17001H_032EA,B17001H_033MA,B17001H_033EA,B17001H_034MA,B17001H_034EA,B17001H_035EA,B17001H_035MA,B17001H_036EA,B17001H_036MA,B17001H_037EA,B17001H_037MA,B17001H_038EA,B17001H_038MA,B17001H_039EA,B17001H_039MA,B17001H_040MA,B17001H_040EA,B17001H_041EA,B17001H_041MA,B17001H_042EA,B17001H_042MA,B17001H_043EA,B17001H_043MA,B17001H_044EA,B17001H_044MA,B17001H_045EA,B17001H_045MA,B17001H_046EA,B17001H_046MA,B17001H_047EA,B17001H_047MA,B17001H_048EA,B17001H_048MA,B17001H_049EA,B17001H_049MA,B17001H_050EA,B17001H_050MA,B17001H_051MA,B17001H_051EA,B17001H_052EA,B17001H_052MA,B17001H_053EA,B17001H_053MA,B17001H_054MA,B17001H_054EA,B17001H_055EA,B17001H_055MA,B17001H_056MA,B17001H_056EA,B17001H_057EA,B17001H_057MA,B17001H_058EA,B17001H_058MA,B17001H_059MA,B17001H_059EA,state
0400000US06,14632023,9650,1531389,30097,708217,17103,37614,4045,9113,1740,47462,3376,21137,2699,8533,1712,18522,2308,115994,5591,101425,5181,74532,4703,105001,5619,99346,4959,38430,2907,31108,2588,823172,17827,38618,4221,6129,1162,44764,4743,21723,2338,6931,1170,17633,1981,130245,5920,121150,5523,91410,4326,109352,5356,100736,4960,56307,3371,78174,4119,13100634,31837,6561218,18385,282518,4198,60178,4262,359674,7097,193887,6381,68957,3446,139013,3031,475721,6522,857455,5714,851618,5469,1076635,5508,1031525,5228,671202,3249,492835,3257,6539416,18356,265369,4618,53663,3146,346044,7378,180396,6066,67482,3965,130644,4561,430347,6526,778979,6078,793266,4613,1053163,5230,1063081,4894,720066,3487,656916,4484,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3532079,3947,333267,11145,154845,6065,10823,1852,2153,629,12264,1870,4208,939,2287,804,2971,829,37499,3259,19825,2446,14445,1827,16984,2128,20506,2044,7160,1169,3720,871,178422,7365,10289,1960,3048,968,8873,1249,4850,1052,1660,767,4774,1032,39433,3002,25536,2415,17036,1882,21227,2174,21090,2033,9101,1347,11505,1222,3198812,11743,1602693,6865,83069,2226,20451,2196,108684,3463,54328,2620,19490,1630,35938,2016,113188,3422,234311,3028,228848,2111,251651,2094,235187,2050,135055,1413,82493,1009,1596119,7364,79463,1955,15966,1934,103567,3418,54528,3223,16882,1551,35033,1795,101676,2885,217008,2701,218829,2029,254315,2364,244533,1975,144182,1546,110137,1575,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2444148,3474,141953,8757,60336,4386,3287,900,623,407,4506,1314,2064,893,669,317,1654,565,7497,1636,6380,1386,6287,1147,10652,1559,9716,1695,3523,842,3478,1002,81617,5718,3924,1229,656,363,4030,1434,1774,699,794,423,1691,640,12628,2113,10830,1826,7442,1191,11752,1800,10974,1519,6058,1084,9064,1396,2302195,9103,1128967,5158,49727,1054,11806,1518,76166,2849,42976,2438,17264,1547,28935,1555,80930,2130,123525,1474,140074,1379,198297,1771,175023,1778,105918,1079,78326,1291,1173228,5940,46355,1293,11360,1544,73030,2746,41029,2601,15507,1406,27052,1521,69646,2445,118471,1930,145224,1178,206117,1897,183982,1592,118325,1125,117130,1864,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,574174,2125,50469,5010,20597,2566,1632,871,447,351,1305,555,580,436,114,158,761,493,3897,1231,2237,730,2485,801,2866,743,2396,716,1066,414,811,373,29872,3171,1818,584,200,238,1640,635,528,364,513,323,768,384,6771,1605,4136,1046,3056,735,2455,707,2686,650,2684,727,2617,510,523705,4876,258041,2493,12206,873,2798,599,16506,1290,8456,1282,2913,770,5968,788,19733,1431,30860,857,29889,858,40839,824,39369,734,29192,537,19312,400,265664,3232,10873,747,2471,741,14984,1491,8284,987,2621,614,5545,700,17217,1693,29448,1055,30815,823,43880,746,43438,750,31192,811,24896,675,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,209392,1702,15451,2812,7514,1758,22,37,0,197,51,84,0,197,103,125,0,197,3100,991,2276,912,575,446,442,298,737,414,96,111,112,136,7937,1501,21,34,34,57,23,39,67,80,0,197,0,197,3720,1010,2458,794,302,260,292,219,460,271,171,145,389,312,193941,3117,95843,2166,5238,145,734,435,3100,496,960,359,181,156,609,200,5445,1146,31098,992,17009,669,12012,298,9116,638,6503,154,3838,132,98098,1703,5156,34,448,237,3005,390,916,300,473,256,481,254,8273,1253,34382,833,14793,324,9148,223,9676,271,6599,199,4748,315,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10756133,8215,1274964,25569,580109,14521,39991,3154,6942,1592,49146,4426,20435,2800,7965,1348,16873,2322,83056,5857,67772,5474,53749,3826,78896,4945,90989,4423,35925,2885,28370,2746,694855,16823,39248,3088,8582,1721,40996,3680,17393,2143,8450,1727,15608,2031,98143,5802,90903,5111,73297,3860,95188,6059,87114,4313,54943,3982,64990,4249,9481169,25521,4671823,14822,187372,3536,35614,3477,248228,7307,142094,6299,44644,3436,99174,3710,312714,6644,503372,5564,544529,4046,712735,5199,699839,4244,632804,3006,508704,3066,4809346,17614,179342,3601,37586,3155,239383,7749,135252,5881,43511,3131,91295,3659,285034,5950,475211,5577,520229,4289,715023,6166,781543,4425,684730,4304,621207,4414,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5346836,4688,658504,20198,291034,10574,24125,2647,4977,1348,28637,2876,13501,1966,4891,1075,7273,1385,48916,4034,34566,4011,33373,3270,35882,3049,33491,3146,13512,1729,7890,1255,367470,13182,22784,2797,6625,1627,25524,3218,13796,1833,5412,1131,7370,1396,60581,4277,52245,4054,42261,3580,47268,4003,35080,2973,22557,2399,25967,2372,4688332,20161,2332328,11434,122430,3042,29180,2440,164871,4799,93807,4596,27507,2635,63201,3113,174959,3991,293678,5077,325053,3726,370772,3405,323230,3247,220375,1965,123265,1487,2356004,13036,117723,3233,25810,2685,157390,4369,87930,3783,27211,2621,55962,2825,159723,4195,278448,4662,323824,3625,365256,4111,347093,2938,238122,2371,171512,2838,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,304193,1565,32946,3898,15806,2050,1469,584,208,170,1133,567,632,351,306,285,314,244,1578,652,1427,531,2030,766,2202,851,3504,904,888,362,115,136,17140,2523,728,416,118,140,895,482,567,521,100,134,199,248,2149,637,2953,757,1683,601,2943,1000,3142,932,976,353,687,367,271247,4215,148201,2430,5471,573,1098,434,5534,791,2483,603,636,265,1123,347,11454,1084,27787,776,20260,835,21919,894,25029,920,16490,391,8917,303,123046,2821,5557,559,1200,460,5386,930,1951,527,575,315,2188,474,7860,819,19762,785,14831,659,17583,994,22454,877,14135,386,9564,504,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1308186,2050,181582,9822,83521,4910,9250,1578,2084,894,8211,1428,4340,1246,1433,717,3072,996,15489,1784,12175,1713,5824,1309,8185,1247,6358,1111,4291,1337,2809,728,98061,6462,8331,1347,2182,956,8230,2452,3566,1049,1316,630,2896,962,17251,1973,15128,1775,12685,1899,6764,1211,8669,1208,5351,1375,5692,1009,1126604,9691,567131,5006,35168,1606,6818,1401,47675,2604,25441,2412,7344,1315,14857,1315,42978,2244,70341,1856,73687,1359,78127,1315,79452,1169,52226,1356,33017,791,559473,6475,32432,1336,6442,1393,43434,3087,23833,2739,7758,1290,14904,1319,40568,2087,68253,1866,66347,1955,82300,1286,80356,1196,52613,1499,40233,1109,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7922518,5615,726032,19373,318678,10669,25706,2277,4696,992,29724,3157,12804,1592,4475,919,8676,1402,56868,4015,41858,3874,29737,2516,42163,3023,36057,2658,14707,1509,11207,1303,407354,11119,28001,2917,4444,915,28269,2773,12995,1715,4597,856,7354,1289,68962,4378,63896,3626,43495,3041,44796,2981,40657,2520,26229,1989,33659,2330,7196486,21010,3562069,11372,182460,2593,35802,2788,238624,4477,132579,4246,45707,2287,91589,2923,262046,4276,474710,4081,470905,3133,574350,3170,519813,2721,310872,1815,222612,1700,3634417,12272,169451,3266,35768,2696,228630,4829,121842,4427,42718,2303,87237,2620,241877,4902,452678,3976,458959,3069,587365,3182,539889,2859,345620,2139,322383,3258,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
