GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,NAME,B25106_001EA,B25106_001MA,B25106_002MA,B25106_002EA,B25106_003MA,B25106_003EA,B25106_004EA,B25106_004MA,B25106_005MA,B25106_005EA,B25106_006EA,B25106_006MA,B25106_007EA,B25106_007MA,B25106_008MA,B25106_008EA,B25106_009EA,B25106_009MA,B25106_010EA,B25106_010MA,B25106_011EA,B25106_011MA,B25106_012EA,B25106_012MA,B25106_013MA,B25106_013EA,B25106_014MA,B25106_014EA,B25106_015EA,B25106_015MA,B25106_016EA,B25106_016MA,B25106_017EA,B25106_017MA,B25106_018EA,B25106_018MA,B25106_019EA,B25106_019MA,B25106_020EA,B25106_020MA,B25106_021EA,B25106_021MA,B25106_022EA,B25106_022MA,B25106_023EA,B25106_023MA,B25106_024EA,B25106_024MA,B25106_025MA,B25106_025EA,B25106_026MA,B25106_026EA,B25106_027EA,B25106_027MA,B25106_028EA,B25106_028MA,B25106_029EA,B25106_029MA,B25106_030EA,B25106_030MA,B25106_031MA,B25106_031EA,B25106_032EA,B25106_032MA,B25106_033EA,B25106_033MA,B25106_034MA,B25106_034EA,B25106_035EA,B25106_035MA,B25106_036MA,B25106_036EA,B25106_037MA,B25106_037EA,B25106_038EA,B25106_038MA,B25106_039EA,B25106_039MA,B25106_040EA,B25106_040MA,B25106_041MA,B25106_041EA,B25106_042MA,B25106_042EA,B25106_043MA,B25106_043EA,B25106_044EA,B25106_044MA,B25106_045EA,B25106_045MA,B25106_046MA,B25106_046EA,state
0400000US06,12552658,18433,6781817,25470,534886,10943,57375,3421,55634,3701,421877,9873,691708,12451,176877,5349,97400,4401,417431,9803,733080,12903,217665,5992,105068,3992,410347,10220,1166501,15065,372761,7053,243580,6831,550160,10919,3594583,23502,1773902,17986,1070193,12414,750488,13857,61059,4474,5770841,24980,1313847,16652,17416,2050,83952,4161,1212479,16217,1065370,16995,30792,2734,94394,4669,940184,15551,826834,12930,55351,4035,237751,7514,533732,10268,939714,16552,182447,7383,408708,11962,348559,10069,1330228,17414,759861,11878,452107,11730,118260,6162,117684,5559,177164,6459,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,99888,4079,10339,1334,14045,1504,75504,3919,140627,5274,42154,2897,24052,2096,74421,4480,156309,5255,51864,2860,31616,2565,72829,4020,247675,6050,92262,3754,82053,3914,73360,4150,625095,10018,415604,8408,163698,5870,45793,3161,8564,1426,717930,9538,182024,5149,4186,1016,12209,1619,165629,5315,150397,6087,7318,1353,30416,2690,112663,5288,113238,5650,16828,2253,48838,3872,47572,3803,120995,5561,45391,3190,56263,3820,19341,2413,117269,5803,88319,5087,25349,2513,3601,823,9839,1391,24168,2292,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,53565,2935,881,333,1654,561,51030,2838,79846,4062,5120,754,13020,1485,61706,3426,88702,4070,13633,1591,21559,2139,53510,3233,154496,5343,41095,2603,39469,2551,73932,4268,526561,7582,296739,6520,158375,5090,71447,3727,5282,1056,449360,8680,122059,4245,3045,842,14660,1710,104354,4240,86502,4677,3754,1025,11598,1585,71150,4337,57390,3401,5415,1315,23542,2725,28433,2573,72152,4564,23452,3110,33847,3484,14853,1824,82481,5401,61924,4497,16417,2054,4140,1043,10037,1727,18739,2026,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,21220,1922,2245,533,2727,702,16248,1776,27308,1959,8879,1084,4756,796,13673,1492,31578,2410,11405,1305,5433,950,14740,1686,47667,2778,19075,1821,14498,1514,14094,1572,111653,3364,75979,3108,28931,2784,6743,1179,1624,515,99258,4117,22569,2515,834,514,2142,823,19593,2330,22490,2609,1138,499,4424,1559,16928,2088,13126,1736,1481,591,5933,1160,5712,1216,17888,2259,7095,1460,8125,1537,2668,854,17120,2187,13909,2028,2816,959,395,234,1833,757,4232,924,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,6932,1184,509,296,266,171,6157,1125,7180,1251,1527,411,757,404,4896,1212,8261,1116,2315,588,1155,439,4791,854,14576,1800,3946,796,4198,1036,6432,1145,72799,3057,43647,2292,20052,2115,9100,1410,933,409,155981,4855,35689,2321,1674,575,4516,947,29499,2283,22258,2258,2173,793,2412,613,17673,2146,20649,2123,2307,879,6128,1194,12214,1803,21166,2314,4691,1072,9089,1564,7386,1318,48548,2941,27150,2642,16797,1862,4601,929,4535,1190,3136,841,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,636179,12398,79532,3671,81449,4108,475198,11100,763744,12987,226875,6605,144277,5520,392592,10194,696448,12963,266721,7316,146954,6220,282773,8927,918299,15428,438045,10498,242371,7018,237883,8997,1648475,18709,1116819,16566,370204,9292,161452,6756,61283,3613,2473515,22250,673454,13781,8809,1355,33202,3220,631443,13774,543811,13781,18121,2555,74067,5474,451623,13520,381201,10371,40529,3998,168708,7356,171964,7194,359748,10285,115091,5631,172930,6695,71727,5179,328261,10338,236484,8070,77604,5273,14173,2511,66526,4251,120514,5356,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,262316,8042,32470,2412,41626,2676,188220,7311,307293,8796,104744,4959,47573,2943,154976,6253,300339,9495,116216,5148,75291,4561,108832,6204,451423,12068,208797,6226,148382,7443,94244,5757,900632,12711,661204,10921,189821,7275,49607,3843,26699,3418,1284206,16668,369941,9728,9021,1478,25260,2477,335660,9967,276231,8877,14328,2239,63682,3996,198221,7830,185907,8165,34943,3431,88917,5863,62047,4445,174544,8169,85571,5576,74461,4767,14512,1942,148829,6669,124752,5880,21319,2524,2758,837,44147,4210,84607,5270,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,19623,1948,1929,692,1362,438,16332,1717,20055,2008,5078,1097,3829,927,11148,1210,25613,2228,9243,1268,3609,938,12761,1522,45054,2846,16507,1466,6874,1074,21673,2213,141964,4069,70473,3223,39854,2267,31637,2524,2461,765,192978,4122,32957,3117,799,431,2937,756,29221,3017,26974,2333,1097,398,2706,859,23171,2248,27668,2264,1380,535,5914,1090,20374,2053,35572,2480,6696,1246,13794,1587,15082,1763,52235,3308,24606,2572,18468,2020,9161,1768,4003,1072,13569,1680,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,44569,3163,7828,1195,6897,1285,29844,2916,65354,3299,25425,2070,9373,1370,30556,2269,62007,3586,25949,1914,17194,1857,18864,2316,94498,4198,46720,3284,31727,2806,16051,2184,129656,4529,99945,4139,24004,2430,5707,1224,2587,769,184435,6150,56559,4209,1052,461,4762,1085,50745,3944,43852,3642,3541,882,14309,1868,26002,2979,28047,2978,10959,1941,11111,2096,5977,1413,22848,2546,15817,2208,5295,1419,1736,718,18075,2472,15531,2330,2478,969,66,111,2701,1014,12353,1616,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,283665,6031,24667,1601,34109,1733,224889,5761,376796,8563,97989,4290,79992,3834,198815,6060,394997,8899,139463,4799,91077,3528,164457,6459,615025,11389,260353,6932,166565,5830,188107,6615,1485823,13868,959822,11954,379489,8910,146512,5418,20798,2073,1593090,15616,458446,10948,12875,1550,41120,3101,404451,10322,317772,8561,19850,1523,70806,3683,227116,8221,224597,7251,41729,2650,106425,6056,76443,4071,229833,6960,107758,5084,90786,4593,31289,2958,244001,7384,189381,6525,45579,3373,9041,1608,45234,3259,73207,3861,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2480077,10833,1720780,14241,176055,5966,25601,1979,28163,2007,122291,5298,260822,6894,104384,3743,54539,3605,101899,4153,270609,6518,125031,4677,84022,4710,61556,3097,376653,5974,234841,5251,105025,3725,36787,2709,626873,9333,526325,9456,86923,4600,13625,2051,9768,1394,759297,12471,254068,6675,7971,1226,23029,1746,223068,6941,168242,6317,15897,1970,55623,3183,96722,5073,116829,5534,34723,2679,62706,4470,19400,1981,94562,5778,67515,4738,22244,2789,4803,1106,66026,4136,61360,4183,4268,1054,398,376,19506,2164,40064,2990,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
