GEO_ID,C02003_001E,C02003_001M,C02003_002E,C02003_002M,C02003_003E,C02003_003M,C02003_004E,C02003_004M,C02003_005E,C02003_005M,C02003_006E,C02003_006M,C02003_007E,C02003_007M,C02003_008E,C02003_008M,C02003_009E,C02003_009M,C02003_010E,C02003_010M,C02003_011E,C02003_011M,C02003_012E,C02003_012M,C02003_013E,C02003_013M,C02003_014E,C02003_014M,C02003_015E,C02003_015M,C02003_016E,C02003_016M,C02003_017E,C02003_017M,C02003_018E,C02003_018M,C02003_019E,C02003_019M,NAME,C02003_001MA,C02003_001EA,C02003_002MA,C02003_002EA,C02003_003EA,C02003_003MA,C02003_004MA,C02003_004EA,C02003_005EA,C02003_005MA,C02003_006EA,C02003_006MA,C02003_007MA,C02003_007EA,C02003_008EA,C02003_008MA,C02003_009MA,C02003_009EA,C02003_010EA,C02003_010MA,C02003_011EA,C02003_011MA,C02003_012MA,C02003_012EA,C02003_013EA,C02003_013MA,C02003_014EA,C02003_014MA,C02003_015EA,C02003_015MA,C02003_016EA,C02003_016MA,C02003_017EA,C02003_017MA,C02003_018EA,C02003_018MA,C02003_019EA,C02003_019MA,state
0400000US01,4822023,-555555555,4746176,5611,3333371,7259,1276164,5768,24136,2598,58679,2991,1358,671,52468,6702,75847,5611,6136,1776,69711,5542,72316,5450,24026,3836,25954,3089,7692,1638,4107,1455,10537,2641,3304,1310,227,267,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,731449,-555555555,673157,4084,486551,2351,26207,1482,102582,3525,42790,2209,8231,982,6796,1596,58292,4084,2478,928,55814,4094,52652,4232,5220,1409,32216,3626,6444,1450,1810,1121,6962,1483,4823,1372,817,602,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6553255,-555555555,6363754,9832,5164199,17980,286343,6487,289883,5051,190390,4062,12037,1880,420902,17783,189501,9832,42041,5088,147460,8408,177506,9121,34877,4235,43170,4834,35132,3863,5058,1269,59269,6046,11047,2480,948,449,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949131,-555555555,2891152,4583,2307951,5816,462182,3398,17485,2017,39448,1924,5221,406,58865,5169,57979,4583,4521,1422,53458,4225,54009,4511,12958,2227,27703,3114,5881,1855,674,319,6793,1827,3893,1322,77,119,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38041430,-555555555,36357570,31751,23628545,58000,2263723,17267,285342,11914,5120354,18065,146712,4467,4912894,55894,1683860,31751,393132,13434,1290728,28801,1536624,29546,223348,11626,266537,11682,453583,12501,44600,7020,548556,15723,132583,8657,14653,3204,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5187582,-555555555,5014869,8702,4376673,16745,218292,5494,47949,4392,147082,4322,5308,1301,219565,13256,172713,8702,39720,4516,132993,7339,161622,8579,28043,4032,42317,3652,37736,3559,2896,1010,50630,5246,10571,2156,520,418,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590347,-555555555,3496463,5950,2804972,10799,366350,6418,11627,2463,147830,2290,2261,1568,163423,10914,93884,5950,21036,3723,72848,5801,87072,5654,32544,4157,10319,1617,15000,2189,4210,1235,24999,3940,6505,1437,307,201,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917092,-555555555,893139,3638,639294,3995,196950,2945,2868,621,30632,1597,144,112,23251,4014,23953,3638,3025,1398,20928,3553,22126,3391,10971,2706,2672,527,4146,1480,487,269,3850,1421,1529,785,298,395,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,632323,-555555555,616452,2753,250657,4014,313224,2333,2258,864,21858,1613,54,90,28401,4268,15871,2753,2654,1205,13217,2357,14342,2604,3841,1213,557,486,4834,1277,861,483,4249,1399,1451,746,78,132,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19317568,-555555555,18858808,15562,14742516,22798,3105799,17159,51471,4495,488052,7850,11609,3423,459361,23271,458760,15562,88853,7792,369907,13672,425949,15374,153176,9903,63581,4911,75379,5438,10403,1852,123410,9771,30760,4404,2051,1186,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9919945,-555555555,9718089,12310,5992846,16084,3063367,11970,24166,4358,337015,6051,2882,896,297813,14511,201856,12310,26207,4169,175649,12350,186531,11830,72760,8260,28515,3504,35278,5447,9732,2302,40246,4854,13438,2631,1887,1771,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1392313,-555555555,1068588,12485,347252,2786,25613,1698,3153,797,531663,10568,145408,5729,15499,2568,323725,12485,11152,2637,312573,12565,204557,8718,5959,1365,9361,1198,68703,5570,1029,562,119505,7970,108173,8202,10995,2443,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1595728,-555555555,1556204,3855,1458371,6843,8759,1444,20764,1963,20613,2789,1686,614,46011,6380,39524,3855,3104,1246,36420,3761,36370,3603,4904,1197,14555,2638,10602,1958,332,297,5977,1784,3154,1385,0,187,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12875255,-555555555,12592420,11522,9358637,24157,1853436,9027,26814,3838,617924,6059,4231,1586,731378,24796,282835,11522,57393,5553,225442,9948,267990,11013,94946,6402,38325,2802,56539,4987,9469,2749,68711,6446,14002,2181,843,694,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
