B20005_039E,B20005_039M,B20005_040E,B20005_040M,B20005_041E,B20005_041M,B20005_042E,B20005_042M,B20005_043E,B20005_043M,B20005_044E,B20005_044M,B20005_045E,B20005_045M,B20005_046E,B20005_046M,B20005_047E,B20005_047M,B20005_048E,B20005_048M,B20005_049E,B20005_049M,B20005_050E,B20005_050M,B20005_051E,B20005_051M,B20005_052E,B20005_052M,B20005_053E,B20005_053M,B20005_054E,B20005_054M,B20005_055E,B20005_055M,B20005_056E,B20005_056M,B20005_057E,B20005_057M,B20005_058E,B20005_058M,B20005_059E,B20005_059M,B20005_060E,B20005_060M,B20005_061E,B20005_061M,B20005_062E,B20005_062M,B20005_063E,B20005_063M,B20005_064E,B20005_064M,B20005_065E,B20005_065M,B20005_066E,B20005_066M,B20005_067E,B20005_067M,B20005_068E,B20005_068M,B20005_069E,B20005_069M,B20005_070E,B20005_070M,B20005_071E,B20005_071M,B20005_072E,B20005_072M,B20005_073E,B20005_073M,B20005_074E,B20005_074M,B20005_075E,B20005_075M,B20005_076E,B20005_076M,B20005_077E,B20005_077M,B20005_078E,B20005_078M,B20005_079E,B20005_079M,B20005_080E,B20005_080M,B20005_081E,B20005_081M,B20005_082E,B20005_082M,B20005_083E,B20005_083M,B20005_084E,B20005_084M,B20005_085E,B20005_085M,B20005_086E,B20005_086M,B20005_087E,B20005_087M,B20005_088E,B20005_088M,B20005_089E,B20005_089M,B20005_090E,B20005_090M,B20005_091E,B20005_091M,B20005_092E,B20005_092M,B20005_093E,B20005_093M,B20005_094E,B20005_094M,B20005_095E,B20005_095M,GEO_ID,B20005_001E,B20005_001M,B20005_002E,B20005_002M,B20005_003E,B20005_003M,B20005_004E,B20005_004M,B20005_005E,B20005_005M,B20005_006E,B20005_006M,B20005_007E,B20005_007M,B20005_008E,B20005_008M,B20005_009E,B20005_009M,B20005_010E,B20005_010M,B20005_011E,B20005_011M,B20005_012E,B20005_012M,B20005_013E,B20005_013M,B20005_014E,B20005_014M,B20005_015E,B20005_015M,B20005_016E,B20005_016M,B20005_017E,B20005_017M,B20005_018E,B20005_018M,B20005_019E,B20005_019M,B20005_020E,B20005_020M,B20005_021E,B20005_021M,B20005_022E,B20005_022M,B20005_023E,B20005_023M,B20005_024E,B20005_024M,B20005_025E,B20005_025M,B20005_026E,B20005_026M,B20005_027E,B20005_027M,B20005_028E,B20005_028M,B20005_029E,B20005_029M,B20005_030E,B20005_030M,B20005_031E,B20005_031M,B20005_032E,B20005_032M,B20005_033E,B20005_033M,B20005_034E,B20005_034M,B20005_035E,B20005_035M,B20005_036E,B20005_036M,B20005_037E,B20005_037M,B20005_038E,B20005_038M,B20005_039MA,B20005_039EA,B20005_040MA,B20005_040EA,B20005_041EA,B20005_041MA,B20005_042EA,B20005_042MA,B20005_043EA,B20005_043MA,B20005_044MA,B20005_044EA,B20005_045MA,B20005_045EA,B20005_046EA,B20005_046MA,B20005_047EA,B20005_047MA,B20005_048EA,B20005_048MA,B20005_049MA,B20005_049EA,B20005_050MA,B20005_050EA,B20005_051MA,B20005_051EA,B20005_052EA,B20005_052MA,B20005_053EA,B20005_053MA,B20005_054EA,B20005_054MA,B20005_055EA,B20005_055MA,B20005_056EA,B20005_056MA,B20005_057MA,B20005_057EA,B20005_058MA,B20005_058EA,B20005_059MA,B20005_059EA,B20005_060EA,B20005_060MA,B20005_061EA,B20005_061MA,B20005_062EA,B20005_062MA,B20005_063MA,B20005_063EA,B20005_064MA,B20005_064EA,B20005_065EA,B20005_065MA,B20005_066EA,B20005_066MA,B20005_067EA,B20005_067MA,B20005_068MA,B20005_068EA,B20005_069MA,B20005_069EA,B20005_070MA,B20005_070EA,B20005_071EA,B20005_071MA,B20005_072EA,B20005_072MA,B20005_073EA,B20005_073MA,B20005_074MA,B20005_074EA,B20005_075MA,B20005_075EA,B20005_076EA,B20005_076MA,B20005_077EA,B20005_077MA,B20005_078EA,B20005_078MA,B20005_079MA,B20005_079EA,B20005_080MA,B20005_080EA,B20005_081EA,B20005_081MA,B20005_082EA,B20005_082MA,B20005_083EA,B20005_083MA,B20005_084MA,B20005_084EA,B20005_085MA,B20005_085EA,B20005_086EA,B20005_086MA,B20005_087EA,B20005_087MA,B20005_088EA,B20005_088MA,B20005_089MA,B20005_089EA,B20005_090MA,B20005_090EA,B20005_091EA,B20005_091MA,B20005_092EA,B20005_092MA,B20005_093EA,B20005_093MA,B20005_094MA,B20005_094EA,B20005_095MA,B20005_095EA,NAME,B20005_001MA,B20005_001EA,B20005_002MA,B20005_002EA,B20005_003MA,B20005_003EA,B20005_004MA,B20005_004EA,B20005_005EA,B20005_005MA,B20005_006EA,B20005_006MA,B20005_007EA,B20005_007MA,B20005_008MA,B20005_008EA,B20005_009MA,B20005_009EA,B20005_010EA,B20005_010MA,B20005_011EA,B20005_011MA,B20005_012EA,B20005_012MA,B20005_013MA,B20005_013EA,B20005_014MA,B20005_014EA,B20005_015MA,B20005_015EA,B20005_016EA,B20005_016MA,B20005_017EA,B20005_017MA,B20005_018EA,B20005_018MA,B20005_019MA,B20005_019EA,B20005_020MA,B20005_020EA,B20005_021EA,B20005_021MA,B20005_022EA,B20005_022MA,B20005_023EA,B20005_023MA,B20005_024MA,B20005_024EA,B20005_025MA,B20005_025EA,B20005_026EA,B20005_026MA,B20005_027EA,B20005_027MA,B20005_028EA,B20005_028MA,B20005_029MA,B20005_029EA,B20005_030MA,B20005_030EA,B20005_031EA,B20005_031MA,B20005_032EA,B20005_032MA,B20005_033EA,B20005_033MA,B20005_034MA,B20005_034EA,B20005_035MA,B20005_035EA,B20005_036EA,B20005_036MA,B20005_037EA,B20005_037MA,B20005_038EA,B20005_038MA,state
19702,2234,21434,2345,11663,1467,12947,1686,7435,1299,8364,1406,8692,1598,6118,1210,5572,1162,7930,1430,2464153,4334,872256,9786,135,142,872121,9775,2481,825,2815,896,8240,1445,10245,1728,29733,2846,26576,2871,39685,3107,36009,2812,65447,3680,39507,2809,96895,5171,103421,5390,76110,4395,70389,3809,48410,2926,51564,3540,56366,3594,33420,2579,44612,3543,30196,2775,1591897,10148,932552,9666,659345,9391,128145,6216,87344,4217,84571,4493,56556,3505,70624,4439,29313,2758,39175,2823,20505,2236,25254,2361,13919,1871,26956,2439,20648,2223,12828,1760,10891,1668,6568,1058,7212,1151,7354,1217,4710,955,4262,948,2510,631,0400000US29,4776269,4782,2312116,4722,1071583,10531,199,188,1071384,10538,3808,849,1534,524,8205,1541,5937,974,21989,2372,14803,1976,37121,3489,25856,2392,57137,3987,33595,2928,85723,4018,97787,4575,74111,4323,86029,4472,61717,4058,73276,4763,90926,4267,67764,4092,99590,4478,124476,4349,1240533,11189,703313,9870,537220,9716,104334,4427,69294,3769,56557,4129,39951,3374,55901,3736,21816,2479,28975,2632,16882,2061,24685,2343,8968,1529,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
4639,958,4202,966,2130,548,1964,584,1048,408,906,352,2213,666,1919,859,836,331,2294,647,405791,1690,133082,4076,51,52,133031,4071,364,198,792,407,1847,576,2045,565,4640,771,4993,1039,5645,980,6047,1218,9329,1454,6813,1010,15291,1822,16931,1651,12155,1807,9573,1363,6567,1317,7167,1193,8108,1351,5609,1040,6175,1281,2940,778,272709,4317,146351,3531,126358,4249,24809,2585,16031,1997,13277,1371,12737,1810,15007,1653,6138,968,8805,1440,4479,804,4840,939,2925,858,4865,948,3189,709,1681,544,2022,699,1165,385,1189,424,1057,370,653,318,852,433,637,320,0400000US30,809850,1787,404059,1941,186331,4229,0,157,186331,4229,1265,398,1194,448,1927,541,1648,502,3539,781,2633,730,5780,1071,5949,962,9438,1360,6008,1107,15127,1753,15917,1805,15350,1863,14882,1856,11291,1925,12747,1729,13702,1495,12105,1465,18020,1984,17809,1622,217728,4174,108932,3073,108796,3839,17965,1633,12685,1608,14538,1847,8857,1399,7567,1337,5845,1169,5726,1042,3970,899,7063,991,2429,894,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
6728,1182,5354,926,3749,943,3030,719,1651,475,1862,514,2188,596,1321,502,1870,469,3578,910,731632,1672,288329,4278,61,73,288268,4280,1080,405,1385,433,2406,576,3884,859,11152,1454,8093,1217,12436,1593,10050,1479,23256,1979,13798,1423,32336,2447,31407,2189,26966,2148,25534,1981,15418,1461,15892,1615,19295,1759,11245,1245,12868,1566,9767,1225,443303,4274,226290,3758,217013,4402,42191,2289,30919,2104,26324,1774,18102,2071,26168,1837,10028,1133,11487,1513,6639,1250,8727,1204,4759,894,6903,1064,5037,900,3702,760,3733,682,2832,648,3488,858,2804,636,1281,439,1056,389,833,365,0400000US31,1442595,2159,710963,1876,395775,4612,67,82,395708,4612,2119,551,441,218,3527,954,1785,441,8845,1726,4040,959,7950,1368,7167,1100,17968,2221,11708,1563,30617,2293,38536,2730,34568,2016,36623,2328,23821,1841,30712,2339,34184,2040,25699,1783,35786,2360,39612,2382,315188,4660,149674,3868,165514,4357,32645,2455,23196,2027,18681,2051,11632,1654,16210,1633,5836,1067,9866,1537,5190,1081,6340,1038,4587,1119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
14682,2243,13064,1880,7491,1519,7678,1288,4092,1329,6117,1384,6500,1474,3000,864,2969,769,4884,1009,1078927,2224,368636,7257,48,80,368588,7257,1119,482,1300,623,2662,735,2814,979,10195,1776,9200,1632,13804,1731,11055,1908,24147,2484,16944,2346,37423,3058,45010,3269,33064,2831,32816,2610,20518,2613,22834,2538,26262,2691,17931,2067,23066,2212,16424,1781,710291,7492,440510,7491,269781,6402,39947,3447,29841,2671,27415,2428,20781,2321,24677,2239,14470,1956,19161,2270,13077,1928,15634,2213,9165,1978,14279,1792,10371,1510,7397,1439,6570,1463,3268,900,2532,736,4046,959,2267,820,3039,894,1844,537,0400000US32,2167405,2508,1088478,1942,484007,7680,0,200,484007,7680,1772,708,1403,490,2559,968,4297,1246,9773,1965,4893,1203,14354,2331,12838,1695,29053,3217,12273,1963,37973,3959,45506,3656,40503,3512,36976,3266,27633,2513,30269,2684,44019,3743,30272,2619,44493,3114,53148,3669,604471,7427,339772,5992,264699,7690,35388,3325,27867,2588,24699,2728,19376,2463,24008,3173,13657,2307,17727,2137,8660,1448,14954,2218,7886,1543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
6029,1045,5754,1149,4185,861,3510,1058,2551,878,1895,686,2015,564,1485,689,2108,606,3145,675,552397,2083,201807,5571,69,105,201738,5570,235,152,742,337,842,365,844,457,2329,900,2899,910,5554,1264,3628,930,10253,1408,6671,1277,18476,2368,20769,2427,18858,2087,17186,1596,14593,1884,13697,1630,19252,2086,14335,1803,15916,1972,14659,1717,350590,6053,181488,4457,169102,5474,26154,2382,21487,2046,16775,1752,12114,1666,16270,2072,9428,1583,11548,1582,5458,923,9058,1389,4106,798,6428,1312,6549,1082,4366,974,4156,921,2749,756,4103,803,3369,806,1666,482,1758,527,1560,575,0400000US33,1079792,2010,527395,1793,269964,4716,5,10,269959,4716,773,380,175,242,1171,383,896,412,3000,902,3279,935,4059,1096,2494,667,9706,2024,4787,1125,14124,1742,19772,2063,18856,1945,20242,1897,14427,1592,18877,1905,30059,2374,19875,2097,32434,2699,50953,3369,257431,4906,129738,3765,127693,4286,21422,2044,15804,1619,13356,1729,7299,1233,11407,1415,5413,1385,7653,1424,4198,958,5378,1109,3086,921,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
35932,3364,27637,2533,19430,1909,17198,1615,13394,1875,17525,2318,19961,1851,13905,1895,25745,2677,27485,2639,3666856,2978,1275640,12378,163,146,1275477,12393,990,417,2880,972,8089,1162,8793,1490,24651,2301,19282,2505,37871,3428,31054,2827,57679,4490,32565,2753,81990,4089,101275,5420,91212,4789,90703,4548,70837,4280,95372,5079,121025,5306,94653,4784,155135,6121,149421,5268,2391216,12053,1444894,12828,946322,11949,140765,5786,101757,5068,95633,5281,74120,4437,93041,4831,45963,3176,55083,3563,26953,2322,45643,3376,20250,2233,44854,3181,36453,2980,22590,1943,22764,1930,14181,1705,19581,1713,25706,2257,18647,1789,25935,2169,16403,1899,0400000US34,7077678,4443,3410822,3377,1711557,12606,124,154,1711433,12605,2360,697,2484,765,8717,1474,7223,1157,22959,2411,15249,2187,37218,3300,29451,3118,56766,4162,33193,3315,87474,5018,99651,4939,87506,5195,92994,5167,74347,4314,116930,5391,141782,5677,122512,5208,235217,7369,437400,8699,1699265,12428,972308,11400,726957,12740,113511,5385,72533,4414,68661,4295,48394,2999,63913,4002,31238,2980,37014,3059,19948,2198,39332,3020,14201,1976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
6084,1088,6267,1116,3077,735,3788,1083,2877,818,1935,653,2018,628,1799,612,2830,749,3439,972,827613,2029,267013,6976,15,25,266998,6972,1109,544,1248,467,3883,1146,3562,937,12382,1878,7604,1262,16371,2521,11566,1673,17997,2175,14048,2029,23873,2417,25404,2465,20762,2339,20127,2279,13724,1725,16323,2025,17191,2309,13217,1703,14790,2194,11817,1756,560600,7331,362356,5955,198244,6678,35755,2949,24442,2348,26600,3065,15801,2036,21175,2437,11858,1543,10299,1568,5681,1213,8173,1074,4545,1119,6836,1316,5672,1055,4208,1057,3778,954,2855,853,2700,662,3213,780,1552,481,1194,556,1907,789,0400000US35,1627551,2682,799938,2219,352141,6965,18,32,352123,6965,546,373,361,185,4685,1143,4270,1202,10591,1756,8120,1669,14273,1754,9912,2353,19337,2334,12610,1943,28279,2652,31155,2709,23326,2559,23135,2344,19672,2237,22549,2535,28386,2633,19606,2039,31827,2500,39483,3152,447797,7390,274740,7323,173057,6854,30642,2966,22487,2362,20327,2495,12565,1699,17852,2402,7842,1335,9534,1614,4913,1048,7113,1256,5668,1324,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
69069,4287,66944,3607,37136,3473,39998,3241,26453,2666,35115,3456,38216,2657,26223,2526,36298,3014,53501,3280,8254656,5407,2845409,19057,132,170,2845277,19090,5631,1155,8279,1193,23053,2431,26827,2337,69666,4452,54093,4091,93113,5196,70301,4369,139609,6819,78418,4625,210934,8600,252317,8263,219099,6697,217739,6185,162946,6186,193694,7054,248587,7814,189713,7477,292356,8656,288902,9010,5409247,19674,3334530,17490,2074717,18338,334892,8532,222856,6565,221491,6716,166133,6885,210804,6397,97279,4389,125395,5720,67177,3693,108076,4941,43012,3573,96156,4920,76953,4671,44628,3122,44090,2875,28067,2395,37567,3038,44836,3439,27532,3064,40781,3088,36992,2943,0400000US36,15822629,6465,7567973,5380,3589045,20626,173,140,3588872,20617,5982,1422,5608,1006,27952,2445,20476,1926,67489,4626,47996,3283,108454,6089,84635,5266,150595,6832,82588,5162,212402,7343,251412,8644,207325,7647,247917,7556,173109,5919,255371,7641,304538,8033,255645,7218,423974,10528,655404,10863,3978928,21568,2351672,18951,1627256,17419,265935,7769,177859,5910,153905,5647,115878,5611,155115,6504,69957,4452,94516,4978,51262,3095,80792,5263,33084,3071,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
34860,3087,29565,2413,16180,2138,16189,1916,10307,1570,10551,1738,12975,1790,5256,1006,11183,1472,14504,1882,4006335,4207,1317791,14123,76,85,1317715,14113,3188,941,3860,957,12612,1812,14808,2095,43525,3660,37928,3395,60010,4452,53601,4311,88695,5147,57745,3823,141539,5814,152934,5994,119151,5830,103750,5461,74309,4025,77070,3738,86395,4221,55810,3321,69262,3680,61523,3968,2688544,14506,1649931,13180,1038613,14274,203159,7009,131043,5556,122261,5151,83219,4874,108168,5406,54938,3993,57139,4120,33684,2777,50713,3515,19764,2420,37546,3294,33078,2649,20749,1947,22644,2441,13501,1882,14992,2178,13031,1535,5693,1294,6570,1083,6721,1103,0400000US37,7720907,6128,3714572,5131,1723210,14761,326,271,1722884,14712,4441,1145,3626,949,13305,1969,13421,1656,33905,2814,26604,2562,54521,4359,51369,4032,94508,6621,59450,3401,147402,7103,158745,6544,124295,6915,136391,5855,101505,5404,113089,4639,129661,5429,96057,5075,152553,5968,208036,6208,1991362,15265,1161376,13326,829986,13870,151015,5657,98783,4497,92158,5264,62955,3713,83556,4588,42573,3268,53294,4007,28415,2612,41307,3260,14360,2188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
2850,810,2274,789,1759,531,2187,637,1364,506,1460,506,2317,612,1300,436,1948,703,2398,681,274749,1538,109758,2878,56,69,109702,2873,316,194,571,321,950,377,1497,665,2950,751,1695,565,3814,807,4327,903,7325,1165,5227,977,12637,1504,15726,1605,11318,1431,9593,1074,7585,1172,6091,1025,7067,1077,4430,1094,3247,743,3336,792,164991,2920,79071,2261,85920,3056,15068,1465,11214,1147,10587,1191,5997,1077,9374,1517,5376,1088,4960,981,2824,686,4222,960,2276,796,2942,587,2483,660,2227,664,1752,473,948,444,1001,369,1187,443,497,268,473,237,512,312,0400000US38,561051,1543,286302,1438,165552,2811,49,61,165503,2800,1118,377,553,254,1321,543,1214,500,1644,529,1606,448,4080,840,2019,569,7433,1402,4670,1027,11691,1920,13302,1416,14294,1766,15471,1499,9273,1227,12831,1470,15803,1757,10294,1417,16081,1711,20805,1787,120750,3088,54122,2577,66628,2912,10155,1278,9438,1332,6658,992,4327,1011,4654,793,2509,678,2700,864,1868,676,3406,856,1056,569,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
38350,2677,32295,2151,22463,2373,23705,2266,12064,1542,14432,1684,15829,1767,9345,1374,14528,1674,14851,1862,4751048,4268,1563274,13920,38,62,1563236,13937,2552,694,3779,687,14929,1845,15313,1913,42035,2744,32315,2671,65320,3953,53410,3154,109427,5986,69525,4135,160746,5862,179005,6308,131891,4806,128797,5377,91414,4715,96034,5039,125899,5220,81835,4043,91759,3920,67251,3704,3187774,14399,1871040,14566,1316734,14942,251894,7747,162692,5814,154669,5911,115675,5051,148908,6087,68508,3122,74991,4368,42199,2820,60849,3523,28590,2086,51403,3316,43994,3195,24053,2214,20456,1811,14716,1675,12377,1622,13891,1668,10065,1316,11417,1397,5387,906,0400000US39,9196303,5312,4445255,4191,2057705,14776,124,159,2057581,14776,4315,795,4091,625,13039,1765,12965,1527,34262,3145,23248,2384,52410,3838,39906,2538,93446,4895,51445,3819,143949,5421,179169,7063,152844,6264,166175,5736,124625,5036,157135,6893,198575,7375,147239,5119,209814,6864,248929,7332,2387550,15960,1359563,12397,1027987,12963,208164,6017,131254,5637,113705,5086,78874,4357,105001,4634,44701,2982,52190,2899,29350,2498,47256,3219,19630,2291,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
