GEO_ID,B07410_001E,B07410_001M,B07410_002E,B07410_002M,B07410_003E,B07410_003M,B07410_004E,B07410_004M,B07410_005E,B07410_005M,B07410_006E,B07410_006M,B07410_007E,B07410_007M,B07410_008E,B07410_008M,B07410_009E,B07410_009M,B07410_010E,B07410_010M,B07410_011E,B07410_011M,B07410_012E,B07410_012M,B07410_013E,B07410_013M,B07410_014E,B07410_014M,B07410_015E,B07410_015M,B07410_016E,B07410_016M,B07410_017E,B07410_017M,B07410_018E,B07410_018M,B07410_019E,B07410_019M,B07410_020E,B07410_020M,B07410_021E,B07410_021M,B07410_022E,B07410_022M,B07410_023E,B07410_023M,B07410_024E,B07410_024M,B07410_025E,B07410_025M,B07410_026E,B07410_026M,B07410_027E,B07410_027M,B07410_028E,B07410_028M,B07410_029E,B07410_029M,B07410_030E,B07410_030M,B07410_031E,B07410_031M,B07410_032E,B07410_032M,B07410_033E,B07410_033M,B07410_034E,B07410_034M,B07410_035E,B07410_035M,B07410_036E,B07410_036M,B07410_037E,B07410_037M,B07410_038E,B07410_038M,B07410_039E,B07410_039M,B07410_040E,B07410_040M,B07410_041E,B07410_041M,B07410_042E,B07410_042M,B07410_043E,B07410_043M,B07410_044E,B07410_044M,B07410_045E,B07410_045M,B07410_046E,B07410_046M,B07410_047E,B07410_047M,B07410_048E,B07410_048M,B07410_049E,B07410_049M,B07410_050E,B07410_050M,B07410_051E,B07410_051M,B07410_052E,B07410_052M,B07410_053E,B07410_053M,B07410_054E,B07410_054M,B07410_055E,B07410_055M,NAME,B07410_001EA,B07410_001MA,B07410_002EA,B07410_002MA,B07410_003MA,B07410_003EA,B07410_004MA,B07410_004EA,B07410_005EA,B07410_005MA,B07410_006EA,B07410_006MA,B07410_007EA,B07410_007MA,B07410_008MA,B07410_008EA,B07410_009MA,B07410_009EA,B07410_010MA,B07410_010EA,B07410_011EA,B07410_011MA,B07410_012EA,B07410_012MA,B07410_013EA,B07410_013MA,B07410_014EA,B07410_014MA,B07410_015EA,B07410_015MA,B07410_016MA,B07410_016EA,B07410_017EA,B07410_017MA,B07410_018EA,B07410_018MA,B07410_019EA,B07410_019MA,B07410_020EA,B07410_020MA,B07410_021EA,B07410_021MA,B07410_022EA,B07410_022MA,B07410_023EA,B07410_023MA,B07410_024EA,B07410_024MA,B07410_025MA,B07410_025EA,B07410_026EA,B07410_026MA,B07410_027MA,B07410_027EA,B07410_028EA,B07410_028MA,B07410_029EA,B07410_029MA,B07410_030MA,B07410_030EA,B07410_031EA,B07410_031MA,B07410_032MA,B07410_032EA,B07410_033EA,B07410_033MA,B07410_034EA,B07410_034MA,B07410_035MA,B07410_035EA,B07410_036MA,B07410_036EA,B07410_037MA,B07410_037EA,B07410_038MA,B07410_038EA,B07410_039EA,B07410_039MA,B07410_040MA,B07410_040EA,B07410_041MA,B07410_041EA,B07410_042MA,B07410_042EA,B07410_043MA,B07410_043EA,B07410_044EA,B07410_044MA,B07410_045EA,B07410_045MA,B07410_046MA,B07410_046EA,B07410_047MA,B07410_047EA,B07410_048MA,B07410_048EA,B07410_049MA,B07410_049EA,B07410_050EA,B07410_050MA,B07410_051MA,B07410_051EA,B07410_052MA,B07410_052EA,B07410_053MA,B07410_053EA,B07410_054MA,B07410_054EA,B07410_055EA,B07410_055MA,state
0400000US06,30252741,25257,5438759,37773,24813982,40476,5108848,32947,2885908,28600,4087424,31755,2771792,25991,2967077,26957,2130894,20717,977473,13934,3884566,27552,25767221,49029,4637583,35362,21129638,45044,4170591,30156,2441930,25811,3451934,32603,2351242,23545,2548485,25186,1846246,18987,853086,13311,3466124,25442,3099476,40372,528845,15167,2570631,34866,602831,13140,319747,10364,462384,12898,305189,10949,306591,8788,203201,8974,85870,4887,284818,9783,909954,20979,197161,8429,712793,17600,213573,7986,81674,5981,101994,5444,76069,5918,73500,5325,54573,4392,26235,3009,85175,4372,476090,14989,75170,5204,400920,12270,121853,5946,42557,4249,71112,5150,39292,3589,38501,3241,26874,3137,12282,2004,48449,4581,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4085714,12300,466378,11467,3619336,15011,717807,13447,333755,9038,555858,10226,453996,8651,527930,11960,357104,8840,152363,6243,520523,10350,3346119,15594,381832,10002,2964287,17441,545974,11077,263694,7913,433489,9286,369403,8315,439782,11072,310618,7847,133647,5275,467680,9210,388154,11866,42057,4084,346097,10242,82926,5408,39737,3475,71717,4580,47013,3552,47471,4204,24792,2709,8652,1656,23789,2455,218140,8672,23961,2986,194179,8167,58329,4694,18715,2245,32414,3644,22558,2726,25913,2851,13622,2279,6621,1436,16007,2431,133301,7750,18528,2796,114773,6159,30578,2838,11609,1553,18238,2420,15022,2078,14764,2294,8072,1635,3443,1222,13047,2073,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2936955,7731,348086,8430,2588869,11182,465253,10427,231776,7002,370932,6917,297077,7146,338909,9221,280926,7940,121765,5422,482231,8183,2590091,12429,300339,8526,2289752,13023,391357,9201,201001,6775,318965,6603,261636,6963,301410,8648,256374,7520,109450,5050,449559,7915,211206,9322,27387,2667,183819,8435,37925,3071,22491,2799,35175,3151,23538,3214,23422,2870,15161,2258,7012,1600,19095,2666,56617,4818,9512,1842,47105,3849,16259,1807,3289,866,6286,1399,5404,1442,6114,1411,3562,1150,1873,860,4318,1045,79041,5045,10848,1991,68193,4436,19712,1950,4995,1114,10506,1849,6499,1492,7963,1895,5829,1378,3430,1099,9259,1601,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,734064,5171,85051,4473,649013,5970,122986,4059,64849,4302,101586,4750,83874,5214,98002,4656,67696,4050,31256,2599,78764,3455,645448,6911,72093,4350,573355,6771,101878,3794,56945,3947,89255,4308,72704,4789,87494,4573,62522,3740,29068,2425,73489,3456,61700,5817,8532,1770,53168,5421,15122,2265,5624,1173,9464,1890,8355,2015,6718,1422,3905,942,1387,544,2593,819,6513,1597,1020,436,5493,1446,2069,938,527,441,633,538,450,398,547,283,520,359,126,190,621,414,20403,2903,3406,1040,16997,2451,3917,915,1753,678,2234,732,2365,1047,3243,1075,749,467,675,420,2061,700,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,532590,7332,65878,4256,466712,7681,90826,4679,33590,2828,50399,3086,43680,3678,58403,3955,47408,3797,21549,2285,120857,4101,427184,4788,50428,3685,376756,5479,68274,3676,27328,2685,42004,2729,35470,3345,44325,3271,38388,3340,17124,1941,103843,3763,53286,4602,7103,1613,46183,4029,12141,1793,3195,884,3871,1215,4605,1546,7262,1439,5119,1382,1696,581,8294,1356,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,0,184,52120,5468,8347,2058,43773,4579,10411,1886,3067,925,4524,1403,3605,946,6816,1545,3901,1157,2729,1072,8720,1654,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15790650,23069,2449833,24338,13340817,26825,2827876,32032,1639447,21184,2504844,24720,1796042,23148,1806910,23746,1056916,16085,402934,10510,1305848,18621,13508469,37145,2046423,25940,11462046,32218,2329821,27914,1389763,17564,2127509,22897,1545734,20948,1580846,22308,944438,15243,362836,10232,1181099,16999,1432141,30009,233495,12187,1198646,24617,297433,10338,159153,8639,253551,11282,173394,6980,147920,7148,71090,3978,23358,2463,72747,5372,487834,16323,117620,6428,370214,14560,112200,7059,49727,4387,67659,5193,44081,4372,41681,3968,20650,2517,8356,1561,25860,3048,362206,13624,52295,4442,309911,11525,88422,5260,40804,4259,56125,4099,32833,2776,36463,3307,20738,2456,8384,1488,26142,2669,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7773243,15252,1373915,21124,6399328,22341,1403822,19181,724085,13520,1088606,15947,828395,15320,853573,18271,560142,11413,228858,8642,711847,13090,6600020,23252,1155373,18671,5444647,25535,1127311,18458,607269,11214,908955,15329,705607,15702,740869,15718,498241,10729,206361,8075,650034,13246,590633,21758,105019,7100,485614,18247,136591,8413,65705,5640,102155,6953,62397,5314,55146,5305,28900,2531,9787,1757,24933,2827,377830,13444,80110,5440,297720,10296,92844,5276,32133,3354,52247,4839,40064,3910,36214,4005,19424,2261,6899,1456,17895,2389,204760,9891,33413,3937,171347,8513,47076,3519,18978,2596,25249,2762,20327,2691,21344,2848,13577,2246,5811,1255,18985,2016,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1124524,6709,150306,5017,974218,6942,176714,6738,89527,4657,158390,5896,132606,6021,153758,5194,103199,4288,41102,2898,118922,3989,966521,7582,126916,4792,839605,7568,146050,5295,76545,4499,135156,4963,114401,5265,135140,4764,90510,3645,35888,2788,105915,3867,103843,6841,13643,2443,90200,5421,16973,2679,8511,1589,17746,2153,13129,2093,13971,2020,8201,1628,3794,1066,7875,1422,5465,1648,1208,758,4257,1299,1602,704,613,455,402,316,596,348,295,196,393,417,88,145,268,201,48695,4112,8539,1556,40156,3454,12089,1915,3858,1007,5086,1234,4480,1394,4352,1548,4095,1853,1332,521,4864,1029,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1232088,6851,146930,5608,1085158,8126,261456,8017,120781,5408,207319,8469,148446,6604,139452,5356,91114,5190,30741,2778,85849,4558,1022251,9500,121849,5562,900402,10438,203217,7948,97176,5123,165936,7049,124904,5809,121695,4980,81016,4923,27236,2663,79222,4255,117117,7087,12412,2020,104705,6376,30734,3079,14806,2248,25442,2859,12904,2052,10577,1684,5270,1288,1712,821,3260,1125,45749,4396,7355,1351,38394,3965,14329,2267,4291,1222,7518,1952,5078,1478,4054,1427,1767,1038,336,295,1021,551,46971,5048,5314,1212,41657,4485,13176,2146,4508,980,8423,1392,5560,1547,3126,827,3061,875,1457,715,2346,668,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10346950,13116,1497713,14674,8849237,18751,1774930,18108,872926,14550,1454788,15986,1091127,14956,1187843,15019,860997,11559,371356,9427,1235270,14350,8956954,23066,1279987,14238,7676967,22523,1441008,16571,745261,11408,1257254,13757,947140,12971,1044197,14444,770912,9767,334020,8912,1137175,13763,876883,18563,132510,6955,744373,16958,196051,8558,85797,5244,133555,6647,93348,5399,93992,5222,57008,3964,25104,2619,59518,4129,277975,10135,52684,3932,225291,8505,73228,3646,23059,2376,33949,3207,28511,3041,26966,3190,17929,2524,5745,1360,15904,2129,235138,9376,32532,2929,202606,8362,64643,4623,18809,2168,30030,2646,22128,2332,22688,2298,15148,2357,6487,1158,22673,2459,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
