GEO_ID,B17001I_001E,B17001I_001M,B17001I_002E,B17001I_002M,B17001I_003E,B17001I_003M,B17001I_004E,B17001I_004M,B17001I_005E,B17001I_005M,B17001I_006E,B17001I_006M,B17001I_007E,B17001I_007M,B17001I_008E,B17001I_008M,B17001I_009E,B17001I_009M,B17001I_010E,B17001I_010M,B17001I_011E,B17001I_011M,B17001I_012E,B17001I_012M,B17001I_013E,B17001I_013M,B17001I_014E,B17001I_014M,B17001I_015E,B17001I_015M,B17001I_016E,B17001I_016M,B17001I_017E,B17001I_017M,B17001I_018E,B17001I_018M,B17001I_019E,B17001I_019M,B17001I_020E,B17001I_020M,B17001I_021E,B17001I_021M,B17001I_022E,B17001I_022M,B17001I_023E,B17001I_023M,B17001I_024E,B17001I_024M,B17001I_025E,B17001I_025M,B17001I_026E,B17001I_026M,B17001I_027E,B17001I_027M,B17001I_028E,B17001I_028M,B17001I_029E,B17001I_029M,B17001I_030E,B17001I_030M,B17001I_031E,B17001I_031M,B17001I_032E,B17001I_032M,B17001I_033E,B17001I_033M,B17001I_034E,B17001I_034M,B17001I_035E,B17001I_035M,B17001I_036E,B17001I_036M,B17001I_037E,B17001I_037M,B17001I_038E,B17001I_038M,B17001I_039E,B17001I_039M,B17001I_040E,B17001I_040M,B17001I_041E,B17001I_041M,B17001I_042E,B17001I_042M,B17001I_043E,B17001I_043M,B17001I_044E,B17001I_044M,B17001I_045E,B17001I_045M,B17001I_046E,B17001I_046M,B17001I_047E,B17001I_047M,B17001I_048E,B17001I_048M,B17001I_049E,B17001I_049M,B17001I_050E,B17001I_050M,B17001I_051E,B17001I_051M,B17001I_052E,B17001I_052M,B17001I_053E,B17001I_053M,B17001I_054E,B17001I_054M,B17001I_055E,B17001I_055M,B17001I_056E,B17001I_056M,B17001I_057E,B17001I_057M,B17001I_058E,B17001I_058M,B17001I_059E,B17001I_059M,NAME,B17001I_001EA,B17001I_001MA,B17001I_002MA,B17001I_002EA,B17001I_003MA,B17001I_003EA,B17001I_004EA,B17001I_004MA,B17001I_005MA,B17001I_005EA,B17001I_006MA,B17001I_006EA,B17001I_007MA,B17001I_007EA,B17001I_008MA,B17001I_008EA,B17001I_009EA,B17001I_009MA,B17001I_010EA,B17001I_010MA,B17001I_011MA,B17001I_011EA,B17001I_012MA,B17001I_012EA,B17001I_013MA,B17001I_013EA,B17001I_014MA,B17001I_014EA,B17001I_015EA,B17001I_015MA,B17001I_016MA,B17001I_016EA,B17001I_017MA,B17001I_017EA,B17001I_018MA,B17001I_018EA,B17001I_019MA,B17001I_019EA,B17001I_020EA,B17001I_020MA,B17001I_021EA,B17001I_021MA,B17001I_022EA,B17001I_022MA,B17001I_023MA,B17001I_023EA,B17001I_024MA,B17001I_024EA,B17001I_025MA,B17001I_025EA,B17001I_026EA,B17001I_026MA,B17001I_027EA,B17001I_027MA,B17001I_028EA,B17001I_028MA,B17001I_029MA,B17001I_029EA,B17001I_030MA,B17001I_030EA,B17001I_031EA,B17001I_031MA,B17001I_032EA,B17001I_032MA,B17001I_033EA,B17001I_033MA,B17001I_034MA,B17001I_034EA,B17001I_035MA,B17001I_035EA,B17001I_036MA,B17001I_036EA,B17001I_037EA,B17001I_037MA,B17001I_038EA,B17001I_038MA,B17001I_039EA,B17001I_039MA,B17001I_040MA,B17001I_040EA,B17001I_041MA,B17001I_041EA,B17001I_042EA,B17001I_042MA,B17001I_043EA,B17001I_043MA,B17001I_044EA,B17001I_044MA,B17001I_045MA,B17001I_045EA,B17001I_046MA,B17001I_046EA,B17001I_047MA,B17001I_047EA,B17001I_048EA,B17001I_048MA,B17001I_049EA,B17001I_049MA,B17001I_050MA,B17001I_050EA,B17001I_051MA,B17001I_051EA,B17001I_052MA,B17001I_052EA,B17001I_053EA,B17001I_053MA,B17001I_054EA,B17001I_054MA,B17001I_055EA,B17001I_055MA,B17001I_056MA,B17001I_056EA,B17001I_057EA,B17001I_057MA,B17001I_058MA,B17001I_058EA,B17001I_059EA,B17001I_059MA,state
0400000US06,14280241,7863,3420051,47555,1599660,25356,234888,6366,50638,3666,257064,8117,116203,5458,38820,2809,76771,3772,194276,6713,198505,6707,195403,7561,121670,6227,68050,4075,28131,2486,19241,1885,1820391,27095,211034,6936,48602,3968,251715,8410,110449,5265,36549,2639,71127,4206,234402,6695,281294,8096,259299,7131,141480,5057,88220,4034,47758,2918,38462,2600,10860190,48240,5569126,26035,447127,6818,88145,4845,524479,9678,277904,6933,91553,4026,194363,4424,719157,7477,979057,6595,844990,7934,690394,6485,411102,4181,187597,2564,113258,2199,5291064,27271,444915,7481,85571,5124,509931,9612,257778,7568,95890,4878,184830,4481,627830,7013,819343,8156,766162,6863,678014,5044,434725,4134,223748,3201,162327,2529,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1060796,2488,262610,13912,121693,7484,17400,2439,3501,996,24499,3208,7268,1374,2419,583,5019,1243,13259,2003,16175,2397,13894,1947,8155,1340,5911,1160,2302,630,1891,628,140917,8269,18512,2220,2669,877,20763,2484,7917,1594,3105,1000,4719,1030,19541,2216,23024,2601,16177,1808,10681,1655,6641,1255,3817,856,3351,634,798186,13749,412471,7473,38112,2645,6662,1489,44285,3652,22430,2536,7403,1225,13169,1559,49165,2379,70677,3164,62938,2612,46418,1873,29280,1473,15309,968,6623,740,385715,8910,34254,2595,6317,1300,47008,3104,20440,2343,6523,1230,10691,1440,42682,2371,57934,2981,57316,2294,45131,1742,31612,1334,16399,914,9408,886,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,496214,1504,136942,8304,60714,4564,7367,1265,1734,629,9609,1434,4084,1065,996,461,2235,606,7276,1662,7947,1418,6824,1234,6692,1441,2885,718,2179,540,886,424,76228,4988,8837,1419,1396,502,10058,1595,5601,1370,1931,657,2902,766,8262,1400,13120,1746,7717,1231,7802,1488,4424,851,2689,628,1489,443,359272,8170,185394,4491,16305,1209,2428,711,18949,1909,9181,1298,4277,784,6587,834,23020,1679,34219,1552,28660,1406,22068,1534,12543,787,4928,667,2229,523,173878,5220,13673,1456,3132,978,15368,1987,9593,1495,3050,760,4563,961,20201,1647,28281,2087,29803,1420,22461,1472,13272,908,6853,850,3628,451,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,77200,536,18153,3555,8049,1786,1646,574,50,82,1453,606,938,432,241,339,170,258,749,385,1220,467,929,552,175,284,349,273,0,182,129,137,10104,2330,1741,771,409,329,1492,560,461,341,252,255,140,147,1444,706,1688,627,862,536,863,472,535,278,177,166,40,69,59047,3592,32112,1853,2633,609,235,239,3358,882,2545,883,258,214,1111,405,4297,901,5569,692,4524,948,4584,856,1825,372,814,283,359,181,26935,2387,3081,799,427,286,2814,776,1336,438,564,542,1072,444,2869,804,4532,846,4883,698,2814,484,1072,297,799,303,672,363,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61358,571,13550,2668,7189,1447,1080,406,173,206,844,564,109,138,93,118,152,149,1959,686,1144,458,1016,514,359,288,134,180,126,150,0,197,6361,1776,808,416,237,265,640,306,322,215,282,325,30,56,1178,592,1642,619,579,375,46,81,427,317,0,197,170,180,47808,2685,24577,1461,2065,406,597,453,1290,428,543,325,226,192,420,246,1932,661,6864,473,4529,531,3152,292,1813,185,791,235,355,218,23231,1787,2276,412,264,206,1170,470,699,432,177,214,364,267,2029,615,5461,619,4076,375,3075,81,1866,317,1208,2,566,179,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4418500,4923,988945,29912,450230,15471,51469,2934,13286,2086,57504,4643,27463,3482,10519,1730,17380,2139,54949,5287,59448,4849,52299,4332,39945,3651,27746,3161,22199,2298,16023,2070,538715,18637,49869,4707,10350,1995,60273,4574,25570,3360,9202,1777,17522,2329,59067,4320,76591,5307,75064,5205,50687,4173,40025,3208,31566,2824,32929,3439,3429555,28909,1723301,14704,108922,3225,25127,3133,130155,6176,64015,4162,23380,2426,44258,3029,189963,5198,277172,5051,288759,5363,257351,3914,155352,3334,93861,2546,64986,2605,1706254,18172,101215,4776,22108,2677,126419,4863,64496,4691,21676,2457,44865,2899,166746,4547,243000,5503,266452,5460,262457,4304,177469,3626,117106,2955,92245,3445,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,883949,3950,283395,17776,144183,9607,26786,3067,5150,1208,27646,2754,9722,1689,2612,947,3536,1139,12752,2580,21668,3464,22006,3050,6871,1597,3941,1193,799,504,694,472,139212,10129,22016,2763,4598,1357,25819,3609,9020,1777,2127,951,5065,1259,11652,2177,25512,2647,22226,3040,5650,1414,3440,868,1310,752,777,413,600554,17458,324929,9946,30354,3092,6255,1610,32919,3123,13273,2049,5388,1463,9699,1606,41159,3082,73149,4355,51314,3528,37184,2697,14707,1736,5957,1168,3571,1170,275625,9832,31698,2845,4996,1211,29732,3189,15191,2209,3866,1180,6952,1424,31516,2317,49516,3092,43952,3094,31458,2406,13545,1338,7402,1418,5801,1086,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,126195,1311,24045,4063,10833,2052,1964,527,355,260,2586,1005,341,284,91,154,567,340,1084,449,1626,751,620,359,763,448,753,394,83,119,0,177,13212,2766,1579,599,631,492,2188,779,722,459,387,387,573,421,1375,673,2642,881,1417,683,990,506,439,297,220,174,49,48,102150,4112,53611,2255,6610,558,1338,643,5091,938,2683,589,678,390,2232,539,6974,841,10221,1220,7042,698,4372,642,4006,542,1569,318,795,331,48539,2745,5997,672,928,403,4646,955,2203,645,638,306,1470,532,6322,667,7507,864,6556,806,5006,633,3997,305,1958,230,1311,219,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,180727,772,51598,7311,23143,3748,3804,964,667,481,4252,1081,2306,1118,289,357,885,761,3544,1179,2432,961,2356,894,1437,552,462,291,266,216,443,423,28455,4166,4364,1075,766,406,5774,1443,2505,870,344,302,427,388,4431,1326,4040,1113,2812,945,1764,761,405,269,551,299,272,299,129129,7275,69778,3872,6747,1193,1376,754,9074,1766,3922,997,930,511,2867,868,7464,1280,13337,1538,11083,1395,5873,1202,4991,940,1706,632,408,265,59351,4547,5971,1268,1204,598,7060,1395,3482,1093,1466,572,2394,1147,7359,1410,8642,1528,9085,1602,6853,1309,3169,599,1913,627,753,350,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2066598,3493,442477,20221,210095,10161,31532,2896,6636,1451,38287,3801,15864,2199,4211,884,7103,1152,22273,2510,29046,2870,27339,2830,13960,1618,7679,1286,4139,1025,2026,746,232382,11787,28992,2612,6365,1329,33813,3764,13861,2237,4764,1142,9442,1589,27077,2309,41519,2966,31990,2566,15543,1899,9885,1600,5484,984,3647,875,1624121,20723,853063,10619,73324,2717,14625,2198,87643,4101,44536,3131,15261,1604,30313,2119,100683,3418,156085,3054,138780,2874,98444,1980,57228,1474,24239,1420,11902,987,771058,12168,71253,2725,16570,2195,87346,4970,41108,3164,13159,1692,26152,2355,84949,2295,125484,3379,121082,2851,89839,2393,53019,1738,25671,1237,15426,1037,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
