GEO_ID,B19019_001E,B19019_001M,B19019_002E,B19019_002M,B19019_003E,B19019_003M,B19019_004E,B19019_004M,B19019_005E,B19019_005M,B19019_006E,B19019_006M,B19019_007E,B19019_007M,B19019_008E,B19019_008M,NAME,B19019_001MA,B19019_001EA,B19019_002EA,B19019_002MA,B19019_003EA,B19019_003MA,B19019_004MA,B19019_004EA,B19019_005MA,B19019_005EA,B19019_006EA,B19019_006MA,B19019_007EA,B19019_007MA,B19019_008EA,B19019_008MA,state
0400000US21,41724,419,20815,459,48338,711,53444,1427,67139,1853,61402,2275,55702,6234,53547,5402,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,42944,680,21859,547,49657,1014,56056,2010,66773,2014,66096,3224,58490,8318,54431,5395,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,46709,898,22922,1064,55817,1176,61828,2140,71136,2747,64831,4231,63266,9980,46527,18281,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,71122,579,38598,919,78806,1654,89304,2481,104514,3279,94572,4118,93159,6804,98139,10618,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,65339,645,30704,631,72272,910,86704,2211,102584,2581,99871,3160,98047,4786,111698,12206,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,46859,331,25253,335,52959,546,61351,941,71967,1125,68916,1994,59233,3484,59712,3119,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58906,668,30158,458,65551,608,77954,1535,89611,1763,86492,2206,77686,3992,72604,4912,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37095,584,18837,743,44971,1124,44217,1756,51345,2043,49239,4511,47543,6810,46975,3715,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,45321,418,24143,482,51823,524,57945,2011,71002,1182,65078,2461,64201,3386,63409,2886,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,45076,1092,22948,1009,54979,1479,58829,3810,67034,3159,66324,4286,65118,12977,70783,14751,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,50723,577,26650,740,59844,1333,62208,2103,72464,2346,70931,3613,71165,12438,68973,13087,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,49760,826,30576,688,56941,1275,59403,2479,61521,1753,61726,3394,57427,7846,62780,9418,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,63280,1537,31094,1156,69181,1936,81964,2793,97080,4837,95309,5523,76967,17618,93814,14789,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,69667,716,32680,973,72931,1271,87483,1909,102489,1967,101156,1892,95134,6671,94624,6163,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,42558,902,24529,1025,51566,1516,53238,1965,55705,3191,52069,4165,60851,7900,56586,4405,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,56448,371,30450,377,62896,670,72446,1111,83676,1523,79144,2114,74381,3481,77020,2736,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,45150,391,24969,474,52287,615,56093,1124,65070,1657,56897,2052,50859,2354,49592,2650,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,53585,1546,30037,1354,61572,2120,70846,4157,87300,4821,84057,7203,88889,11714,80459,18289,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,46829,293,24853,284,53978,533,60875,912,75082,937,68917,2090,65957,3840,60168,4685,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,44312,462,23597,610,51449,807,56461,1541,64937,2090,58714,2644,59640,3211,60086,5463,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,49161,807,25606,847,56574,1098,60758,2517,70713,2215,61382,2000,59040,7099,69731,9896,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,51230,265,25739,297,57204,531,70042,999,80921,983,77166,2157,73870,4003,67640,4713,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,54554,1789,25405,1432,62129,1844,73869,3674,89675,3128,79102,6496,62042,6981,82960,19268,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,43107,660,23405,836,49646,946,54510,1371,61764,2045,58069,2750,52058,5363,56218,4566,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,48362,974,27297,1572,57535,1873,61413,4223,72724,3456,72882,4741,69844,9645,51055,13682,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42764,579,23093,539,49055,733,56596,1222,61954,1436,59594,2865,58229,4800,53725,5438,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,50740,267,28557,555,57573,629,60781,695,68675,1263,60272,1146,55207,2099,57683,1947,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,57049,737,28131,1565,58307,1600,65758,1864,70661,2347,70645,2224,74045,3588,77876,4111,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,52977,1259,25426,1204,62296,1521,67402,6065,77195,4181,73572,7824,64459,20378,84956,40326,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,61741,410,34126,965,66804,717,76141,1700,89663,2053,83855,2579,82251,4035,81184,6621,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,57573,595,31768,501,64804,745,71718,1565,84683,2635,72767,3242,70869,3189,69744,5729,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,40196,697,20406,552,46020,1174,55084,2085,66082,3141,63520,4248,52440,8222,47369,22330,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,51059,321,26268,444,58273,686,67493,1354,78504,1728,75342,2313,64834,4281,65268,4504,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,54901,1491,26135,1236,66091,2221,69633,8345,76173,5063,73528,10332,71287,7715,56922,13950,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,19429,325,10342,379,20501,465,24766,915,28988,1515,27509,1827,26253,3833,31670,6796,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,41574,477,21589,538,48802,832,51558,1151,66016,1997,61956,2896,55970,7651,57979,7891,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,67712,1894,35777,1656,76484,2846,86175,5266,85375,4551,86365,6814,78627,14780,81413,8165,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,47826,604,27625,834,56436,989,58408,1812,65731,1615,60360,3169,55497,4559,49346,2101,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40112,497,20805,532,46485,921,51000,1896,57976,2378,60245,2974,55423,4684,48557,8628,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
