GEO_ID,B27023_001E,B27023_001M,B27023_002E,B27023_002M,B27023_003E,B27023_003M,B27023_004E,B27023_004M,B27023_005E,B27023_005M,B27023_006E,B27023_006M,B27023_007E,B27023_007M,B27023_008E,B27023_008M,B27023_009E,B27023_009M,B27023_010E,B27023_010M,B27023_011E,B27023_011M,B27023_012E,B27023_012M,B27023_013E,B27023_013M,B27023_014E,B27023_014M,B27023_015E,B27023_015M,NAME,B27023_001MA,B27023_001EA,B27023_002MA,B27023_002EA,B27023_003EA,B27023_003MA,B27023_004EA,B27023_004MA,B27023_005MA,B27023_005EA,B27023_006MA,B27023_006EA,B27023_007MA,B27023_007EA,B27023_008MA,B27023_008EA,B27023_009EA,B27023_009MA,B27023_010EA,B27023_010MA,B27023_011EA,B27023_011MA,B27023_012EA,B27023_012MA,B27023_013MA,B27023_013EA,B27023_014MA,B27023_014EA,B27023_015EA,B27023_015MA,state
0400000US18,646858,6535,326105,5568,136086,4368,111918,4478,24168,2656,190019,4978,107624,4329,82395,3994,320753,4025,156078,4827,125953,4003,30125,3020,164675,4973,85153,4223,79522,3926,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,306901,4504,157193,3026,66892,2821,58767,2357,8125,1503,90301,3309,62132,3175,28169,2392,149708,3103,71711,3361,60163,3018,11548,1389,77997,3515,48969,3302,29028,2399,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,281655,5100,146084,3786,63469,3344,52779,2996,10690,1729,82615,4103,51114,3115,31501,2910,135571,2985,66679,3113,54057,2870,12622,1806,68892,2861,43985,2941,24907,2473,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,404759,5738,201974,3835,71142,3878,57631,3745,13511,1875,130832,4466,69472,4204,61360,4260,202785,3987,89800,4742,67400,4021,22400,2522,112985,4934,56682,3505,56303,3862,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,456807,5531,225424,3784,80536,4304,58538,3307,21998,2856,144888,4760,74969,4098,69919,3913,231383,4205,101911,5005,73646,4295,28265,2630,129472,5605,57161,4497,72311,4526,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,106835,2403,53559,1893,18946,2011,15254,1696,3692,1062,34613,1958,17579,1692,17034,1806,53276,1873,25711,2080,19170,1880,6541,1303,27565,2020,14927,1829,12638,1361,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,555926,6718,276693,4794,112894,5327,92833,4617,20061,2689,163799,5524,103802,4983,59997,4262,279233,4226,136993,4884,111995,4917,24998,2536,142240,4632,83373,3986,58867,4322,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,673472,8375,334617,5178,161900,4768,141770,4649,20130,2247,172717,5514,112065,5543,60652,4231,338855,5567,197647,5982,169398,5306,28249,2690,141208,5514,92203,4724,49005,3444,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,959506,6722,480173,4219,214015,4763,170748,5464,43267,3403,266158,5643,143788,5039,122370,3918,479333,5095,235916,6010,177121,5724,58795,3887,243417,5573,128924,4965,114493,4529,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,490345,5933,247875,4088,104191,3813,87539,3734,16652,2029,143684,4974,95997,4423,47687,3159,242470,3770,115586,4145,96199,3895,19387,1725,126884,4332,81705,3892,45179,2714,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,297808,5300,146112,3866,54936,3390,38530,3273,16406,1882,91176,4097,39184,2853,51992,3346,151696,4378,72475,4501,49394,3873,23081,2529,79221,4613,30620,2918,48601,3736,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,567649,7302,278931,5287,109578,4908,90065,4363,19513,2270,169353,5788,95494,4569,73859,3927,288718,4090,132519,5084,105872,4389,26647,2977,156199,5782,86508,4278,69691,3971,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,92836,2617,46102,1864,15629,1950,12905,1647,2724,893,30473,2785,14359,2059,16114,1642,46734,1692,18612,1832,14968,1686,3644,851,28122,2346,14467,1756,13655,1780,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,177084,3434,88051,2319,37934,2390,32765,2340,5169,1201,50117,2822,34332,2331,15785,1852,89033,2246,44955,2151,35213,1889,9742,1576,44078,2528,28366,2395,15712,1731,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,255801,4781,127492,3377,39950,3070,28326,2635,11624,2048,87542,3747,45101,3428,42441,3574,128309,2998,45779,2737,34049,2561,11730,1765,82530,3332,39954,2785,42576,3133,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,122312,2831,61274,2033,24373,2478,21791,2270,2582,755,36901,2857,25757,2516,11144,1815,61038,2180,32684,2222,29161,2028,3523,921,28354,2206,18998,1956,9356,1517,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,769394,7311,393613,5275,177227,5874,143114,5781,34113,3390,216386,6245,124472,6115,91914,5041,375781,4618,183819,5162,145154,4676,38665,2975,191962,5005,114366,4216,77596,4177,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,194615,4392,97493,2894,33654,3054,20530,2804,13124,2071,63839,3285,30377,2832,33462,2414,97122,2949,42753,2765,25609,2677,17144,1964,54369,2629,21880,2379,32489,2385,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1985749,11587,988552,8403,449890,9481,326520,8323,123370,6239,538662,9217,291902,7912,246760,7158,997197,8643,501308,8096,361631,7237,139677,5384,495889,10746,272494,8762,223395,7263,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,910801,9086,444922,7191,174577,6231,136193,5944,38384,3391,270345,7834,128502,5937,141843,6631,465879,5845,215506,6107,156333,5649,59173,3812,250373,6916,120345,5242,130028,5748,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,81409,2134,42677,1519,18005,1879,15783,1923,2222,841,24672,2042,18202,2040,6470,1179,38732,1643,19699,1738,16491,1821,3208,890,19033,1762,13310,1694,5723,1058,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1079354,8264,537721,5894,217610,6966,179565,6264,38045,3030,320111,7747,184799,6855,135312,6038,541633,5648,261090,7616,205194,7220,55896,4071,280543,6965,144394,5328,136149,5105,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,373591,3794,189156,2964,66105,3641,49896,3044,16209,1952,123051,4157,61614,3048,61437,3206,184435,2784,72609,3144,54132,3534,18477,2006,111826,3129,52412,3130,59414,2588,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,364319,6101,182226,4295,70511,3616,55379,3704,15132,2212,111715,5024,59161,3958,52554,3962,182093,3829,84793,4402,61602,4010,23191,2789,97300,4823,52591,4651,44709,3224,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1224546,7786,613640,5911,256406,5655,217214,5089,39192,3423,357234,7128,217353,5599,139881,5770,610906,4766,290385,6044,236863,6027,53522,3952,320521,6192,189975,5149,130546,5492,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,115780,2682,57892,2251,27341,1969,21376,1900,5965,1105,30551,2261,18736,1974,11815,1879,57888,1793,32026,2001,26318,1983,5708,988,25862,1986,14470,1657,11392,1557,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,454982,5591,223965,4548,85099,4522,68335,4376,16764,2598,138866,5632,68542,3911,70324,4424,231017,3583,98842,4104,70502,3515,28340,2991,132175,5059,65049,3741,67126,4908,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,81249,3072,42540,1801,18880,1603,16031,1571,2849,817,23660,1729,14257,1464,9403,1206,38709,2095,18514,1533,14312,1490,4202,849,20195,1694,11157,1367,9038,1163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,605578,6629,298754,5074,105438,4490,83241,4069,22197,2591,193316,5726,100237,5053,93079,4719,306824,4565,131281,5525,99604,5003,31677,3165,175543,5857,85370,4381,90173,5119,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2587275,14845,1306730,9376,491412,12004,325635,8529,165777,8626,815318,14360,363801,10654,451517,12201,1280545,9209,550328,12297,359380,10946,190948,8004,730217,14119,314355,8220,415862,11836,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,321063,3967,161867,3167,70659,4170,58924,3707,11735,1814,91208,4562,61956,4198,29252,2637,159196,3066,70557,3061,59168,2732,11389,1897,88639,3427,58410,3288,30229,2867,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,63585,1575,32585,1096,15218,1418,13643,1401,1575,512,17367,1391,10203,1229,7164,1071,31000,1149,16838,1250,13813,1227,3025,803,14162,1233,8236,1037,5926,953,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,758695,8490,372744,5473,163865,4726,136763,4627,27102,2694,208879,5999,129154,4769,79725,4700,385951,5612,185016,5663,152376,5597,32640,2685,200935,5792,130752,5214,70183,3850,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,645871,7457,326291,5297,117414,4771,90119,4634,27295,2874,208877,5689,123409,5374,85468,4553,319580,5356,129121,4866,94528,4941,34593,2963,190459,6226,112271,5618,78188,4830,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,167345,3629,84745,2361,31369,2634,24949,2434,6420,1460,53376,3009,26138,2626,27238,2504,82600,2640,37976,2215,29004,2414,8972,1559,44624,2878,21382,1939,23242,2609,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,533759,5796,265707,3615,110351,4413,94974,4077,15377,1877,155356,4707,96546,3816,58810,3504,268052,3857,135770,4380,110643,4398,25127,2603,132282,4682,78738,3977,53544,3117,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,55228,2179,28682,1472,10508,1491,7608,1249,2900,1021,18174,1705,12563,1688,5611,1221,26546,1660,12381,1607,9471,1275,2910,1048,14165,1610,7968,1283,6197,1161,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,369773,4268,185280,3657,79277,3442,42014,3181,37263,3064,106003,4516,28199,2959,77804,4247,184493,3185,98250,4230,49435,3840,48815,3331,86243,3682,20237,2399,66006,3761,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,469708,6021,230687,4723,88169,4648,72628,4241,15541,2426,142518,5079,75697,4980,66821,3655,239021,4296,108363,4924,83307,4788,25056,3031,130658,5056,68511,4452,62147,4234,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,72420,2342,37125,1984,9975,1982,7647,1612,2328,971,27150,2048,13698,1745,13452,1573,35295,1457,12300,1521,9095,1339,3205,840,22995,1567,13130,1405,9865,978,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,625420,7171,317538,5004,119876,5917,84359,4632,35517,3542,197662,6514,88612,5095,109050,6121,307882,4662,132596,5270,89448,4710,43148,3589,175286,5853,80127,4286,95159,4579,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,275961,4423,136480,3306,48680,3584,37157,2882,11523,1887,87800,4239,41679,3054,46121,3391,139481,3142,59672,3299,43733,3096,15939,2180,79809,3451,35889,2581,43920,3162,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
