GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001EA,B17006_001MA,B17006_002EA,B17006_002MA,B17006_003MA,B17006_003EA,B17006_004MA,B17006_004EA,B17006_005EA,B17006_005MA,B17006_006EA,B17006_006MA,B17006_007EA,B17006_007MA,B17006_008MA,B17006_008EA,B17006_009MA,B17006_009EA,B17006_010EA,B17006_010MA,B17006_011EA,B17006_011MA,B17006_012EA,B17006_012MA,B17006_013EA,B17006_013MA,B17006_014MA,B17006_014EA,B17006_015MA,B17006_015EA,B17006_016EA,B17006_016MA,B17006_017EA,B17006_017MA,B17006_018EA,B17006_018MA,B17006_019MA,B17006_019EA,B17006_020MA,B17006_020EA,B17006_021EA,B17006_021MA,B17006_022EA,B17006_022MA,B17006_023EA,B17006_023MA,B17006_024EA,B17006_024MA,B17006_025MA,B17006_025EA,B17006_026EA,B17006_026MA,B17006_027EA,B17006_027MA,B17006_028EA,B17006_028MA,B17006_029EA,B17006_029MA,state
0400000US06,9062459,9302,2128228,33104,898646,24350,253442,7780,56773,3946,588431,18108,1229582,26816,227207,12642,79824,6053,14897,2173,132486,8623,1002375,23901,294253,10238,60814,4395,647308,18530,6934231,33628,5209612,42009,1445889,17347,288004,8280,3475719,32989,1724619,32684,561189,18327,164080,7241,31880,3047,365229,13900,1163430,26910,259593,10841,57254,4408,846583,20310,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1206677,3701,218243,12128,88028,8218,29968,3834,5371,1098,52689,5193,130215,9873,23908,4471,6288,1719,1044,515,16576,3344,106307,9596,30721,3631,7275,1416,68311,7147,988434,11533,762766,12424,215835,5918,43184,3088,503747,9496,225668,9652,62116,4545,18158,2540,2706,814,41252,3479,163552,8376,31830,3716,9871,2024,121851,6764,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,782017,1790,113814,7055,27354,4362,8323,1709,1536,664,17495,3126,86460,6257,8062,2098,2579,983,552,386,4931,1506,78398,6044,22015,2850,5028,1200,51355,4607,668203,7511,499964,10186,120764,3792,27054,2240,352146,8035,168239,7492,41958,4402,11857,1895,1723,715,28378,3703,126281,6865,25200,2710,7556,1504,93525,5928,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,200059,1466,34139,4221,11329,3305,3137,1258,739,483,7453,2393,22810,3248,2976,1148,1302,762,43,69,1631,687,19834,3313,7502,1896,783,418,11549,2409,165920,4194,115803,5089,31635,2076,5979,1110,78189,4209,50117,4616,14209,2579,4417,1328,480,376,9312,1785,35908,3912,6887,1527,1849,755,27172,2949,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107669,735,28415,3569,3591,1958,1168,661,571,459,1852,1243,24824,3596,2209,1238,613,532,106,165,1490,1003,22615,3440,6952,1569,894,441,14769,2354,79254,3490,44428,3023,19472,1361,2938,900,22018,2311,34826,3503,5676,1598,2133,837,419,362,3124,1139,29150,3428,8173,1551,2155,797,18822,2527,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3923354,7191,983191,25494,311331,17050,87273,6140,18993,2251,205065,14153,671860,21909,97611,8174,34003,3930,6372,1323,57236,5844,574249,21095,177706,7890,38454,3636,358089,17047,2940163,25036,2098010,29322,549454,10554,111626,6061,1436930,23954,842153,23797,208706,11638,56055,5177,12543,2313,140108,9200,633447,19866,150439,8852,32998,3771,450010,13936,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2460130,4428,665229,21574,197882,13404,62464,5906,13563,2286,121855,8699,467347,19769,54916,6035,18677,2908,3491,1170,32748,4220,412431,19606,124108,7303,27955,3297,260368,14380,1794901,21106,1340393,21322,353626,9588,79379,4527,907388,14714,454508,16730,107286,10287,29416,4026,4811,1268,73059,7960,347222,14317,75449,5282,15394,2338,256379,12122,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,297269,1484,49347,5183,18432,3441,5416,1471,1304,622,11712,2177,30915,4278,4114,1548,2239,917,111,88,1764,904,26801,4263,7995,1629,2197,802,16609,3217,247922,5111,188268,6396,55407,2983,12487,1763,120374,5157,59654,5651,17537,3104,5116,1349,1127,398,11294,2101,42117,4565,12250,2089,2179,571,27688,3236,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,417052,2516,85094,7680,37959,5160,12564,2031,2495,946,22900,3703,47135,6193,5890,1570,1899,838,423,425,3568,1268,41245,6071,13051,2284,3276,1017,24918,4619,331958,7789,272500,7657,72377,3583,14642,2251,185481,6126,59458,5557,22161,4279,5784,2290,930,625,15447,3011,37297,4606,6679,1598,1391,579,29227,4007,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3008992,5571,614493,17540,192704,12538,56448,5244,12930,1915,123326,8575,421789,13926,57758,6246,21599,2993,3567,1054,32592,3770,364031,13805,108520,5220,21554,2365,233957,11238,2394499,18325,1841135,22503,485996,8213,98788,4923,1256351,17097,553364,14444,149712,9112,45599,4084,7676,1442,96437,6354,403652,11621,83914,4567,20843,2051,298895,9456,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1554680,4607,342126,11836,105825,7489,33818,3524,8221,1497,63786,4945,236301,11299,38153,5626,13174,2337,1536,666,23443,4381,198148,11299,66548,5607,13779,2392,117821,6936,1212554,12094,930736,13622,237447,6279,52194,4160,641095,10323,281818,12131,82661,5629,24979,3453,3857,858,53825,4056,199157,10140,41214,4217,10034,1870,147909,8241,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,707369,3396,110156,7563,32083,3813,10533,1832,1968,477,19582,2639,78073,5992,12238,2252,4333,1205,1121,449,6784,1467,65835,5253,23217,2699,4231,1058,38387,3719,597213,7749,469117,8034,127825,3184,25368,2107,315924,6731,128096,6753,42031,3974,10693,1524,1947,570,29391,3264,86065,5701,16999,2140,4362,973,64704,4738,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,705626,2768,131685,6993,46407,4855,13949,1975,3267,911,29191,3390,85278,5782,15381,2863,5215,1456,776,532,9390,1983,69897,5795,25228,2067,3846,1129,40823,4192,573941,7575,447404,9103,124817,3518,26629,2014,295958,6893,126537,6396,41023,4257,11247,1740,2417,754,27359,3461,85514,5002,18002,2182,4932,1090,62580,4178,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,991126,3813,259926,11084,80391,6451,24853,2642,5180,944,50358,4505,179535,9658,24893,4113,9502,2438,2020,763,13371,2299,154642,9027,48849,3587,10787,1526,95006,7072,731200,11310,559617,11041,149131,4341,33955,2649,376531,8688,171583,7783,48295,4479,13316,1866,2415,679,32564,3748,123288,6498,25057,2634,5622,1166,92609,5205,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
