GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001MA,B17007_001EA,B17007_002MA,B17007_002EA,B17007_003MA,B17007_003EA,B17007_004EA,B17007_004MA,B17007_005EA,B17007_005MA,B17007_006MA,B17007_006EA,B17007_007MA,B17007_007EA,B17007_008MA,B17007_008EA,B17007_009MA,B17007_009EA,B17007_010EA,B17007_010MA,B17007_011MA,B17007_011EA,B17007_012MA,B17007_012EA,B17007_013MA,B17007_013EA,B17007_014MA,B17007_014EA,B17007_015EA,B17007_015MA,B17007_016EA,B17007_016MA,B17007_017EA,B17007_017MA,B17007_018MA,B17007_018EA,B17007_019MA,B17007_019EA,B17007_020EA,B17007_020MA,B17007_021EA,B17007_021MA,B17007_022EA,B17007_022MA,B17007_023MA,B17007_023EA,B17007_024MA,B17007_024EA,B17007_025EA,B17007_025MA,B17007_026EA,B17007_026MA,B17007_027EA,B17007_027MA,B17007_028EA,B17007_028MA,B17007_029MA,B17007_029EA,B17007_030MA,B17007_030EA,B17007_031EA,B17007_031MA,B17007_032EA,B17007_032MA,B17007_033EA,B17007_033MA,B17007_034MA,B17007_034EA,B17007_035MA,B17007_035EA,B17007_036EA,B17007_036MA,B17007_037EA,B17007_037MA,B17007_038EA,B17007_038MA,B17007_039EA,B17007_039MA,B17007_040MA,B17007_040EA,B17007_041MA,B17007_041EA,B17007_042EA,B17007_042MA,B17007_043EA,B17007_043MA,state
0400000US06,6676494,53404,1859206,27099,854240,17386,5197,1098,11458,2465,201416,8295,169262,8026,119555,6842,137281,5949,126981,5448,48668,3295,34422,2655,1004966,19283,5562,1244,15237,2215,234593,9791,178224,8392,109712,4786,127660,5738,132853,5301,87359,4406,113766,5037,4817288,41004,2521147,28269,474,324,644,362,179763,7902,697086,17173,462209,9709,445115,9894,356317,6155,215113,6311,164426,4512,2296141,24387,0,197,538,272,151091,7069,479782,11852,281954,7521,324100,8360,374628,8123,308964,7102,375084,7399,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1061264,16630,263577,9275,127614,5911,723,425,1787,756,42832,3447,21750,2441,13386,2252,18998,2572,18573,2119,6385,1000,3180,893,135963,6056,732,523,2485,1097,44460,3612,17575,1898,11329,1815,16580,2000,20366,2035,10023,1353,12413,1224,797687,13467,408890,10165,0,189,293,351,40178,3183,119013,5324,69552,4158,70152,3541,57615,2990,29777,2081,22310,1765,388797,7808,49,82,0,189,35086,2965,80778,4018,41075,3329,58887,3388,67682,3507,49218,2410,56022,2602,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,639084,13755,132964,6560,64124,4418,202,157,1146,537,11020,2079,9046,1534,9925,1574,13946,1912,11251,1895,4158,1033,3430,907,68840,4318,466,342,670,347,12688,2119,9473,2134,4973,1108,11691,1942,11958,1761,7690,1266,9231,1374,506120,11298,240305,7385,0,193,0,193,12655,2082,54463,3821,38882,2859,46344,3490,40846,2831,24869,2021,22246,1756,265815,7298,0,193,0,193,12026,1586,40764,3082,26131,2577,40138,3330,47493,2933,39264,2504,59999,2508,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,171057,6547,40066,3847,15731,1972,46,62,312,264,4564,1262,2042,683,1897,785,2198,668,3192,960,922,366,558,265,24335,2812,258,262,120,103,7272,1635,3132,989,1730,681,2439,702,4077,894,2470,702,2837,585,130991,5562,63684,4010,0,182,0,182,4287,1341,13137,1589,10803,1824,12766,1573,9797,1226,6913,1080,5981,1181,67307,3757,0,182,0,182,3997,1022,9839,1488,7039,1466,11395,1762,11165,1287,10630,1147,13242,1179,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232131,6533,48439,4201,21985,2799,0,197,61,103,6139,1747,3940,1214,2402,844,2962,723,4518,1170,1454,531,509,275,26454,2740,0,197,110,131,7525,1654,6087,1164,2170,632,3276,847,3004,798,1967,646,2315,589,183692,5895,89510,3856,0,197,0,197,6199,1370,32956,2192,18365,1769,12863,1368,10491,1271,5903,897,2733,618,94182,3993,0,197,0,197,8646,1307,34041,2256,12024,1481,10634,1357,12471,1573,8539,1052,7827,877,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3870063,35129,1053924,20652,486233,14453,2180,861,5711,1243,99368,7292,85118,6793,56655,5119,83633,5286,87667,5085,40520,3672,25381,2425,567691,13629,2595,899,6748,1776,109700,6117,78561,5915,52373,4850,83771,5661,87890,4562,66899,4382,79154,4619,2816139,30021,1411493,22467,0,211,49,82,89589,7234,278422,10668,240881,8616,262609,9040,224710,6884,171236,6168,143997,5090,1404646,16009,51,83,161,175,75899,4925,198689,7640,142920,7509,195458,7156,245373,7078,234814,7141,311281,6610,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1613738,21931,468945,10818,208099,7749,1203,514,2199,802,48009,3957,38980,3386,30906,3733,35981,2913,34406,3124,9348,1597,7067,1182,260846,8780,1135,638,1919,637,63109,5134,39189,3518,24420,3129,39843,3383,37394,2854,23399,2246,30438,2176,1144793,18322,584817,12425,0,208,103,145,45287,3800,155221,7709,110409,4963,108148,6139,83800,4136,52041,3134,29808,2194,559976,12877,0,208,148,146,33180,3336,97041,5298,70920,4630,84653,4976,104488,4810,84542,3557,85004,3384,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,240201,7998,56446,3703,23861,2662,177,163,833,527,4591,1276,3722,1219,3158,1008,3729,924,4890,1150,1611,495,1150,468,32585,2507,91,92,785,498,6127,1162,4905,1072,3312,948,4632,929,5713,1067,2947,711,4073,1021,183755,6710,100523,4343,52,86,34,55,6879,1438,26175,2644,16006,1860,17053,1846,17466,1990,10171,1415,6687,1042,83232,4131,36,60,0,177,6456,1063,15986,1886,11133,1880,12510,1783,13297,1603,11082,1367,12732,1472,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,263938,8642,78966,4407,36856,2829,35,50,559,393,14685,2078,5942,1545,2941,910,4807,1043,3505,798,2517,812,1865,800,42110,3387,53,91,730,484,14309,1950,5784,1334,4208,1068,3197,866,5393,1006,3729,939,4707,971,184972,7519,94183,4667,0,187,76,130,12013,1802,22388,2809,15350,2144,12629,1656,15775,1790,10001,1332,5951,887,90789,4751,0,187,0,187,8034,1548,11588,1685,8361,1435,13959,1963,16694,1597,14961,1706,17192,1388,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2299936,23426,584975,13675,266609,10296,1104,458,3171,940,65646,5111,49260,5005,34936,2728,47723,3036,40136,2609,15515,1762,9118,1353,318366,9293,1625,599,3243,805,74137,5478,52655,3998,30449,2507,43416,2776,44494,3124,28646,2494,39701,2348,1714961,20254,835693,12669,155,207,480,398,52491,3752,229047,6749,142425,6472,150397,5767,121864,5045,72503,3453,66331,2981,879268,12696,0,179,0,179,55498,3659,164189,6698,91407,4507,119040,4740,144470,4951,126253,3624,178411,3619,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
