GEO_ID,C06008_001E,C06008_001M,C06008_002E,C06008_002M,C06008_003E,C06008_003M,C06008_004E,C06008_004M,C06008_005E,C06008_005M,C06008_006E,C06008_006M,C06008_007E,C06008_007M,C06008_008E,C06008_008M,C06008_009E,C06008_009M,C06008_010E,C06008_010M,C06008_011E,C06008_011M,C06008_012E,C06008_012M,C06008_013E,C06008_013M,C06008_014E,C06008_014M,C06008_015E,C06008_015M,C06008_016E,C06008_016M,C06008_017E,C06008_017M,C06008_018E,C06008_018M,C06008_019E,C06008_019M,C06008_020E,C06008_020M,C06008_021E,C06008_021M,C06008_022E,C06008_022M,C06008_023E,C06008_023M,C06008_024E,C06008_024M,C06008_025E,C06008_025M,NAME,C06008_001MA,C06008_001EA,C06008_002EA,C06008_002MA,C06008_003MA,C06008_003EA,C06008_004MA,C06008_004EA,C06008_005MA,C06008_005EA,C06008_006MA,C06008_006EA,C06008_007EA,C06008_007MA,C06008_008MA,C06008_008EA,C06008_009MA,C06008_009EA,C06008_010EA,C06008_010MA,C06008_011MA,C06008_011EA,C06008_012EA,C06008_012MA,C06008_013EA,C06008_013MA,C06008_014MA,C06008_014EA,C06008_015MA,C06008_015EA,C06008_016EA,C06008_016MA,C06008_017EA,C06008_017MA,C06008_018MA,C06008_018EA,C06008_019EA,C06008_019MA,C06008_020MA,C06008_020EA,C06008_021EA,C06008_021MA,C06008_022EA,C06008_022MA,C06008_023MA,C06008_023EA,C06008_024MA,C06008_024EA,C06008_025EA,C06008_025MA,state
0400000US06,30416010,2937,11142349,42922,14030742,53313,3699584,32533,1543335,14688,13842512,49572,7039189,32804,4826974,34180,1588629,18726,387720,8288,6210030,36696,1505956,21560,3103481,27825,1013636,14709,586957,9983,384583,12541,139693,7369,173267,6739,54272,4171,17351,1999,9978885,47244,2457511,28719,5927020,39208,1043047,18072,551307,9837,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4152392,2040,1284855,13686,2099524,21210,584201,13770,183812,5608,1381114,18706,583228,11005,563196,13728,180194,7531,54496,3198,2225456,18171,568027,11430,1213344,18200,335263,8967,108822,4035,68581,4990,23515,2933,33139,2813,11002,2003,925,481,477241,12316,110085,6988,289845,10184,57742,4827,19569,2009,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2945674,1273,996116,13703,1418950,16790,353983,9127,176625,5196,1471399,15451,611679,12311,608484,12206,167163,6118,84073,3450,886363,12872,228132,8385,485001,10095,113773,5132,59457,2732,116084,5185,46683,3898,42278,3158,21064,2124,6059,1089,471828,12878,109622,6836,283187,9485,51983,3644,27036,2610,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,746748,660,244110,5705,353611,8433,102949,5450,46078,3024,283987,7572,119717,5589,109833,5263,40511,3061,13926,1772,375572,7518,102444,5440,191751,6178,53431,3506,27946,2283,13274,1698,3522,884,6883,1330,2286,637,583,320,73915,4378,18427,2937,45144,2774,6721,1961,3623,854,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,539055,396,309752,6135,144080,6186,60772,3602,24451,1730,162485,5803,106508,4774,24191,2668,24929,2084,6857,1078,280740,6883,159837,5937,80554,4797,25718,2361,14631,1521,9439,1674,5269,1326,3331,1027,811,471,28,47,86391,4618,38138,3561,36004,3774,9314,1709,2935,823,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16016557,3446,4985480,32177,7364000,44054,2526572,26975,1140505,14892,4263092,35277,2251922,26243,1311932,18712,555048,14251,144190,6330,7581479,37353,1693050,27792,3862656,30199,1306758,18527,719015,12573,563792,17676,172638,9923,262117,11127,97979,6241,31058,3060,3608194,30485,867870,19413,1927295,23149,566787,13645,246242,8405,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7830116,4910,2602966,22697,3687164,34062,1097549,18788,442437,9825,3818755,27048,1466861,21887,1551408,24900,553371,13393,247115,7238,3002691,27892,850067,18765,1551020,21389,443825,12087,157779,6523,115150,6758,42905,4337,55030,4476,13585,2460,3630,1181,893520,16122,243133,10802,529706,12743,86768,6098,33913,3594,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1137619,763,379863,7555,562731,9916,124780,5020,70245,3230,559338,8409,231658,5694,235306,7117,54282,3352,38092,2529,303211,5769,87007,4652,162519,5384,42355,3063,11330,1408,34700,3103,12565,1954,16563,2020,4608,1160,964,614,240370,8924,48633,3546,148343,6763,23535,2543,19859,2043,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1239521,1574,322533,7805,681760,12096,170220,6436,65008,4071,486511,10303,154958,7576,245609,7171,63590,4029,22354,2202,650868,10551,144885,6986,372441,10039,94859,5080,38683,3281,10929,1770,2769,1021,6352,1198,1583,589,225,224,91213,5651,19921,2730,57358,4106,10188,1992,3746,988,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10344646,2497,3580864,23199,4928514,34586,1221443,19034,613825,11021,6402560,23327,2553760,19113,2739107,23827,760749,13113,348944,7890,2099219,20301,584174,12084,1065872,16282,284857,8911,164316,5050,121305,5241,38735,3067,56231,3816,17241,2181,9098,1751,1721562,19189,404195,12837,1067304,18377,158596,6912,91467,4647,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5218923,3385,1570212,17235,2597085,25477,738297,13952,313329,6773,3358798,15371,1071461,13047,1615333,19426,484213,9339,187791,5554,1545404,16688,403192,10022,805654,12762,223969,7829,112589,4061,31999,2613,9698,1535,16921,1916,4141,1005,1239,568,282722,8624,85861,5844,159177,6970,25974,3005,11710,1428,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2472319,2240,700698,9481,1303908,13965,313153,8313,154560,3782,1710527,9979,477850,8406,902585,10052,214963,6716,115129,3319,618532,8752,179385,6303,318967,7325,84941,4378,35239,1992,15067,2168,6302,1426,6135,1205,2287,709,343,221,128193,5171,37161,3225,76221,4429,10962,1673,3849,881,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2281272,2255,642262,9521,1191915,12522,313652,7530,133443,3999,1231605,10788,395666,8310,596074,10903,164246,6296,75619,3379,851138,11186,196438,6412,473195,9265,128016,4072,53489,2297,21381,2106,7387,1278,10535,1415,3072,697,387,232,177148,5520,42771,3688,112111,4982,18318,1945,3948,889,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3530921,2571,980794,11820,1769760,18688,543126,12397,237241,5717,2372003,13761,676953,9984,1154430,14118,365809,9601,174811,5223,1013639,13710,265002,8399,528571,12319,161168,6983,58898,3062,22859,2765,7030,1608,11836,1694,3654,1024,339,296,122420,5617,31809,3261,74923,4569,12495,1786,3193,739,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3663532,2497,1262964,12294,1601231,18442,556553,12366,242784,7180,2785555,13357,1012235,12050,1165785,17511,421527,10824,186008,6480,693701,13032,193142,8413,338961,8087,112532,5744,49066,2942,23227,2900,7241,1785,10642,1514,4231,1074,1113,478,161049,6258,50346,4429,85843,5406,18263,2565,6597,1247,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1111822,1226,304368,6466,564637,8971,171239,5908,71578,3087,686266,8861,207754,6265,330058,6573,102254,4888,46200,2604,371456,8161,84212,3839,203850,6830,62133,3845,21261,1872,10509,1594,2858,805,5544,1008,1811,650,296,178,43591,3172,9544,1690,25185,2568,5041,887,3821,892,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4773742,1569,1666345,17078,2226969,19805,601679,10986,278749,6488,1965557,15527,857568,13150,749867,12572,243979,7485,114143,4645,1943552,16574,565292,12394,984327,13059,266654,7714,127279,4590,66308,4445,23355,2864,31364,2816,10032,1726,1557,560,798325,13145,220130,9871,461411,10149,81014,4723,35770,2794,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5498140,1151,1977543,16272,2532341,20732,665576,12421,322680,6663,3203749,19005,1250991,14778,1359108,17249,389140,9517,204510,5919,1191333,16138,416168,10277,581904,12190,137334,5798,55927,3565,152493,6341,64444,4316,55086,4012,25893,2738,7070,1206,950565,15026,245940,8485,536243,11865,113209,6925,55173,3549,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
