GEO_ID,C23002G_001E,C23002G_001M,C23002G_002E,C23002G_002M,C23002G_003E,C23002G_003M,C23002G_004E,C23002G_004M,C23002G_005E,C23002G_005M,C23002G_006E,C23002G_006M,C23002G_007E,C23002G_007M,C23002G_008E,C23002G_008M,C23002G_009E,C23002G_009M,C23002G_010E,C23002G_010M,C23002G_011E,C23002G_011M,C23002G_012E,C23002G_012M,C23002G_013E,C23002G_013M,C23002G_014E,C23002G_014M,C23002G_015E,C23002G_015M,C23002G_016E,C23002G_016M,C23002G_017E,C23002G_017M,C23002G_018E,C23002G_018M,C23002G_019E,C23002G_019M,C23002G_020E,C23002G_020M,C23002G_021E,C23002G_021M,C23002G_022E,C23002G_022M,C23002G_023E,C23002G_023M,C23002G_024E,C23002G_024M,C23002G_025E,C23002G_025M,C23002G_026E,C23002G_026M,C23002G_027E,C23002G_027M,NAME,C23002G_001MA,C23002G_001EA,C23002G_002MA,C23002G_002EA,C23002G_003EA,C23002G_003MA,C23002G_004EA,C23002G_004MA,C23002G_005EA,C23002G_005MA,C23002G_006MA,C23002G_006EA,C23002G_007MA,C23002G_007EA,C23002G_008EA,C23002G_008MA,C23002G_009EA,C23002G_009MA,C23002G_010EA,C23002G_010MA,C23002G_011MA,C23002G_011EA,C23002G_012MA,C23002G_012EA,C23002G_013MA,C23002G_013EA,C23002G_014EA,C23002G_014MA,C23002G_015EA,C23002G_015MA,C23002G_016MA,C23002G_016EA,C23002G_017MA,C23002G_017EA,C23002G_018MA,C23002G_018EA,C23002G_019EA,C23002G_019MA,C23002G_020EA,C23002G_020MA,C23002G_021MA,C23002G_021EA,C23002G_022MA,C23002G_022EA,C23002G_023MA,C23002G_023EA,C23002G_024EA,C23002G_024MA,C23002G_025EA,C23002G_025MA,C23002G_026MA,C23002G_026EA,C23002G_027MA,C23002G_027EA,state
0400000US18,70353,4056,34965,2843,32455,2862,19480,2175,255,392,19225,2093,15681,1956,3544,1001,12975,1591,2510,605,374,232,302,203,72,130,2136,564,35388,2435,32524,2413,20836,2233,12,44,20824,2240,17995,2129,2829,631,11688,1541,2864,690,288,240,266,238,22,37,2576,639,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,28263,3011,14663,1867,14070,1787,10393,1681,0,151,10393,1681,9164,1486,1229,432,3677,930,593,271,118,126,118,126,0,151,475,238,13600,1910,12682,1872,9135,1456,0,151,9135,1456,8435,1410,700,376,3547,876,918,404,52,55,52,55,0,151,866,397,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,50086,4167,24838,2548,22996,2500,15731,2251,416,285,15315,2241,13350,2007,1965,695,7265,1455,1842,600,483,300,483,300,0,165,1359,486,25248,2669,22975,2613,16940,2098,88,110,16852,2066,15133,1952,1719,606,6035,1123,2273,676,369,353,369,353,0,165,1904,606,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,45248,3762,21473,2572,19723,2471,12323,1992,802,439,11521,1883,10208,1742,1313,545,7400,1231,1750,550,181,174,181,174,0,181,1569,500,23775,2525,20692,2330,13810,1924,0,181,13810,1924,10945,1714,2865,909,6882,1196,3083,899,269,182,269,182,0,181,2814,859,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,42594,3930,21310,2389,19669,2357,13829,1970,152,161,13677,1961,12301,1888,1376,580,5840,1312,1641,527,688,364,688,364,0,193,953,366,21284,2219,18756,2193,11610,1805,54,98,11556,1794,10254,1634,1302,609,7146,1388,2528,560,270,181,270,181,0,193,2258,556,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14959,1419,7231,975,6559,983,4783,863,110,141,4673,869,3889,810,784,369,1776,508,672,283,33,35,5,9,28,37,639,281,7728,1084,7053,1106,4949,894,17,33,4932,893,4214,889,718,326,2104,618,675,354,87,115,87,115,0,155,588,339,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,102771,5742,48144,3792,45271,3637,35642,3224,708,478,34934,3258,31136,3009,3798,1133,9629,1629,2873,628,1070,453,1021,443,49,79,1803,472,54627,3644,50466,3556,37026,3024,475,225,36551,2994,32372,2888,4179,1022,13440,1642,4161,783,995,466,792,370,203,268,3166,688,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,118093,7110,60458,4813,56545,4778,41796,4087,107,166,41689,4140,36573,4008,5116,1057,14749,1996,3913,909,1112,438,1038,426,74,92,2801,749,57635,3571,52988,3669,37960,3077,0,195,37960,3077,33946,2849,4014,919,15028,1813,4647,988,1388,667,1291,636,97,115,3259,771,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,136525,6034,67271,4149,61973,3992,38786,3408,125,111,38661,3405,29740,2627,8921,1795,23187,1996,5298,923,1210,559,1113,545,97,82,4088,796,69254,3915,63006,3632,39651,2977,0,161,39651,2977,32449,2471,7202,1346,23355,1967,6248,952,739,315,666,304,73,77,5509,896,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,63822,3934,31662,2831,30217,2789,21558,2226,65,90,21493,2220,18058,2020,3435,873,8659,1590,1445,485,501,334,484,333,17,26,944,359,32160,2287,30332,2178,21809,1951,0,139,21809,1951,20225,1793,1584,524,8523,1369,1828,520,371,211,339,200,32,58,1457,525,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,16939,2587,7985,1884,7035,1825,4363,1578,400,271,3963,1543,3333,1454,630,405,2672,920,950,375,288,188,288,188,0,198,662,340,8954,1474,7646,1293,4208,850,261,256,3947,900,3405,831,542,331,3438,910,1308,486,295,265,295,265,0,198,1013,385,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,77527,4539,38457,3226,34726,3138,23490,2666,924,502,22566,2634,18469,2393,4097,911,11236,1576,3731,921,792,449,792,449,0,177,2939,786,39070,2968,34968,2986,23235,2295,84,163,23151,2262,20156,2206,2995,970,11733,1757,4102,858,713,366,671,363,42,50,3389,738,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15849,1641,7626,1019,7086,973,5265,947,43,83,5222,947,4417,935,805,436,1821,572,540,245,165,157,112,140,53,75,375,221,8223,1377,7809,1332,4927,1154,18,53,4909,1149,4278,1113,631,360,2882,687,414,213,21,42,21,42,0,157,393,209,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18933,2194,9235,1357,8760,1402,6319,1125,122,102,6197,1138,5735,1055,462,377,2441,759,475,332,279,310,65,97,214,301,196,118,9698,1663,9249,1686,7038,1311,0,149,7038,1311,6235,1247,803,365,2211,651,449,222,8,15,8,15,0,149,441,221,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,63615,4861,29739,3083,27061,2808,17891,2086,638,434,17253,2049,14646,1962,2607,738,9170,1581,2678,861,616,391,546,384,70,112,2062,690,33876,3244,30074,2883,20960,2516,146,210,20814,2504,17391,2252,3423,999,9114,1438,3802,950,431,277,424,278,7,14,3371,895,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12871,1764,6602,1323,6156,1235,4582,1153,101,399,4481,1035,3819,971,662,442,1574,616,446,268,105,103,105,103,0,181,341,219,6269,1214,5852,1218,4053,1061,0,181,4053,1061,3727,1053,326,290,1799,743,417,235,116,133,116,133,0,181,301,211,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,133600,7652,66125,5241,61022,5116,46129,4612,368,295,45761,4645,39564,4235,6197,1355,14893,2018,5103,1062,1228,445,1107,420,121,122,3875,950,67475,4273,61272,4175,43000,3427,0,192,43000,3427,37429,3019,5571,1229,18272,1925,6203,1057,1032,507,1032,507,0,192,5171,901,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,39221,3113,21027,2273,18868,2102,13053,1789,578,488,12475,1821,10615,1602,1860,861,5815,1153,2159,691,228,171,202,165,26,44,1931,657,18194,1806,15530,1721,8948,1319,55,90,8893,1310,7727,1361,1166,459,6582,1317,2664,711,347,213,260,184,87,105,2317,668,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,336966,11294,162751,6727,149659,6496,108893,5855,1589,549,107304,5772,92690,5402,14614,1795,40766,3352,13092,1746,3291,790,2615,630,676,543,9801,1529,174215,6878,155765,6299,102026,4714,93,155,101933,4719,88321,4466,13612,1495,53739,4074,18450,1918,2663,717,2188,664,475,326,15787,1753,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,115754,5807,55076,3764,51626,3681,36035,3405,1644,657,34391,3431,28836,2995,5555,1518,15591,1831,3450,850,460,273,393,262,67,96,2990,846,60678,4153,56391,4019,36618,3205,199,162,36419,3193,29770,3078,6649,1357,19773,2411,4287,913,452,314,283,225,169,206,3835,934,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7904,1382,3899,860,3786,857,3288,816,58,78,3230,805,2927,789,303,266,498,234,113,112,15,21,15,21,0,141,98,107,4005,980,3727,938,2770,806,0,141,2770,806,2477,742,293,244,957,505,278,201,0,141,0,141,0,141,278,201,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,136061,5875,65834,3808,61031,3623,40049,3429,584,329,39465,3557,32313,3096,7152,1505,20982,2221,4803,907,1187,579,1076,552,111,122,3616,773,70227,4304,63674,4067,42416,3401,0,182,42416,3401,34869,3245,7547,1395,21258,2017,6553,1112,744,328,602,293,142,146,5809,1057,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,182434,5464,88342,3268,79441,3119,54583,2996,532,301,54051,2964,48587,2939,5464,1010,24858,1777,8901,844,1397,305,1385,304,12,15,7504,827,94092,3453,83247,3306,52866,2629,516,359,52350,2731,45794,2713,6556,1039,30381,2333,10845,852,1758,413,1709,416,49,43,9087,791,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,93863,5373,45876,3445,42495,3291,28916,2752,322,334,28594,2757,23553,2260,5041,1344,13579,1843,3381,616,756,380,756,380,0,193,2625,526,47987,3417,43766,3191,28918,2386,0,193,28918,2386,25668,2494,3250,947,14848,1936,4221,926,510,316,466,313,44,72,3711,885,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,144187,6707,70552,4405,66303,4396,40706,3415,57,88,40649,3419,34043,2994,6606,1263,25597,2418,4249,964,825,324,736,284,89,148,3424,899,73635,4200,68190,4083,44328,3116,68,111,44260,3119,37471,2757,6789,1263,23862,2379,5445,937,593,267,441,250,152,153,4852,869,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,17687,1999,8982,1342,8147,1292,5321,1045,48,101,5273,1064,4417,871,856,474,2826,692,835,372,214,172,214,172,0,200,621,332,8705,1256,7967,1255,5468,1004,120,109,5348,991,4455,919,893,415,2499,783,738,340,116,129,116,129,0,200,622,318,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,48582,4418,22453,2280,21169,2247,15809,1999,1830,717,13979,1918,10743,1746,3236,1021,5360,1049,1284,457,274,194,227,175,47,78,1010,409,26129,3282,23488,3184,15557,2556,554,370,15003,2550,12613,2271,2390,837,7931,1584,2641,802,155,156,89,107,66,122,2486,756,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8165,1375,3683,783,3513,793,2484,768,0,147,2484,768,2131,789,353,211,1029,387,170,114,76,75,76,75,0,147,94,80,4482,999,4256,979,2705,745,0,147,2705,745,2609,743,96,89,1551,453,226,151,65,70,65,70,0,147,161,136,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,64737,5176,30082,3230,27267,3069,17538,2422,211,219,17327,2435,15566,2233,1761,733,9729,1962,2815,740,553,250,553,250,0,193,2262,705,34655,2961,31035,2752,17449,2096,58,102,17391,2113,15014,1988,2377,866,13586,1789,3620,916,558,255,507,245,51,96,3062,879,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,353298,11348,169685,6418,156009,6429,115685,5836,4469,1085,111216,5910,100535,5652,10681,1719,40324,3174,13676,1680,2496,761,2438,757,58,79,11180,1574,183613,8160,166571,7610,110124,6587,702,387,109422,6565,96873,6072,12549,2242,56447,3762,17042,1640,2769,832,2741,837,28,50,14273,1493,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,34173,3495,17609,1830,16613,1746,12562,1590,133,177,12429,1602,10380,1474,2049,660,4051,817,996,404,293,190,262,185,31,51,703,347,16564,2227,15529,2192,9865,1642,0,181,9865,1642,8567,1508,1298,959,5664,1096,1035,429,122,130,122,130,0,181,913,404,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7883,883,3729,607,3564,589,2043,470,0,143,2043,470,1878,452,165,133,1521,419,165,120,36,45,36,45,0,143,129,109,4154,688,3907,668,3028,589,0,143,3028,589,2708,568,320,223,879,302,247,174,42,49,42,49,0,143,205,160,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,145047,7690,69018,4320,65185,4335,46624,3544,2195,640,44429,3635,39982,3436,4447,1061,18561,2266,3833,856,1015,411,1015,411,0,192,2818,725,76029,4842,69523,4344,46476,3220,715,384,45761,3224,41132,3172,4629,1027,23047,2674,6506,1187,797,330,763,325,34,57,5709,1166,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,198041,7086,98286,4539,92386,4307,66440,3929,1963,674,64477,3870,55885,3569,8592,1549,25946,2343,5900,967,1514,513,1343,488,171,151,4386,782,99755,4791,94308,4679,63709,3783,218,207,63491,3771,55933,3396,7558,1457,30599,2643,5447,817,598,306,598,306,0,192,4849,782,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22451,2346,11273,1488,9846,1400,5767,1202,0,182,5767,1202,4482,971,1285,696,4079,1072,1427,464,156,146,156,146,0,182,1271,448,11178,1742,9795,1696,5697,1421,0,182,5697,1421,5341,1421,356,193,4098,996,1383,433,90,131,90,131,0,182,1293,423,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,57165,3876,28921,2403,27452,2391,19462,2213,126,196,19336,2210,16476,2074,2860,733,7990,1158,1469,324,279,169,232,145,47,82,1190,295,28244,2496,26304,2419,17213,1928,7,13,17206,1927,14659,1759,2547,607,9091,1407,1940,484,297,262,286,263,11,21,1643,406,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
