GEO_ID,B17017_001E,B17017_001M,B17017_002E,B17017_002M,B17017_003E,B17017_003M,B17017_004E,B17017_004M,B17017_005E,B17017_005M,B17017_006E,B17017_006M,B17017_007E,B17017_007M,B17017_008E,B17017_008M,B17017_009E,B17017_009M,B17017_010E,B17017_010M,B17017_011E,B17017_011M,B17017_012E,B17017_012M,B17017_013E,B17017_013M,B17017_014E,B17017_014M,B17017_015E,B17017_015M,B17017_016E,B17017_016M,B17017_017E,B17017_017M,B17017_018E,B17017_018M,B17017_019E,B17017_019M,B17017_020E,B17017_020M,B17017_021E,B17017_021M,B17017_022E,B17017_022M,B17017_023E,B17017_023M,B17017_024E,B17017_024M,B17017_025E,B17017_025M,B17017_026E,B17017_026M,B17017_027E,B17017_027M,B17017_028E,B17017_028M,B17017_029E,B17017_029M,B17017_030E,B17017_030M,B17017_031E,B17017_031M,B17017_032E,B17017_032M,B17017_033E,B17017_033M,B17017_034E,B17017_034M,B17017_035E,B17017_035M,B17017_036E,B17017_036M,B17017_037E,B17017_037M,B17017_038E,B17017_038M,B17017_039E,B17017_039M,B17017_040E,B17017_040M,B17017_041E,B17017_041M,B17017_042E,B17017_042M,B17017_043E,B17017_043M,B17017_044E,B17017_044M,B17017_045E,B17017_045M,B17017_046E,B17017_046M,B17017_047E,B17017_047M,B17017_048E,B17017_048M,B17017_049E,B17017_049M,B17017_050E,B17017_050M,B17017_051E,B17017_051M,B17017_052E,B17017_052M,B17017_053E,B17017_053M,B17017_054E,B17017_054M,B17017_055E,B17017_055M,B17017_056E,B17017_056M,B17017_057E,B17017_057M,B17017_058E,B17017_058M,B17017_059E,B17017_059M,NAME,B17017_001EA,B17017_001MA,B17017_002MA,B17017_002EA,B17017_003MA,B17017_003EA,B17017_004MA,B17017_004EA,B17017_005EA,B17017_005MA,B17017_006EA,B17017_006MA,B17017_007EA,B17017_007MA,B17017_008MA,B17017_008EA,B17017_009MA,B17017_009EA,B17017_010EA,B17017_010MA,B17017_011EA,B17017_011MA,B17017_012EA,B17017_012MA,B17017_013MA,B17017_013EA,B17017_014MA,B17017_014EA,B17017_015MA,B17017_015EA,B17017_016EA,B17017_016MA,B17017_017EA,B17017_017MA,B17017_018EA,B17017_018MA,B17017_019MA,B17017_019EA,B17017_020MA,B17017_020EA,B17017_021MA,B17017_021EA,B17017_022EA,B17017_022MA,B17017_023EA,B17017_023MA,B17017_024MA,B17017_024EA,B17017_025EA,B17017_025MA,B17017_026MA,B17017_026EA,B17017_027EA,B17017_027MA,B17017_028EA,B17017_028MA,B17017_029MA,B17017_029EA,B17017_030MA,B17017_030EA,B17017_031MA,B17017_031EA,B17017_032MA,B17017_032EA,B17017_033EA,B17017_033MA,B17017_034MA,B17017_034EA,B17017_035MA,B17017_035EA,B17017_036MA,B17017_036EA,B17017_037MA,B17017_037EA,B17017_038EA,B17017_038MA,B17017_039EA,B17017_039MA,B17017_040MA,B17017_040EA,B17017_041MA,B17017_041EA,B17017_042MA,B17017_042EA,B17017_043MA,B17017_043EA,B17017_044EA,B17017_044MA,B17017_045MA,B17017_045EA,B17017_046MA,B17017_046EA,B17017_047MA,B17017_047EA,B17017_048MA,B17017_048EA,B17017_049EA,B17017_049MA,B17017_050EA,B17017_050MA,B17017_051EA,B17017_051MA,B17017_052MA,B17017_052EA,B17017_053MA,B17017_053EA,B17017_054EA,B17017_054MA,B17017_055EA,B17017_055MA,B17017_056EA,B17017_056MA,B17017_057MA,B17017_057EA,B17017_058MA,B17017_058EA,B17017_059MA,B17017_059EA,state
0400000US06,12552658,18433,1880172,17560,1111400,15617,471618,9445,13432,1679,244282,7445,163974,5796,49930,3115,639782,12282,136835,5712,16361,2023,74155,4545,38448,2974,7871,1516,502947,10630,45108,3319,292857,8264,135839,5018,29143,2584,768772,13822,325595,9180,47838,3437,89265,4802,130338,6032,58154,3142,443177,10336,58536,4097,72462,3840,148191,5434,163988,4954,10672486,24234,7474387,28093,5632481,27118,57297,3487,1964681,17482,2527787,13625,1082716,11867,1841906,20764,622453,12792,34699,3052,278531,8823,242344,7424,66879,3148,1219453,15928,31999,2816,445058,10693,532399,12214,209997,4929,3198099,24409,1559188,17877,65338,3697,599448,11670,571145,10915,323257,6658,1638911,16548,59946,3874,405880,9616,538469,10770,634616,10502,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,250514,7138,118607,5656,47192,3409,2325,780,25875,2876,14191,1993,4801,1048,71415,4599,14582,2108,1280,536,7923,1673,4975,1261,404,277,56833,4188,7470,1521,32881,3167,14285,2081,2197,671,131907,5431,60734,3883,14770,1958,16160,2248,21943,2122,7861,1222,71173,3808,15304,2020,9713,1442,26938,2252,19218,1747,1745574,9319,1159657,11072,927878,11729,14002,2144,336356,7499,405512,5175,172008,3806,231779,6532,77714,4051,5024,1434,35576,3095,30790,2763,6324,1185,154065,5615,5937,1383,65347,4228,61354,3055,21427,2051,585917,9852,288062,7474,20516,2350,114379,5007,106245,4245,46922,2619,297855,6859,15307,1717,75967,4354,106357,5206,100224,3473,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,141628,4998,70924,4265,20201,2445,724,431,8710,1645,7468,1410,3299,741,50723,3321,6295,1400,814,525,3369,1209,1472,597,640,333,44428,3185,4362,1042,26238,2387,11709,1899,2119,532,70704,4678,31035,2960,2378,752,7240,1662,15128,2182,6289,1271,39669,3297,3755,1050,5589,1339,15364,1879,14961,1729,1216184,6756,831445,8840,640675,8470,2907,958,194421,5073,310077,5801,133270,2754,190770,6524,56922,3897,2561,836,21949,2535,25416,2752,6996,1172,133848,5347,3315,915,50361,3535,58496,3537,21676,1950,384739,7612,174707,5410,5869,1526,57404,3846,69034,3879,42400,2518,210032,5811,5337,1071,39195,3308,70425,3442,95075,3505,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,37540,3031,18399,2121,5984,1260,161,265,2855,981,2001,730,967,429,12415,1677,2028,630,0,182,1154,529,709,336,165,142,10387,1632,1257,523,6058,1175,2417,710,655,372,19141,2237,6147,1112,1571,671,1028,467,2576,670,972,421,12994,1834,2164,645,1316,673,4642,996,4872,938,302768,3655,207194,4348,157476,4530,1003,511,48334,2504,69541,3107,38598,1467,49718,3535,14233,2110,848,629,6548,1518,5246,819,1591,535,35485,2747,714,375,13949,1766,15233,2043,5589,910,95574,4025,43201,2931,2307,1035,13081,1763,17406,1779,10407,1262,52373,3150,1444,572,9898,1511,18674,2075,22357,1632,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,40464,3030,15690,1571,2274,745,0,197,1394,594,671,396,209,153,13416,1415,1422,584,122,146,422,280,692,411,186,141,11994,1395,813,458,6349,1010,3817,708,1015,432,24774,2742,10209,1610,1660,544,2674,854,4279,934,1596,631,14565,1917,2278,671,3838,1060,4666,1059,3783,769,226198,3577,96803,3781,59875,3094,247,143,27113,2114,20390,1821,12125,1031,36928,2435,7956,1249,274,251,2506,812,3888,944,1288,459,28972,2078,869,434,10454,1338,11399,1350,6250,898,129395,3896,59744,2779,2375,828,31288,2531,18584,1501,7497,988,69651,3420,3844,772,29682,2295,20357,1793,15768,1337,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,1105162,16668,580789,12915,226660,7825,6534,1426,86122,5532,88581,5023,45423,3000,354129,9725,64598,4050,6396,1340,33617,3317,19857,2079,4728,1015,289531,9091,27452,2439,166264,7340,77140,4977,18675,1956,524373,12156,222746,7175,27946,2691,52981,4269,96492,5262,45327,3259,301627,9230,31049,2899,43019,3695,104843,5009,122716,5543,6092781,24212,4017433,24594,3092960,22883,26852,2535,857449,14769,1293183,13081,915476,9864,924473,14572,259303,9265,13190,2119,105145,5758,105048,6048,35920,2541,665170,10080,22015,2850,245268,8776,271995,8016,125892,5179,2075348,19937,975082,16678,38491,3651,302286,8909,360968,10004,273337,7686,1100266,13867,33171,3302,203572,6799,356093,8948,507430,8958,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,615249,11013,361820,10541,120443,6072,5765,1350,58132,4473,43112,3849,13434,1746,241377,8503,35701,2570,4671,1226,17337,2040,11379,1781,2314,670,205676,8198,21697,2472,122852,6641,47691,3755,13436,1960,253429,7103,105073,5360,17019,1874,30078,3071,44454,2811,13522,1824,148356,5666,18992,2107,26106,2895,54925,3272,48333,2941,2917659,19254,2044406,15943,1572943,17075,25943,2650,554961,10519,696964,12077,295075,5544,471463,11691,130717,5897,8614,1594,55418,4118,51143,3451,15542,1549,340746,10111,9848,1687,139804,6580,134341,6060,56753,3039,873253,14719,418522,9939,20591,2814,166199,6330,157864,6595,73868,3712,454731,11645,16205,2248,113334,6006,162420,6791,162772,4882,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,49941,3180,26514,2112,11141,1234,275,205,4737,944,5260,1091,869,307,15373,1789,2744,832,191,198,1741,696,532,343,280,231,12629,1647,966,473,8857,1560,2157,635,649,436,23427,2091,9030,1353,846,428,1992,781,4821,1010,1371,368,14397,1673,990,416,2125,769,6065,1204,5217,983,397807,5287,282651,5838,217886,6168,4611,998,66810,3131,95892,3479,50573,2067,64765,3503,20825,1895,1500,672,6855,1303,7623,1022,4847,801,43940,2948,1629,594,10826,1525,15716,1576,15769,1633,115156,4748,60465,3613,2567,726,22041,2291,22892,2253,12965,1426,54691,3206,2324,687,13504,1687,17871,1793,20992,2002,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,87167,4727,47558,3550,22630,2412,1821,590,11684,1913,6405,1057,2720,1192,24928,2647,3868,953,374,350,1981,776,1179,462,334,224,21060,2486,3790,1122,13563,2020,3183,894,524,292,39609,2848,17786,2315,4411,862,4338,1226,5177,941,3860,1060,21823,2186,4349,954,4095,1165,5668,1087,7711,1290,495939,6401,358350,6909,299595,6422,8341,1517,102028,4159,124913,3729,64313,2174,58755,4228,20466,2715,2035,1068,8583,1795,8123,1800,1725,586,38289,3132,1617,688,14597,2184,13282,1870,8793,1368,137589,5733,64794,3613,5466,1214,21714,2494,23346,2021,14268,1445,72795,3942,4542,1079,11703,1762,25743,2383,30807,2096,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,656266,11337,339595,8078,111903,5129,3962,1277,55060,3632,37219,2524,15662,1809,227692,6957,36832,3216,4426,1194,19422,2485,11384,1489,1600,658,190860,6302,21503,2432,112609,5369,44760,2716,11988,1504,316671,8829,132714,5764,24568,2406,35813,3504,53883,3022,18450,1798,183957,6619,25569,2845,35091,3060,62137,3326,61160,2877,4113928,14853,2781425,15435,2177526,18209,16616,2097,736539,11764,994458,10607,429913,5588,603899,11431,183297,6670,10140,1535,79881,4480,69828,4024,23448,2153,420602,9957,11232,1496,162552,6696,169492,6135,77326,3615,1332503,14140,622825,9891,28305,2878,242492,6975,224418,6931,127610,4100,709678,11138,25767,2416,162316,5650,225951,5876,295644,5237,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
