GEO_ID,C05003I_001E,C05003I_001M,C05003I_002E,C05003I_002M,C05003I_003E,C05003I_003M,C05003I_004E,C05003I_004M,C05003I_005E,C05003I_005M,C05003I_006E,C05003I_006M,C05003I_007E,C05003I_007M,C05003I_008E,C05003I_008M,C05003I_009E,C05003I_009M,C05003I_010E,C05003I_010M,C05003I_011E,C05003I_011M,C05003I_012E,C05003I_012M,C05003I_013E,C05003I_013M,C05003I_014E,C05003I_014M,C05003I_015E,C05003I_015M,NAME,C05003I_001MA,C05003I_001EA,C05003I_002EA,C05003I_002MA,C05003I_003MA,C05003I_003EA,C05003I_004MA,C05003I_004EA,C05003I_005EA,C05003I_005MA,C05003I_006MA,C05003I_006EA,C05003I_007MA,C05003I_007EA,C05003I_008EA,C05003I_008MA,C05003I_009EA,C05003I_009MA,C05003I_010MA,C05003I_010EA,C05003I_011EA,C05003I_011MA,C05003I_012EA,C05003I_012MA,C05003I_013EA,C05003I_013MA,C05003I_014EA,C05003I_014MA,C05003I_015MA,C05003I_015EA,state
0400000US33,40138,901,19060,1158,7111,1055,6710,1101,401,379,11949,944,7077,1442,4872,1158,21078,1196,7730,925,7512,959,218,257,13348,700,8789,1162,4559,1127,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1641399,-555555555,827575,1109,244933,1116,222480,2853,22453,2682,582642,346,243772,7073,338870,7016,813824,1108,234711,1114,212850,2925,21861,2763,579113,347,257214,6838,321899,6827,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,979724,-555555555,485985,1118,153023,1118,147196,1720,5827,1528,332962,-555555555,261778,4673,71184,4672,493739,1118,149261,1123,143855,1800,5406,1404,344478,-555555555,280389,3913,64089,3915,New Mexico,*****,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,35
0400000US36,3553686,902,1755110,2791,506621,1977,465250,4415,41371,3611,1248489,1989,588220,9264,660269,9426,1798576,2848,485426,2036,450419,3833,35007,3556,1313150,1822,634667,9275,678483,8914,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,844896,1916,447946,3934,167946,3446,150954,3540,16992,2321,280000,2783,79070,4394,200930,4249,396950,4055,159179,3406,143427,3735,15752,2030,237771,2260,79220,4029,158551,4078,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16672,728,8914,594,3103,410,2981,424,122,99,5811,535,4122,642,1689,496,7758,819,2921,572,2811,582,110,100,4837,659,3922,707,915,430,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,374276,1701,192118,2370,69514,1619,66240,2121,3274,1030,122604,1859,81297,2923,41307,2823,182158,2126,69461,1511,65836,1801,3625,1013,112697,1426,82515,2677,30182,2830,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,356299,-555555555,188535,1676,72351,1559,67408,1692,4943,788,116184,913,52731,2488,63453,2436,167764,1674,67918,1558,62123,1708,5795,1049,99846,996,51641,2433,48205,2204,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,474155,-555555555,249405,2047,95578,1820,89283,2311,6295,1666,153827,1110,67223,4154,86604,4124,224750,2046,88382,1663,81902,2125,6480,1638,136368,990,68964,3798,67404,3589,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,780862,981,399409,1793,142312,1676,133699,2512,8613,1834,257097,1386,173040,6324,84057,6212,381453,1723,133525,1498,126300,2207,7225,1494,247928,1142,174008,4519,73920,4463,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,138550,-555555555,68312,675,23678,577,21720,852,1958,740,44634,561,18696,2244,25938,2070,70238,675,23546,544,21339,1117,2207,954,46692,471,20225,1689,26467,1745,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,249762,2255,137018,2895,46938,2250,42299,2447,4639,1247,90080,1844,33067,2611,57013,2671,112744,3211,41510,2204,35911,2247,5599,1762,71234,2040,29230,2610,42004,2688,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24769,920,13627,976,5140,667,4938,674,202,175,8487,809,5258,961,3229,761,11142,1197,4757,690,4660,738,97,139,6385,936,4494,971,1891,692,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,307758,2725,165620,2783,61025,2297,53160,2457,7865,1681,104595,1970,37957,3358,66638,3135,142138,2783,56686,2253,50378,2468,6308,1345,85452,1574,35856,2723,49596,2786,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9960910,-555555555,5020545,4243,1740429,3730,1632112,7408,108317,6874,3280116,2650,1871535,19968,1408581,19829,4940365,4248,1680597,3711,1583562,7208,97035,6599,3259768,2188,1892499,15680,1367269,15978,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,379433,-555555555,194460,1419,76110,1260,70038,1927,6072,1480,118350,611,54471,3240,63879,3233,184973,1418,73758,1308,67766,1943,5992,1501,111215,578,50427,3338,60788,3340,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9827,349,4981,616,1248,370,1112,355,136,137,3733,603,2527,554,1206,408,4846,639,1473,398,1353,364,120,128,3373,489,2469,461,904,320,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,687972,2927,354568,3669,111932,2729,102916,3075,9016,1442,242636,2696,88552,4857,154084,4992,333404,3124,109381,2648,100343,3310,9038,1748,224023,2195,89006,4759,135017,4374,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,807596,-555555555,421464,1972,161685,1624,149253,2570,12432,2161,259779,1010,118215,4812,141564,4760,386132,1972,152267,1533,140749,2100,11518,1713,233865,974,120201,4595,113664,4760,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23721,1716,10752,1307,3346,732,3011,621,335,455,7406,961,5154,826,2252,613,12969,1527,5237,1109,4753,1150,484,302,7732,948,6006,1055,1726,500,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,354399,636,185321,2182,72739,1885,66453,2270,6286,1424,112582,1438,56158,2928,56424,2451,169078,2270,67571,1783,64192,1762,3379,895,101507,1226,58123,3117,43384,2712,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,54316,642,28302,1214,9833,995,9445,1004,388,214,18469,874,14528,1214,3941,840,26014,1171,8092,814,7602,831,490,279,17922,826,13619,1146,4303,908,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3631408,4007,1739586,3567,434327,2769,432542,2869,1785,702,1305259,2071,1264366,3689,40893,2853,1891822,3809,409169,2999,408044,3105,1125,417,1482653,2255,1433877,4381,48776,3797,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
