GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,NAME,C08101_001MA,C08101_001EA,C08101_002EA,C08101_002MA,C08101_003MA,C08101_003EA,C08101_004MA,C08101_004EA,C08101_005EA,C08101_005MA,C08101_006MA,C08101_006EA,C08101_007EA,C08101_007MA,C08101_008EA,C08101_008MA,C08101_009MA,C08101_009EA,C08101_010MA,C08101_010EA,C08101_011EA,C08101_011MA,C08101_012MA,C08101_012EA,C08101_013EA,C08101_013MA,C08101_014MA,C08101_014EA,C08101_015MA,C08101_015EA,C08101_016EA,C08101_016MA,C08101_017MA,C08101_017EA,C08101_018EA,C08101_018MA,C08101_019EA,C08101_019MA,C08101_020MA,C08101_020EA,C08101_021MA,C08101_021EA,C08101_022EA,C08101_022MA,C08101_023MA,C08101_023EA,C08101_024EA,C08101_024MA,C08101_025MA,C08101_025EA,C08101_026MA,C08101_026EA,C08101_027EA,C08101_027MA,C08101_028MA,C08101_028EA,C08101_029EA,C08101_029MA,C08101_030EA,C08101_030MA,C08101_031MA,C08101_031EA,C08101_032MA,C08101_032EA,C08101_033MA,C08101_033EA,C08101_034MA,C08101_034EA,C08101_035EA,C08101_035MA,C08101_036MA,C08101_036EA,C08101_037MA,C08101_037EA,C08101_038MA,C08101_038EA,C08101_039MA,C08101_039EA,C08101_040EA,C08101_040MA,C08101_041MA,C08101_041EA,C08101_042MA,C08101_042EA,state
0400000US06,16432358,41929,405084,8009,1658017,15874,7554115,27330,3683649,16805,1477100,15887,1654393,16604,12059924,50107,238912,7711,1144392,15484,5588695,32193,2771913,19422,1104160,14213,1211852,14467,1821450,24221,66478,4068,210387,8971,876419,17030,390187,9706,140277,5759,137702,5850,851099,15586,27965,2909,109931,6027,416459,10757,156509,6990,68571,4149,71664,4030,834723,18297,57710,4678,153414,7455,352643,11300,143882,6404,60379,3906,66695,4303,865162,15704,14019,1889,39893,4201,319899,10325,221158,7170,103713,5441,166480,6828,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2538793,15597,85608,3593,246445,6166,1135851,10315,558448,6001,240539,5668,271902,6171,1889150,18419,53365,3359,168945,5485,850640,11449,427447,7386,185562,5740,203191,5160,245831,9352,13443,1955,27555,2879,123331,5627,48128,3498,17604,2180,15770,1872,81980,5100,4612,1080,12738,2228,35665,3427,15225,2173,6338,1031,7402,1362,153618,6982,12414,1641,31623,2807,60132,4454,25711,2278,10406,1519,13332,1775,168214,6844,1774,631,5584,1420,66083,4555,41937,2858,20629,2020,32207,2845,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1728325,12264,62609,3418,145588,4524,671304,7190,438599,4734,185848,5048,224377,6041,1358109,13375,36240,2558,102401,4341,524464,7881,359456,5087,155658,5048,179890,5914,142303,6353,10535,1542,14610,2145,65096,5333,27798,2087,11054,1598,13210,1442,82482,5268,3807,1031,8383,1438,35793,3105,19997,2224,6268,1034,8234,1129,73891,5200,10896,1593,17086,2340,25064,2965,10832,1869,4039,1082,5974,1029,71540,4258,1131,508,3108,962,20887,1969,20516,1871,8829,1373,17069,1860,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,421883,5569,13923,1791,38553,1957,174505,3578,102680,2628,41425,2450,50797,2983,343732,6538,9813,1722,29742,2240,141587,4338,85562,2987,34880,2330,42148,2655,34036,2891,1952,497,3750,1034,15324,2188,7792,1224,2436,733,2782,729,10725,1732,525,334,915,458,4958,1289,2141,727,671,276,1515,618,14823,1946,1319,483,3632,1131,5170,1136,2376,628,1249,629,1077,333,18567,2031,314,307,514,320,7466,1694,4809,934,2189,754,3275,690,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326143,6312,6838,1801,32238,2387,177941,3579,54064,1856,22110,1740,32952,2596,111088,5103,291,241,6497,1228,55691,3505,24006,1980,10225,1295,14378,1652,18396,2250,213,183,554,373,10074,1755,3689,913,2085,684,1781,636,125890,5558,3329,1883,15288,2102,73308,4550,16807,1856,6634,1123,10524,1567,55640,4506,2528,873,8774,1762,32283,3337,6593,1306,1822,520,3640,950,15129,1890,477,374,1125,629,6585,1111,2969,1192,1344,510,2629,626,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8161313,33163,209283,7276,772737,12025,3452101,19613,1940907,14570,800665,13037,985620,14291,6473106,37786,140500,6522,580991,12400,2753400,21513,1570644,16625,646093,12030,781478,12588,795280,17080,35296,3650,96582,6720,361892,12057,169587,7287,65302,4463,66621,4144,177143,9552,7805,1573,33297,3904,69259,6158,35136,3513,13923,1986,17723,2103,311497,10280,18474,2040,45074,3784,127591,6464,61562,4259,24425,2332,34371,2886,404287,11109,7208,1419,16793,2470,139959,7326,103978,6001,50922,3452,85427,4412,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4213128,24999,126078,6355,395253,9485,1944977,18505,979437,9240,374856,7126,392527,8536,3353644,22638,81306,5126,293057,9070,1551207,17405,798489,9583,313199,6786,316386,7142,439477,13300,19512,2531,54110,4237,221362,10318,89141,5846,24929,2214,30423,2493,82974,5095,3599,1050,10887,2224,39820,3616,15457,2192,6690,1685,6521,1112,135563,6501,13257,1900,26622,3320,53474,4269,25316,3066,8070,1494,8824,1417,201470,6626,8404,1586,10577,1699,79114,4695,51034,3938,21968,2274,30373,2616,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,670355,7481,20079,1923,70029,2215,287852,3528,142438,2973,62028,3013,87929,3472,437154,8837,8087,1373,40486,2903,194936,5064,95641,3701,42139,2370,55865,2931,102542,5152,4468,1032,9647,1662,44326,3179,24225,2175,8295,1242,11581,1739,45177,3416,3112,995,5657,1279,16434,2051,7986,1233,4364,911,7624,1220,56006,4040,3207,954,10821,1507,22309,2254,9173,1564,4205,881,6291,1162,29476,2735,1205,583,3418,1288,9847,1859,5413,1057,3025,824,6568,1121,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,697765,7911,32387,2938,74534,3448,297830,5662,152226,3747,64996,3030,75792,3639,542709,9910,24275,2795,56887,3890,229755,5353,122042,4171,50116,2745,59634,3449,70227,5655,4291,1361,8236,1755,33468,3212,14236,2416,5337,1179,4659,1074,5925,1058,42,89,264,217,2917,930,1358,502,652,392,692,346,37887,3210,2417,751,7529,1734,14871,1849,5520,1235,3594,814,3956,774,41017,3189,1362,714,1618,698,16819,2229,9070,1640,5297,1054,6851,1026,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5927604,21876,188336,5805,551807,8550,2617572,11650,1362787,10049,569424,9108,637678,11140,4362024,21463,123434,5340,369841,8272,1893389,15088,1050765,10596,437804,8477,486791,10010,526666,12110,26990,2404,57149,4141,247325,7475,105589,5422,44445,3245,45168,3626,506351,11780,12028,1802,61367,3893,259634,7829,95876,4953,39722,2846,37724,3026,288521,9291,21209,2295,52956,4311,121925,6504,47682,3876,20290,1969,24459,2262,244042,7533,4675,1087,10494,1747,95299,5771,62875,3603,27163,2707,43536,3020,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2954205,15974,112675,4448,295073,5637,1242498,8569,689598,7135,294131,6831,320230,6177,2435019,16983,77148,3890,226675,5337,1025531,10668,582973,8007,253589,6512,269103,6142,276458,7666,18775,2058,34661,3085,128343,6374,55051,3151,19701,2148,19927,2133,33311,3171,1223,487,3407,888,15430,2282,6961,1153,2928,834,3362,979,111103,4861,12585,1595,23850,2569,38558,3522,19568,2147,7662,1333,8880,1382,98314,4293,2944,931,6480,1275,34636,3234,25045,2242,10251,1478,18958,2234,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1530289,8390,73919,2968,158437,3993,611927,5421,342623,4179,155350,4364,188033,4362,1222653,10410,51349,2550,116626,4473,495093,6281,280723,4771,128823,4079,150039,3868,138408,6075,7604,1072,15001,2095,65243,3875,27984,2455,11302,1522,11274,1415,16630,2061,874,420,3253,1059,5794,1242,2790,693,1853,657,2066,530,80669,4211,9454,1351,17572,2206,25303,2654,13956,1742,6215,882,8169,995,71929,3466,4638,859,5985,877,20494,1787,17170,2077,7157,1108,16485,1677,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1388601,9358,63179,3247,145007,4541,569493,6271,303408,3676,140429,4090,167085,3887,1140807,9069,46497,2776,111887,5230,470326,7036,254093,4040,119820,3693,138184,3454,135242,5829,8632,1457,18672,2302,60172,3760,26871,2328,9895,1357,11000,1265,7884,1601,539,481,1079,580,3390,943,1479,561,668,331,729,291,48342,3287,5296,1027,9124,1563,16228,1943,8059,1041,3918,771,5717,1000,56326,3561,2215,668,4245,823,19377,2082,12906,1362,6128,980,11455,1510,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1845659,13246,68848,3276,187025,5171,797197,9035,426610,5840,174435,4834,191544,5648,1526467,11999,48931,2620,143681,5214,662438,8058,362219,6606,149912,4766,159286,4818,180512,6917,10239,1548,23380,2890,84101,5242,36047,3132,12986,1498,13759,1689,18673,2208,1378,536,3059,768,7374,1392,3712,984,1389,464,1761,654,63410,3743,7154,1145,14671,1865,22862,2333,9887,1469,3818,830,5018,801,56597,3857,1146,501,2234,622,20422,2133,14745,1952,6330,1124,11720,1363,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1965689,11987,61044,3705,200050,5937,868624,9077,440894,7212,182262,4743,212815,5327,1622316,11994,44576,3184,159711,6221,716790,9317,370126,7098,153412,4974,177701,5612,194194,8483,9823,1894,22811,2857,92759,6315,38925,3176,13769,1921,16107,2072,24516,2500,1229,511,4027,968,10326,1725,4922,993,2320,784,1692,565,77718,3960,4116,950,11243,1981,34154,3038,14547,1808,6387,1060,7271,1282,46945,3586,1300,579,2258,996,14595,1681,12374,1376,6374,1144,10044,1442,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,631826,7271,26419,1866,54901,2125,230243,3702,158776,2948,76647,3382,84840,3375,485919,7425,16605,1912,36625,2169,177163,4684,127036,3047,61750,3133,66740,3011,69730,3454,3950,883,8515,1792,28611,2062,15816,1833,7143,1237,5695,1103,3597,896,230,318,319,255,1067,452,1038,573,334,251,609,530,39352,2907,5056,847,8717,1192,13223,1697,6882,1367,2399,468,3075,727,33228,2512,578,321,725,409,10179,1809,8004,1153,5021,949,8721,1124,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2909794,13064,90313,4318,253177,6723,1236177,9394,700494,6594,279212,5866,350421,7640,2135379,14985,51851,3700,164346,6475,907846,10650,531707,7174,214846,5314,264783,5878,286359,10378,16143,2226,31143,3179,127926,6239,64969,4467,22534,2513,23644,2381,258280,8366,8766,1448,30215,2825,116440,5416,54892,3155,21831,2138,26136,2969,107894,5635,11847,1438,22009,2329,42005,3549,16991,2013,5839,890,9203,1213,121882,4809,1706,495,5464,1132,41960,3033,31935,2305,14162,1515,26655,2553,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3273690,17356,129061,4530,298637,5638,1345040,11110,772008,6933,325637,6671,403307,8619,2354944,19671,69019,3754,176066,5519,940860,12663,601507,8043,257437,7303,310055,6982,255640,8615,19672,1998,27866,2522,110954,5641,53332,4218,20962,1915,22854,2204,309147,8211,10106,1988,41556,2926,165829,6405,50430,3089,18952,1897,22274,2638,216912,7697,26694,2351,45640,3858,82644,5857,29951,2689,12305,1695,19678,2058,137047,5918,3570,851,7509,1230,44753,3322,36788,3176,15981,1746,28446,2446,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4190898,18028,157662,5262,431667,7144,1702292,10445,1031269,6348,436366,6469,431642,7526,3459252,17360,110055,4672,329345,7284,1414064,10311,873361,7605,370792,6122,361635,7096,377209,9962,23589,2258,48347,3252,165244,5690,82698,3847,31674,2725,25657,2041,54893,3049,3300,1010,11232,1678,21229,1995,10585,1658,4892,1049,3655,721,145607,5622,17296,1784,33918,3311,48668,3605,23041,2114,10700,1327,11984,1153,153937,5004,3422,812,8825,1425,53087,3319,41584,2262,18308,1682,28711,2091,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2737424,12945,118696,3981,254174,4335,1149674,7672,643780,5230,275831,4965,295269,5426,2135967,13145,80537,3461,187527,4572,902300,9068,512562,6250,221353,4520,231688,5299,244969,8494,14088,1577,25332,2544,113655,4869,55049,3402,18769,1645,18076,1619,89609,5009,4639,882,11532,1405,39781,3202,18779,2074,7210,1210,7668,1103,120651,4638,12665,1734,21971,2128,43781,3136,20356,1994,10434,1127,11444,1250,146228,5027,6767,1153,7812,1312,50157,3465,37034,2544,18065,1674,26393,1805,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1178427,11475,36373,2936,121419,4947,507937,7720,270805,5616,113019,3487,128874,5206,984238,13196,26579,2799,96784,4359,425837,8164,229723,5318,96523,3669,108792,4614,125832,6507,6021,1250,16102,2199,58482,4511,25738,2425,10081,1556,9408,1780,5266,1060,181,143,840,512,1135,515,1420,533,883,617,807,406,34860,2779,3121,847,6088,1068,12358,1820,6838,1377,2598,639,3857,923,28231,2626,471,262,1605,663,10125,1952,7086,1255,2934,861,6010,1181,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2734275,14847,108519,4938,278782,4882,1140794,9762,623923,6809,268743,4967,313514,6372,2223496,16471,79708,4378,217998,5146,931174,11086,511936,7888,224828,5220,257852,6175,265496,8184,13994,1965,29831,2741,118796,6391,60436,3750,21309,1920,21130,2072,35244,2643,1619,678,5707,1076,14260,1800,6913,1166,2713,814,4032,1039,89800,4786,7108,1117,18122,2197,33603,3255,15500,1997,7084,1245,8383,1091,120239,5316,6090,1143,7124,1549,42961,3069,29138,2624,12809,1669,22117,2278,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,475299,5526,17548,1654,48278,2396,186546,3396,105421,2386,52453,2246,65053,2247,353661,6654,12000,1550,34006,2795,137419,4481,81072,2400,41111,2119,48053,2321,50885,3716,2139,746,6962,1379,23150,2601,9820,1319,3950,879,4864,940,4520,1172,15,30,328,361,2996,891,327,182,425,369,429,234,35166,2926,2360,594,5816,1311,12691,1607,6702,1219,3425,789,4172,824,31067,2361,1034,415,1166,503,10290,1677,7500,1159,3542,788,7535,965,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,946684,6595,43712,2427,98858,3087,388330,3899,205191,2640,92571,3153,118022,3134,759340,7419,31677,2311,76632,2868,313275,4802,167317,3403,75674,2979,94765,2855,94886,4253,6302,1147,12339,1628,44490,3210,17984,1876,6270,929,7501,1071,6142,1494,299,198,1116,902,2267,550,816,335,1057,575,587,264,40115,2748,4126,897,6480,1203,14464,1840,7407,1086,3648,678,3990,598,46201,2718,1308,466,2291,860,13834,1552,11667,1147,5922,1118,11179,1289,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1216345,9798,31930,2638,121582,3566,562490,6654,263975,5196,110633,4237,125735,5295,949121,9397,21304,2209,89029,3582,446522,7302,207612,5196,86651,4437,98003,5266,132358,5916,4744,1007,16681,2726,62225,4217,28594,2765,8810,1039,11304,1411,44047,3386,2707,912,6340,1468,17698,2164,7992,1617,5514,1612,3796,1004,53255,3868,2663,751,8206,1640,21925,2231,10943,2018,4540,980,4978,1110,37564,3975,512,377,1326,739,14120,2013,8834,1509,5118,1262,7654,1305,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
