GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,NAME,B06001_001MA,B06001_001EA,B06001_002MA,B06001_002EA,B06001_003EA,B06001_003MA,B06001_004EA,B06001_004MA,B06001_005EA,B06001_005MA,B06001_006EA,B06001_006MA,B06001_007MA,B06001_007EA,B06001_008EA,B06001_008MA,B06001_009EA,B06001_009MA,B06001_010EA,B06001_010MA,B06001_011EA,B06001_011MA,B06001_012MA,B06001_012EA,B06001_013MA,B06001_013EA,B06001_014EA,B06001_014MA,B06001_015EA,B06001_015MA,B06001_016MA,B06001_016EA,B06001_017EA,B06001_017MA,B06001_018MA,B06001_018EA,B06001_019EA,B06001_019MA,B06001_020EA,B06001_020MA,B06001_021MA,B06001_021EA,B06001_022EA,B06001_022MA,B06001_023MA,B06001_023EA,B06001_024MA,B06001_024EA,B06001_025EA,B06001_025MA,B06001_026EA,B06001_026MA,B06001_027MA,B06001_027EA,B06001_028MA,B06001_028EA,B06001_029MA,B06001_029EA,B06001_030EA,B06001_030MA,B06001_031EA,B06001_031MA,B06001_032MA,B06001_032EA,B06001_033MA,B06001_033EA,B06001_034MA,B06001_034EA,B06001_035MA,B06001_035EA,B06001_036MA,B06001_036EA,B06001_037EA,B06001_037MA,B06001_038MA,B06001_038EA,B06001_039MA,B06001_039EA,B06001_040MA,B06001_040EA,B06001_041EA,B06001_041MA,B06001_042EA,B06001_042MA,B06001_043MA,B06001_043EA,B06001_044MA,B06001_044EA,B06001_045MA,B06001_045EA,B06001_046EA,B06001_046MA,B06001_047MA,B06001_047EA,B06001_048MA,B06001_048EA,B06001_049MA,B06001_049EA,B06001_050MA,B06001_050EA,B06001_051MA,B06001_051EA,B06001_052EA,B06001_052MA,B06001_053EA,B06001_053MA,B06001_054EA,B06001_054MA,B06001_055MA,B06001_055EA,B06001_056MA,B06001_056EA,B06001_057MA,B06001_057EA,B06001_058EA,B06001_058MA,B06001_059EA,B06001_059MA,B06001_060EA,B06001_060MA,state
0400000US06,38041430,-555555555,2536810,2553,6702496,2897,4022340,4061,5474318,4703,5175188,5320,5227892,4608,2331466,17696,834392,12243,1137135,15124,2537154,3095,2062239,2670,20694070,56629,2383231,6848,5798918,16447,2977124,14992,2861336,21400,1964686,19534,2001981,19454,844155,12710,291346,8370,389386,10695,711962,10361,469945,8932,6592525,41084,96934,5723,384037,11182,332885,11020,759014,12948,799300,14763,1076257,15479,624570,11858,257396,6882,361725,7315,961134,10929,939273,9537,454003,13620,19739,1968,66318,4991,46097,4548,65210,4340,76779,4878,77867,4623,30924,2452,9353,1678,15129,2182,25255,2451,21332,2707,10300832,51482,36906,3270,453223,13072,666234,12074,1788758,18165,2334423,17422,2071787,18949,831817,11196,276297,7706,370895,8747,838803,8257,631689,9358,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5187582,-555555555,336995,1857,894312,2284,511621,3719,756564,4261,708732,3501,725667,3125,352012,6470,122041,5270,168699,5220,358156,1919,252783,1558,2181348,21586,288763,4072,629437,8133,252365,5672,275580,7387,196863,6456,206084,6760,94195,4489,33271,2408,43338,2444,89040,3977,72412,2980,2419554,20406,40492,3566,216373,7921,205415,6183,360165,6853,373829,7068,416744,6739,220752,5529,79571,4288,109658,4106,236918,4130,159637,2925,80322,5664,2905,921,11513,2290,8825,1838,13973,1898,16384,2217,15412,1918,4876,1065,1199,486,1373,448,2536,740,1326,564,506358,13180,4835,1291,36989,3790,45016,3760,106846,4753,121656,5155,87427,5077,32189,2830,8000,1263,14330,1756,29662,2581,19408,1932,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590347,-555555555,193070,984,599696,1056,339603,1863,432609,2142,458041,2053,567053,2017,255006,5661,87209,3981,126036,4675,281784,1239,250240,776,1981537,18258,167796,2909,449326,6974,210369,4987,217970,5817,205299,5197,265988,5870,120914,4855,39653,2833,57731,3380,125108,3185,121383,3118,983786,15094,20172,2693,105083,5860,78408,4444,103138,5155,129239,4840,185545,5558,88200,4241,31963,2496,45345,2739,105398,3282,91295,2667,129603,6199,2194,988,15174,2667,12450,2030,20346,1894,21416,2489,25039,2480,9817,1524,3234,898,4559,781,9004,1142,6370,1110,495421,13278,2908,1032,30113,3359,38376,3265,91155,6107,102087,4522,90481,4893,36075,3053,12359,1687,18401,1755,42274,3070,31192,2536,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917092,-555555555,56185,333,148735,513,93560,1034,113848,1176,112221,1303,133715,1264,63733,2666,21096,1847,33186,2419,80975,780,59838,729,412055,8718,47057,1799,101421,3972,45721,3461,47632,2535,41190,2876,49355,2376,24680,2150,6940,1089,11785,1594,19465,1722,16809,1559,412709,9026,7812,1771,40968,4202,40098,3741,47955,2903,51642,2965,66711,2917,33153,2170,12148,1472,18930,1750,55417,1866,37875,1761,14831,2124,227,264,1696,922,936,430,2372,886,2198,768,3280,912,1035,423,711,449,650,328,1137,437,589,299,77497,4814,1089,595,4650,1276,6805,1477,15889,1593,17191,1897,14369,1878,4865,1002,1297,571,1821,565,4956,992,4565,969,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,632323,-555555555,39002,267,70450,4,83340,514,138878,491,85596,453,75628,417,34811,1864,13500,1667,19217,1527,39855,381,32046,370,234515,6396,30535,1481,52656,2232,26684,1732,30537,2245,23770,1896,29414,1924,13554,1295,4817,1102,6218,956,10393,1276,5937,923,297298,7566,6770,1476,13922,2250,46489,2081,82212,3403,39282,2158,30226,1788,15122,1557,7030,1185,10578,1219,23853,1403,21814,1117,10187,1765,103,107,742,408,1190,676,2467,780,2791,740,1637,664,620,476,74,89,148,151,191,185,224,293,90323,4771,1594,709,3130,913,8977,1445,23662,2663,19753,1997,14351,1452,5515,896,1579,568,2273,651,5418,827,4071,838,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19317568,-555555555,1070345,3003,2930628,3674,1812848,6118,2381017,5784,2408804,6574,2739867,5712,1278635,12173,492188,10821,694409,12472,1899082,4334,1609745,4018,6890682,39139,956928,6546,2113102,17133,985789,13784,882626,14634,615336,14150,586708,11022,232493,7387,79883,4928,97005,4505,200797,5935,140015,4418,8052406,40532,86171,4774,552522,15308,497596,12717,845892,14564,968654,12797,1324394,11850,714840,11281,285872,8827,430285,10677,1239136,7646,1107044,7503,627344,20236,10146,1976,75736,6791,65184,5189,99297,7093,102765,6757,100948,5617,43296,3554,13555,2302,20820,2133,58088,4007,37509,2959,3747136,32291,17100,2130,189268,8840,264279,8990,553202,12029,722049,11988,727817,10685,288006,6943,112878,4972,146299,5884,401061,7317,325177,6480,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9919945,-555555555,671105,3638,1824642,4576,1020360,6833,1349901,7671,1392560,6308,1387853,5849,612028,8390,213601,6246,308539,7072,683911,4154,455445,3772,5490260,32428,592208,5823,1352920,13367,590560,10143,628281,10543,587993,7804,604606,11161,289122,9198,107182,4624,149699,5566,340166,7055,247523,5123,3357206,33636,67620,4576,393652,13439,324607,9544,476296,10767,549031,11204,594257,12045,258597,8231,88990,4698,134105,5433,294550,6472,175501,4889,132341,7848,4101,1170,18054,3326,14371,2184,29864,3406,22102,3125,23809,2979,8593,1459,1308,475,3059,807,4254,1388,2826,847,940138,16649,7176,1431,60016,5089,90822,5918,215460,7191,233434,7835,165181,6375,55716,4089,16121,2385,21676,2405,44941,2981,29595,2988,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1392313,-555555555,89013,333,213868,402,137151,1145,199308,1164,175142,1255,185698,1332,92442,3092,39447,2613,49821,2698,111941,785,98482,645,754887,10015,72498,1828,158430,3386,75707,2866,92214,3278,78380,3202,82190,3762,41462,2270,18141,1895,22783,1806,54604,2134,58478,2188,342239,6882,11867,1679,33552,2506,40514,2532,65354,2459,45410,2260,51372,1931,26182,1783,10798,1329,14646,1480,27390,1425,15154,1057,43321,3913,2766,918,7676,1621,4827,1106,6605,1528,6733,1386,6823,1283,3409,913,1118,406,1093,405,1389,485,882,488,251866,9670,1882,754,14210,2113,16103,1994,35135,2888,44619,2875,45313,3151,21389,1938,9390,1177,11299,1309,28558,2194,23968,2084,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1595728,-555555555,113736,1847,311016,1857,158190,2802,210429,2866,196439,2946,202275,2177,96922,3412,39297,2907,56392,3275,123015,1223,88017,747,754827,13340,97276,2537,209279,6361,76510,4394,92495,3946,70507,3678,71799,3215,33759,2616,13881,2024,19696,2023,39878,2136,29747,2014,730830,13042,15771,1921,91892,5699,69345,4185,93967,3812,102413,4212,111915,3367,56922,2924,23313,2257,34750,2606,76640,2360,53902,2065,13503,2538,84,98,3040,1929,1623,647,2338,911,1711,598,2277,702,1208,455,197,176,465,447,315,208,245,211,96568,6228,605,445,6805,1795,10712,1992,21629,2953,21808,2787,16284,2665,5033,1101,1906,625,1481,660,6182,1131,4123,927,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12875255,-555555555,814027,2147,2249024,2964,1253309,3930,1782088,5077,1699779,4343,1824863,3598,840601,10223,305182,7114,410670,7918,926029,2141,769683,1989,8618847,27745,741468,5118,1913807,11601,920081,9018,1071132,11023,965716,9248,1113678,9576,509180,9037,179645,4788,238767,6227,508272,6423,457101,5419,2325553,23506,55440,3911,228439,8837,189449,6706,327407,8004,310387,7881,373110,8047,190533,5940,73431,3607,103721,4433,259398,5106,214238,5514,139525,6817,5579,1717,16837,3018,13671,1965,19672,2494,19550,2521,22415,2588,9449,1304,3810,843,5794,1338,14589,1715,8159,1413,1791330,21144,11540,2108,89941,7005,130108,5678,363877,8918,404126,8241,315660,6807,131439,5169,48296,3336,62388,3978,143770,5450,90185,3808,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
