GEO_ID,C05003A_001E,C05003A_001M,C05003A_002E,C05003A_002M,C05003A_003E,C05003A_003M,C05003A_004E,C05003A_004M,C05003A_005E,C05003A_005M,C05003A_006E,C05003A_006M,C05003A_007E,C05003A_007M,C05003A_008E,C05003A_008M,C05003A_009E,C05003A_009M,C05003A_010E,C05003A_010M,C05003A_011E,C05003A_011M,C05003A_012E,C05003A_012M,C05003A_013E,C05003A_013M,C05003A_014E,C05003A_014M,C05003A_015E,C05003A_015M,NAME,C05003A_001EA,C05003A_001MA,C05003A_002EA,C05003A_002MA,C05003A_003MA,C05003A_003EA,C05003A_004MA,C05003A_004EA,C05003A_005MA,C05003A_005EA,C05003A_006MA,C05003A_006EA,C05003A_007EA,C05003A_007MA,C05003A_008MA,C05003A_008EA,C05003A_009MA,C05003A_009EA,C05003A_010MA,C05003A_010EA,C05003A_011MA,C05003A_011EA,C05003A_012EA,C05003A_012MA,C05003A_013MA,C05003A_013EA,C05003A_014MA,C05003A_014EA,C05003A_015EA,C05003A_015MA,state
0400000US24,3417690,12404,1681280,7128,353710,3281,344182,3430,9528,2060,1327570,5115,1210449,5217,117121,5827,1736410,6640,335232,3415,326969,3722,8263,1781,1401178,4557,1275642,4975,125536,5648,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5323896,12317,2576633,7424,528110,3544,519175,3566,8935,1647,2048523,5523,1844777,7317,203746,6790,2747263,6934,503785,3163,492252,3353,11533,1907,2243478,5026,2029758,6919,213720,7141,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7840426,8758,3866867,5170,852294,2658,838474,3250,13820,1942,3014573,3749,2856404,6091,158169,5243,3973559,4934,810551,3098,796198,3447,14353,1938,3163008,2954,2998903,5864,164105,5581,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4596694,6789,2275855,4401,507318,2414,501788,2586,5530,1442,1768537,3081,1711986,4078,56551,3574,2320839,4040,485435,2750,478696,2880,6739,1332,1835404,2245,1777363,3584,58041,3774,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1768736,4408,871111,4007,197805,2472,196098,2377,1707,648,673306,2723,660482,2581,12824,1737,897625,3770,186390,2798,185342,2938,1048,567,711235,2069,700891,2275,10344,1441,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4981999,6489,2451915,4613,559723,2910,556036,3148,3687,962,1892192,2890,1849641,3592,42551,3129,2530084,4567,526581,2620,522707,2666,3874,995,2003503,3152,1958728,3720,44775,3449,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,896467,1819,450598,1427,94366,869,94129,920,237,193,356232,1110,351892,1527,4340,989,445869,1379,89343,953,88934,1008,409,259,356526,1055,350228,1280,6298,984,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1634952,5242,810916,3143,197355,1808,195211,1809,2144,620,613561,2207,584960,1985,28601,1864,824036,2888,185320,1821,182365,1956,2955,937,638716,1856,612670,2143,26046,2241,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1922203,12400,981953,6479,213767,4047,206674,4074,7093,1307,768186,4703,644827,4435,123359,5334,940250,7473,199793,3815,194229,3782,5564,1373,740457,4659,619289,4379,121168,5107,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1241905,2511,611419,1555,127543,981,125726,1201,1817,760,483876,1210,466053,2128,17823,2056,630486,1917,121642,1164,119941,1251,1701,704,508844,1229,489204,2005,19640,1898,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6111675,20981,2977573,11444,658095,5935,636898,5935,21197,2419,2319478,8853,1935749,9585,383729,9292,3134102,11839,627509,5500,605290,5850,22219,2718,2506593,7927,2099717,8790,406876,10033,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1499853,13369,739960,7836,173710,4772,168377,4918,5333,1527,566250,5340,508919,6040,57331,4681,759893,7619,163115,3809,158820,4127,4295,1403,596778,5201,544121,5956,52657,3547,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12767396,31188,6242867,17113,1302186,7913,1269433,8698,32753,2674,4940681,12554,4214704,11717,725977,14095,6524529,17351,1237557,6638,1206519,6496,31038,2724,5286972,13588,4495891,13035,791081,13347,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6817441,17870,3350453,10443,736739,5851,722606,5592,14133,2454,2613714,6749,2435560,5545,178154,6544,3466988,9332,695673,5215,683405,5241,12268,1994,2771315,5558,2603977,6438,167338,7953,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,626192,1217,318487,925,65979,606,65924,614,55,42,252508,631,248717,1259,3791,1249,307705,930,61983,602,61882,606,101,101,245722,721,241539,1181,4183,892,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9547022,7437,4678933,4729,1052588,3114,1045754,3272,6834,1366,3626345,3335,3530152,4561,96193,4498,4868089,4962,999320,3327,993315,3638,6005,1504,3868769,3023,3768924,5494,99845,5054,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2805612,8499,1386134,5010,311706,2676,307378,2688,4328,931,1074428,3373,1024458,3031,49970,3630,1419478,4655,293654,2707,288342,2464,5312,1171,1125824,2734,1077521,2870,48303,2945,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3321591,11013,1638908,6564,347242,3895,341511,4166,5731,1337,1291666,4598,1206995,4721,84671,4320,1682683,5982,327848,3334,320957,3429,6891,1333,1354835,3859,1267096,4977,87739,4853,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10456819,12163,5109215,6879,1057830,4253,1048786,4451,9044,1388,4051385,4896,3901295,8147,150090,7049,5347604,7277,1004461,3806,994638,3759,9823,1562,4343143,4724,4186493,6929,156650,5525,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,857897,6212,411350,3896,81359,1776,79813,1764,1546,820,329991,3173,303656,2810,26335,2896,446547,3457,77887,1747,76695,1865,1192,557,368660,2153,334358,3440,34302,3311,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3165844,8016,1556315,5200,332446,3024,328677,2986,3769,1106,1223869,3352,1165934,2823,57935,3713,1609529,4727,313435,2955,308694,2829,4741,1671,1296094,2627,1241273,3515,54821,3756,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,711562,2706,356595,1581,81423,990,81036,1024,387,307,275172,1146,272039,1194,3133,847,354967,2086,75322,1231,75119,1240,203,151,279645,1222,275447,1241,4198,1061,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5036564,9580,2466724,6580,550911,4394,542921,4480,7990,1718,1915813,4227,1846895,4047,68918,4380,2569840,5537,523525,3920,518156,3909,5369,1318,2046315,2833,1984714,3944,61601,3680,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19546170,48902,9727847,27788,2581311,12721,2489181,14258,92130,6569,7146536,20273,5921804,23601,1224732,22326,9818323,26723,2461954,14147,2375109,13383,86845,6142,7356369,16808,6115485,18312,1240884,17391,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2514908,10080,1263864,5407,392978,3017,386491,2941,6487,1435,870886,3485,815490,3799,55396,3643,1251044,5778,367958,3399,363845,3564,4113,1042,883086,3608,824863,4194,58223,3836,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595252,736,293916,628,58838,368,58464,456,374,269,235078,556,228762,1007,6316,846,301336,607,55307,364,55060,352,247,186,246029,495,236793,1197,9236,1238,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5661067,12880,2805637,8558,605111,4899,589633,5829,15478,2595,2200526,6060,2033294,6126,167232,6670,2855430,7635,567395,4626,554298,4937,13097,2012,2288035,4971,2109125,6231,178910,7315,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5402912,12547,2691469,7849,576221,4505,561286,4696,14935,2275,2115248,5440,1938779,6668,176469,7526,2711443,6869,550844,4275,536551,4602,14293,1885,2160599,4318,1973614,6549,186985,6650,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1738148,2503,853100,2040,179375,1328,178960,1356,415,276,673725,1209,667940,1706,5785,1297,885048,1996,170968,1564,170711,1580,257,221,714080,1028,707959,1193,6121,1123,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4967566,9048,2464457,5498,537391,2636,531801,2719,5590,1210,1927066,3631,1864411,3747,62655,3594,2503109,4934,511990,2747,507696,2811,4294,1038,1991119,2930,1931814,3791,59305,3704,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,523798,2887,265882,2136,60303,1379,59513,1532,790,501,205579,1524,201352,1689,4227,1040,257916,1816,57844,1273,57283,1239,561,302,200072,1222,193323,1732,6749,1252,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2536665,23266,1201881,13117,298260,5704,297650,5780,610,343,903621,11228,885034,11313,18587,1820,1334784,14130,283689,5828,282911,5818,778,398,1051095,11162,1027825,11677,23270,2536,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3333371,7259,1637947,4199,365754,2953,362748,3007,3006,1042,1272193,2791,1236629,2889,35564,3404,1695424,4340,344311,2725,342289,2632,2022,797,1351113,2596,1318701,3228,32412,3328,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,486551,2351,257237,1347,53651,764,53081,922,570,426,203586,1193,196304,1310,7282,1200,229314,1579,50390,1061,49687,1153,703,483,178924,983,170955,1644,7969,1400,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5164199,17980,2561153,10353,601066,5707,585015,6026,16051,2459,1960087,6811,1707016,9943,253071,8089,2603046,10059,572017,5647,554822,6502,17195,2585,2031029,6462,1752973,8410,278056,7733,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2307951,5816,1135921,3815,262134,2460,258958,2630,3176,1081,873787,2416,839908,2416,33879,2985,1172030,3334,248590,2199,246400,2343,2190,797,923440,1971,892821,2313,30619,2547,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
