GEO_ID,B08113_001E,B08113_001M,B08113_002E,B08113_002M,B08113_003E,B08113_003M,B08113_004E,B08113_004M,B08113_005E,B08113_005M,B08113_006E,B08113_006M,B08113_007E,B08113_007M,B08113_008E,B08113_008M,B08113_009E,B08113_009M,B08113_010E,B08113_010M,B08113_011E,B08113_011M,B08113_012E,B08113_012M,B08113_013E,B08113_013M,B08113_014E,B08113_014M,B08113_015E,B08113_015M,B08113_016E,B08113_016M,B08113_017E,B08113_017M,B08113_018E,B08113_018M,B08113_019E,B08113_019M,B08113_020E,B08113_020M,B08113_021E,B08113_021M,B08113_022E,B08113_022M,B08113_023E,B08113_023M,B08113_024E,B08113_024M,B08113_025E,B08113_025M,B08113_026E,B08113_026M,B08113_027E,B08113_027M,B08113_028E,B08113_028M,B08113_029E,B08113_029M,B08113_030E,B08113_030M,B08113_031E,B08113_031M,B08113_032E,B08113_032M,B08113_033E,B08113_033M,B08113_034E,B08113_034M,B08113_035E,B08113_035M,B08113_036E,B08113_036M,B08113_037E,B08113_037M,B08113_038E,B08113_038M,B08113_039E,B08113_039M,B08113_040E,B08113_040M,B08113_041E,B08113_041M,B08113_042E,B08113_042M,B08113_043E,B08113_043M,B08113_044E,B08113_044M,B08113_045E,B08113_045M,B08113_046E,B08113_046M,B08113_047E,B08113_047M,B08113_048E,B08113_048M,B08113_049E,B08113_049M,B08113_050E,B08113_050M,B08113_051E,B08113_051M,B08113_052E,B08113_052M,B08113_053E,B08113_053M,B08113_054E,B08113_054M,B08113_055E,B08113_055M,B08113_056E,B08113_056M,NAME,B08113_001MA,B08113_001EA,B08113_002MA,B08113_002EA,B08113_003MA,B08113_003EA,B08113_004EA,B08113_004MA,B08113_005EA,B08113_005MA,B08113_006EA,B08113_006MA,B08113_007MA,B08113_007EA,B08113_008MA,B08113_008EA,B08113_009MA,B08113_009EA,B08113_010EA,B08113_010MA,B08113_011EA,B08113_011MA,B08113_012MA,B08113_012EA,B08113_013MA,B08113_013EA,B08113_014MA,B08113_014EA,B08113_015EA,B08113_015MA,B08113_016EA,B08113_016MA,B08113_017EA,B08113_017MA,B08113_018MA,B08113_018EA,B08113_019MA,B08113_019EA,B08113_020MA,B08113_020EA,B08113_021EA,B08113_021MA,B08113_022EA,B08113_022MA,B08113_023MA,B08113_023EA,B08113_024MA,B08113_024EA,B08113_025MA,B08113_025EA,B08113_026EA,B08113_026MA,B08113_027EA,B08113_027MA,B08113_028EA,B08113_028MA,B08113_029MA,B08113_029EA,B08113_030MA,B08113_030EA,B08113_031MA,B08113_031EA,B08113_032EA,B08113_032MA,B08113_033EA,B08113_033MA,B08113_034MA,B08113_034EA,B08113_035MA,B08113_035EA,B08113_036MA,B08113_036EA,B08113_037EA,B08113_037MA,B08113_038EA,B08113_038MA,B08113_039EA,B08113_039MA,B08113_040MA,B08113_040EA,B08113_041MA,B08113_041EA,B08113_042MA,B08113_042EA,B08113_043EA,B08113_043MA,B08113_044EA,B08113_044MA,B08113_045MA,B08113_045EA,B08113_046MA,B08113_046EA,B08113_047MA,B08113_047EA,B08113_048EA,B08113_048MA,B08113_049EA,B08113_049MA,B08113_050MA,B08113_050EA,B08113_051MA,B08113_051EA,B08113_052MA,B08113_052EA,B08113_053MA,B08113_053EA,B08113_054EA,B08113_054MA,B08113_055EA,B08113_055MA,B08113_056MA,B08113_056EA,state
0400000US06,16432358,41929,9079055,38588,4700969,29173,2420106,25327,2280863,22733,2652334,23845,1655978,22770,996356,16375,12059924,50107,6887255,40096,3267042,29543,1840216,21520,1426826,22357,1905627,20493,1220955,19132,684672,12982,1821450,24221,762859,16782,722336,15085,298227,10974,424109,11306,336255,10236,186037,7514,150218,7228,851099,15586,378874,9870,319402,10581,111861,6545,207541,8039,152823,6923,91028,5446,61795,4086,441486,12725,239850,10038,132067,6892,56321,4130,75746,4916,69569,4373,39501,3081,30068,2800,393237,12829,221564,7764,120720,8177,44518,4103,76202,6598,50953,4240,33041,3428,17912,2607,865162,15704,588653,13235,139402,6965,68963,5357,70439,4108,137107,5965,85416,4606,51691,3533,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2538793,15597,2131583,16975,274694,7551,151616,6656,123078,5461,132516,6713,94775,5905,37741,3243,1889150,18419,1610849,17593,185290,7453,106056,5514,79234,4539,93011,5771,67275,5098,25736,2792,245831,9352,182613,7965,47790,4291,22720,2843,25070,3150,15428,1990,9212,1432,6216,1278,81980,5100,58543,4420,15685,2295,6147,1237,9538,1920,7752,1784,4947,1470,2805,856,85695,5233,71057,4696,9452,1941,5966,1298,3486,1167,5186,1191,3945,930,1241,607,67923,4403,59267,3978,5699,1413,3532,1019,2167,800,2957,819,2669,818,288,183,168214,6844,149254,6334,10778,1982,7195,1413,3583,1176,8182,1428,6727,1330,1455,629,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1728325,12264,1351148,11570,183780,5842,100715,4929,83065,5356,193397,6405,130130,5814,63267,3971,1358109,13375,1095081,11933,120886,5696,74252,4610,46634,3999,142142,5509,98553,5014,43589,3466,142303,6353,87199,4525,30006,3570,11970,1943,18036,2925,25098,2806,12774,1861,12324,1962,82482,5268,55711,3404,17071,2937,6964,1411,10107,2534,9700,1543,6948,1260,2752,866,51475,4279,35952,3010,7976,1995,3530,1194,4446,1538,7547,1611,5431,1275,2116,1026,22416,2678,14588,2187,4602,1237,1731,664,2871,947,3226,975,2071,762,1155,683,71540,4258,62617,3860,3239,911,2268,789,971,435,5684,944,4353,817,1331,430,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,421883,5569,364105,5685,30594,2565,16570,2667,14024,2025,27184,2427,21159,2397,6025,1141,343732,6538,301235,6705,22283,2185,12257,2199,10026,1695,20214,2013,15327,1957,4887,1053,34036,2891,25770,2477,4694,1269,1629,634,3065,1158,3572,1038,3075,1045,497,274,10725,1732,8662,1451,1267,648,989,602,278,275,796,455,710,441,86,103,9550,1740,7954,1575,932,494,768,449,164,195,664,358,620,329,44,73,5273,1134,4405,1076,654,496,188,213,466,457,214,225,214,225,0,182,18567,2031,16079,1848,764,481,739,480,25,24,1724,601,1213,531,511,375,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326143,6312,267181,6789,26889,2688,14288,1769,12601,2127,32073,3110,23898,2467,8175,1868,111088,5103,91125,4735,7529,1557,4413,1044,3116,1232,12434,2155,8451,1345,3983,1604,18396,2250,14024,2059,2548,879,960,379,1588,710,1824,699,1609,618,215,207,125890,5558,103161,5161,12295,1913,5939,1355,6356,1714,10434,1975,8066,1813,2368,613,38795,3712,32093,3307,2458,992,1413,631,1045,677,4244,1231,3195,975,1049,574,16845,2756,13990,2487,1136,566,966,536,170,203,1719,631,1415,521,304,299,15129,1890,12788,1745,923,461,597,336,326,282,1418,594,1162,575,256,190,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8161313,33163,5682079,28521,1850440,20756,1066617,15971,783823,14723,628794,15664,401298,12282,227496,9945,6473106,37786,4616432,27577,1385820,19749,858813,14628,527007,14728,470854,14477,309619,11227,161235,8374,795280,17080,465569,13595,250046,10886,113192,6280,136854,8932,79665,6107,43291,4148,36374,3913,177143,9552,87114,6038,60023,5994,21001,2961,39022,4730,30006,3608,14686,2811,15320,2527,127838,7423,79041,5034,38161,4839,15246,2253,22915,3774,10636,1645,6897,1277,3739,1200,183659,7268,127089,5869,44121,4097,16827,2247,27294,3842,12449,1905,7366,1422,5083,1414,404287,11109,306834,9428,72269,5132,41538,3941,30731,3132,25184,2826,19439,2517,5745,1247,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4213128,24999,3603924,26206,344264,8991,163898,7023,180366,8604,264940,10180,174079,7750,90861,6139,3353644,22638,2938768,24968,214801,8313,115769,5826,99032,5923,200075,9292,136248,7267,63827,4701,439477,13300,316951,10347,87992,6975,30163,3747,57829,6298,34534,4713,16823,2921,17711,3671,82974,5095,65277,4549,10882,2209,3458,1221,7424,1916,6815,1511,4194,1130,2621,911,71148,4804,55983,4785,9219,2118,3335,1233,5884,1795,5946,1375,3937,1065,2009,848,64415,5076,50108,4180,10554,2308,4091,1453,6463,1829,3753,1172,2401,861,1352,737,201470,6626,176837,5891,10816,1832,7082,1600,3734,1229,13817,2270,10476,1875,3341,1216,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,670355,7481,499924,7604,14538,2221,10036,1816,4502,1191,155893,7197,75689,4989,80204,5003,437154,8837,340698,7687,9301,1895,6709,1481,2592,1091,87155,5937,48074,3692,39081,3518,102542,5152,74976,3952,2090,610,1630,508,460,444,25476,2590,11874,1746,13602,1927,45177,3416,22065,2066,624,444,425,266,199,312,22488,2412,6715,1139,15773,2037,31804,2894,21970,2301,1383,608,679,399,704,401,8451,1593,3399,847,5052,1341,24202,2650,17465,2364,369,260,257,239,112,130,6368,1328,2145,564,4223,1168,29476,2735,22750,2198,771,439,336,230,435,357,5955,1688,3482,1408,2473,745,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,697765,7911,620237,8857,56652,3776,29033,3263,27619,2523,20876,2624,14881,1976,5995,1525,542709,9910,485855,9435,42102,3241,23453,2806,18649,1958,14752,2107,11116,1730,3636,1135,70227,5655,58582,5076,8284,2010,2792,1073,5492,1664,3361,1124,1733,820,1628,668,5925,1058,5671,1040,216,228,96,160,120,163,38,65,38,65,0,187,20109,2007,17372,2207,2117,900,913,526,1204,644,620,374,568,377,52,87,17778,2592,14024,2213,3033,1161,1158,679,1875,923,721,377,658,367,63,110,41017,3189,38733,3242,900,679,621,618,279,212,1384,666,768,372,616,503,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5927604,21876,4560371,22497,769182,12051,394757,10885,374425,11301,598051,13113,390187,12158,207864,7779,4362024,21463,3440075,20866,509287,10289,275667,7910,233620,8841,412662,11455,274232,9992,138430,6361,526666,12110,330608,8570,126621,6488,48303,3940,78318,5503,69437,5325,36333,3250,33104,4013,506351,11780,373285,9791,75762,4556,42861,4123,32901,2895,57304,5049,39857,4141,17447,2429,186595,7673,135961,5868,26702,3321,12711,2195,13991,2175,23932,2937,15332,2271,8600,1889,101926,5526,75625,4345,15371,2511,5687,1126,9684,2247,10930,1865,7481,1462,3449,1006,244042,7533,204817,6821,15439,2200,9528,1586,5911,1359,23786,2578,16952,2173,6834,1336,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
