GEO_ID,C18102_001E,C18102_001M,C18102_002E,C18102_002M,C18102_003E,C18102_003M,C18102_004E,C18102_004M,C18102_005E,C18102_005M,C18102_006E,C18102_006M,C18102_007E,C18102_007M,C18102_008E,C18102_008M,C18102_009E,C18102_009M,C18102_010E,C18102_010M,C18102_011E,C18102_011M,C18102_012E,C18102_012M,C18102_013E,C18102_013M,C18102_014E,C18102_014M,C18102_015E,C18102_015M,C18102_016E,C18102_016M,C18102_017E,C18102_017M,C18102_018E,C18102_018M,C18102_019E,C18102_019M,C18102_020E,C18102_020M,C18102_021E,C18102_021M,NAME,C18102_001MA,C18102_001EA,C18102_002MA,C18102_002EA,C18102_003EA,C18102_003MA,C18102_004EA,C18102_004MA,C18102_005MA,C18102_005EA,C18102_006MA,C18102_006EA,C18102_007EA,C18102_007MA,C18102_008MA,C18102_008EA,C18102_009EA,C18102_009MA,C18102_010MA,C18102_010EA,C18102_011MA,C18102_011EA,C18102_012EA,C18102_012MA,C18102_013MA,C18102_013EA,C18102_014EA,C18102_014MA,C18102_015EA,C18102_015MA,C18102_016MA,C18102_016EA,C18102_017MA,C18102_017EA,C18102_018EA,C18102_018MA,C18102_019EA,C18102_019MA,C18102_020EA,C18102_020MA,C18102_021MA,C18102_021EA,state
0400000US06,37524274,5678,18510580,6787,4711947,3872,26206,2683,4685741,4631,11816597,6723,217853,6789,11598744,9596,1982036,3012,343897,7150,1638139,7308,19013694,5371,4511541,3767,21681,2707,4489860,4724,11981784,4242,145655,6410,11836129,8178,2520369,2794,315615,8301,2204754,8472,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,626825,2688,5149,1275,621676,2790,1633437,3669,44823,3606,1588614,5109,268651,1391,53636,2757,215015,3071,2565853,3561,602183,2712,3276,1050,598907,3001,1636726,2764,22499,2208,1614227,3435,326944,1422,39970,2775,286974,2896,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,405052,1503,2992,1194,402060,1936,1091233,2202,22676,2573,1068557,3185,219014,1191,32862,2055,186152,2308,1819320,2365,386773,1500,1957,638,384816,1549,1141926,1728,14054,1803,1127872,2502,290621,1391,30918,1935,259703,2428,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,104302,816,390,380,103912,941,268894,960,4943,1130,263951,1548,61202,569,9020,1158,52182,1253,468517,1018,100192,812,655,469,99537,853,292323,787,4713,1006,287610,1185,76002,683,7508,1060,68494,1248,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,54766,360,578,389,54188,569,207898,794,2434,761,205464,940,28210,316,2586,745,25624,737,330506,735,54416,271,322,281,54094,343,234492,636,1978,667,232514,892,41598,482,3732,940,37866,1017,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,2032111,5212,10436,1960,2021675,5239,5633240,5919,131339,6571,5501901,8531,1542898,3018,260422,7597,1282476,8127,9802821,7129,1959032,5430,9125,1769,1949907,6040,5945373,4955,79710,4783,5865663,6867,1898416,3412,212634,6811,1685782,7225,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,1273249,6100,9889,2206,1263360,6198,2939296,6247,75681,4260,2863615,7614,478988,2652,88312,4296,390676,4859,5027878,8176,1218912,6320,5505,1237,1213407,6698,3177981,6012,42533,3052,3135448,7433,630985,2925,73689,3729,557296,4784,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,155075,898,717,387,154358,861,412707,2804,10482,1612,402225,3237,91335,939,18053,1450,73282,1675,682591,1728,147490,907,386,279,147104,951,420903,1332,5375,1039,415528,1681,114198,669,12736,1416,101462,1498,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,216859,2382,2202,1193,214657,2631,470784,2062,18670,2186,452114,2988,96869,875,23544,2146,73325,2132,791170,3288,207067,2312,630,428,206437,2352,474175,2041,8869,1635,465306,2634,109928,1077,13382,1488,96546,1764,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,1560473,3036,9922,1662,1550551,3207,3940161,4352,78486,3905,3861675,5589,703708,1879,112039,3221,591669,3659,6494029,5389,1498582,3071,8984,1904,1489598,3647,4066344,4048,48224,3432,4018120,4616,929103,2947,98788,3720,830315,4458,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6437142,986,3151875,3967,811985,3384,6002,1440,805983,3804,1966997,3612,61676,3835,1905321,5396,372893,1829,73382,3297,299511,3733,3285267,3952,773450,3192,5651,1297,767799,3304,2031261,3030,36533,3251,1994728,4635,480556,1774,59987,3172,420569,3648,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3028864,500,1499872,3681,369206,3079,2658,809,366548,3151,934508,2170,25192,2127,909316,3217,196158,1233,37505,1763,158653,2119,1528992,3772,351221,2776,1502,561,349719,2755,928245,2381,12690,1325,915555,2623,249526,1767,27097,1886,222429,2242,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2825416,2092,1391359,3671,365907,2249,2557,814,363350,2251,858686,3378,27951,2269,830735,4078,166766,1405,36049,1845,130717,2229,1434057,3294,354010,2408,1824,669,352186,2479,871150,2218,15023,1746,856127,2675,208897,1411,23655,1615,185242,2010,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4292718,1736,2092010,4500,521137,3113,3530,850,517607,3259,1312286,3160,52512,3012,1259774,4799,258587,1428,60068,2873,198519,3322,2200708,3991,494889,3001,3299,955,491590,3220,1373449,2430,29949,2328,1343500,3023,332370,1942,47455,2824,284915,3185,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4498884,1484,2168498,4615,568608,3620,5497,1214,563111,3861,1350133,3164,49409,3762,1300724,5268,249757,1748,54005,2628,195752,3314,2330386,4247,548819,3506,4181,1205,544638,3520,1454698,2702,29042,2603,1425656,4027,326869,2005,40698,2704,286171,2924,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1315703,427,643219,2135,136829,1165,1062,493,135767,1326,407162,1759,15761,1699,391401,2076,99228,833,22754,1547,76474,1679,672484,2098,128666,1260,673,404,127993,1289,423605,1328,9944,1560,413661,1956,120213,813,16109,1267,104104,1467,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5788196,2269,2779107,3466,682492,2030,2801,1018,679691,2179,1777886,2905,32152,3035,1745734,4208,318729,1490,46339,2824,272390,2774,3009089,3422,658626,2282,3161,1074,655465,2692,1930360,2180,23083,2258,1907277,3148,420103,1837,43858,2850,376245,3237,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6566851,897,3172658,2546,713061,1704,4158,1232,708903,2054,2064653,2069,41530,3221,2023123,3760,394944,1935,64291,3288,330653,3526,3394193,2443,684911,1887,3066,758,681845,2000,2182282,1844,29118,2495,2153164,3335,527000,1981,63652,3789,463348,4374,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9772550,789,4775215,4271,1158749,2727,9176,1501,1149573,3086,2997541,3167,88096,4229,2909445,5146,618925,1602,115450,3682,503475,3940,4997335,4207,1104922,3074,6483,1071,1098439,3239,3107208,2399,49606,2687,3057602,3851,785205,2188,94731,3397,690474,3798,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
