GEO_ID,B18107_001E,B18107_001M,B18107_002E,B18107_002M,B18107_003E,B18107_003M,B18107_004E,B18107_004M,B18107_005E,B18107_005M,B18107_006E,B18107_006M,B18107_007E,B18107_007M,B18107_008E,B18107_008M,B18107_009E,B18107_009M,B18107_010E,B18107_010M,B18107_011E,B18107_011M,B18107_012E,B18107_012M,B18107_013E,B18107_013M,B18107_014E,B18107_014M,B18107_015E,B18107_015M,B18107_016E,B18107_016M,B18107_017E,B18107_017M,B18107_018E,B18107_018M,B18107_019E,B18107_019M,B18107_020E,B18107_020M,B18107_021E,B18107_021M,B18107_022E,B18107_022M,B18107_023E,B18107_023M,B18107_024E,B18107_024M,B18107_025E,B18107_025M,B18107_026E,B18107_026M,B18107_027E,B18107_027M,NAME,B18107_001EA,B18107_001MA,B18107_002MA,B18107_002EA,B18107_003EA,B18107_003MA,B18107_004EA,B18107_004MA,B18107_005EA,B18107_005MA,B18107_006EA,B18107_006MA,B18107_007MA,B18107_007EA,B18107_008MA,B18107_008EA,B18107_009EA,B18107_009MA,B18107_010EA,B18107_010MA,B18107_011EA,B18107_011MA,B18107_012EA,B18107_012MA,B18107_013EA,B18107_013MA,B18107_014EA,B18107_014MA,B18107_015EA,B18107_015MA,B18107_016EA,B18107_016MA,B18107_017EA,B18107_017MA,B18107_018MA,B18107_018EA,B18107_019MA,B18107_019EA,B18107_020EA,B18107_020MA,B18107_021EA,B18107_021MA,B18107_022EA,B18107_022MA,B18107_023EA,B18107_023MA,B18107_024EA,B18107_024MA,B18107_025EA,B18107_025MA,B18107_026EA,B18107_026MA,B18107_027EA,B18107_027MA,state
0400000US06,28300786,5990,13798633,6546,4690216,6825,91468,4731,4598748,7676,7126381,5933,242060,8127,6884321,9394,1163816,2547,79992,3683,1083824,4717,818220,2646,188354,5374,629866,5412,14502153,4305,4574937,3413,71463,4632,4503474,5696,7406847,3472,313506,9134,7093341,8964,1347910,2438,150794,5800,1197116,5788,1172459,2953,411267,7633,761192,7893,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3865758,2996,1902088,3643,619699,3533,10650,1689,609049,3731,1013738,3151,29256,2622,984482,4249,168926,1211,7850,1175,161076,1570,99725,1230,16234,1807,83491,2178,1963670,2537,603726,2494,9532,1392,594194,2643,1033000,2453,37759,3326,995241,4008,185499,1542,13469,1779,172030,2352,141445,1522,38286,2582,103159,2768,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2742794,1530,1310247,2360,375873,1816,6680,1310,369193,2001,715360,1950,21490,2328,693870,3012,128363,850,6016,968,122347,1382,90651,906,15591,1472,75060,1486,1432547,1964,378717,1592,6458,1309,372259,1954,763209,1627,28890,2169,734319,2838,149678,1028,12224,1475,137454,1816,140943,1185,38847,2233,102096,2176,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,698421,815,330096,980,98955,895,2246,744,96709,1256,169939,909,6313,1236,163626,1361,37599,604,1828,731,35771,922,23603,506,4560,877,19043,895,368325,695,103201,685,1821,570,101380,934,189122,996,8958,1446,180164,1809,42604,513,3072,711,39532,849,33398,785,8926,950,24472,1000,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,512198,740,236108,840,99374,745,1391,567,97983,961,108524,844,5262,1151,103262,1395,17199,376,1179,454,16020,545,11011,369,2655,746,8356,758,276090,736,118676,384,1112,445,117564,573,115816,532,5659,975,110157,1117,22029,324,2968,816,19061,863,19569,458,5083,807,14486,890,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15019927,4591,7176138,5426,2015338,5494,50197,4188,1965141,7086,3617902,6414,155106,6694,3462796,9699,877145,3068,54657,3935,822488,4457,665753,3224,114248,4503,551505,5252,7843789,4629,2052883,4782,39872,3989,2013011,5236,3892490,4537,184400,6688,3708090,7997,1006554,2839,75847,4673,930707,5812,891862,3134,243338,7535,648524,7459,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7227250,5374,3418284,6176,1105808,5449,26419,3415,1079389,6743,1833488,5933,87120,5031,1746368,7421,312163,2983,25427,2556,286736,3800,166825,2708,36440,2442,130385,3566,3808966,5508,1166909,5679,21903,2860,1145006,6811,2011072,4907,102195,5362,1908877,7344,364383,2756,41266,3184,323117,3869,266602,2430,97222,3873,169380,3897,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1039143,2521,504042,2572,151413,2393,2058,857,149355,2532,261294,1602,9025,1579,252269,2279,53534,634,3608,866,49926,953,37801,885,7836,1039,29965,1254,535101,1435,151548,1062,2661,881,148887,1366,269355,827,9865,1673,259490,1851,57878,480,5071,935,52807,1096,56320,651,19444,1699,36876,1654,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1151756,1357,567653,2060,181234,2210,5092,1053,176142,2504,289550,1657,11659,1547,277891,2201,59858,866,3504,970,56354,1160,37011,656,6817,1098,30194,1221,584103,1980,179184,1885,4325,1252,174859,2261,294991,1827,14341,1613,280650,2701,62053,919,3866,871,58187,1270,47875,738,13750,1695,34125,1713,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9639316,2624,4643869,4621,1489427,4180,28352,2710,1461075,5097,2450734,4024,86335,4264,2364399,5515,421499,2035,26664,2588,394835,3447,282209,1493,52637,2590,229572,2962,4995447,4296,1494316,3315,24588,2305,1469728,4048,2572028,3571,111485,5270,2460543,5763,491313,1655,50056,3027,441257,3325,437790,2809,128397,4500,309393,5275,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
