GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001EA,B17010_001MA,B17010_002MA,B17010_002EA,B17010_003EA,B17010_003MA,B17010_004EA,B17010_004MA,B17010_005MA,B17010_005EA,B17010_006MA,B17010_006EA,B17010_007MA,B17010_007EA,B17010_008EA,B17010_008MA,B17010_009EA,B17010_009MA,B17010_010EA,B17010_010MA,B17010_011MA,B17010_011EA,B17010_012EA,B17010_012MA,B17010_013MA,B17010_013EA,B17010_014EA,B17010_014MA,B17010_015EA,B17010_015MA,B17010_016MA,B17010_016EA,B17010_017MA,B17010_017EA,B17010_018MA,B17010_018EA,B17010_019EA,B17010_019MA,B17010_020EA,B17010_020MA,B17010_021MA,B17010_021EA,B17010_022MA,B17010_022EA,B17010_023MA,B17010_023EA,B17010_024EA,B17010_024MA,B17010_025EA,B17010_025MA,B17010_026EA,B17010_026MA,B17010_027MA,B17010_027EA,B17010_028MA,B17010_028EA,B17010_029EA,B17010_029MA,B17010_030EA,B17010_030MA,B17010_031EA,B17010_031MA,B17010_032MA,B17010_032EA,B17010_033MA,B17010_033EA,B17010_034MA,B17010_034EA,B17010_035EA,B17010_035MA,B17010_036EA,B17010_036MA,B17010_037EA,B17010_037MA,B17010_038MA,B17010_038EA,B17010_039MA,B17010_039EA,B17010_040EA,B17010_040MA,B17010_041EA,B17010_041MA,state
0400000US06,8585787,27380,1111400,15617,471618,9445,337822,7708,37871,2853,127505,4570,172446,5400,133796,5532,639782,12282,136835,5712,103205,4998,22784,2309,28905,2470,51516,3395,33630,2771,502947,10630,427927,10167,73045,4410,121686,5686,233196,8186,75020,4390,7474387,28093,5632481,27118,2654713,20521,502301,10008,528757,11520,1623655,18490,2977768,22288,1841906,20764,622453,12792,320039,8675,66186,4153,53397,4867,200456,7199,302414,8404,1219453,15928,657145,12640,93166,4614,97184,5390,466795,10249,562308,10670,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,47192,3409,33766,2954,6132,1278,14331,1984,13303,1724,13426,1866,71415,4599,14582,2108,11740,2053,2667,948,2242,835,6831,1652,2842,1035,56833,4188,48875,3945,9568,1477,13565,2059,25742,2806,7958,1491,1159657,11072,927878,11729,398415,8587,83956,4552,78473,4346,235986,6422,529463,9174,231779,6532,77714,4051,44245,3204,11361,1859,3350,1004,29534,2660,33469,3224,154065,5615,95493,4817,12849,1934,12188,1813,70456,3997,58572,3868,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,20201,2445,12752,2025,2150,675,3536,1087,7066,1442,7449,1334,50723,3321,6295,1400,4810,1221,1334,647,901,521,2575,872,1485,655,44428,3185,37182,3105,6235,1365,10408,1795,20539,2425,7246,1164,831445,8840,640675,8470,272232,5670,49966,3330,42089,2729,180177,4885,368443,6683,190770,6524,56922,3897,27134,2702,7153,1394,2662,845,17319,2304,29788,2855,133848,5347,78037,4375,10386,1735,10468,1550,57183,4042,55811,3161,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,5984,1260,3962,1184,236,189,1518,729,2208,889,2022,622,12415,1677,2028,630,1685,610,607,444,299,178,779,371,343,209,10387,1632,8771,1547,2088,757,2025,807,4658,1205,1616,498,207194,4348,157476,4530,62380,2830,12081,1399,12109,1674,38190,2272,95096,3796,49718,3535,14233,2110,8964,1691,2354,912,1135,520,5475,1258,5269,993,35485,2747,21753,2242,2965,1046,2796,734,15992,1830,13732,1947,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,2274,745,1472,753,235,243,560,540,677,430,802,377,13416,1415,1422,584,784,402,163,161,58,100,563,346,638,402,11994,1395,9049,1254,1200,566,2525,752,5324,916,2945,735,96803,3781,59875,3094,23111,1867,7986,1024,4502,895,10623,1482,36764,2279,36928,2435,7956,1249,3482,941,917,451,618,456,1947,670,4474,811,28972,2078,15700,1568,2945,835,2703,760,10052,1412,13272,1460,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,226660,7825,125473,6109,16385,2250,41236,3799,67852,4848,101187,4966,354129,9725,64598,4050,49018,3762,12930,1916,11494,2163,24594,2608,15580,1568,289531,9091,242507,8388,46566,3864,66844,4718,129097,6151,47024,3512,4017433,24594,3092960,22883,1082531,17425,202604,8542,183039,6929,696888,13642,2010429,17426,924473,14572,259303,9265,126419,6224,27191,2949,15193,2407,84035,5092,132884,5909,665170,10080,363869,10563,60767,4764,46293,4047,256809,8467,301301,7060,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,120443,6072,78091,5017,11808,2249,28197,3044,38086,3268,42352,3565,241377,8503,35701,2570,26578,2311,5543,1233,6599,1352,14436,2018,9123,1486,205676,8198,175850,7592,32789,3442,49176,3956,93885,5037,29826,3059,2044406,15943,1572943,17075,695077,12499,124772,5288,136524,7411,433781,10579,877866,12231,471463,11691,130717,5897,66086,4486,14003,2091,9165,2148,42918,3489,64631,3587,340746,10111,198843,8075,30903,2910,27360,3396,140580,7258,141903,5794,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,11141,1234,6682,1162,745,312,2705,861,3232,865,4459,1113,15373,1789,2744,832,2210,836,1268,678,478,325,464,267,534,271,12629,1647,11220,1621,2250,767,3589,1020,5381,1071,1409,588,282651,5838,217886,6168,95920,3875,20983,2166,19723,2025,55214,3073,121966,4164,64765,3503,20825,1895,8975,1404,1780,602,1517,580,5678,1247,11850,1370,43940,2948,22029,2297,4658,1209,4046,841,13325,1623,21911,1834,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,22630,2412,15186,2028,3222,799,4818,1107,7146,1426,7444,1644,24928,2647,3868,953,2954,859,746,518,416,312,1792,748,914,425,21060,2486,19180,2442,4881,1191,4774,1265,9525,1552,1880,592,358350,6909,299595,6422,125302,4980,22211,2318,30759,3219,72332,3879,174293,4443,58755,4228,20466,2715,12850,2254,2390,1152,1586,759,8874,1683,7616,1668,38289,3132,21119,2178,2723,804,2062,659,16334,1990,17170,2208,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,111903,5129,74373,4318,11443,1972,24823,2425,38107,3125,37530,2612,227692,6957,36832,3216,26873,2671,6897,1380,7984,1667,11992,1248,9959,1642,190860,6302,163329,5957,32970,2828,41456,3072,88903,4671,27531,2135,2781425,15435,2177526,18209,939046,12635,172143,5834,176053,6724,590850,9674,1238480,11674,603899,11431,183297,6670,90999,4923,21753,2169,12654,2011,56592,3862,92298,3994,420602,9957,232973,6997,32679,2892,30366,2471,169928,6074,187629,6211,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1648172,14329,186201,5877,60834,3397,38906,2796,6520,1210,14077,1794,18309,1880,21928,1917,125367,5374,22829,2166,18187,2017,4579,1125,4723,1342,8885,1340,4642,1065,102538,4952,91518,4996,21965,2152,24743,2964,44810,3771,11020,1393,1461971,13691,1168272,12839,470474,8665,84105,4932,87964,4170,298405,6316,697798,10103,293699,7817,91943,4431,52803,3688,13428,2147,6297,1269,33078,3003,39140,3233,201756,6920,117195,5143,17598,2172,13854,1835,85743,4886,84561,4521,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796744,7245,70337,3702,23869,2087,13401,1748,3045,948,4839,1186,5517,932,10468,1241,46468,3057,8759,1494,7365,1473,1523,636,2165,808,3677,1032,1394,515,37709,2489,34171,2408,10339,1390,7382,1356,16450,1660,3538,689,726407,7311,602083,6637,235762,5300,45793,2805,47051,2497,142918,4664,366321,5516,124324,4543,40978,3042,25210,2352,6419,1196,2545,741,16246,1627,15768,1738,83346,3170,52662,2824,7278,1165,6781,1201,38603,2697,30684,1822,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
