GEO_ID,B27021_001E,B27021_001M,B27021_002E,B27021_002M,B27021_003E,B27021_003M,B27021_004E,B27021_004M,B27021_005E,B27021_005M,B27021_006E,B27021_006M,B27021_007E,B27021_007M,B27021_008E,B27021_008M,B27021_009E,B27021_009M,B27021_010E,B27021_010M,B27021_011E,B27021_011M,B27021_012E,B27021_012M,B27021_013E,B27021_013M,B27021_014E,B27021_014M,B27021_015E,B27021_015M,B27021_016E,B27021_016M,B27021_017E,B27021_017M,B27021_018E,B27021_018M,B27021_019E,B27021_019M,B27021_020E,B27021_020M,B27021_021E,B27021_021M,B27021_022E,B27021_022M,B27021_023E,B27021_023M,B27021_024E,B27021_024M,B27021_025E,B27021_025M,B27021_026E,B27021_026M,B27021_027E,B27021_027M,B27021_028E,B27021_028M,B27021_029E,B27021_029M,B27021_030E,B27021_030M,B27021_031E,B27021_031M,B27021_032E,B27021_032M,B27021_033E,B27021_033M,B27021_034E,B27021_034M,B27021_035E,B27021_035M,B27021_036E,B27021_036M,B27021_037E,B27021_037M,B27021_038E,B27021_038M,B27021_039E,B27021_039M,B27021_040E,B27021_040M,B27021_041E,B27021_041M,B27021_042E,B27021_042M,B27021_043E,B27021_043M,B27021_044E,B27021_044M,B27021_045E,B27021_045M,B27021_046E,B27021_046M,B27021_047E,B27021_047M,B27021_048E,B27021_048M,B27021_049E,B27021_049M,B27021_050E,B27021_050M,B27021_051E,B27021_051M,B27021_052E,B27021_052M,B27021_053E,B27021_053M,NAME,B27021_001EA,B27021_001MA,B27021_002EA,B27021_002MA,B27021_003EA,B27021_003MA,B27021_004MA,B27021_004EA,B27021_005EA,B27021_005MA,B27021_006EA,B27021_006MA,B27021_007EA,B27021_007MA,B27021_008MA,B27021_008EA,B27021_009EA,B27021_009MA,B27021_010MA,B27021_010EA,B27021_011EA,B27021_011MA,B27021_012EA,B27021_012MA,B27021_013MA,B27021_013EA,B27021_014EA,B27021_014MA,B27021_015MA,B27021_015EA,B27021_016MA,B27021_016EA,B27021_017EA,B27021_017MA,B27021_018EA,B27021_018MA,B27021_019MA,B27021_019EA,B27021_020EA,B27021_020MA,B27021_021MA,B27021_021EA,B27021_022EA,B27021_022MA,B27021_023EA,B27021_023MA,B27021_024MA,B27021_024EA,B27021_025EA,B27021_025MA,B27021_026MA,B27021_026EA,B27021_027MA,B27021_027EA,B27021_028EA,B27021_028MA,B27021_029EA,B27021_029MA,B27021_030EA,B27021_030MA,B27021_031MA,B27021_031EA,B27021_032MA,B27021_032EA,B27021_033EA,B27021_033MA,B27021_034EA,B27021_034MA,B27021_035EA,B27021_035MA,B27021_036EA,B27021_036MA,B27021_037MA,B27021_037EA,B27021_038MA,B27021_038EA,B27021_039EA,B27021_039MA,B27021_040EA,B27021_040MA,B27021_041EA,B27021_041MA,B27021_042MA,B27021_042EA,B27021_043MA,B27021_043EA,B27021_044EA,B27021_044MA,B27021_045EA,B27021_045MA,B27021_046EA,B27021_046MA,B27021_047EA,B27021_047MA,B27021_048MA,B27021_048EA,B27021_049MA,B27021_049EA,B27021_050EA,B27021_050MA,B27021_051EA,B27021_051MA,B27021_052EA,B27021_052MA,B27021_053MA,B27021_053EA,state
0400000US06,37524274,5678,31722524,47855,22231945,89570,21940699,90298,18703653,81028,14729978,83898,5819155,49381,3237046,47125,291246,13900,185336,9692,109193,7451,85424,5800,105910,6729,9490579,89054,2940440,54172,2573064,47892,1876655,40970,1130524,33006,859807,23539,696409,20147,367376,13803,219024,9454,131333,7701,95105,5831,148352,8736,6550139,80013,6054304,72938,4794348,62623,2553383,38951,2581469,44508,1259956,27811,495835,15867,283277,10233,177484,7685,121590,6808,212558,11032,5801750,48284,3949999,28827,3051239,25826,2656395,24834,1972865,22378,1330517,17035,394844,11186,898760,14061,707658,10609,611696,10184,161075,6037,191102,7394,1851751,28086,1388342,25099,1090494,22197,372834,11169,463409,14313,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,4107296,15840,3094153,31914,3064898,31304,2733085,31552,2343727,29782,701837,18564,331813,14859,29255,3725,19599,2913,10743,2154,9959,2083,9656,2127,1013143,28686,300592,15957,264407,14483,193732,11125,132638,8709,73315,7603,70675,7085,36185,4225,23285,3197,15372,2357,9044,1949,12900,2405,712551,25436,661898,22219,528475,18920,305464,12455,259337,14513,133423,9090,50653,5595,28901,3334,20232,2325,10058,2152,21752,3554,987470,15589,714162,10459,559297,9748,480121,8351,380577,7531,212485,5363,79176,4295,154865,5271,123239,4931,109707,4411,22968,2180,31626,2886,273308,8332,213085,6833,180817,6260,42417,3326,60223,4633,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,2906107,13658,2115274,25799,2101956,25563,1976136,23726,1726630,24388,487232,12078,125820,8930,13318,2262,8875,1665,5753,1268,3562,1158,4443,1458,790833,22593,204498,12982,181176,11127,145135,9427,101457,7739,57048,5152,36041,4804,23322,2962,16372,2236,11080,1915,5921,1149,6950,1920,586335,19140,558302,17841,490046,16301,255273,13034,274570,11397,68256,5134,28033,3059,19168,2241,11116,1809,9083,1590,8865,1872,628512,13591,454653,8957,377415,7957,345566,7499,258735,6350,187612,5398,31849,2412,77238,4081,65055,3432,56286,3327,15006,1690,12183,1917,173859,6978,146294,5905,116887,5502,35887,2631,27565,3582,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,741342,6581,521774,13994,518704,13868,481991,13783,407795,11763,153503,9088,36713,4608,3070,1050,2870,1076,1403,795,1789,806,200,163,219568,12837,58243,7093,50694,6338,43306,5463,28089,4677,18463,2822,7388,1873,7549,1462,6206,1345,3408,1042,3560,1095,1343,571,161325,10700,148651,9843,134239,9372,74987,7725,72840,7434,14412,2127,12674,2444,10168,2210,6506,1780,4376,1213,2506,743,161573,6639,114210,4256,91774,4038,84491,3888,65197,3658,46501,2967,7283,1453,22436,2538,19362,2508,16376,2085,5532,1421,3074,869,47363,3759,40388,3279,32600,3084,11478,1883,6975,1824,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,377937,6053,193020,9555,188627,9609,181426,9222,155007,7509,52864,6697,7201,1485,4393,2509,3466,2222,2955,1797,781,692,927,481,184917,8719,32064,5296,29489,4883,25992,4322,16471,3509,13416,3066,3497,1433,2575,783,2399,742,1520,605,1125,547,176,220,152853,8255,146969,7463,137714,7170,59007,5545,93345,6957,9255,2346,5884,1550,5324,1487,2725,1071,2628,1058,560,374,243443,6036,153431,4083,121589,4696,114845,4431,92495,4142,41973,2444,6744,1324,31842,2429,30223,2358,27565,2090,4170,1034,1619,543,90012,4127,83137,3717,74340,3678,11787,1556,6875,1353,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,15469389,35342,10591789,71310,10502304,71960,8870592,62506,6957502,57117,3296783,38093,1631712,31144,89485,7737,51220,5622,25621,4095,29360,4327,38265,4334,4877600,69196,1220404,45029,1083619,38718,748394,27719,452555,20169,356062,15949,335225,18340,136785,10071,77652,6468,46446,4967,34552,4101,59133,6125,3657196,52535,3431014,48436,2570527,44629,1317748,30654,1433889,38391,860487,20462,226182,10433,116334,7183,69942,5893,53790,4980,109848,7802,3541681,35741,2591676,23093,2123338,19926,1794016,17954,1261066,16933,1050009,14708,329322,8989,468338,11299,336053,8872,273722,7661,108718,4916,132285,6261,950005,20787,630442,15246,467402,11963,213018,10610,319563,12992,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,8205740,22758,5629344,52445,5589019,51491,4816943,47096,4034838,43240,1327285,26326,772076,23019,40325,4530,23639,3046,12068,2260,13917,2345,16686,2897,2576396,48624,590352,24599,528802,22855,370658,17728,240869,14012,160959,9799,158144,12678,61550,5258,31413,4302,20303,3346,12402,2413,30137,3393,1986044,48033,1893101,45156,1435349,32365,737139,20091,800810,24171,457752,20087,92943,7527,44467,5354,29893,3968,17658,3120,48476,4939,1513671,22973,1121183,15931,941665,14375,784743,12560,592785,10989,378316,6660,156922,7934,179518,7579,134628,6814,115162,6004,31688,3131,44890,3864,392488,11676,285252,9636,241170,8310,56040,4767,107236,7682,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,1143334,7806,819138,17935,800037,17980,757104,17615,652661,16253,213463,9675,42933,4588,19101,2521,17120,2300,11069,1873,6959,1850,1981,759,324196,17107,92207,8847,81971,8172,74213,7489,54341,5516,30158,4342,7758,1815,10236,1812,9165,1811,6354,1564,3558,939,1071,589,231989,14307,214461,12789,200321,11757,135814,9010,87812,7117,14140,2426,17528,2865,15084,2722,10466,2195,5948,1430,2444,876,198374,7642,135463,4969,105582,4372,97789,4353,78922,4154,45949,2537,7793,1548,29881,2500,26303,2363,22562,2202,7159,1217,3578,1064,62911,3927,52271,3741,40158,3223,15702,1830,10640,1738,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,1333389,8306,1052025,15824,1044349,16236,903883,15809,757286,16559,270262,11469,140466,8837,7676,1924,5533,1641,3168,1099,3185,1325,2143,816,281364,14604,81643,9587,70288,7992,51417,6378,33000,4842,22512,4569,18871,3382,11355,2643,5228,1583,3463,1536,2067,857,6127,1861,199721,12838,185137,12081,148823,9998,85853,8317,80414,7869,36314,4558,14584,2244,8165,1646,6428,1369,2252,1128,6419,1467,242293,8325,176876,5485,139834,5866,119103,5424,88392,4527,67460,3862,20731,2582,37042,2762,27704,2377,24011,2116,6428,1161,9338,1469,65417,4877,51083,3722,42351,3014,11630,2013,14334,2213,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,10519793,22992,7606406,52846,7564189,53049,6877718,45561,5814760,46467,1853280,24601,686471,18573,42217,4175,29166,3355,17808,3022,13424,2131,13051,2173,2913387,46731,768016,27840,674904,24739,520491,20176,326968,15226,234763,10989,154413,10367,93112,5616,63598,4715,34904,2963,30761,3544,29514,3105,2145371,41956,2029000,38986,1688027,35184,828504,24159,992023,26186,340973,11796,116371,6145,63886,4270,42104,3386,23779,2744,52485,4066,2178578,22803,1647856,15026,1372025,13686,1194701,14085,942266,13186,585677,8339,177324,7563,275831,7412,220108,6108,196747,5441,40466,3306,55723,3516,530722,12588,418211,10510,342475,9236,93910,5683,112511,7387,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
