GEO_ID,B27009_001E,B27009_001M,B27009_002E,B27009_002M,B27009_003E,B27009_003M,B27009_004E,B27009_004M,B27009_005E,B27009_005M,B27009_006E,B27009_006M,B27009_007E,B27009_007M,B27009_008E,B27009_008M,B27009_009E,B27009_009M,B27009_010E,B27009_010M,B27009_011E,B27009_011M,B27009_012E,B27009_012M,B27009_013E,B27009_013M,B27009_014E,B27009_014M,B27009_015E,B27009_015M,B27009_016E,B27009_016M,B27009_017E,B27009_017M,B27009_018E,B27009_018M,B27009_019E,B27009_019M,B27009_020E,B27009_020M,B27009_021E,B27009_021M,B27009_022E,B27009_022M,B27009_023E,B27009_023M,B27009_024E,B27009_024M,B27009_025E,B27009_025M,B27009_026E,B27009_026M,B27009_027E,B27009_027M,B27009_028E,B27009_028M,B27009_029E,B27009_029M,B27009_030E,B27009_030M,B27009_031E,B27009_031M,B27009_032E,B27009_032M,B27009_033E,B27009_033M,B27009_034E,B27009_034M,B27009_035E,B27009_035M,B27009_036E,B27009_036M,B27009_037E,B27009_037M,B27009_038E,B27009_038M,B27009_039E,B27009_039M,B27009_040E,B27009_040M,B27009_041E,B27009_041M,B27009_042E,B27009_042M,B27009_043E,B27009_043M,B27009_044E,B27009_044M,B27009_045E,B27009_045M,B27009_046E,B27009_046M,B27009_047E,B27009_047M,B27009_048E,B27009_048M,B27009_049E,B27009_049M,B27009_050E,B27009_050M,B27009_051E,B27009_051M,B27009_052E,B27009_052M,B27009_053E,B27009_053M,B27009_054E,B27009_054M,B27009_055E,B27009_055M,B27009_056E,B27009_056M,B27009_057E,B27009_057M,NAME,B27009_001MA,B27009_001EA,B27009_002MA,B27009_002EA,B27009_003EA,B27009_003MA,B27009_004EA,B27009_004MA,B27009_005EA,B27009_005MA,B27009_006MA,B27009_006EA,B27009_007MA,B27009_007EA,B27009_008EA,B27009_008MA,B27009_009EA,B27009_009MA,B27009_010EA,B27009_010MA,B27009_011EA,B27009_011MA,B27009_012MA,B27009_012EA,B27009_013MA,B27009_013EA,B27009_014EA,B27009_014MA,B27009_015EA,B27009_015MA,B27009_016EA,B27009_016MA,B27009_017MA,B27009_017EA,B27009_018MA,B27009_018EA,B27009_019EA,B27009_019MA,B27009_020EA,B27009_020MA,B27009_021EA,B27009_021MA,B27009_022EA,B27009_022MA,B27009_023MA,B27009_023EA,B27009_024MA,B27009_024EA,B27009_025EA,B27009_025MA,B27009_026EA,B27009_026MA,B27009_027EA,B27009_027MA,B27009_028MA,B27009_028EA,B27009_029MA,B27009_029EA,B27009_030EA,B27009_030MA,B27009_031EA,B27009_031MA,B27009_032EA,B27009_032MA,B27009_033EA,B27009_033MA,B27009_034MA,B27009_034EA,B27009_035MA,B27009_035EA,B27009_036EA,B27009_036MA,B27009_037EA,B27009_037MA,B27009_038EA,B27009_038MA,B27009_039MA,B27009_039EA,B27009_040MA,B27009_040EA,B27009_041MA,B27009_041EA,B27009_042EA,B27009_042MA,B27009_043EA,B27009_043MA,B27009_044EA,B27009_044MA,B27009_045MA,B27009_045EA,B27009_046MA,B27009_046EA,B27009_047EA,B27009_047MA,B27009_048EA,B27009_048MA,B27009_049EA,B27009_049MA,B27009_050MA,B27009_050EA,B27009_051MA,B27009_051EA,B27009_052EA,B27009_052MA,B27009_053EA,B27009_053MA,B27009_054EA,B27009_054MA,B27009_055EA,B27009_055MA,B27009_056MA,B27009_056EA,B27009_057MA,B27009_057EA,state
0400000US06,37524274,5678,18510580,6787,1562760,8271,1153,618,1561607,8260,3149187,9024,2613,752,3146574,8957,1988264,5152,7859,1760,1980405,5584,2701952,5708,37768,3385,2664184,6661,2525778,4908,34939,3217,2490839,6010,2549460,3192,49255,3694,2500205,4587,2051143,2638,109882,5477,1941261,5718,1163816,2547,121122,4655,1042694,5012,818220,2646,125208,4175,693012,4627,19013694,5371,1491421,8827,889,557,1490532,8745,3020120,8369,2504,1029,3017616,8387,1928693,2947,2553,947,1926140,3054,2646244,3681,6814,1180,2639430,3702,2568332,3108,7398,1399,2560934,3314,2620195,3499,9033,1367,2611162,3368,2218320,2196,13062,1516,2205258,2875,1347910,2438,10324,1512,1337586,2727,1172459,2953,14811,1720,1157648,3525,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,210204,3535,328,301,209876,3527,416621,3777,590,433,416031,3799,250716,2922,1312,700,249404,3158,368983,3444,7553,1507,361430,3555,349185,2671,7148,1308,342037,2950,352812,2474,9760,1493,343052,2858,311741,1629,19800,1923,291941,2155,168926,1211,21315,1733,147611,2038,99725,1230,19579,1508,80146,1762,2565853,3561,197096,3694,412,383,196684,3704,405087,3752,376,232,404711,3735,244136,2035,229,220,243907,2014,359590,2532,1621,538,357969,2470,343152,2236,2735,1112,340417,2453,362857,1835,2495,816,360362,2090,326991,1566,3080,857,323911,1723,185499,1542,1939,539,183560,1642,141445,1522,2231,611,139214,1651,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,121916,2549,0,193,121916,2549,283136,2634,0,193,283136,2634,167713,1413,477,307,167236,1403,208160,1795,3174,1005,204986,2190,217228,1632,2149,691,215079,1683,273742,1617,4262,1089,269480,1807,224390,1094,10015,1248,214375,1753,128363,850,14513,1318,113850,1616,90651,906,22223,1597,68428,1740,1819320,2365,114858,2415,64,100,114794,2424,271915,2626,157,215,271758,2603,163549,1337,186,171,163363,1323,215168,1383,752,566,214416,1346,233977,1307,399,283,233578,1314,288293,1258,704,382,287589,1310,240939,1145,952,465,239987,1228,149678,1028,846,382,148832,1077,140943,1185,1958,541,138985,1310,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,33118,939,0,182,33118,939,71184,1288,0,182,71184,1288,44961,988,0,182,44961,988,53994,938,316,222,53678,922,51631,1171,495,298,51136,1268,63593,1100,1323,441,62270,1182,54715,482,3901,968,50814,1102,37599,604,3993,690,33606,966,23603,506,3865,771,19738,950,468517,1018,33193,1225,213,252,32980,1261,66999,1394,0,182,66999,1394,46401,614,67,81,46334,628,56800,821,498,569,56302,1024,58447,941,44,58,58403,935,68418,662,115,103,68303,671,62257,592,377,222,61880,655,42604,513,277,229,42327,592,33398,785,106,100,33292,800,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,23594,1094,0,197,23594,1094,31172,1085,0,197,31172,1085,36519,657,74,123,36445,642,62855,689,746,536,62109,841,41896,551,938,524,40958,720,36842,559,1562,675,35280,899,29786,698,2256,601,27530,775,17199,376,1750,608,15449,700,11011,369,1916,524,9095,647,330506,735,22630,777,0,197,22630,777,31786,787,0,197,31786,787,44786,304,0,197,44786,304,73890,230,226,254,73664,349,42116,300,225,232,41891,360,37648,182,207,177,37441,254,36052,540,241,251,35811,563,22029,324,201,261,21828,384,19569,458,267,254,19302,510,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,659557,7044,559,489,658998,7110,1372554,8766,2118,1316,1370436,8702,882948,4529,4612,1462,878336,4790,1132390,4932,21285,2912,1111105,5898,1156700,4812,23201,2531,1133499,5514,1314127,4954,50043,3354,1264084,5445,1147075,3652,103586,5034,1043489,5893,877145,3068,132444,4815,744701,5027,665753,3224,165040,6121,500713,6489,9802821,7129,633209,7067,540,395,632669,7027,1325823,7564,2319,1701,1323504,7767,880260,4004,1859,901,878401,4038,1172623,3922,6241,1237,1166382,4222,1204043,3884,8647,1921,1195396,4528,1390936,3225,11360,1990,1379576,3619,1297511,2428,13002,1597,1284509,2852,1006554,2839,10756,1631,995798,3369,891862,3134,15454,1865,876408,3634,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,418692,6433,494,362,418198,6330,854557,7271,607,373,853950,7208,481381,5122,1506,539,479875,5189,624427,5961,8354,1640,616073,6296,642912,4991,12104,1607,630808,4968,660638,4100,25757,2464,634881,4667,529938,2436,42816,3128,487122,3755,312163,2983,46075,2999,266088,3969,166825,2708,33680,2210,133145,3553,5027878,8176,398911,6024,700,504,398211,5918,820001,6567,615,442,819386,6615,492447,4372,850,484,491597,4393,674462,5695,3484,1069,670978,5798,713334,4346,4136,1171,709198,4339,704136,3872,5937,1380,698199,3691,593602,2529,7931,1520,585671,2698,364383,2756,4993,1091,359390,3004,266602,2430,4148,850,262454,2316,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,55605,1534,0,177,55605,1534,99470,1698,79,126,99391,1700,61507,1630,441,323,61066,1636,89906,2217,2024,839,87882,2169,81889,1220,1741,722,80148,1367,90252,1221,2852,846,87400,1298,89153,417,5453,1032,83700,1148,53534,634,5959,878,47575,1079,37801,885,4759,799,33042,1027,682591,1728,53105,1606,0,177,53105,1606,94385,1525,220,182,94165,1537,60040,861,94,99,59946,884,91508,877,562,379,90946,840,84996,957,240,168,84756,972,92438,731,542,328,91896,773,91921,535,264,182,91657,564,57878,480,325,190,57553,506,56320,651,175,133,56145,663,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,70179,2196,0,187,70179,2196,146680,2474,210,263,146470,2493,77676,2194,508,388,77168,2277,103558,2381,2371,982,101187,2320,96927,1952,2633,1007,94294,2135,97870,1437,3738,1008,94132,1685,94753,1154,10395,1735,84358,2184,59858,866,9841,1368,50017,1454,37011,656,9438,1095,27573,1241,791170,3288,67098,2461,0,187,67098,2461,139969,2746,0,187,139969,2746,77660,1847,207,223,77453,1844,101524,2030,405,297,101119,2095,95929,1924,863,631,95066,2055,102404,1744,965,543,101439,1835,96658,1000,780,338,95878,1033,62053,919,634,305,61419,933,47875,738,666,296,47209,771,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,498651,4889,498,391,498153,4921,1061822,5209,545,270,1061277,5215,618415,3601,2276,762,616139,3570,871012,3798,13912,1924,857100,4278,827048,2985,10007,1563,817041,3539,881924,2731,18178,2212,863746,3352,741762,1809,41557,2947,700205,3419,421499,2035,48918,2532,372581,3037,282209,1493,57555,2110,224654,2443,6494029,5389,483391,4316,272,193,483119,4310,1015191,5079,1215,546,1013976,5019,610291,2786,688,295,609603,2823,884025,3036,3401,970,880624,3137,850529,2982,2053,607,848476,2898,921628,2427,2917,877,918711,2491,799871,1788,4551,869,795320,1933,491313,1655,2677,593,488636,1728,437790,2809,4644,996,433146,2914,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
