GEO_ID,C27001H_001E,C27001H_001M,C27001H_002E,C27001H_002M,C27001H_003E,C27001H_003M,C27001H_004E,C27001H_004M,C27001H_005E,C27001H_005M,C27001H_006E,C27001H_006M,C27001H_007E,C27001H_007M,C27001H_008E,C27001H_008M,C27001H_009E,C27001H_009M,C27001H_010E,C27001H_010M,NAME,C27001H_001EA,C27001H_001MA,C27001H_002EA,C27001H_002MA,C27001H_003MA,C27001H_003EA,C27001H_004MA,C27001H_004EA,C27001H_005MA,C27001H_005EA,C27001H_006MA,C27001H_006EA,C27001H_007EA,C27001H_007MA,C27001H_008EA,C27001H_008MA,C27001H_009MA,C27001H_009EA,C27001H_010EA,C27001H_010MA,state
0400000US06,14689060,10205,2452816,3298,2327612,9118,125204,8639,9491154,7658,8087063,20654,1404091,18176,2745090,3308,2732342,4079,12748,1815,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3547973,3954,703944,818,663285,5179,40659,5067,2340676,3672,2000178,9227,340498,8476,503353,964,502077,1055,1276,528,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2477338,3098,470093,1240,457712,3431,12381,3115,1565423,2559,1428370,6380,137053,6101,441822,1049,439631,1551,2191,990,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,581288,1633,106226,304,103577,1013,2649,956,363292,1534,326257,3860,37035,3436,111770,668,111762,673,8,14,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,219516,1073,21664,275,21618,286,46,77,175396,968,169091,1680,6305,1257,22456,151,22415,173,41,69,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10810873,8269,1779495,3436,1632134,7887,147361,8026,6399705,6272,5045435,25973,1354270,25931,2631673,2480,2620305,3154,11368,1760,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5370784,4614,1148280,1357,1075447,5918,72833,5621,3399304,4488,2744547,18075,654757,17219,823200,1498,820863,1542,2337,797,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,291072,2030,40204,395,39027,732,1177,581,199096,1954,176760,3111,22336,2563,51772,536,51609,572,163,159,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1316290,1359,324754,382,301385,4136,23369,4083,795304,1230,639459,6674,155845,6800,196232,520,195774,576,458,271,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7998711,4498,1604022,1337,1562437,4836,41585,4660,5107400,3708,4486905,12327,620495,11489,1287289,2411,1281390,2922,5899,1358,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5220348,3465,1162861,1452,1072702,6302,90159,6050,3279737,2742,2720804,12660,558933,12844,777750,1293,775599,1474,2151,712,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2667075,1785,581862,760,562910,2578,18952,2513,1653195,1623,1483014,6943,170181,6808,432018,745,431578,768,440,307,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2193874,2258,490361,485,463523,2795,26838,2860,1361608,2187,1173971,7610,187637,7244,341905,781,341111,873,794,299,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3698355,2946,815991,1310,774626,4994,41365,4732,2331332,2272,1900614,10994,430718,10495,551032,842,549974,853,1058,397,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2703001,3115,582143,1104,553843,3780,28300,3714,1702764,2572,1376485,9415,326279,9455,418094,1222,416222,1571,1872,965,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1238124,664,237519,294,226671,1788,10848,1776,785265,797,672177,5734,113088,5786,215340,514,215076,535,264,157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3119117,3125,610372,1437,595953,2729,14419,2347,1989537,2556,1815045,8126,174492,8020,519208,1181,517066,1552,2142,871,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4946570,4410,926076,1646,914245,3189,11831,2620,3202809,3430,3064140,7574,138669,7580,817685,1242,816465,1404,1220,659,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7461708,2824,1542809,1414,1485025,4587,57784,4264,4706391,1983,4009402,11593,696989,11793,1212508,1277,1210233,1420,2275,636,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4382481,2057,921362,879,883654,3320,37708,3167,2797489,1667,2565452,6986,232037,6974,663630,1096,662788,1108,842,337,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1686129,2317,365863,800,339504,3941,26359,3862,1032012,2046,819624,7624,212388,7279,288254,1030,287888,1064,366,354,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4772167,3600,1036053,1574,969969,6989,66084,6576,2976599,2704,2479737,11500,496862,11822,759515,1296,757332,1372,2183,615,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,864256,887,176126,142,160117,2165,16009,2166,542615,877,421543,4241,121072,4387,145515,321,145226,352,289,192,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1488082,1735,331263,709,317240,2520,14023,2460,926217,1350,816732,5444,109485,5433,230602,642,230332,681,270,167,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1438384,1732,252923,692,223164,4620,29759,4547,917826,1656,728615,7142,189211,7293,267635,618,266593,770,1042,566,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1198830,837,238692,253,230088,2177,8604,2193,779085,863,667955,6212,111130,6314,181053,342,180763,454,290,325,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5083284,5974,1009251,2379,976823,4479,32428,3547,3157043,4606,2827201,10829,329842,10413,916990,1493,914296,1672,2694,912,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,813697,1633,131898,395,124971,1948,6927,1925,506967,1506,422141,4413,84826,4514,174832,499,173912,681,920,517,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11097842,6247,2123176,2650,2057920,5703,65256,4384,7060272,4569,6386950,15934,673322,15457,1914394,2649,1909756,2756,4638,1059,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6176810,6132,1236253,2442,1163563,6188,72690,5919,3890857,4479,3206787,17625,684070,17596,1049700,1372,1047854,1491,1846,559,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,603926,1010,124497,210,118085,1531,6412,1536,388048,1042,345948,3585,42100,3610,91381,293,91136,354,245,201,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
