GEO_ID,C19001I_001E,C19001I_001M,C19001I_002E,C19001I_002M,C19001I_003E,C19001I_003M,C19001I_004E,C19001I_004M,C19001I_005E,C19001I_005M,C19001I_006E,C19001I_006M,C19001I_007E,C19001I_007M,C19001I_008E,C19001I_008M,C19001I_009E,C19001I_009M,C19001I_010E,C19001I_010M,C19001I_011E,C19001I_011M,NAME,C19001I_001MA,C19001I_001EA,C19001I_002EA,C19001I_002MA,C19001I_003EA,C19001I_003MA,C19001I_004EA,C19001I_004MA,C19001I_005EA,C19001I_005MA,C19001I_006MA,C19001I_006EA,C19001I_007EA,C19001I_007MA,C19001I_008EA,C19001I_008MA,C19001I_009EA,C19001I_009MA,C19001I_010EA,C19001I_010MA,C19001I_011MA,C19001I_011EA,state
0400000US22,61528,3188,6409,1224,5280,1091,8593,1429,7439,1339,9874,1488,10444,1622,6442,1375,4002,874,1518,586,1527,545,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5178,792,581,328,305,337,657,355,735,395,1151,544,727,378,526,388,119,148,97,136,280,256,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,123041,3452,4075,1106,3452,1064,10488,1768,10657,1584,19653,2152,29890,2494,14850,1897,16914,2012,7827,1506,5235,1005,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,198367,4421,34639,3003,18639,1943,27637,2635,21892,2083,27083,2494,28802,2588,13992,1711,15084,1650,6332,1221,4267,1144,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,122621,3920,13663,1743,8823,1477,21296,2442,14836,1631,20918,2228,18605,2075,10518,1401,8839,1381,2722,719,2401,612,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,65332,2581,4580,1055,4120,882,8927,1217,8691,1485,11203,1617,12555,1793,6576,1155,5096,1193,1797,672,1787,661,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18156,1776,1781,675,1121,577,3655,1126,3684,924,2582,853,2038,550,1370,531,901,469,497,369,527,384,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,58621,2753,8037,1540,3876,999,8397,1527,8183,1388,10188,1324,8002,1441,6095,1194,3074,688,1366,518,1403,500,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9888,1036,624,395,816,389,1416,509,1935,743,1643,673,1041,464,845,471,1233,656,249,203,86,112,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,45782,2193,2264,801,3894,1050,7358,1224,7446,1306,8750,1402,9994,1537,3336,738,2160,700,350,254,230,168,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,195853,4685,15359,2007,11319,1734,27189,2383,28764,2827,36204,3252,41647,2858,18540,2018,12517,1641,3128,847,1186,649,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10748,1282,936,573,472,380,807,477,1368,674,2297,820,1340,538,1320,528,1511,582,399,253,298,242,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,471544,6441,42257,3405,30294,2969,51975,3531,53954,3794,68881,4105,86242,4571,52498,3862,51014,3458,22080,2254,12349,1760,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,310136,4705,38639,3039,25193,2290,47039,2887,44543,3260,45717,3412,48522,3521,29964,2474,20975,1865,6520,1339,3024,694,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1055634,8546,146914,5872,82065,4930,150055,7085,115319,6493,144939,7162,165561,5977,100843,4787,91383,4348,30839,2439,27716,2682,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,207630,4672,16828,2193,15636,2522,39354,4133,35661,3283,37810,3037,31063,3013,16844,2243,9928,1721,2215,733,2291,667,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4565,657,313,255,94,84,414,242,730,425,1308,521,781,339,642,313,251,187,0,141,32,36,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,104091,3413,13355,1863,8363,1554,15643,1613,15395,1740,17833,2174,16292,2013,7008,1296,5559,1066,2220,665,2423,663,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88501,2552,9113,1340,5494,911,15007,1769,15535,1634,17028,1363,12683,1188,7400,1061,3989,771,1166,550,1086,427,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,114726,3451,9825,1521,8497,1723,19952,2387,15111,2503,17738,2046,21081,2612,10284,1831,8691,1478,1913,550,1634,643,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,217328,4626,32889,2596,20073,2143,32885,2670,31724,2960,30648,2944,31799,2487,16364,1949,14346,1645,3864,1029,2736,676,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,38833,1853,7252,1261,3835,963,6178,1212,3956,915,5312,1039,6531,1229,2208,675,2427,784,372,307,762,487,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,63368,2812,6557,1560,3341,1097,10558,1994,8741,1738,10178,1676,11488,2067,6752,1493,3835,1116,908,501,1010,558,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6004,1010,783,524,93,75,978,458,547,364,1256,469,1039,453,526,285,646,379,72,99,64,57,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,77593,3119,6221,1257,6069,1606,15804,2394,11639,1822,13106,1979,12838,2106,4845,1276,4418,1224,1115,662,1538,721,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2695186,14612,250719,6792,193419,6133,410903,9137,361828,9252,436943,12226,482143,10675,262235,9457,206930,7193,53179,4011,36887,3125,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,90798,3058,6653,1572,6412,1528,15048,2225,14896,2154,14235,1982,17226,2065,7345,1175,6643,1268,1550,598,790,460,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2703,497,212,163,207,183,286,153,312,223,619,280,366,193,154,151,330,217,107,97,110,135,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,175098,4996,8370,1706,4740,1025,17084,2372,18913,2331,28432,3001,33533,3162,23102,2655,23159,2514,9734,1508,8031,1322,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,208017,4342,16405,2239,12323,1840,28357,2955,29483,3348,37531,2637,40354,2983,20527,2344,16762,2178,3501,916,2774,723,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6562,936,1054,522,496,329,1217,525,379,233,409,268,1374,503,296,209,640,408,353,271,344,259,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,90310,2816,8178,1217,5330,994,15662,1866,15520,1666,16353,2100,14910,1757,8158,1526,4616,945,689,335,894,580,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,16292,1512,1477,565,1289,564,1788,670,2176,784,3090,928,3124,938,1608,557,1140,593,400,272,200,219,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1251027,9024,363318,8340,142400,5041,239162,7341,153403,6580,152547,5337,114285,5889,42897,3077,26536,2439,10130,1793,6349,1304,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,44830,2642,3674,950,4527,1345,8621,1890,6706,1309,7222,1544,6335,1161,4595,1236,2516,810,460,308,174,169,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,12160,1205,615,415,263,204,1307,550,1508,679,1922,706,2756,896,1491,672,1168,446,572,281,558,331,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,521581,6856,53818,3921,40194,3072,80328,4380,73663,4561,85023,4537,93165,4666,43404,3396,37282,3008,8865,1832,5839,1250,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,50783,2448,4661,1053,3002,1000,9995,1593,8922,1571,9362,1647,7851,1603,3905,1094,2156,765,558,365,371,386,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
