GEO_ID,B06007_001E,B06007_001M,B06007_002E,B06007_002M,B06007_003E,B06007_003M,B06007_004E,B06007_004M,B06007_005E,B06007_005M,B06007_006E,B06007_006M,B06007_007E,B06007_007M,B06007_008E,B06007_008M,B06007_009E,B06007_009M,B06007_010E,B06007_010M,B06007_011E,B06007_011M,B06007_012E,B06007_012M,B06007_013E,B06007_013M,B06007_014E,B06007_014M,B06007_015E,B06007_015M,B06007_016E,B06007_016M,B06007_017E,B06007_017M,B06007_018E,B06007_018M,B06007_019E,B06007_019M,B06007_020E,B06007_020M,B06007_021E,B06007_021M,B06007_022E,B06007_022M,B06007_023E,B06007_023M,B06007_024E,B06007_024M,B06007_025E,B06007_025M,B06007_026E,B06007_026M,B06007_027E,B06007_027M,B06007_028E,B06007_028M,B06007_029E,B06007_029M,B06007_030E,B06007_030M,B06007_031E,B06007_031M,B06007_032E,B06007_032M,B06007_033E,B06007_033M,B06007_034E,B06007_034M,B06007_035E,B06007_035M,B06007_036E,B06007_036M,B06007_037E,B06007_037M,B06007_038E,B06007_038M,B06007_039E,B06007_039M,B06007_040E,B06007_040M,NAME,B06007_001MA,B06007_001EA,B06007_002EA,B06007_002MA,B06007_003EA,B06007_003MA,B06007_004MA,B06007_004EA,B06007_005MA,B06007_005EA,B06007_006EA,B06007_006MA,B06007_007MA,B06007_007EA,B06007_008EA,B06007_008MA,B06007_009MA,B06007_009EA,B06007_010MA,B06007_010EA,B06007_011EA,B06007_011MA,B06007_012MA,B06007_012EA,B06007_013EA,B06007_013MA,B06007_014EA,B06007_014MA,B06007_015MA,B06007_015EA,B06007_016MA,B06007_016EA,B06007_017EA,B06007_017MA,B06007_018EA,B06007_018MA,B06007_019EA,B06007_019MA,B06007_020MA,B06007_020EA,B06007_021MA,B06007_021EA,B06007_022EA,B06007_022MA,B06007_023EA,B06007_023MA,B06007_024EA,B06007_024MA,B06007_025EA,B06007_025MA,B06007_026MA,B06007_026EA,B06007_027MA,B06007_027EA,B06007_028MA,B06007_028EA,B06007_029MA,B06007_029EA,B06007_030MA,B06007_030EA,B06007_031MA,B06007_031EA,B06007_032EA,B06007_032MA,B06007_033MA,B06007_033EA,B06007_034MA,B06007_034EA,B06007_035MA,B06007_035EA,B06007_036EA,B06007_036MA,B06007_037EA,B06007_037MA,B06007_038MA,B06007_038EA,B06007_039MA,B06007_039EA,B06007_040MA,B06007_040EA,state
0400000US06,35504620,2553,19781507,58336,10301841,42422,5846112,33738,4455729,33397,5421272,39215,3129184,36538,2292088,24582,18310839,54908,12731245,58277,4609786,33357,3969108,30272,640678,14976,969808,17131,846565,17410,123243,5796,6495591,39875,5843726,34368,416946,12176,339942,11374,77004,4578,234919,8866,206284,8227,28635,2875,434264,13335,223456,8404,94436,5984,67166,4479,27270,2735,116372,6663,87189,5558,29183,2798,10263926,50745,983080,17538,5180673,36148,1469896,18714,3710777,29488,4100173,31622,1989146,29021,2111027,22877,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4850587,1857,4025066,17674,578348,12293,356278,11232,222070,8009,247173,9882,167836,8385,79337,4951,1892585,20681,1666544,20530,190983,7153,160984,7283,29999,3026,35058,3772,29972,3748,5086,1061,2379062,20118,2216533,20091,119333,6508,101141,6252,18192,2537,43196,3639,38816,3491,4380,904,77417,5649,59208,3986,13225,2816,9116,2033,4109,1287,4984,970,4346,982,638,280,501523,13031,82781,5387,254807,9066,85037,6006,169770,7429,163935,7453,94702,5962,69233,4727,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3397277,984,2641980,13777,381942,6815,223883,7562,158059,6765,373355,12045,243272,8857,130083,6902,1813741,17613,1638609,16821,101862,5489,87250,5272,14612,2509,73270,4773,64867,4295,8403,2057,963614,14456,870727,14422,54380,4582,47205,4199,7175,1375,38507,3122,33911,2938,4596,873,127409,5949,23542,2440,96679,5253,47849,4051,48830,3491,7188,1480,5460,1246,1728,820,492513,13280,109102,6228,129021,6059,41579,3403,87442,5657,254390,8875,139034,6085,115356,6293,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,860907,333,749512,5604,60985,3704,34858,3705,26127,3262,50410,3455,35547,3322,14863,2031,364998,8497,344118,8394,14794,2236,11101,1947,3693,1217,6086,1321,4415,900,1671,899,404897,8834,382657,8391,13793,2451,10863,2172,2930,1154,8447,1629,7415,1610,1032,436,14604,2087,6373,1380,6994,1833,4331,1218,2663,1091,1237,541,715,433,522,324,76408,4780,16364,2850,25404,3095,8563,1711,16841,2777,34640,2955,23002,2719,11638,1811,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,593321,267,494887,5162,47192,3337,27922,2507,19270,2696,51242,4333,36682,3317,14560,2824,203980,6214,190982,6011,9854,1666,8064,1572,1790,610,3144,810,2793,787,351,184,290528,7567,271989,6847,9287,1574,8494,1502,793,338,9252,1568,7953,1470,1299,583,10084,1752,5343,909,2409,1038,1869,938,540,396,2332,767,2097,723,235,236,88729,4720,26573,2948,25642,3015,9495,1870,16147,2346,36514,4213,23839,3069,12675,2901,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18247223,3003,13156749,31693,3733476,23149,2129827,22506,1603649,17521,1356998,24133,855135,18398,501863,14152,5933754,37943,4994958,35990,753036,16795,654975,16152,98061,5816,185760,10794,166063,10178,19697,3080,7966235,40068,7267400,39007,522917,13059,460328,12997,62589,4736,175918,9479,154056,8981,21862,2548,617198,19997,184647,9088,400552,16242,251940,13089,148612,8043,31999,3686,26252,3487,5747,1408,3730036,31973,709744,15878,2056971,19250,762584,14648,1294387,16689,963321,20549,508764,13562,454557,14112,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9248840,3638,8011696,21145,726160,11879,394860,12060,331300,10298,510984,16335,328641,13342,182343,8985,4898052,31783,4667878,32517,168140,8458,132434,8665,35706,3877,62034,6649,54882,6104,7152,1492,3289586,33106,3095631,34495,130341,7853,107727,7308,22614,2834,63614,5397,56285,5000,7329,1788,128240,7549,80350,6249,36528,6068,26896,4703,9632,2355,11362,1933,10231,1874,1131,558,932962,16725,167837,10533,391151,9873,127803,6677,263348,8354,373974,13163,207243,10423,166731,8602,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1303300,333,976716,11275,23637,3610,16761,2860,6876,1528,302947,10461,143691,7063,159256,8079,682389,9561,612534,10950,3195,1063,2883,1072,312,277,66660,5329,46609,4056,20051,2590,330372,6446,303954,6591,11901,1751,9041,1628,2860,773,14517,2251,11801,1885,2716,877,40555,3765,21331,2394,1738,630,1101,474,637,475,17486,2427,10389,2075,7097,1727,249984,9645,38897,3362,6803,2041,3736,1123,3067,1440,204284,9030,74892,5036,129392,7010,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1481992,1847,1327339,8052,113521,6132,67321,5193,46200,3987,41132,4701,29252,3367,11880,2179,657551,12578,616546,11959,33578,3589,28590,3420,4988,1182,7427,1543,6334,1491,1093,481,715059,12427,680472,12205,26022,2897,22581,2664,3441,1028,8565,1541,8061,1489,504,301,13419,2529,11340,2327,1244,620,486,315,758,542,835,468,774,457,61,96,95963,6184,18981,2530,52677,4268,15664,2355,37013,3309,24305,3645,14083,2403,10222,2242,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12061228,2147,9332459,22140,1584438,14210,898654,17135,685784,13543,1144331,20933,716716,17860,427615,13735,7877379,26348,6982119,26575,648732,13443,549380,14388,99352,6084,246528,9941,217760,9428,28768,2589,2270113,22031,2115907,20897,97110,6133,79123,6061,17987,2123,57096,3976,49185,3840,7911,1200,133946,6368,52349,3607,59945,5057,33091,3900,26854,2644,21652,2724,17091,2511,4561,1011,1779790,21064,182084,8255,778651,12019,237060,8158,541591,11958,819055,16900,432680,13641,386375,13039,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6113177,2538,5596288,12593,283060,8651,162266,7161,120794,5958,233829,7842,156069,7168,77760,4851,4088791,18554,3928775,18662,82202,5262,62643,4456,19559,2527,77814,5516,59671,4937,18143,2569,1688667,19612,1590319,20239,67041,5283,54068,4455,12973,2199,31307,3301,27497,2959,3810,1228,35380,2785,25256,2205,6792,1567,4786,1396,2006,579,3332,993,2898,865,434,323,300339,9106,51938,4336,127025,6698,40769,4190,86256,5469,121376,5753,66003,4446,55373,3918,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2878189,2164,2669592,7017,112700,3815,66217,3876,46483,3055,95897,5792,58556,4918,37341,2853,2030127,10843,1974052,10486,35128,3091,27049,2793,8079,1752,20947,2886,16704,2226,4243,1082,694740,10339,655036,9664,26391,2776,22273,2684,4118,1043,13313,1972,10852,1757,2461,627,16922,2409,13418,2018,2370,992,1542,652,828,496,1134,490,847,476,287,220,136400,5790,27086,3094,48811,2922,15353,2385,33458,2658,60503,3920,30153,3183,30350,2732,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2684487,1807,2384163,8933,201544,6705,118546,5154,82998,4601,98780,4779,63880,4278,34900,2853,1539163,12480,1463316,12948,58356,4315,48913,3892,9443,1767,17491,2242,15432,2227,2059,557,936856,13185,876713,12525,45374,4509,38396,3875,6978,1558,14769,1640,12843,1663,1926,626,23458,2316,17276,1823,3444,858,1983,607,1461,541,2738,907,2165,858,573,292,185010,5801,26858,2827,94370,3820,29254,2516,65116,4058,63782,3550,33440,2757,30342,2615,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4103742,1986,3904275,8089,102993,6038,56085,4025,46908,4368,96474,5784,64431,5295,32043,3243,2819533,14715,2777618,14973,25068,2068,19273,1810,5795,1123,16847,2089,13330,1673,3517,948,1122462,14852,1079161,14278,23732,2294,18531,2104,5201,1079,19569,3043,16785,2791,2784,853,26402,3096,18793,2292,4396,1157,3633,1053,763,311,3213,1866,2870,1834,343,241,135345,6303,28703,2991,49797,5115,14648,2509,35149,4040,56845,4148,31446,3037,25399,2824,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4292613,2663,3931207,9314,153301,5763,89456,4981,63845,4590,208105,6244,155658,5595,52447,3670,3334995,15310,3168141,16360,39614,3760,33291,3372,6323,1451,127240,5822,108533,5628,18707,2326,764453,14499,717138,14095,29853,3004,24347,2768,5506,1353,17462,1874,15133,1692,2329,835,25537,3135,16056,2163,7076,1859,4604,1528,2472,952,2405,890,1570,656,835,557,167628,6566,29872,3437,76758,4678,27214,2813,49544,3947,60998,3938,30422,2850,30576,2782,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1263002,939,1173631,6220,12606,2957,10849,2880,1757,475,76765,5348,57231,4537,19534,2529,808150,10766,766424,11344,4531,2112,3923,2091,608,267,37195,3351,30629,3111,6566,1259,396566,9745,378916,9389,5877,1651,5447,1577,430,300,11773,1779,10783,1775,990,436,11701,1664,8982,1389,587,384,421,348,166,145,2132,660,1894,666,238,179,46585,3428,19309,2095,1611,679,1058,586,553,290,25665,2698,13925,1856,11740,1964,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
