GEO_ID,B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,NAME,B23024_001MA,B23024_001EA,B23024_002EA,B23024_002MA,B23024_003EA,B23024_003MA,B23024_004EA,B23024_004MA,B23024_005MA,B23024_005EA,B23024_006MA,B23024_006EA,B23024_007MA,B23024_007EA,B23024_008EA,B23024_008MA,B23024_009EA,B23024_009MA,B23024_010EA,B23024_010MA,B23024_011MA,B23024_011EA,B23024_012MA,B23024_012EA,B23024_013EA,B23024_013MA,B23024_014EA,B23024_014MA,B23024_015EA,B23024_015MA,B23024_016MA,B23024_016EA,B23024_017MA,B23024_017EA,B23024_018MA,B23024_018EA,B23024_019EA,B23024_019MA,B23024_020EA,B23024_020MA,B23024_021EA,B23024_021MA,B23024_022EA,B23024_022MA,B23024_023EA,B23024_023MA,B23024_024MA,B23024_024EA,B23024_025MA,B23024_025EA,B23024_026EA,B23024_026MA,B23024_027EA,B23024_027MA,B23024_028EA,B23024_028MA,B23024_029MA,B23024_029EA,B23024_030MA,B23024_030EA,B23024_031EA,B23024_031MA,state
0400000US06,22725269,7810,3444190,34306,509705,13255,132017,5921,0,197,132017,5921,73638,4302,58379,3879,377688,12043,2934485,35249,1721491,23531,1982,764,1719509,23548,1183560,18563,535949,13481,1212994,21663,19281079,35013,1331907,19922,606091,14039,2405,944,603686,14075,517428,12068,86258,4959,725816,15603,17949172,40245,15102645,42422,78694,5494,15023951,43101,13847267,43617,1176684,17519,2846527,26576,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3140843,3638,398101,10809,71659,4470,20155,2561,0,189,20155,2561,13194,2214,6961,1355,51504,3831,326442,9400,212458,7263,539,343,211919,7317,165789,6806,46130,3602,113984,5820,2742742,11799,198273,8106,110667,6331,1473,680,109194,6264,95915,5723,13279,1727,87606,4418,2544469,13685,2209456,14032,19624,2578,2189832,13834,2079026,14687,110806,6016,335013,7918,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2108473,3624,207989,9107,45444,3595,12179,1988,0,193,12179,1988,6067,1347,6112,1316,33265,2851,162545,8458,96934,5950,0,193,96934,5950,60463,4694,36471,2976,65611,4562,1900484,9497,131101,5766,77326,4566,58,95,77268,4560,65683,4173,11585,1547,53775,3560,1769383,10181,1565045,11078,4547,1129,1560498,11175,1453741,12278,106757,5597,204338,6244,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,532479,1770,58773,4638,11225,1563,2569,728,0,182,2569,728,1647,712,922,365,8656,1383,47548,4099,27979,2853,0,182,27979,2853,19269,2311,8710,1651,19569,2648,473706,4596,42789,3214,20217,2084,67,112,20150,2073,17511,1912,2639,911,22572,2238,430917,5201,374612,5541,2246,828,372366,5555,349257,5486,23109,3360,56305,3367,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,409756,1401,67526,4963,15161,1880,2613,736,0,197,2613,736,1192,492,1421,540,12548,1776,52365,4375,29727,3218,14,23,29713,3217,17805,2437,11908,2095,22638,3151,342230,4694,23752,2362,12470,1681,34,56,12436,1669,10992,1609,1444,530,11282,1517,318478,5131,290555,5264,1881,715,288674,5287,270238,5820,18436,2574,27923,2431,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11103351,7342,1775512,26446,321382,11017,79433,5032,178,299,79255,5042,38892,3438,40363,3524,241949,9404,1454130,22441,898382,20124,643,371,897739,20155,589001,17468,308738,11064,555748,12895,9327839,26400,809267,17091,348844,10557,828,490,348016,10508,290315,9285,57701,4496,460423,11556,8518572,33399,7243653,32760,35412,3416,7208241,33133,6691265,32615,516976,16142,1274919,18155,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5827419,7348,985271,19912,188682,7515,46933,3458,19,34,46914,3456,24519,2366,22395,2312,141749,7113,796589,16774,474259,13251,413,258,473846,13247,324922,10135,148924,7242,322330,11664,4842148,20459,441639,11870,196022,7795,1416,624,194606,7779,168426,6837,26180,2878,245617,9256,4400509,21464,3730525,21640,34339,3551,3696186,22022,3444445,22453,251741,10072,669984,13668,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,822259,1813,86976,5358,15100,2207,4252,1245,188,312,4064,1199,1870,778,2194,771,10848,1901,71876,4653,39071,2878,586,288,38485,2919,29575,2519,8910,1880,32805,2954,735283,5567,52279,4198,26659,3021,749,359,25910,2957,23100,2772,2810,852,25620,2593,683004,5796,586836,6502,24356,2327,562480,6585,534335,6888,28145,2049,96168,4531,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,900220,2679,130888,7081,26625,3025,9838,2008,0,187,9838,2008,6598,1487,3240,1003,16787,2355,104263,6456,67048,5315,28,54,67020,5306,51871,4522,15149,2321,37215,3537,769332,6818,73882,4700,35498,3046,0,187,35498,3046,32594,2825,2904,893,38384,3134,695450,7962,586273,8184,2182,658,584091,8219,554860,7753,29231,3408,109177,5476,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7622480,6211,1019231,17024,180895,6499,45374,3521,0,179,45374,3521,22808,2406,22566,2322,135521,5289,838336,15022,525378,12987,0,179,525378,12987,350741,10380,174637,7516,312958,10189,6603249,16978,473029,10273,232547,7175,72,86,232475,7177,197742,6167,34733,2963,240482,7042,6130220,19013,5332575,20259,7092,1129,5325483,20208,4980623,20396,344860,7941,797645,13429,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
